 prueba                    SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor 
                                                                         m^3/s   
   366    12    31  2016       1       1  cha01                0.2861E-02     0.0000E+00     0.2861E-02     0.1333E-01     0.1306E-01     0.6531E-02     0.6531E-02     0.0000E+00     0.6531E-02     0.0000E+00     0.9479E-07     0.0000E+00     0.2692E+00     0.4574E-01     0.1000E-04     0.0000E+00     0.1756E-05     0.0000E+00     0.1232E+04     0.0000E+00     0.1232E+04     0.8983E-05
   366    12    31  2016       2       2  cha02                0.5808E-01     0.0000E+00     0.5808E-01     0.1021E+00     0.3789E-01     0.1898E-01     0.1894E-01     0.0000E+00     0.1891E-01     0.0000E+00     0.3545E-04     0.0000E+00     0.1863E+01     0.1661E+00     0.1000E-04     0.0000E+00     0.2386E-04     0.0000E+00     0.9953E+03     0.0000E+00     0.9953E+03     0.1554E-05
   366    12    31  2016       3       3  cha03                0.1763E+00     0.0000E+00     0.1762E+00     0.1763E+00     0.3278E+02     0.1652E+02     0.1639E+02     0.0000E+00     0.1626E+02     0.0000E+00     0.1305E+00     0.0000E+00     0.3588E+01     0.2571E+00     0.8100E-03     0.0000E+00     0.2961E-01     0.0000E+00     0.1013E+04     0.0000E+00     0.1013E+04     0.6570E-02
   366    12    31  2016       4       4  cha04                0.3940E-10     0.0000E+00     0.3940E-10     0.1961E-09     0.2272E-06     0.1136E-06     0.1136E-06     0.0000E+00     0.1136E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.5007E-01     0.1490E-01     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.2800E-03     0.0000E+00     0.2800E-03     0.0000E+00
   366    12    31  2016       5       5  cha05                0.2849E-02     0.0000E+00     0.2849E-02     0.1328E-01     0.1819E-01     0.5643E+01     0.9096E-02     0.0000E+00     0.4136E-02     0.5555E+01     0.7864E-01     0.0000E+00     0.2681E+00     0.1738E+00     0.3290E-02     0.7112E-01     0.1668E+00     0.0000E+00     0.1235E+04     0.0000E+00     0.1235E+04     0.6954E-03
   366    12    31  2016       6       6  cha06                0.3188E-02     0.0000E+00     0.3188E-02     0.1476E-01     0.1819E-01     0.9926E+00     0.9094E-02     0.0000E+00     0.4332E-02     0.9745E+00     0.8970E-02     0.0000E+00     0.2840E+00     0.5884E-01     0.1470E-02     0.5608E-02     0.5267E-01     0.0000E+00     0.1256E+04     0.0000E+00     0.1256E+04     0.2184E-03
   366    12    31  2016       7       7  cha07                0.4312E-02     0.0000E+00     0.4312E-02     0.1942E-01     0.1830E-01     0.1013E+01     0.9151E-02     0.0000E+00     0.5699E-02     0.9994E+00     0.4887E-02     0.0000E+00     0.3436E+00     0.6153E-01     0.1340E-02     0.3801E-02     0.2697E-01     0.0000E+00     0.1236E+04     0.0000E+00     0.1237E+04     0.2843E-03
   366    12    31  2016       8       8  cha08                0.6243E-02     0.0000E+00     0.6243E-02     0.2684E-01     0.1934E-01     0.3525E+00     0.9670E-02     0.0000E+00     0.6773E-02     0.3411E+00     0.1710E-02     0.0000E+00     0.4344E+00     0.6426E-01     0.9500E-03     0.6812E-03     0.7571E-02     0.0000E+00     0.1211E+04     0.0000E+00     0.1211E+04     0.1606E-03
   366    12    31  2016       9       9  cha09                0.1142E-01     0.0000E+00     0.1142E-01     0.4357E-01     0.2412E-01     0.1072E+01     0.1206E-01     0.0000E+00     0.9624E-02     0.1053E+01     0.6563E-02     0.0000E+00     0.6398E+00     0.8628E-01     0.1330E-02     0.2463E-02     0.1891E-01     0.0000E+00     0.1162E+04     0.0000E+00     0.1163E+04     0.2426E-03
