 prueba                    SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
   365    12    31  2022       1       0  rtu010                 0.000       0.000      -3.331      -7.576          119.532           13.149            0.000            0.000           17.396           -7.835            2.979            3.063            0.856            0.000            0.000           83.506           15.155            0.000            0.000
   365    12    31  2022       2       0  rtu020                 0.000       0.000      31.722      17.028            0.000            0.000            0.000          166.164           22.352           20.220            3.598          302.857           57.356            0.000            0.000          122.439           22.817            0.000            0.000
   365    12    31  2022       3       0  rtu030                 0.000       0.000      31.722      17.027            0.000            0.000            0.000          166.154           22.352           20.219            3.598          302.854           57.355            0.000            0.000          122.436           22.817            0.000            0.000
   365    12    31  2022       4       0  rtu040                 0.000       0.000      31.722      17.027            0.000            0.000            0.000          166.161           22.352           20.219            3.598          302.854           57.356            0.000            0.000          122.437           22.817            0.000            0.000
   365    12    31  2022       5       0  rtu050                 0.000       0.000      -3.329      -7.574          119.532           13.149            0.000            0.000           17.388           -7.837            2.978            3.061            0.855            0.000            0.000           83.443           15.143            0.000            0.000
   365    12    31  2022       6       0  rtu060                 0.000       0.000      -3.434      -7.624          119.532           13.149            0.000            0.000           17.520           -7.880            3.000            3.090            0.864            0.000            0.000           84.435           15.323            0.000            0.000
   365    12    31  2022       7       0  rtu070                 0.000       0.000      -3.745      -7.725          119.532           13.149            0.000            0.000           17.818           -7.994            3.051            3.169            0.889            0.000            0.000           87.202           15.823            0.000            0.000
   365    12    31  2022       8       0  rtu080                 0.000       0.000      -3.847      -7.757          119.532           13.149            0.000            0.000           18.003           -8.064            3.083            3.205            0.900            0.000            0.000           88.415           16.042            0.000            0.000
   365    12    31  2022       9       0  rtu090                 0.000       0.000      -4.420      -7.939          119.532           13.149            0.000            0.000           19.081           -8.374            3.267            3.389            0.956            0.000            0.000           94.446           17.132            0.000            0.000
   365    12    31  2022      10       0  rtu100                 0.000       0.000      -1.657      -7.242          119.532           13.149            0.000            0.000           16.877           -7.644            2.891            2.968            0.825            0.000            0.000           80.047           14.529            0.000            0.000
   365    12    31  2022      11       0  rtu110                 0.000       0.000      -5.036      -8.145          119.532           13.149            0.000           17.008           22.356           -9.851            3.828            3.660            1.038            0.000            0.000          103.028           18.692            0.000            0.000
   365    12    31  2022      12       0  rtu120                 0.000       0.000      -3.709      -7.727          119.532           13.149            0.000            0.000           17.916           -8.044            3.068            3.177            0.892            0.000            0.000           87.483           15.874            0.000            0.000
   365    12    31  2022      13       0  rtu130                 0.000       0.000      -4.637      -8.008          119.532           13.149            0.000            0.000           19.412           -8.478            3.324            3.448            0.974            0.000            0.000           96.375           17.481            0.000            0.000
   365    12    31  2022      14       0  rtu140                 0.000       0.000       0.029      -7.591            0.000            0.000            0.000            0.000           17.538           -9.220            3.004            0.014            0.003            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2022      15       0  rtu150                 0.000       0.000      -0.018      -7.605            0.000            0.000            0.000            0.000           17.273           -9.080            2.959            0.015            0.003            0.000            0.000            0.000            0.000            0.000            0.000
