real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,102.317,88.5033,7.32092,43.9249,84.9524,199,118.861,199,123.386,38.0727,199,126.785,116.501
1,13.1706,78.239,19.576,199,199,199,55.6976,43.9423,199,86.6846,199,77.478,32.0046
2,33.1495,144.749,14.0848,34.7,199,199,14.0023,65.1275,71.9226,199,199,90.7719,191.595
3,199,146.264,66.6059,48.1057,176.844,199,64.5364,199,199,199,186.259,199,9.04419
4,199,39.5106,52.9314,14.9017,17.5635,42.5541,199,67.3896,26.9396,174.613,199,199,41.8244
5,17.0545,38.1295,199,199,76.7057,41.9972,23.0366,39.4075,61.7626,199,199,199,199
6,151.625,23.5048,53.109,193.958,187.129,98.5416,38.8352,40.6883,146.53,199,149.692,119.346,85.5079
7,26.2373,33.8867,13.5381,199,85.7156,199,79.295,68.7164,6.60304,53.847,22.6157,16.1422,35.6521
8,76.9791,135.237,20.7284,57.7287,20.16,33.8451,97.8291,66.9029,199,199,199,43.1007,9.01162
9,94.4045,77.6758,14.6455,15.4931,100.378,159.762,36.3521,102.99,199,33.1757,20.3365,70.1987,17.0115
10,199,199,85.4968,42.6053,199,199,199,72.618,30.4554,199,24.4011,5.18472,33.366
11,88.3421,199,199,72.6297,40.4651,90.9109,90.773,146.452,8.19802,33.0759,199,12.3047,118.988
12,199,7.95724,84.9214,105.302,79.3862,67.2957,37.8251,4.99646,91.3403,199,199,199,32.3086
13,199,104.026,31.1944,153.109,199,11.6798,199,161.342,199,199,199,157.245,199
14,12.055,141.523,110.404,199,199,113.559,33.2489,48.6171,40.9078,46.0485,107.793,70.6514,199
15,136.332,75.5133,199,199,145.618,18.7696,8.89712,150.287,199,63.3127,25.3943,86.556,27.3916
16,199,45.1099,104.708,113.037,199,199,25.676,40.8351,199,76.5791,122.173,44.1584,199
17,89.8285,67.2964,40.6195,199,199,24.835,48.0958,90.7096,96.315,80.357,199,161.147,160.525
18,31.238,42.0976,17.2942,199,199,38.4962,121.045,23.1486,115.846,11.2806,8.95841,4.50781,199
19,199,199,26.5138,32.8629,74.434,20.3243,81.8831,30.8948,199,199,39.5168,82.3428,32.8467
20,25.7529,84.1013,72.084,199,199,199,46.074,23.3288,162.123,199,199,199,199
21,168.396,199,150.425,199,20.659,37.2597,4.21204,8.24447,41.7098,199,34.1703,152.747,159.13
22,199,199,199,66.0797,133.896,38.5076,174.464,39.4581,13.1143,31.6977,169.473,167.615,65.1142
23,180.199,199,38.5158,20.3678,83.2158,118.615,78.5956,199,199,199,12.6471,100.07,52.1446
24,93.9862,173.211,24.1656,199,199,13.1392,199,65.5925,34.2857,13.9135,199,79.2148,49.0281
25,199,199,199,47.0088,199,105.684,15.6981,69.448,91.2839,199,133.093,50.9786,177.85
