real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,16.3624,1.84994,81.8861,177.776,1.713,17.9099,1.12531,4.26821,13.9252,198.048,105.027,177.141,69.8684
1,9.43439,2.48043,100.163,165.548,2.72463,17.2235,1.4271,2.04578,47.7674,196.677,103.531,80.6244,13.5066
2,14.6664,4.01068,70.8935,161.424,3.37484,30.7788,1,4.50483,25.4766,194.52,105.067,64.4621,61.0002
3,22.9083,5.26145,68.0584,176.649,2.94576,23.2925,1.07286,7.99501,25.4196,197.318,104.913,160.924,7.55344
4,43.0133,4.46027,115.406,125.774,1,3.61532,1.25023,4.23437,12.6911,197.269,104.449,191.221,25.7537
5,12.4039,2.5677,127.8,162.52,1,5.73273,1.27407,4.49412,29.1622,193.091,103.66,181.32,59.2262
6,19.1489,1.92642,150.492,169.69,3.79751,20.9611,1.1209,3.59549,32.0044,194.958,102.649,61.9727,50.2847
7,20.1717,2.53861,58.3509,159.744,1.59056,18.1514,1,3.27954,3.20267,192.206,105.427,36.3661,16.9877
8,32.3233,5.01398,84.0184,170.907,1,4.89002,1,2.21046,52.3323,197.829,106.137,36.1937,3.96194
9,16.214,2.64122,41.2248,117.464,2.12341,16.3341,1,3.76321,29.3527,192.207,102.006,77.8949,10.8799
10,129.821,4.66843,94.0434,162.247,3.42149,25.9652,1.11198,3.73816,32.0186,191.516,104.674,5.24091,14.509
11,15.4938,3.22061,113.816,173.157,1,7.87995,1,4.14027,2.03575,192.962,104.303,9.36778,61.98
12,70.6258,1.04824,187.068,170.383,1.27184,5.22164,1.39907,1,29.2804,194.372,101.84,199,15.6396
13,25.394,4.03397,93.052,173.001,3.00186,2.18089,1.01853,5.36661,32.9356,199,103.985,127.036,101.416
14,8.16731,5.36414,93.0077,161.636,2.64653,32.2629,1.32521,3.87398,9.58157,192.873,101.889,62.1263,64.3163
15,25.1901,2.52062,172.35,171.844,2.08886,3.51296,1,10.0378,37.5275,193.556,105.863,82.5222,18.2067
16,16.3281,2.73302,199,175.832,3.90873,10.3657,1,3.15152,34.1092,194.893,102.486,63.6628,112.387
17,20.4083,3.62476,199,166.033,3.12987,5.29155,1.31353,5.15193,23.5202,197.231,104.6,145.307,72.8181
18,11.926,4.25467,91.8319,165.22,1.83877,9.59726,1.03112,3.6752,24.2235,195.303,98.6807,21.6763,49.5351
19,20.8893,3.62989,97.7214,172.83,1.57708,3.82567,1.07515,1.48861,43.3874,196.697,106.226,69.1965,22.3883
20,10.6596,3.71687,117.863,165.273,2.90369,15.6695,1.22032,1.29804,72.0328,196.502,103.116,153.526,65.5197
21,90.0605,2.91486,190.275,164.035,1,8.46398,1,1,22.5526,190.282,104.306,119.888,51.4925
22,88.9454,3.06264,199,166.943,1.69958,5.90643,1.14977,1.45975,7.79407,196.224,104.117,95.2924,20.8381
23,16.6049,3.0584,199,147.418,1.89653,14.9431,1.20656,4.9716,20.7079,198.503,102.443,150.666,34.815
24,18.1535,3.30508,83.4579,176.478,2.75315,1.42801,1.34454,2.40072,14.3179,145.615,101.583,56.5472,24.2592
25,11.682,4.94319,107.703,174.751,2.16576,16.1943,1.36822,7.63496,27.4332,195.194,104.475,39.2926,93.753
26,18.5189,2.79691,166.568,168.374,1,4.95731,1,5.90119,13.2507,194.595,104.155,17.8162,59.7782
27,32.5334,4.34279,32.4268,30.9928,1,43.455,1,7.75385,29.0684,193.838,105.365,22.2656,85.821
28,8.65781,1.00659,72.5114,168.876,3.20808,29.2723,1.8363,9.7132,17.3225,194.671,101.114,59.1966,82.4815
29,20.6436,4.19317,89.7119,171.833,1,6.91512,1.08008,7.3526,24.57,197.005,104.313,95.4366,13.705
30,8.46002,2.1662,50.0365,164.78,1,8.59267,1.18997,5.48001,31.085,191.896,101.331,73.0509,82.1741
31,18.2962,2.26293,109.009,170.854,4.04976,21.6275,1.15438,11.7978,5.96153,192.721,105.512,34.9429,3.1678
