iteration,total_runs,obs_realization,par_realization,cha049,obd_irr_paddy
10,1094,49,49,765.591,854.714
10,1094,50,50,787.356,853.827
10,1094,51,51,775.771,855.555
10,1094,52,52,742.01,862.749
10,1094,53,53,742.625,857.948
10,1094,54,54,745.515,865.433
10,1094,55,55,733.478,864.426
10,1094,56,56,744.96,857.001
10,1094,57,57,770.708,860.881
10,1094,58,58,739.222,853.139
10,1094,59,59,714.976,856.841
10,1094,60,60,784.09,853.91
10,1094,61,61,753.535,859.942
10,1094,62,62,752.98,859.365
10,1094,63,63,738.841,859.189
10,1094,64,64,755.328,856.054
10,1094,65,65,769.136,862.852
10,1094,66,66,745.979,870.323
10,1094,67,67,763.719,853.787
10,1094,68,68,761.514,863.315
10,1094,69,69,747.886,853.42
10,1094,70,70,748.489,863.19
10,1094,71,71,741.592,856.867
10,1094,72,72,759.321,856.007
10,1094,73,73,775.425,863.895
10,1094,74,74,773.261,855.877
10,1094,75,75,760.919,853.037
10,1094,76,76,754.818,848.769
11,1203,0,0,740.953,856.429
11,1203,1,1,734.118,863.226
11,1203,2,2,779.174,854.332
11,1203,3,3,755.127,856.209
11,1203,4,4,764.627,858.273
11,1203,5,5,782.447,858.113
11,1203,6,6,743.769,856.022
11,1203,7,7,748.628,853.817
11,1203,8,8,764.843,858.595
11,1203,9,9,759.435,848.549
11,1203,10,10,749.583,857.232
11,1203,11,11,763.626,850.473
11,1203,12,12,718.203,860.192
11,1203,13,13,738.607,852.018
11,1203,14,14,741.612,857.286
11,1203,15,15,762.544,855.233
11,1203,16,16,761.695,852.315
11,1203,17,17,738.432,863.445
11,1203,18,18,767.262,852.551
11,1203,19,19,741.918,857.158
11,1203,20,20,748.891,858.818
11,1203,21,21,770.235,854.592
11,1203,22,22,744.853,860.457
11,1203,23,23,744.394,861.075
11,1203,24,24,750.324,847.183
11,1203,25,25,734.889,863.002
11,1203,26,26,758.669,853.823
11,1203,27,27,758.974,852.669
11,1203,28,28,740.835,864.094
11,1203,29,29,777.094,848.487
11,1203,30,30,743.752,849.681
11,1203,31,31,745.669,855.414
11,1203,32,32,746.143,855.028
11,1203,33,33,773.885,864.675
11,1203,34,34,751.537,837.135
11,1203,35,35,742.109,852.774
11,1203,36,36,745.224,865.31
11,1203,37,37,730.99,853.07
11,1203,38,38,759.564,855.659
11,1203,39,39,737.551,852.504
11,1203,40,40,749.748,851.39
11,1203,41,41,756.098,863.295
11,1203,42,42,759.904,858.166
11,1203,43,43,745.306,852.993
11,1203,44,44,755.055,846.05
11,1203,45,45,738.248,857.029
11,1203,46,46,774.325,862.529
11,1203,47,47,741.286,851.165
11,1203,48,48,707.129,849.846
11,1203,49,49,765.738,853.681
11,1203,50,50,740.208,851.266
11,1203,51,51,746.058,853.788
11,1203,52,52,742.16,859.125
11,1203,53,53,746.081,855.438
11,1203,54,54,733.971,861.77
11,1203,55,55,733.607,859.583
11,1203,56,56,737.262,854.595
11,1203,57,57,733.571,857.971
11,1203,58,58,742.895,852.738
11,1203,59,59,768.034,855.759
11,1203,60,60,738.843,852.059
11,1203,61,61,732.984,859.603
11,1203,62,62,738.9,856.703
11,1203,63,63,740.541,856.643
11,1203,64,64,750.916,852.895
11,1203,65,65,735.035,859.775
11,1203,66,66,728.928,866.203
11,1203,67,67,760.353,852.28
11,1203,68,68,737.842,860.287
11,1203,69,69,753.8,851.016
11,1203,70,70,758.272,861.295
11,1203,71,71,781.649,854.374
11,1203,72,72,719.062,854.833
11,1203,73,73,743.561,862.901
11,1203,74,74,740.679,855.294
11,1203,75,75,772.778,851.51
11,1203,76,76,748.124,845.58
