real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,91.7705,98.4983,8.52369,66.8258,53.3583,115.032,49.1511,186.33,107.059,65.5918,93.4927,105.815,125.487
1,11.7105,85.4078,21.3883,199,121.026,113.444,34.1771,53.0644,179.513,157.625,96.5596,62.2664,37.0592
2,29.087,129.596,15.5045,45.1563,128.404,115.709,12.327,77.9292,65.2318,199,97.6791,69.2454,199
3,191.121,116.216,69.0388,67.9744,120.326,109.401,30.1964,199,188.798,199,99.0805,156.32,10.9752
4,192.127,42.9356,60.0269,21.8414,11.7316,24.3644,76.5083,72.2698,27.7004,199,94.7532,175.648,44.4824
5,16.1107,40.3074,196.923,199,48.9402,24.1333,14.4459,48.5846,57.9848,199,98.9898,166.064,199
6,149.414,24.5492,54.0481,192.95,133.01,53.9224,24.1862,54.7849,135.67,199,100.269,102.742,116.003
7,22.8462,39.5426,15.2631,199,71.0071,145.705,33.3089,80.7115,5.60138,88.7298,62.3174,17.3523,50.7603
8,70.7388,107.922,22.0337,88.8975,13.6378,19.2541,31.6544,64.9973,192.941,199,95.2411,36.1573,9.84416
9,76.325,71.0824,14.2817,19.8598,87.0605,126.037,40.6621,126.837,148.274,59.136,50.5804,63.3173,24.2201
10,168.489,160.135,80.649,70.0189,172.334,149.88,65.4305,71.0557,26.8751,199,63.8013,5.36026,45.1283
11,79.6055,166.973,187.543,115.478,26.3814,48.8354,24.3893,143.763,8.17495,45.7314,93.9733,10.915,135.826
12,178.526,10.2691,90.4178,142.632,50.1324,36.8371,18.1809,6.23572,85.0672,199,96.0527,187.18,38.1247
13,190.716,103.394,32.4447,199,128.208,6.80402,73.703,170.297,199,199,90.8934,136.079,195.101
14,11.3665,133.306,122.269,195.931,142.328,71.1329,25.8362,57.9158,36.3283,75.1951,97.238,60.5115,199
15,110.43,63.3389,176.326,192.7,134.617,16.982,14.0408,195.864,157.487,110.889,78.0282,76.7911,41.9731
16,190.597,58.5255,117.654,153.534,137.964,106.573,13.7866,55.9902,180.778,111.759,100.822,40.7738,199
17,87.2083,70.2719,49.1033,199,130.047,14.5684,29.3645,108.724,92.7247,141.202,95.2799,132.089,175.422
18,26.2771,39.3786,17.62,199,166.889,29.5538,55.6475,25.0175,98.6382,17.7715,20.0409,4.60411,199
19,166.711,176.833,25.9961,51.4367,65.9076,15.4007,29.1875,31.8975,176.345,199,101.099,89.9587,44.3127
20,22.6848,82.3389,78.8216,199,126.878,114.323,23.6309,26.6662,150.634,199,96.5676,168.168,199
21,143.062,162.045,132.274,192.252,18.9569,33.7685,5.5645,10.3479,35.3446,199,95.4947,139.144,199
22,190.611,143.948,198.434,103.396,91.4147,21.4459,63.0431,39.1044,13.1738,49.7027,90.0202,131.143,74.7269
23,158.228,193.451,41.6418,30.4237,72.8918,86.2439,34.5046,199,164.802,199,33.1084,111.799,72.9127
24,90.3802,156.118,25.8575,199,133.129,7.21171,65.8995,66.8093,35.8804,19.9031,89.6608,69.7101,53.9253
25,197.68,190.954,199,62.4695,134.138,57.5873,11.4024,91.7296,79.5683,199,95.0871,42.5641,199
26,46.5937,115.903,46.8319,194.727,15.5959,29.2093,5.74192,199,17.1657,199,59.1958,13.2944,182.286
27,153.672,107.007,82.8603,8.52136,45.1646,150.575,30.0843,178.22,181.163,199,90.6492,25.1899,181.886
28,36.4093,4.95841,186.317,63.9441,113.591,117.67,92.5252,187.03,31.3961,21.5359,93.3009,65.5562,192.566
29,194.327,88.3291,53.5293,84.7394,40.9679,29.7562,39.4392,171.684,130.392,199,96.3718,98.1511,19.9191
