real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,90.3132,99.6403,8.50217,62.0878,55.3951,116.42,60.4486,199,107.604,62.3033,96.4807,105.922,127.878
1,11.687,87.1041,21.4384,199,126.273,117.247,33.5991,52.3857,185.849,149.974,94.6127,64.2341,35.7576
2,28.9021,135.133,15.3378,43.9695,133.072,119.969,11.6771,77.1567,67.786,199,93.8535,71.1753,199
3,183.262,121.941,68.0987,67.0875,123.012,115.178,27.7856,199,199,199,83.6591,166.343,9.86567
4,184.714,41.4463,60.3704,20.2216,12.0885,25.0339,96.3123,75.2049,26.9367,199,93.2877,174.051,44.3558
5,15.7225,40.5455,199,199,51.0883,25.2306,13.5313,46.3222,59.8677,199,91.2828,171.503,199
6,136.833,25.058,51.3764,199,132.788,57.6013,20.9093,48.6945,147.263,199,74.0822,110.473,98.2523
7,20.3899,41.1956,14.4275,199,70.3482,156.645,30.7698,73.436,5.95071,86.4203,43.7921,18.651,42.7719
8,70.5598,111.944,22.1319,84.5257,14.1024,19.5807,35.5059,67.788,195.865,199,97.4115,36.783,9.86952
9,69.5278,74.5926,13.6481,20.0303,86.884,134.617,35.7784,115.168,161.093,57.4326,36.6422,67.9281,20.6257
10,149.599,167.622,78.4993,67.4996,170.604,158.094,71.0262,68.8699,27.6649,199,46.4902,5.58597,40.1474
11,78.6944,168.152,196.409,107.133,27.6983,49.4557,31.4462,154.937,8.06357,44.0407,97.8399,10.8495,139.294
12,177.933,10.0642,91.5707,136.762,52.7434,37.8971,19.842,6.32982,86.7694,199,98.791,187.953,37.4987
13,183.816,104.399,33.0479,191.649,132.386,6.89289,92.8074,180.159,199,199,90.0628,136.823,199
14,10.6228,143.103,119.314,199,144.055,75.1921,22.0384,53.0661,38.6708,72.0281,75.6823,65.0957,199
15,99.6488,68.0607,169.356,199,132.855,18.1694,11.2325,173.007,173.118,107.517,52.6889,83.3752,34.7517
16,173.037,60.5752,112.329,154.062,136.666,114.714,11.8851,50.3644,194.595,109.881,70.9146,43.5974,199
17,85.4953,72.0681,48.2575,199,134.394,15.037,28.4944,106.244,95.9753,134.702,90.7074,137.312,168.612
18,23.9005,41.0023,17.1046,199,166.57,30.9739,56.7109,24.0311,102.989,17.3684,15.2836,4.82107,199
19,153.518,181.546,25.0146,51.3286,66.0055,16.299,28.7141,29.9192,183.517,199,79.0941,95.1664,39.3519
20,22.62,85.4094,79.8875,199,132.758,117.218,23.579,26.7678,155.174,199,95.6798,172.312,199
21,129.291,176.772,126.513,199,18.6662,35.7058,4.6323,9.35743,38.2206,199,66.9354,150.05,190.72
22,177.68,155.327,199,96.7509,91.8051,22.0482,75.0032,40.3314,13.1212,46.8468,76.5151,136.272,71.8631
23,142.673,199,39.2679,30.4788,72.0668,92.274,31.6845,199,176.951,199,23.7988,118.659,62.0173
24,87.4038,158.122,26.0485,199,136.531,7.30168,86.265,71.6764,35.216,19.2753,89.3447,70.1482,54.7998
25,177.837,199,199,64.2014,132.976,62.3435,9.03635,79.4525,85.642,199,64.4798,45.8177,199
26,42.1194,127.298,44.6886,199,15.2797,30.8608,4.80857,199,18.1869,199,41.577,14.2221,158.474
27,158.555,108.045,88.3963,7.83883,48.3422,149.684,39.0931,199,177.487,199,108.513,24.666,199
28,36.1705,4.83578,195.227,59.972,119.287,118.866,115.171,199,30.8262,20.783,98.3184,64.5925,199
29,175.837,93.5223,51.3299,85.8064,40.7031,31.9241,33.6962,154.063,140.353,199,67.8385,106.037,16.7236
30,18.9859,12.7781,89.5123,54.4208,45.1333,31.1162,13.4518,39.5626,138.957,199,35.1918,60.9474,130.683
31,88.6053,12.9016,162.18,80.0332,167.591,162.157,61.2778,162.982,12.8569,168.63,103.965,28.7691,5.28658
32,15.9574,46.5541,9.65593,56.9339,6.95064,14.2872,84.0977,171.441,21.741,167.557,111.384,28.7835,199
33,135.403,61.0961,20.4207,35.4617,60.9989,104.728,49.9677,199,9.557,199,101.8,12.7741,49.2949
34,146.028,70.6723,116.345,199,62.5032,173.234,27.4054,31.5774,4.76094,9.06942,83.2967,199,22.3652
35,18.3705,26.8387,191.629,199,136.911,67.0631,95.7184,29.0799,17.8992,86.3687,101.721,3.49438,50.9008
36,182.359,184.055,193.684,199,44.7651,112.625,77.3951,56.1632,24.1843,199,88.8747,43.3106,156.746
37,178.095,121.812,48.7702,31.4346,138.796,111.379,77.0616,120.923,199,199,91.6396,42.5193,199
38,173.496,7.4059,82.0389,89.3463,159.918,36.887,26.308,199,194.698,16.2802,98.3438,65.4464,199
39,9.60985,45.8514,199,59.3874,133.295,54.699,100.09,35.1472,34.1057,80.6294,97.6043,51.0927,199
40,160.424,29.4422,80.4556,18.4676,130.166,115.929,92.3511,186.332,146.676,199,70.2934,156.25,30.1141
41,118.159,44.075,199,190.744,58.9932,130.727,122.007,47.883,91.6135,64.536,79.8823,29.7975,46.5941
42,148.497,188.628,186.202,166.068,32.6291,58.0572,67.5055,193.745,173.877,199,15.0588,120.806,17.0569
43,70.81,56.2175,21.1361,100.843,154.941,135.256,5.15196,199,37.0084,85.6635,84.0479,39.7452,39.2393
44,179.418,175.886,50.9892,94.7947,129.649,115.5,10.0091,53.0596,46.609,13.0934,87.3501,171.882,73.9197
45,5.43444,199,21.9637,131.722,167.878,25.4859,65.9139,62.3859,12.4377,174.674,57.9918,132.194,199
46,42.3491,100.507,31.7116,86.8667,40.9374,112.097,123.254,102.608,80.0262,119.442,85.457,41.2309,115.593
47,144.779,156.532,175.841,199,164.358,158.688,74.6614,85.0444,174.834,161.369,103.286,152.055,199
48,92.1712,18.7362,134.884,95.9348,41.6883,20.0745,85.24,93.5742,171.033,93.1867,25.1854,199,135.532
49,109.376,78.7186,199,199,58.4189,118.58,9.895,30.1885,95.4454,199,107.28,88.1934,17.8476
50,53.9678,89.7807,148.735,199,105.292,11.5996,50.0189,88.9194,146.512,199,102.578,53.1332,197.563
51,162.779,22.6235,62.3745,199,14.7767,147.475,74.0231,19.5115,71.1955,199,118.657,199,199
52,179.901,184.372,79.0739,199,10.379,70.928,61.5129,199,50.8355,174.185,96.2492,179.532,168.834
53,61.7075,182.851,153.535,199,133.615,32.3513,26.822,51.6026,184.935,199,24.1143,47.4013,16.2864
54,116.995,112.481,199,21.3721,15.0146,96.531,33.6199,31.8321,187.947,115.517,93.9455,10.1313,7.82139
55,6.24665,13.351,34.6426,83.367,3.0232,45.3109,66.472,18.3615,122.3,150.504,67.6696,44.2868,19.5373
56,4.23998,151.155,140.595,199,139.104,61.8149,77.3299,199,79.7287,199,68.5671,170.888,199
57,42.2852,72.1341,73.3941,199,157.381,44.2737,15.9346,199,29.7544,199,101.997,82.3543,199
58,91.5804,156.64,161.717,99.778,13.8824,149.602,32.8693,199,159.063,131.938,23.9995,46.9151,199
59,62.5954,197.32,173.434,199,141.721,4.48627,12.8156,26.191,47.0147,199,77.6913,192.285,31.6378
60,96.3806,157.378,41.1493,146.096,2.91791,70.5382,7.61383,43.911,37.3168,33.3474,94.4907,56.2211,199
61,2.38727,163.154,178.603,29.8698,136.398,119.472,35.5538,92.3504,48.6252,199,94.8164,60.2472,178.096
62,80.365,150.636,129.661,35.6719,138.391,13.2173,41.7281,147.512,174.042,199,111.786,17.2329,66.4295
63,6.53449,118.907,109.322,127.786,71.4082,104.243,55.2695,199,68.58,42.2493,87.734,43.2791,199
64,26.9,71.9184,60.328,199,20.3821,162.987,45.5405,105.496,55.2754,188.085,22.2248,152.702,199
65,8.61559,176.097,35.8669,183.832,33.4673,98.1217,84.7946,146.223,8.62785,199,77.7553,197.321,199
66,76.9259,117.195,127.64,199,125.447,6.77983,46.1067,199,165.558,52.588,128.787,42.4985,108.111
67,185.406,71.0624,89.284,199,132.756,112.924,24.3712,41.9394,55.0772,199,99.4852,22.5651,199
68,148.358,165.902,57.6717,19.1182,10.6168,44.3648,86.8381,121.121,98.9788,128.207,86.8368,137.352,199
69,179.533,197.939,198.924,11.2269,95.2185,108.471,10.7022,50.5173,8.32718,10.6848,87.4414,104.261,22.2597
70,107.368,73.934,157.06,51.7423,112.601,57.1328,43.7096,41.3942,184.391,199,86.7761,63.3236,199
71,183.843,176.222,8.52387,199,14.7125,113.186,39.6744,82.4361,65.0725,79.882,83.1644,47.5646,155.225
72,41.9661,39.387,59.805,59.1263,15.6032,113.64,26.003,26.8727,175.837,88.7847,51.9122,112.887,199
73,101.733,163.588,164.245,151.634,148.647,89.0209,26.2604,198.994,49.6157,142.919,136.337,192.608,199
74,65.9031,165.362,41.3183,51.7078,135.926,59.6843,47.1902,199,52.0878,199,93.5181,84.7297,199
75,69.5982,26.5431,32.2163,199,135.317,112.664,31.2697,19.7355,188.487,134.494,95.3436,175.495,125.016
76,50.9703,40.9888,185.47,20.8635,76.6638,155.61,86.4727,62.6901,10.2739,11.6756,82.1543,108.993,88.7915
