real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,86.5038,87.0752,8.52238,73.9841,45.976,108.945,45.6349,175.687,98.9832,73.3769,95.6106,106.107,127.085
1,10.5156,79.7167,20.3895,199,101.617,105.95,36.2862,52.7008,167.769,176.844,96.6717,61.8911,38.6082
2,25.9859,104.481,14.9671,48.8976,111.681,107.701,14.3976,75.757,61.7013,199,95.6558,67.3309,199
3,172.5,97.197,61.5435,74.5413,101.136,102.396,31.4498,193.031,176.978,199,96.1349,145.053,11.1404
4,192.222,47.0332,59.1049,24.7046,10.4584,22.5114,51.0193,70.4324,30.3579,199,94.4806,176.854,44.0376
5,14.5091,37.8878,175.311,199,39.7864,22.4434,16.3323,49.6157,54.5937,199,96.5863,164.899,199
6,138.92,24.7633,51.4875,199,111.456,50.503,20.226,55.8393,132.213,199,95.6837,95.6627,120.112
7,23.4807,41.6688,16.3005,199,68.7462,136.551,25.435,67.6821,4.95924,93.5375,95.5298,22.2115,51.3066
8,66.7586,89.9531,21.5319,96.7132,12.0614,18.29,30.225,61.7352,182.876,199,96.5812,34.8451,9.8534
9,71.4424,70.7314,14.4661,21.3719,81.8588,119.237,38.6347,106.748,100.311,63.7994,94.9868,77.9815,26.9571
10,178.771,165.428,82.0769,79.7865,167.206,140.196,42.0489,58.7748,25.5877,199,93.3143,6.67062,44.4128
11,74.4818,147.528,163.438,126.352,21.555,45.7112,21.4846,136.048,7.8177,51.0881,96.4316,10.7237,138.381
12,164.379,9.95058,84.7054,153.995,41.5869,34.5585,18.5528,6.24998,77.4939,199,96.4781,186.851,40.7451
13,187.996,98.0896,31.1787,199,113.83,6.44861,53.7654,162.29,199,199,92.1632,132.467,184.838
14,10.2056,107.063,106.373,199,116.993,67.4704,29.4743,56.8957,33.6763,87.2071,94.3443,56.8091,197.206
15,105.604,56.8543,163.584,199,115.05,16.3637,16.1658,174.019,134.939,121.001,98.5239,92.371,42.8068
16,168.816,56.342,108.33,167.549,113.472,98.125,14.1577,56.5418,171.001,123.477,97.2011,39.2297,199
17,80.4889,65.7476,47.4805,199,110.527,13.7854,30.792,109.118,87.8141,158.399,95.5736,130.016,180.348
18,25.6066,39.2636,18.0236,199,162.435,27.8538,42.3537,20.9422,74.8258,19.2069,35.0499,5.42631,199
19,158.385,172.048,25.2097,56.2249,56.7563,14.4649,21.2456,31.5848,183.136,199,97.6758,82.7085,44.246
20,20.6481,69.0791,72.2067,199,107.348,108.231,24.9824,25.8908,142.211,199,95.5466,163.203,198.005
21,131.351,126.07,119.691,199,16.1278,32.1678,6.23538,9.80604,32.954,199,96.2737,135.471,190.882
22,186.21,118.243,187.446,116.465,82.2171,20.3058,44.5683,35.3249,13.6742,57.9761,92.356,123.057,69.2974
23,151.926,191.558,44.1305,33.08,71.6313,81.8808,30.0973,165.056,113.022,199,63.1321,138.929,80.4822
24,90.6682,146.049,25.6608,199,119.58,6.82384,42.4671,61.9191,38.2697,21.8761,90.6013,66.0526,51.3645
25,179.268,183.588,174.701,65.9051,109.493,53.7414,13.3192,92.0845,74.3414,199,98.1938,44.6136,199
26,45.666,104.932,49.1195,199,15.7365,27.9286,5.86051,163.566,13.7875,199,98.6406,17.1747,184.656
27,143.084,89.5844,71.4672,9.22056,37.31,141.222,31.6118,167.115,169.527,199,94.9405,25.8826,177.973
28,35.6932,5.08218,166.321,71.3573,99.7198,108.249,64.7033,179.464,33.4411,24.1338,93.8075,64.9254,187.123
29,179.675,84.0536,48.6016,91.0232,33.99,27.7748,37.1398,169.745,127.355,199,96.3451,96.4162,20.4077
30,20.0401,14.2358,90.883,57.0998,44.0873,26.9249,15.4379,39.4923,90.0921,199,97.496,73.9678,181.262
31,89.1153,15.3173,149.575,96.6743,141.019,147.783,31.1172,150.742,14.5436,185.152,96.651,29.4234,5.07471
32,15.3527,51.351,9.1979,67.616,5.88485,13.665,41.5403,146.411,23.9485,181.642,92.6959,29.7422,176.267
33,128.376,68.5638,20.4078,41.9279,50.52,95.6069,32.2515,183.966,9.9749,199,94.3453,13.3102,49.1478
34,138.879,66.2626,97.2427,199,48.8991,150.292,31.3651,34.7315,4.42746,10.5731,95.208,184.686,26.9205
35,18.3682,30.2251,165.073,199,113.572,60.4576,50.6242,26.5897,20.3605,98.9161,94.837,3.59784,49.0418
36,196.162,197.168,164.367,199,38.07,101.396,35.4464,51.954,27.9899,199,95.1581,42.033,151.323
37,178.465,114.708,44.675,38.4625,118.232,101.474,41.8431,105.2,199,199,92.1188,42.2519,191.145
38,161.701,7.68963,74.8069,101.42,126.867,32.823,23.8226,197.574,189.871,18.4471,96.8246,67.7669,199
39,9.74801,47.6597,174.339,73.3706,111.667,49.4273,53.847,31.7603,37.176,95.3545,94.417,51.2013,188.572
40,178.722,28.5235,77.8376,22.3505,115.725,102.614,51.9475,180.649,151.067,199,92.8783,145.445,32.2125
41,121.336,46.1764,184.166,199,49.592,115.331,84.2796,48.1203,93.2883,72.8177,93.7658,28.6175,51.0221
42,166.063,177.638,188.61,190.406,32.953,52.6109,42.772,160.752,125.767,199,39.6463,137.413,19.9299
43,66.128,49.7197,21.2326,111.376,129.865,116.888,6.49581,195.711,33.0644,103.267,99.0856,36.7485,46.0891
44,168.321,147.926,47.0984,104.914,106.481,104.845,11.148,53.3148,42.1068,15.9329,93.2164,161.085,77.8139
45,6.59021,199,23.909,159.047,160.693,22.5831,35.674,56.8941,13.3859,186.725,91.8458,143.573,189.953
46,43.8658,88.5943,29.4346,105.832,36.4255,102.556,67.3339,89.5476,88.2577,149.634,92.7742,38.7327,104.736
47,143.396,143.978,152.616,199,137.665,149.231,35.3009,69.1777,190.332,194.522,93.2387,151.243,172.355
48,101.418,18.5673,144.318,113.573,41.6541,17.8968,52.6839,79.3811,131.526,104.935,56.4032,196.354,154.604
49,97.1035,73.9805,179.521,199,45.6406,108.448,10.2969,29.3657,88.7957,199,99.9618,89.3178,18.2993
50,49.8246,87.0442,126.829,199,82.9682,10.7382,36.3809,79.5432,145.54,199,95.8398,54.3854,190.465
51,154.182,25.311,55.007,199,12.1529,137.184,34.6165,16.1129,81.8659,199,93.8109,199,169.866
52,181.197,178.503,79.849,199,9.21215,65.269,30.0775,169.794,56.25,199,91.7353,179.552,156.989
53,64.8561,172.294,154.676,199,131.659,28.5143,26.1452,46.9771,119.183,199,68.0018,55.1225,21.5467
54,108.383,91.9468,176.993,23.8106,12.2667,87.6167,35.2906,30.8067,170.551,141.145,95.6433,9.61446,8.08917
55,6.9271,14.3912,35.2754,96.7103,2.74055,39.6047,44.4695,19.0261,121.349,162.142,95.267,42.6788,23.1232
56,4.66803,125.405,130.713,199,120.317,55.7854,46.5204,183.407,77.7316,199,93.3975,152.037,192.319
57,38.8374,70.5539,67.3072,199,125.214,40.7823,15.6608,197.256,27.5004,199,99.5813,81.0395,199
58,89.7128,118.333,156.008,105.648,13.5309,135.139,39.2884,159.308,92.4377,153.882,65.6615,49.5299,199
59,60.815,156.215,165.369,199,117.407,4.05512,15.1298,27.8705,40.613,199,95.4984,167.627,36.0362
60,88.3177,116.283,36.5658,154.895,2.45587,65.0926,9.66718,43.2424,34.0196,42.4369,97.4824,52.7628,193.852
61,2.3491,137.201,155.681,35.218,112.519,110.839,23.5841,82.0553,49.1351,199,96.2235,57.8902,170.881
62,70.0952,117.286,108.823,42.8857,110.913,12.8441,32.0822,115.44,166.005,199,93.3997,18.1621,57.889
63,6.50637,98.6435,100.629,140.957,59.4478,97.4603,43.38,189.395,65.2855,49.562,94.3134,39.6514,193.389
64,28.5399,70.6769,63.3317,199,19.8434,144.008,45.7003,97.4864,34.7975,199,61.609,179.109,199
65,9.15889,163.761,34.7358,199,28.7729,87.657,48.7437,137.752,9.21291,199,92.7965,179.824,192.303
66,64.9956,104.117,110.462,199,98.0208,6.64451,34.3594,155.341,154.179,61.6321,97.4331,47.0852,93.2604
67,171.933,70.8413,77.5676,199,105.076,102.782,21.916,41.511,52.3047,199,95.8588,22.1468,199
68,152.001,146.276,55.792,23.0454,9.29064,41.1544,48.4946,106.945,103.737,149.786,91.5396,127.964,189.832
69,168.417,159.822,168.35,12.2326,76.5528,96.448,11.7474,51.1314,7.68012,13.2351,95.7625,94.6744,24.0136
70,107.492,78.6632,143.15,56.6322,91.5277,50.295,35.3989,43.6547,183.718,199,97.1564,61.1728,199
71,191.949,155.848,8.25918,199,12.5045,103.445,25.5242,78.3761,65.7722,92.4336,95.1323,44.1932,159.37
72,48.0379,41.826,64.3862,62.7686,14.257,100.693,24.1317,26.8714,153.292,90.8184,93.2586,131.552,196.846
73,88.0354,138.483,135.875,176.145,116.439,88.4786,16.7846,154.322,50.2385,173.361,98.7375,193.91,160.902
74,66.053,160.142,38.0146,62.9648,113.262,53.7532,26.077,177.231,56.2191,199,94.7419,83.1855,192.508
75,68.6464,28.0263,30.7059,199,111.318,103.109,20.0927,18.5483,192.876,148.488,94.8566,175.091,126.374
76,53.1941,39.2338,166.847,25.5195,65.5843,137.06,47.8892,57.1405,11.061,14.573,92.1293,102.253,87.2409
