 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                    in_sed         out_sed        fp_dep         ch_dep        bank_ero        bed_ero         in_no3        in_orgn        out_no3       out_orgn         fp_no3        bank_no3       bed_no3        fp_orgn        ch_orgn        bank_orgn      bed_orgn       in_solp        in_orgp        out_solp       out_orgp       fp_solp        bank_solp      bed_solp       fp_orgp        ch_orgp        bank_orgp      bed_orgp       no3_orgn       solp_orgp      
                                                                    tons            tons          tons           tons            tons           tons           tons           tons           tons          tons           tons           tons           tons           tons            tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons           tons         
   365    12    31  2001      42      42  cha042               0.5471E+06     0.5473E+06     0.0000E+00     0.2632E+02     0.2185E+03     0.2846E+00     0.9878E+06     0.7412E+04     0.9878E+06     0.7412E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1272E+00     0.0000E+00     0.0000E+00     0.1429E+04     0.1048E+04     0.1429E+04     0.1048E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1803E-01     0.0000E+00     0.0000E+00     0.5141E+03     0.6762E+00
   365    12    31  2001      43      43  cha043               0.5445E+06     0.5459E+06     0.0000E+00     0.8496E+03     0.2270E+04     0.3901E+01     0.8702E+06     0.6606E+04     0.8702E+06     0.6602E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3483E+01     0.0000E+00     0.0000E+00     0.1184E+04     0.9289E+03     0.1184E+04     0.9285E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4913E+00     0.0000E+00     0.0000E+00     0.1267E+05     0.1541E+02
   365    12    31  2001      44      44  cha044               0.5303E+06     0.5433E+06     0.0000E+00     0.3182E+04     0.1617E+05     0.1230E+02     0.8366E+06     0.5949E+04     0.8366E+06     0.5935E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1374E+02     0.0000E+00     0.0000E+00     0.8976E+03     0.8358E+03     0.8976E+03     0.8339E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1934E+01     0.0000E+00     0.0000E+00     0.4423E+05     0.4352E+02
   365    12    31  2001      45      45  cha045               0.5035E+06     0.5206E+06     0.0000E+00     0.6244E+02     0.1714E+05     0.2560E+00     0.6647E+06     0.4757E+03     0.6647E+06     0.4757E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2619E-01     0.0000E+00     0.0000E+00     0.1685E+03     0.6726E+02     0.1685E+03     0.6726E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3704E-02     0.0000E+00     0.0000E+00     0.6519E+03     0.1510E+00
   365    12    31  2001      46      46  cha046               0.4939E+06     0.5035E+06     0.0000E+00     0.5045E+03     0.1010E+05     0.7883E+00     0.6637E+06     0.4759E+03     0.6637E+06     0.4757E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2014E+00     0.0000E+00     0.0000E+00     0.1682E+03     0.6729E+02     0.1682E+03     0.6726E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2848E-01     0.0000E+00     0.0000E+00     0.5305E+04     0.1168E+01
   365    12    31  2001      47      47  cha047               0.4660E+06     0.4901E+06     0.0000E+00     0.8681E+03     0.2496E+05     0.1296E+01     0.5696E+06     0.4541E+03     0.5696E+06     0.4537E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3469E+00     0.0000E+00     0.0000E+00     0.1556E+03     0.6418E+02     0.1556E+03     0.6413E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4905E-01     0.0000E+00     0.0000E+00     0.7716E+04     0.1820E+01
   365    12    31  2001      48      48  cha048               0.1915E+06     0.1927E+06     0.0000E+00     0.1267E+02     0.1166E+04     0.1146E+01     0.5898E+06     0.5152E+04     0.5898E+06     0.5151E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1639E+00     0.0000E+00     0.0000E+00     0.1924E+04     0.7534E+03     0.1924E+04     0.7534E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2396E-01     0.0000E+00     0.0000E+00     0.4077E+03     0.1278E+01
   365    12    31  2001      49      49  cha049               0.1908E+06     0.1915E+06     0.0000E+00     0.1711E+03     0.9100E+03     0.0000E+00     0.5897E+06     0.5150E+04     0.5897E+06     0.5148E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2162E+01     0.0000E+00     0.0000E+00     0.1922E+04     0.7532E+03     0.1922E+04     0.7529E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3160E+00     0.0000E+00     0.0000E+00     0.5503E+04     0.1680E+02
   365    12    31  2001      50      50  cha050               0.1862E+06     0.1887E+06     0.0000E+00     0.2005E+03     0.2751E+04     0.0000E+00     0.5824E+06     0.2883E+04     0.5824E+06     0.2881E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1471E+01     0.0000E+00     0.0000E+00     0.1577E+04     0.4331E+03     0.1577E+04     0.4329E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2209E+00     0.0000E+00     0.0000E+00     0.6380E+04     0.1632E+02
   365    12    31  2001      51      51  cha051               0.1846E+06     0.1862E+06     0.0000E+00     0.1029E+03     0.1730E+04     0.1801E+00     0.5724E+06     0.2883E+04     0.5724E+06     0.2882E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7619E+00     0.0000E+00     0.0000E+00     0.1408E+04     0.4332E+03     0.1408E+04     0.4331E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1144E+00     0.0000E+00     0.0000E+00     0.3236E+04     0.7599E+01
   365    12    31  2001      52      52  cha052               0.5695E+03     0.1131E+04     0.5489E+01     0.9709E+00     0.5676E+03     0.1629E+00     0.1181E+06     0.8342E+03     0.1176E+06     0.8097E+03     0.4633E+03     0.0000E+00     0.0000E+00     0.2407E+02     0.4006E+00     0.0000E+00     0.0000E+00     0.2523E+03     0.1234E+03     0.2447E+03     0.1199E+03     0.7576E+01     0.0000E+00     0.0000E+00     0.3503E+01     0.5972E-01     0.0000E+00     0.0000E+00     0.1398E+04     0.2454E+01
   365    12    31  2001      53      53  cha053               0.3387E+02     0.3839E+02     0.1111E+01     0.3497E-01     0.5666E+01     0.0000E+00     0.1012E+05     0.6282E+03     0.1010E+05     0.6130E+03     0.2228E+02     0.0000E+00     0.0000E+00     0.1499E+02     0.2532E+00     0.0000E+00     0.0000E+00     0.4987E+02     0.8563E+02     0.4930E+02     0.8356E+02     0.5679E+00     0.0000E+00     0.0000E+00     0.2035E+01     0.3457E-01     0.0000E+00     0.0000E+00     0.7647E+02     0.3255E+00
   365    12    31  2001      54      54  cha054               0.1117E+01     0.4633E+03     0.0000E+00     0.8810E-02     0.4621E+03     0.0000E+00     0.5308E+05     0.1300E+02     0.5308E+05     0.1296E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4365E-01     0.0000E+00     0.0000E+00     0.1044E+02     0.2105E+01     0.1044E+02     0.2098E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7381E-02     0.0000E+00     0.0000E+00     0.2608E+04     0.3495E+00
   365    12    31  2001      55      55  cha055               0.5493E+02     0.1053E+03     0.5478E+01     0.6138E-01     0.5594E+02     0.0000E+00     0.6159E+05     0.8402E+03     0.6135E+05     0.8012E+03     0.2416E+03     0.0000E+00     0.0000E+00     0.3850E+02     0.5387E+00     0.0000E+00     0.0000E+00     0.2448E+03     0.1242E+03     0.2360E+03     0.1185E+03     0.8805E+01     0.0000E+00     0.0000E+00     0.5663E+01     0.7979E-01     0.0000E+00     0.0000E+00     0.7964E+03     0.2566E+01
   365    12    31  2001      56      56  cha056               0.1223E+03     0.1707E+03     0.5944E+01     0.2948E+00     0.5458E+02     0.0000E+00     0.2210E+05     0.1122E+04     0.2203E+05     0.1088E+04     0.6754E+02     0.0000E+00     0.0000E+00     0.3211E+02     0.1291E+01     0.0000E+00     0.0000E+00     0.4711E+02     0.1714E+03     0.4600E+02     0.1665E+03     0.1108E+01     0.0000E+00     0.0000E+00     0.4776E+01     0.1987E+00     0.0000E+00     0.0000E+00     0.4819E+03     0.8935E+00
   365    12    31  2001      57      57  cha057               0.5769E+01     0.2314E+04     0.0000E+00     0.5034E-01     0.2309E+04     0.0000E+00     0.1293E+06     0.8528E+02     0.1293E+06     0.8492E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3613E+00     0.0000E+00     0.0000E+00     0.1203E+03     0.1241E+02     0.1203E+03     0.1236E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5273E-01     0.0000E+00     0.0000E+00     0.6740E+04     0.5366E+01
   365    12    31  2001      58      58  cha058               0.6884E+06     0.6864E+06     0.8187E+03     0.1446E+04     0.2595E+03     0.0000E+00     0.1571E+06     0.4265E+03     0.1569E+06     0.4199E+03     0.1436E+03     0.0000E+00     0.0000E+00     0.6288E+01     0.3140E+00     0.0000E+00     0.0000E+00     0.1489E+03     0.6163E+02     0.1455E+03     0.6067E+02     0.3433E+01     0.0000E+00     0.0000E+00     0.9141E+00     0.4536E-01     0.0000E+00     0.0000E+00     0.1890E+04     0.1495E+01
   365    12    31  2001      59      59  cha059               0.3344E+05     0.3351E+05     0.1538E+02     0.1776E+02     0.1008E+03     0.0000E+00     0.1343E+06     0.3237E+04     0.1342E+06     0.3202E+04     0.1066E+03     0.0000E+00     0.0000E+00     0.3457E+02     0.4644E+00     0.0000E+00     0.0000E+00     0.1209E+03     0.4779E+03     0.1188E+03     0.4728E+03     0.2071E+01     0.0000E+00     0.0000E+00     0.5045E+01     0.6933E-01     0.0000E+00     0.0000E+00     0.4376E+03     0.2552E+00
   365    12    31  2001      60      60  cha060               0.3296E+05     0.3327E+05     0.1707E+02     0.3310E+02     0.3650E+03     0.0000E+00     0.1123E+06     0.1528E+04     0.1121E+06     0.1506E+04     0.1320E+03     0.0000E+00     0.0000E+00     0.2225E+02     0.4600E+00     0.0000E+00     0.0000E+00     0.9085E+02     0.2199E+03     0.8814E+02     0.2168E+03     0.2711E+01     0.0000E+00     0.0000E+00     0.3047E+01     0.6746E-01     0.0000E+00     0.0000E+00     0.6477E+03     0.3504E+00
   365    12    31  2001      61      61  cha061               0.1448E+03     0.1642E+03     0.1519E+02     0.4696E+00     0.3509E+02     0.0000E+00     0.2228E+05     0.1804E+04     0.2213E+05     0.1702E+04     0.1543E+03     0.0000E+00     0.0000E+00     0.9844E+02     0.3272E+01     0.0000E+00     0.0000E+00     0.2723E+02     0.2720E+03     0.2432E+02     0.2567E+03     0.2908E+01     0.0000E+00     0.0000E+00     0.1482E+02     0.4929E+00     0.0000E+00     0.0000E+00     0.3821E+03     0.3405E+00
   365    12    31  2001      62      62  cha062               0.3273E+05     0.3281E+05     0.0000E+00     0.2101E+02     0.1042E+03     0.0000E+00     0.8687E+05     0.1433E+04     0.8687E+05     0.1433E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3692E+00     0.0000E+00     0.0000E+00     0.2097E+02     0.2058E+03     0.2097E+02     0.2057E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5344E-01     0.0000E+00     0.0000E+00     0.2806E+03     0.5364E-01
   365    12    31  2001      63      63  cha063               0.5250E+01     0.1449E+03     0.4962E+00     0.5413E-02     0.1402E+03     0.0000E+00     0.2525E+05     0.8045E+02     0.2515E+05     0.7675E+02     0.1023E+03     0.0000E+00     0.0000E+00     0.3658E+01     0.4041E-01     0.0000E+00     0.0000E+00     0.6612E+02     0.1196E+02     0.6308E+02     0.1142E+02     0.3033E+01     0.0000E+00     0.0000E+00     0.5376E+00     0.6073E-02     0.0000E+00     0.0000E+00     0.2114E+03     0.3621E+00
   365    12    31  2001      64      64  cha064               0.1833E+00     0.1632E+05     0.0000E+00     0.2043E-03     0.1632E+05     0.0000E+00     0.8145E+05     0.1234E+00     0.8145E+05     0.1233E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6868E-04     0.0000E+00     0.0000E+00     0.2355E+01     0.3963E-01     0.2355E+01     0.3961E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2206E-04     0.0000E+00     0.0000E+00     0.4094E+03     0.1150E-01
   365    12    31  2001      65      65  cha065               0.1149E+06     0.1414E+06     0.0000E+00     0.2818E+03     0.2675E+05     0.4107E+00     0.3130E+06     0.2010E+04     0.3130E+06     0.2007E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2325E+01     0.0000E+00     0.0000E+00     0.1691E+03     0.3049E+03     0.1691E+03     0.3045E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3524E+00     0.0000E+00     0.0000E+00     0.5477E+04     0.2876E+01
   365    12    31  2001      66      66  cha066               0.7021E+03     0.7992E+03     0.0000E+00     0.6399E-01     0.9721E+02     0.0000E+00     0.3578E+05     0.1777E+01     0.3578E+05     0.1777E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7793E-04     0.0000E+00     0.0000E+00     0.1009E+02     0.5437E+00     0.1009E+02     0.5436E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2388E-04     0.0000E+00     0.0000E+00     0.1326E+02     0.3698E-02
   365    12    31  2001      67      67  cha067               0.4610E+00     0.7020E+03     0.0000E+00     0.1058E-03     0.7016E+03     0.0000E+00     0.3577E+05     0.1777E+01     0.3577E+05     0.1776E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2031E-03     0.0000E+00     0.0000E+00     0.8329E+01     0.5436E+00     0.8329E+01     0.5435E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6223E-04     0.0000E+00     0.0000E+00     0.3437E+02     0.7912E-02
   365    12    31  2001      68      68  cha068               0.2425E+02     0.4363E+02     0.5226E+01     0.1337E+00     0.2474E+02     0.0000E+00     0.1325E+05     0.6934E+03     0.1310E+05     0.6196E+03     0.1484E+03     0.0000E+00     0.0000E+00     0.7162E+02     0.2119E+01     0.0000E+00     0.0000E+00     0.2078E+03     0.9405E+02     0.2017E+03     0.8405E+02     0.6140E+01     0.0000E+00     0.0000E+00     0.9709E+01     0.2877E+00     0.0000E+00     0.0000E+00     0.6397E+03     0.8863E+01
   365    12    31  2001      69      69  cha069               0.1566E+07     0.1565E+07     0.0000E+00     0.9466E+03     0.1654E+03     0.7936E+01     0.2972E+07     0.3093E+05     0.2972E+07     0.3093E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8168E+01     0.0000E+00     0.0000E+00     0.6181E+04     0.4452E+04     0.6181E+04     0.4451E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1176E+01     0.0000E+00     0.0000E+00     0.4000E+05     0.8108E+02
   365    12    31  2001      70      70  cha070               0.1612E+01     0.2142E+02     0.5374E+00     0.7692E-02     0.2035E+02     0.0000E+00     0.2345E+04     0.2427E+02     0.2242E+04     0.2005E+02     0.1021E+03     0.0000E+00     0.0000E+00     0.4149E+01     0.6638E-01     0.0000E+00     0.0000E+00     0.1688E+02     0.4868E+01     0.1287E+02     0.4148E+01     0.4009E+01     0.0000E+00     0.0000E+00     0.7063E+00     0.1441E-01     0.0000E+00     0.0000E+00     0.1187E+03     0.4858E+00
   365    12    31  2001      71      71  cha071               0.1270E+01     0.1546E+02     0.0000E+00     0.1121E-01     0.1420E+02     0.0000E+00     0.3376E+04     0.1614E+02     0.3376E+04     0.1607E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7070E-01     0.0000E+00     0.0000E+00     0.9824E+01     0.2405E+01     0.9824E+01     0.2394E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1056E-01     0.0000E+00     0.0000E+00     0.1492E+03     0.3687E+00
   365    12    31  2001      72      72  cha072               0.5924E+03     0.5669E+03     0.2694E+02     0.1345E+01     0.2862E+01     0.0000E+00     0.3596E+05     0.9677E+04     0.3582E+05     0.9284E+04     0.1371E+03     0.0000E+00     0.0000E+00     0.3835E+03     0.1010E+02     0.0000E+00     0.0000E+00     0.2958E+03     0.1346E+04     0.2865E+03     0.1291E+04     0.9334E+01     0.0000E+00     0.0000E+00     0.5338E+02     0.1403E+01     0.0000E+00     0.0000E+00     0.9990E+03     0.6832E+01
   365    12    31  2001      73      73  cha073               0.4084E+03     0.4093E+03     0.5608E+02     0.4581E+01     0.6156E+02     0.0000E+00     0.7667E+04     0.6191E+04     0.7608E+04     0.5853E+04     0.5904E+02     0.0000E+00     0.0000E+00     0.3002E+03     0.3822E+02     0.0000E+00     0.0000E+00     0.2527E+02     0.8512E+03     0.1882E+02     0.8047E+03     0.6449E+01     0.0000E+00     0.0000E+00     0.4119E+02     0.5258E+01     0.0000E+00     0.0000E+00     0.6243E+03     0.1126E+01
   365    12    31  2001      74      74  cha074               0.1617E+05     0.1643E+05     0.0000E+00     0.1522E+02     0.2765E+03     0.0000E+00     0.5014E+05     0.2401E-03     0.5014E+05     0.2400E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1132E-06     0.0000E+00     0.0000E+00     0.3214E+01     0.7203E-03     0.3214E+01     0.7200E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3395E-06     0.0000E+00     0.0000E+00     0.1417E+03     0.7877E-02
   365    12    31  2001      75      75  cha075               0.1122E+05     0.1617E+05     0.0000E+00     0.1090E+02     0.4964E+04     0.0000E+00     0.4529E+05     0.2030E-03     0.4529E+05     0.2029E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9875E-07     0.0000E+00     0.0000E+00     0.2943E+01     0.6089E-03     0.2943E+01     0.6086E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2962E-06     0.0000E+00     0.0000E+00     0.1242E+03     0.7355E-02
   365    12    31  2001      76      76  cha076               0.2291E+02     0.3352E+02     0.5521E+00     0.1163E-01     0.1118E+02     0.0000E+00     0.9900E+04     0.6335E+03     0.9897E+04     0.6260E+03     0.2877E+01     0.0000E+00     0.0000E+00     0.7303E+01     0.1676E+00     0.0000E+00     0.0000E+00     0.3336E+02     0.8632E+02     0.3311E+02     0.8530E+02     0.2449E+00     0.0000E+00     0.0000E+00     0.9921E+00     0.2288E-01     0.0000E+00     0.0000E+00     0.4671E+02     0.1282E+00
   365    12    31  2001      77      77  cha077               0.2589E+02     0.4633E+02     0.1065E+01     0.1911E+00     0.2170E+02     0.0000E+00     0.2025E+04     0.3531E+03     0.2017E+04     0.3446E+03     0.8529E+01     0.0000E+00     0.0000E+00     0.7144E+01     0.1320E+01     0.0000E+00     0.0000E+00     0.3403E+02     0.4771E+02     0.3356E+02     0.4654E+02     0.4691E+00     0.0000E+00     0.0000E+00     0.9952E+00     0.1778E+00     0.0000E+00     0.0000E+00     0.8856E+02     0.1448E+01
   365    12    31  2001      78      78  cha078               0.1561E+07     0.1561E+07     0.0000E+00     0.7352E+03     0.2030E+03     0.9879E+01     0.3063E+07     0.3422E+05     0.3063E+07     0.3421E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7110E+01     0.0000E+00     0.0000E+00     0.6786E+04     0.4918E+04     0.6786E+04     0.4917E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1022E+01     0.0000E+00     0.0000E+00     0.3356E+05     0.7277E+02
   365    12    31  2001      79      79  cha079               0.9817E+01     0.2934E+02     0.7977E-01     0.2773E-01     0.1963E+02     0.0000E+00     0.2402E+05     0.1746E+03     0.2402E+05     0.1736E+03     0.7022E+00     0.0000E+00     0.0000E+00     0.7831E+00     0.2293E+00     0.0000E+00     0.0000E+00     0.5259E+02     0.2500E+02     0.5256E+02     0.2486E+02     0.3183E-01     0.0000E+00     0.0000E+00     0.1091E+00     0.3367E-01     0.0000E+00     0.0000E+00     0.7142E+03     0.1476E+01
   365    12    31  2001      80      80  cha080               0.1332E+01     0.1178E+02     0.2797E+00     0.5144E-02     0.1073E+02     0.0000E+00     0.4172E+04     0.1251E+02     0.4103E+04     0.1086E+02     0.6965E+02     0.0000E+00     0.0000E+00     0.1623E+01     0.2326E-01     0.0000E+00     0.0000E+00     0.9673E+01     0.2680E+01     0.8411E+01     0.2405E+01     0.1261E+01     0.0000E+00     0.0000E+00     0.2696E+00     0.5716E-02     0.0000E+00     0.0000E+00     0.1425E+03     0.2238E+00
   365    12    31  2001      81      81  cha081               0.4965E+05     0.4972E+05     0.0000E+00     0.6535E+02     0.1291E+03     0.0000E+00     0.2573E+06     0.2787E+04     0.2573E+06     0.2786E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1605E+01     0.0000E+00     0.0000E+00     0.3886E+03     0.3922E+03     0.3886E+03     0.3920E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2260E+00     0.0000E+00     0.0000E+00     0.3305E+04     0.4896E+01
   365    12    31  2001      82      82  cha082               0.2009E+01     0.5857E+01     0.0000E+00     0.8854E-02     0.3857E+01     0.0000E+00     0.2936E+05     0.2765E+02     0.2936E+05     0.2758E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6102E-01     0.0000E+00     0.0000E+00     0.1522E+02     0.4010E+01     0.1522E+02     0.4002E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8849E-02     0.0000E+00     0.0000E+00     0.7127E+03     0.3538E+00
   365    12    31  2001      83      83  cha083               0.7926E+03     0.5806E+03     0.2227E+03     0.6736E+01     0.1748E+02     0.0000E+00     0.2118E+05     0.1099E+05     0.2100E+05     0.9599E+04     0.1877E+03     0.0000E+00     0.0000E+00     0.1337E+04     0.5335E+02     0.0000E+00     0.0000E+00     0.2744E+03     0.1526E+04     0.2464E+03     0.1333E+04     0.2804E+02     0.0000E+00     0.0000E+00     0.1857E+03     0.7402E+01     0.0000E+00     0.0000E+00     0.2196E+04     0.2245E+02
   365    12    31  2001      84      84  cha084               0.4243E+03     0.4081E+03     0.2370E+02     0.4919E+01     0.1236E+02     0.0000E+00     0.1807E+05     0.1206E+04     0.1792E+05     0.1088E+04     0.1443E+03     0.0000E+00     0.0000E+00     0.1135E+03     0.4672E+01     0.0000E+00     0.0000E+00     0.1517E+03     0.1728E+03     0.1404E+03     0.1560E+03     0.1128E+02     0.0000E+00     0.0000E+00     0.1622E+02     0.6702E+00     0.0000E+00     0.0000E+00     0.9907E+03     0.6571E+01
   365    12    31  2001      85      85  cha085               0.6899E+06     0.6884E+06     0.0000E+00     0.1951E+04     0.4371E+03     0.0000E+00     0.1359E+06     0.1889E+03     0.1359E+06     0.1887E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2241E+00     0.0000E+00     0.0000E+00     0.1144E+03     0.2781E+02     0.1144E+03     0.2778E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3290E-01     0.0000E+00     0.0000E+00     0.1983E+04     0.1489E+01
   365    12    31  2001      86      86  cha086               0.5966E+06     0.5975E+06     0.8502E+02     0.2313E+03     0.1212E+04     0.2909E+01     0.1235E+07     0.8193E+04     0.1235E+07     0.8155E+04     0.1508E+03     0.0000E+00     0.0000E+00     0.3676E+02     0.1118E+01     0.0000E+00     0.0000E+00     0.1581E+04     0.1165E+04     0.1575E+04     0.1159E+04     0.5263E+01     0.0000E+00     0.0000E+00     0.5175E+01     0.1594E+00     0.0000E+00     0.0000E+00     0.5759E+04     0.6658E+01
   365    12    31  2001      87      87  cha087               0.4901E+06     0.4939E+06     0.0000E+00     0.3312E+03     0.4168E+04     0.4029E+00     0.5886E+06     0.4760E+03     0.5886E+06     0.4759E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1294E+00     0.0000E+00     0.0000E+00     0.1579E+03     0.6731E+02     0.1579E+03     0.6729E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1830E-01     0.0000E+00     0.0000E+00     0.2954E+04     0.6731E+00
   365    12    31  2001      88      88  cha088               0.3271E+06     0.4065E+06     0.0000E+00     0.7060E+03     0.8011E+05     0.0000E+00     0.1200E+06     0.1799E-01     0.1200E+06     0.1798E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1787E-04     0.0000E+00     0.0000E+00     0.9044E+01     0.4014E-02     0.9044E+01     0.4009E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4120E-05     0.0000E+00     0.0000E+00     0.1083E+04     0.7552E-01
   365    12    31  2001      89      89  cha089               0.3081E+01     0.5912E+05     0.0000E+00     0.2471E-01     0.5912E+05     0.0000E+00     0.9810E+05     0.5323E+02     0.9810E+05     0.5302E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2102E+00     0.0000E+00     0.0000E+00     0.1783E+02     0.7740E+01     0.1783E+02     0.7709E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3057E-01     0.0000E+00     0.0000E+00     0.3475E+04     0.5706E+00
   365    12    31  2001      90      90  cha090               0.6011E+05     0.6275E+05     0.1981E+03     0.2397E+03     0.3077E+04     0.0000E+00     0.2051E+06     0.1135E+04     0.2047E+06     0.1085E+04     0.3784E+03     0.0000E+00     0.0000E+00     0.4896E+02     0.1359E+01     0.0000E+00     0.0000E+00     0.8670E+02     0.1655E+03     0.7793E+02     0.1582E+03     0.8774E+01     0.0000E+00     0.0000E+00     0.7042E+01     0.1998E+00     0.0000E+00     0.0000E+00     0.4662E+04     0.1145E+01
   365    12    31  2001      91      91  cha091               0.3158E+02     0.8006E+04     0.0000E+00     0.3466E+00     0.7975E+04     0.0000E+00     0.1243E+05     0.4400E+03     0.1243E+05     0.4375E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2461E+01     0.0000E+00     0.0000E+00     0.3251E+01     0.6236E+02     0.3251E+01     0.6201E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3487E+00     0.0000E+00     0.0000E+00     0.5082E+03     0.9028E-01
   365    12    31  2001      92      92  cha092               0.8169E+04     0.8118E+04     0.4463E+02     0.1033E+03     0.9761E+02     0.0000E+00     0.2170E+05     0.1866E+04     0.2163E+05     0.1828E+04     0.6966E+02     0.0000E+00     0.0000E+00     0.2843E+02     0.8887E+01     0.0000E+00     0.0000E+00     0.7863E+02     0.2728E+03     0.7513E+02     0.2673E+03     0.3497E+01     0.0000E+00     0.0000E+00     0.4208E+01     0.1298E+01     0.0000E+00     0.0000E+00     0.1603E+04     0.4762E+01
   365    12    31  2001      93      93  cha093               0.8006E+04     0.8064E+04     0.0000E+00     0.7195E+02     0.1297E+03     0.0000E+00     0.1759E+05     0.4405E+03     0.1759E+05     0.4387E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1807E+01     0.0000E+00     0.0000E+00     0.1160E+02     0.6265E+02     0.1160E+02     0.6240E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2569E+00     0.0000E+00     0.0000E+00     0.6800E+03     0.3755E+00
