 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
   365    12    31  2001      49      49  cha049               0.9102E+00     0.0000E+00     0.9097E+00     0.1499E+01     0.1251E+06     0.1256E+06     0.1256E+06     0.1131E+03     0.0000E+00     0.0000E+00     0.5616E+03     0.0000E+00     0.2183E+02     0.8568E+00     0.7370E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2574E+03     0.0000E+00     0.2572E+03     0.2699E+02     0.1215E+04     0.4056E+01     0.8568E+00     0.0000E+00
   365    12    31  2001      50      50  cha050               0.8212E+00     0.0000E+00     0.8206E+00     0.1361E+01     0.1223E+06     0.1239E+06     0.1239E+06     0.1325E+03     0.0000E+00     0.0000E+00     0.1718E+04     0.0000E+00     0.2115E+02     0.8390E+00     0.1012E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2448E+03     0.0000E+00     0.2446E+03     0.3087E+02     0.1198E+04     0.2975E+01     0.8390E+00     0.0000E+00
   365    12    31  2001      51      51  cha051               0.7655E+00     0.0000E+00     0.7651E+00     0.1270E+01     0.1212E+06     0.1223E+06     0.1223E+06     0.6801E+02     0.0000E+00     0.9007E-01     0.1089E+04     0.0000E+00     0.2099E+02     0.8349E+00     0.1091E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2310E+03     0.0000E+00     0.2309E+03     0.1575E+02     0.1182E+04     0.2740E+01     0.8349E+00     0.0000E+00
   365    12    31  2001      52      52  cha052               0.1325E+00     0.0000E+00     0.1323E+00     0.2524E+00     0.3798E+03     0.7515E+03     0.7515E+03     0.6491E+00     0.3800E+01     0.8144E-01     0.3761E+03     0.0000E+00     0.1115E+02     0.5477E+00     0.9420E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1147E+03     0.0000E+00     0.1145E+03     0.9814E-01     0.2674E+03     0.5984E+00     0.5477E+00     0.0000E+00
   365    12    31  2001      53      53  cha053               0.3847E-01     0.0000E+00     0.3839E-01     0.8308E-01     0.2597E+02     0.2860E+02     0.2860E+02     0.2525E-01     0.1111E+01     0.0000E+00     0.3766E+01     0.0000E+00     0.6785E+01     0.3932E+00     0.5630E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.7626E+02     0.0000E+00     0.7612E+02     0.2635E-02     0.2380E+02     0.2720E+00     0.3932E+00     0.0000E+00
   365    12    31  2001      54      54  cha054               0.2024E-01     0.0000E+00     0.1971E-01     0.4271E-01     0.7129E+00     0.3075E+03     0.3075E+03     0.5749E-02     0.0000E+00     0.0000E+00     0.3068E+03     0.0000E+00     0.7411E+01     0.4170E+00     0.1185E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3464E+02     0.0000E+00     0.3373E+02     0.6199E-03     0.1230E+03     0.2047E-01     0.4170E+00     0.0000E+00
   365    12    31  2001      55      55  cha055               0.1023E+00     0.0000E+00     0.1022E+00     0.2188E+00     0.3843E+02     0.7170E+02     0.7170E+02     0.4620E-01     0.3532E+01     0.0000E+00     0.3685E+02     0.0000E+00     0.7033E+01     0.4027E+00     0.8990E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1910E+03     0.0000E+00     0.1908E+03     0.3503E-02     0.1372E+03     0.5829E+00     0.4027E+00     0.0000E+00
   365    12    31  2001      56      56  cha056               0.5663E-01     0.0000E+00     0.5634E-01     0.1118E+00     0.8692E+02     0.1170E+03     0.1170E+03     0.1966E+00     0.5944E+01     0.0000E+00     0.3619E+02     0.0000E+00     0.9604E+01     0.4956E+00     0.4340E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6291E+02     0.0000E+00     0.6259E+02     0.2625E-01     0.5160E+02     0.3974E+00     0.4957E+00     0.0000E+00
   365    12    31  2001      57      57  cha057               0.5466E-01     0.0000E+00     0.5398E-01     0.1169E+00     0.4252E+01     0.1535E+04     0.1535E+04     0.3595E-01     0.0000E+00     0.0000E+00     0.1531E+04     0.0000E+00     0.7043E+01     0.4031E+00     0.1857E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1018E+03     0.0000E+00     0.1006E+03     0.3741E-02     0.2810E+03     0.2052E+00     0.4031E+00     0.0000E+00
   365    12    31  2001      58      58  cha058               0.6866E-01     0.0000E+00     0.6851E-01     0.1374E+00     0.4568E+06     0.4556E+06     0.4556E+06     0.9604E+03     0.4093E+03     0.0000E+00     0.1727E+03     0.0000E+00     0.9118E+01     0.4788E+00     0.8520E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8317E+02     0.0000E+00     0.8299E+02     0.1271E+03     0.3654E+03     0.3321E+00     0.4788E+00     0.0000E+00
   365    12    31  2001      59      59  cha059               0.9964E-01     0.0000E+00     0.9959E-01     0.1930E+00     0.2222E+05     0.2226E+05     0.2226E+05     0.1182E+02     0.9020E+01     0.0000E+00     0.6698E+02     0.0000E+00     0.1040E+02     0.5226E+00     0.8630E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9697E+02     0.0000E+00     0.9692E+02     0.1707E+01     0.2792E+03     0.1002E+01     0.5226E+00     0.0000E+00
   365    12    31  2001      60      60  cha060               0.5977E-01     0.0000E+00     0.5968E-01     0.1187E+00     0.2190E+05     0.2211E+05     0.2211E+05     0.2201E+02     0.1191E+02     0.0000E+00     0.2414E+03     0.0000E+00     0.9375E+01     0.4878E+00     0.1141E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6912E+02     0.0000E+00     0.6902E+02     0.2969E+01     0.2366E+03     0.5032E+00     0.4878E+00     0.0000E+00
   365    12    31  2001      61      61  cha061               0.3739E-01     0.0000E+00     0.3733E-01     0.9844E-01     0.9672E+02     0.1109E+03     0.1109E+03     0.3217E+00     0.9273E+01     0.0000E+00     0.2379E+02     0.0000E+00     0.3424E+01     0.2492E+00     0.8480E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2317E+03     0.0000E+00     0.2313E+03     0.1233E-01     0.4264E+02     0.4881E+00     0.2492E+00     0.0000E+00
   365    12    31  2001      62      62  cha062               0.2656E-01     0.0000E+00     0.2652E-01     0.5574E-01     0.2175E+05     0.2180E+05     0.2180E+05     0.1397E+02     0.0000E+00     0.0000E+00     0.6910E+02     0.0000E+00     0.7567E+01     0.4228E+00     0.1685E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4390E+02     0.0000E+00     0.4384E+02     0.1634E+01     0.1908E+03     0.3704E+00     0.4228E+00     0.0000E+00
   365    12    31  2001      63      63  cha063               0.3016E-01     0.0000E+00     0.3010E-01     0.7366E-01     0.3422E+01     0.9680E+02     0.9680E+02     0.3819E-02     0.2981E+00     0.0000E+00     0.9368E+02     0.0000E+00     0.4386E+01     0.2939E+00     0.1539E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1237E+03     0.0000E+00     0.1235E+03     0.1724E-03     0.4560E+02     0.1259E+00     0.2940E+00     0.0000E+00
   365    12    31  2001      64      64  cha064               0.1417E-01     0.0000E+00     0.1408E-01     0.3127E-01     0.1294E+00     0.1086E+05     0.1086E+05     0.1442E-03     0.0000E+00     0.0000E+00     0.1086E+05     0.0000E+00     0.6274E+01     0.3732E+00     0.6739E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3201E+02     0.0000E+00     0.3180E+02     0.1456E-04     0.1745E+03     0.3377E-02     0.3732E+00     0.0000E+00
   365    12    31  2001      65      65  cha065               0.2267E+00     0.0000E+00     0.2212E+00     0.4195E+00     0.7619E+05     0.9164E+05     0.9164E+05     0.1872E+03     0.0000E+00     0.2054E+00     0.1739E+05     0.0000E+00     0.1261E+02     0.5944E+00     0.2392E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1599E+03     0.0000E+00     0.1561E+03     0.2919E+02     0.6888E+03     0.7181E+00     0.5944E+00     0.0000E+00
   365    12    31  2001      66      66  cha066               0.4658E-01     0.0000E+00     0.4657E-01     0.1070E+00     0.4587E+03     0.5218E+03     0.5218E+03     0.4193E-01     0.0000E+00     0.0000E+00     0.6314E+02     0.0000E+00     0.5423E+01     0.3386E+00     0.3237E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1341E+03     0.0000E+00     0.1341E+03     0.3986E-02     0.6366E+02     0.1598E-01     0.3386E+00     0.0000E+00
   365    12    31  2001      67      67  cha067               0.4382E-01     0.0000E+00     0.4380E-01     0.1007E+00     0.3095E+00     0.4587E+03     0.4587E+03     0.7130E-04     0.0000E+00     0.0000E+00     0.4583E+03     0.0000E+00     0.5422E+01     0.3386E+00     0.4394E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1262E+03     0.0000E+00     0.1262E+03     0.6635E-05     0.6365E+02     0.1333E-01     0.3386E+00     0.0000E+00
   365    12    31  2001      68      68  cha068               0.6307E-01     0.0000E+00     0.6275E-01     0.1471E+00     0.1674E+02     0.2836E+02     0.2836E+02     0.9265E-01     0.3777E+01     0.0000E+00     0.1549E+02     0.0000E+00     0.5147E+01     0.3270E+00     0.4640E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1982E+03     0.0000E+00     0.1972E+03     0.1011E-01     0.2895E+02     0.4583E+00     0.3270E+00     0.0000E+00
   365    12    31  2001      69      69  cha069               0.3112E+01     0.0000E+00     0.3110E+01     0.4242E+01     0.1041E+07     0.1040E+07     0.1040E+07     0.6302E+03     0.0000E+00     0.4899E+01     0.1086E+03     0.0000E+00     0.6928E+02     0.1850E+01     0.2470E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1284E+03     0.0000E+00     0.1283E+03     0.3179E+03     0.6528E+04     0.1703E+02     0.1850E+01     0.0000E+00
   365    12    31  2001      70      70  cha070               0.4099E-01     0.0000E+00     0.4074E-01     0.9010E-01     0.1265E+01     0.1451E+02     0.1451E+02     0.5827E-02     0.4372E+00     0.0000E+00     0.1369E+02     0.0000E+00     0.6362E+01     0.3767E+00     0.4560E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9048E+02     0.0000E+00     0.8992E+02     0.8104E-03     0.5128E+01     0.3476E-01     0.3766E+00     0.0000E+00
   365    12    31  2001      71      71  cha071               0.4031E-02     0.0000E+00     0.3870E-02     0.9388E-02     0.1064E+01     0.1059E+02     0.1059E+02     0.9130E-02     0.0000E+00     0.0000E+00     0.9532E+01     0.0000E+00     0.5170E+01     0.3280E+00     0.4970E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1257E+02     0.0000E+00     0.1207E+02     0.8404E-03     0.8301E+01     0.2706E-01     0.3280E+00     0.0000E+00
   365    12    31  2001      72      72  cha072               0.1670E+00     0.0000E+00     0.1666E+00     0.3035E+00     0.3873E+03     0.3721E+03     0.3721E+03     0.8718E+00     0.1624E+02     0.0000E+00     0.1887E+01     0.0000E+00     0.1367E+02     0.6273E+00     0.1330E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1030E+03     0.0000E+00     0.1027E+03     0.1519E+00     0.1051E+03     0.2676E+01     0.6273E+00     0.0000E+00
   365    12    31  2001      73      73  cha073               0.2951E-01     0.0000E+00     0.2897E-01     0.6550E-01     0.2828E+03     0.2669E+03     0.2669E+03     0.2989E+01     0.5364E+02     0.0000E+00     0.4079E+02     0.0000E+00     0.6140E+01     0.3678E+00     0.5780E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6911E+02     0.0000E+00     0.6785E+02     0.3928E+00     0.2978E+02     0.1435E+01     0.3678E+00     0.0000E+00
   365    12    31  2001      74      74  cha074               0.6043E-02     0.0000E+00     0.6027E-02     0.1591E-01     0.1075E+05     0.1093E+05     0.1093E+05     0.1013E+02     0.0000E+00     0.0000E+00     0.1841E+03     0.0000E+00     0.3421E+01     0.2491E+00     0.2767E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3751E+02     0.0000E+00     0.3741E+02     0.7015E+00     0.1208E+03     0.4405E-02     0.2491E+00     0.0000E+00
   365    12    31  2001      75      75  cha075               0.5391E-02     0.0000E+00     0.5371E-02     0.1466E-01     0.7459E+04     0.1075E+05     0.1075E+05     0.7254E+01     0.0000E+00     0.0000E+00     0.3301E+04     0.0000E+00     0.3089E+01     0.2327E+00     0.6501E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3966E+02     0.0000E+00     0.3951E+02     0.4693E+00     0.1094E+03     0.4033E-02     0.2327E+00     0.0000E+00
   365    12    31  2001      76      76  cha076               0.3473E-01     0.0000E+00     0.3468E-01     0.7514E-01     0.1890E+02     0.2574E+02     0.2574E+02     0.9024E-02     0.5521E+00     0.0000E+00     0.7401E+01     0.0000E+00     0.6740E+01     0.3914E+00     0.7910E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6962E+02     0.0000E+00     0.6951E+02     0.8374E-03     0.2352E+02     0.2501E+00     0.3914E+00     0.0000E+00
   365    12    31  2001      77      77  cha077               0.2105E-01     0.0000E+00     0.2078E-01     0.4746E-01     0.1780E+02     0.3098E+02     0.3098E+02     0.1290E+00     0.1065E+01     0.0000E+00     0.1438E+02     0.0000E+00     0.5800E+01     0.3541E+00     0.5090E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5420E+02     0.0000E+00     0.5351E+02     0.1345E-01     0.4625E+01     0.1356E+00     0.3541E+00     0.0000E+00
   365    12    31  2001      78      78  cha078               0.3368E+01     0.0000E+00     0.3366E+01     0.4552E+01     0.1038E+07     0.1038E+07     0.1038E+07     0.4892E+03     0.0000E+00     0.6440E+01     0.1339E+03     0.0000E+00     0.7385E+02     0.1931E+01     0.2710E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1249E+03     0.0000E+00     0.1248E+03     0.2574E+03     0.6738E+04     0.1895E+02     0.1931E+01     0.0000E+00
   365    12    31  2001      79      79  cha079               0.3309E-01     0.0000E+00     0.3280E-01     0.7025E-01     0.8457E+01     0.2136E+02     0.2136E+02     0.2189E-01     0.7977E-01     0.0000E+00     0.1300E+02     0.0000E+00     0.7242E+01     0.4106E+00     0.5430E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5886E+02     0.0000E+00     0.5833E+02     0.2839E-02     0.5335E+02     0.1382E+00     0.4106E+00     0.0000E+00
   365    12    31  2001      80      80  cha080               0.2598E-01     0.0000E+00     0.2574E-01     0.5868E-01     0.1040E+01     0.7878E+01     0.7878E+01     0.3669E-02     0.2635E+00     0.0000E+00     0.7105E+01     0.0000E+00     0.5762E+01     0.3526E+00     0.4420E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6763E+02     0.0000E+00     0.6700E+02     0.4018E-03     0.9687E+01     0.2115E-01     0.3526E+00     0.0000E+00
   365    12    31  2001      81      81  cha081               0.1814E+00     0.0000E+00     0.1810E+00     0.3028E+00     0.3377E+05     0.3381E+05     0.3381E+05     0.4448E+02     0.0000E+00     0.0000E+00     0.8540E+02     0.0000E+00     0.2040E+02     0.8189E+00     0.4460E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5744E+02     0.0000E+00     0.5730E+02     0.9927E+01     0.5484E+03     0.1267E+01     0.8189E+00     0.0000E+00
   365    12    31  2001      82      82  cha082               0.7145E-02     0.0000E+00     0.6997E-02     0.1567E-01     0.1171E+01     0.3728E+01     0.3728E+01     0.5274E-02     0.0000E+00     0.0000E+00     0.2563E+01     0.0000E+00     0.6419E+01     0.3789E+00     0.3870E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1554E+02     0.0000E+00     0.1521E+02     0.4638E-03     0.6514E+02     0.2887E-01     0.3789E+00     0.0000E+00
   365    12    31  2001      83      83  cha083               0.1103E+00     0.0000E+00     0.1089E+00     0.2235E+00     0.5004E+03     0.3794E+03     0.3794E+03     0.4392E+01     0.1280E+03     0.0000E+00     0.1136E+02     0.0000E+00     0.8661E+01     0.4627E+00     0.3140E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1456E+03     0.0000E+00     0.1438E+03     0.7817E+00     0.6742E+02     0.2672E+01     0.4627E+00     0.0000E+00
   365    12    31  2001      84      84  cha084               0.4554E-01     0.0000E+00     0.4509E-01     0.1032E+00     0.2801E+03     0.2719E+03     0.2719E+03     0.3308E+01     0.1280E+02     0.0000E+00     0.7914E+01     0.0000E+00     0.5699E+01     0.3500E+00     0.3860E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1207E+03     0.0000E+00     0.1195E+03     0.3052E+00     0.4201E+02     0.4908E+00     0.3500E+00     0.0000E+00
   365    12    31  2001      85      85  cha085               0.5611E-01     0.0000E+00     0.5592E-01     0.1169E+00     0.4578E+06     0.4568E+06     0.4568E+06     0.1296E+04     0.0000E+00     0.0000E+00     0.2902E+03     0.0000E+00     0.7779E+01     0.4307E+00     0.1630E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8858E+02     0.0000E+00     0.8827E+02     0.1523E+03     0.3120E+03     0.2319E+00     0.4307E+00     0.0000E+00
   365    12    31  2001      86      86  cha086               0.8505E+00     0.0000E+00     0.8503E+00     0.1342E+01     0.3983E+06     0.3989E+06     0.3989E+06     0.1546E+03     0.4251E+02     0.1702E+01     0.7982E+03     0.0000E+00     0.2732E+02     0.9951E+00     0.9510E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1655E+03     0.0000E+00     0.1654E+03     0.4252E+02     0.2741E+04     0.4382E+01     0.9951E+00     0.0000E+00
   365    12    31  2001      87      87  cha087               0.1691E+00     0.0000E+00     0.1689E+00     0.3087E+00     0.3264E+06     0.3290E+06     0.3290E+06     0.2206E+03     0.0000E+00     0.2014E+00     0.2799E+04     0.0000E+00     0.1338E+02     0.6183E+00     0.1989E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1081E+03     0.0000E+00     0.1079E+03     0.3784E+02     0.1327E+04     0.3766E+00     0.6183E+00     0.0000E+00
   365    12    31  2001      88      88  cha088               0.1617E-01     0.0000E+00     0.1601E-01     0.3683E-01     0.2177E+06     0.2705E+06     0.2705E+06     0.4700E+03     0.0000E+00     0.0000E+00     0.5329E+05     0.0000E+00     0.5593E+01     0.3457E+00     0.9224E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4423E+02     0.0000E+00     0.4378E+02     0.4462E+02     0.2976E+03     0.1240E-01     0.3457E+00     0.0000E+00
   365    12    31  2001      89      89  cha089               0.1498E-01     0.0000E+00     0.1451E-01     0.3519E-01     0.1789E+01     0.3931E+05     0.3931E+05     0.1434E-01     0.0000E+00     0.0000E+00     0.3931E+05     0.0000E+00     0.5013E+01     0.3213E+00     0.5813E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4917E+02     0.0000E+00     0.4765E+02     0.1173E-02     0.2440E+03     0.3927E-01     0.3213E+00     0.0000E+00
   365    12    31  2001      90      90  cha090               0.8380E-01     0.0000E+00     0.8345E-01     0.1683E+00     0.3996E+05     0.4172E+05     0.4172E+05     0.1595E+03     0.1264E+03     0.0000E+00     0.2043E+04     0.0000E+00     0.8969E+01     0.4736E+00     0.1463E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1043E+03     0.0000E+00     0.1039E+03     0.2052E+02     0.4597E+03     0.3896E+00     0.4736E+00     0.0000E+00
   365    12    31  2001      91      91  cha091               0.5348E-02     0.0000E+00     0.4933E-02     0.1300E-01     0.2233E+02     0.5360E+04     0.5360E+04     0.2409E+00     0.0000E+00     0.0000E+00     0.5338E+04     0.0000E+00     0.4457E+01     0.2971E+00     0.3223E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2136E+02     0.0000E+00     0.1970E+02     0.1684E-01     0.3385E+02     0.1207E+00     0.2971E+00     0.0000E+00
   365    12    31  2001      92      92  cha092               0.5267E-01     0.0000E+00     0.5179E-01     0.1036E+00     0.5469E+04     0.5421E+04     0.5421E+04     0.6883E+02     0.4463E+02     0.0000E+00     0.6501E+02     0.0000E+00     0.9763E+01     0.5011E+00     0.3570E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5693E+02     0.0000E+00     0.5598E+02     0.9242E+01     0.5756E+02     0.6195E+00     0.5011E+00     0.0000E+00
   365    12    31  2001      93      93  cha093               0.1267E-01     0.0000E+00     0.1218E-01     0.2840E-01     0.5360E+04     0.5399E+04     0.5399E+04     0.4801E+02     0.0000E+00     0.0000E+00     0.8709E+02     0.0000E+00     0.5930E+01     0.3594E+00     0.9380E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3145E+02     0.0000E+00     0.3023E+02     0.4696E+01     0.4544E+02     0.1336E+00     0.3594E+00     0.0000E+00
   365    12    31  2001      94      94  cha094               0.2148E-01     0.0000E+00     0.2074E-01     0.5083E-01     0.4682E+02     0.2736E+03     0.2736E+03     0.5787E+00     0.2708E+01     0.0000E+00     0.2300E+03     0.0000E+00     0.4886E+01     0.3159E+00     0.1058E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7358E+02     0.0000E+00     0.7107E+02     0.5483E-01     0.3550E+02     0.3267E+00     0.3159E+00     0.0000E+00
   365    12    31  2001      95      95  cha095               0.5184E-02     0.0000E+00     0.5128E-02     0.1442E-01     0.3502E-03     0.7459E+04     0.7459E+04     0.8980E-06     0.0000E+00     0.0000E+00     0.7459E+04     0.0000E+00     0.2875E+01     0.2218E+00     0.6140E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4298E+02     0.0000E+00     0.4252E+02     0.4280E-07     0.1061E+03     0.3951E-02     0.2218E+00     0.0000E+00
   365    12    31  2001      96      96  cha096               0.7274E-02     0.0000E+00     0.7165E-02     0.1884E-01     0.3948E-05     0.2177E+06     0.2177E+06     0.1094E-07     0.0000E+00     0.0000E+00     0.2177E+06     0.0000E+00     0.3613E+01     0.2583E+00     0.1516E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4122E+02     0.0000E+00     0.4060E+02     0.7723E-09     0.1393E+03     0.4579E-02     0.2583E+00     0.0000E+00
   365    12    31  2001      97      97  cha097               0.3858E+00     0.0000E+00     0.3844E+00     0.6229E+00     0.5758E+04     0.4328E+04     0.4328E+04     0.2450E+03     0.1185E+04     0.0000E+00     0.8137E-05     0.0000E+00     0.2415E+02     0.9166E+00     0.1000E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.9215E+02     0.0000E+00     0.9183E+02     0.4623E+02     0.1679E+03     0.2203E+01     0.9166E+00     0.0000E+00
   365    12    31  2001      98      98  cha098               0.2267E-01     0.0000E+00     0.2234E-01     0.4704E-01     0.5400E+04     0.5397E+04     0.5397E+04     0.2311E+02     0.0000E+00     0.0000E+00     0.1955E+02     0.0000E+00     0.7899E+01     0.4351E+00     0.6620E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3488E+02     0.0000E+00     0.3437E+02     0.2772E+01     0.5237E+02     0.1652E+00     0.4351E+00     0.0000E+00
   365    12    31  2001      99      99  cha099               0.1132E+00     0.0000E+00     0.1111E+00     0.1940E+00     0.3301E+05     0.3346E+05     0.3346E+05     0.2027E+03     0.0000E+00     0.0000E+00     0.6450E+03     0.0000E+00     0.1789E+02     0.7503E+00     0.5710E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4460E+02     0.0000E+00     0.4377E+02     0.4205E+02     0.5041E+03     0.6469E+00     0.7503E+00     0.0000E+00
   365    12    31  2001     100     100  cha100               0.2335E+01     0.0000E+00     0.2331E+01     0.3341E+01     0.9979E+06     0.9958E+06     0.9958E+06     0.1962E+04     0.5704E+03     0.1081E+02     0.3714E+03     0.0000E+00     0.4916E+02     0.1472E+01     0.3100E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1706E+03     0.0000E+00     0.1704E+03     0.7990E+03     0.5359E+04     0.1197E+02     0.1472E+01     0.0000E+00
   365    12    31  2001     101     101  cha101               0.8915E+00     0.0000E+00     0.8903E+00     0.1471E+01     0.1239E+06     0.1250E+06     0.1250E+06     0.2888E+03     0.0000E+00     0.0000E+00     0.1447E+04     0.0000E+00     0.2164E+02     0.8518E+00     0.7420E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2558E+03     0.0000E+00     0.2555E+03     0.6749E+02     0.1209E+04     0.3476E+01     0.8518E+00     0.0000E+00
   365    12    31  2001     102     102  cha102               0.7424E+00     0.0000E+00     0.7395E+00     0.1233E+01     0.1100E+06     0.1212E+06     0.1212E+06     0.4026E+03     0.0000E+00     0.1306E+01     0.1169E+05     0.0000E+00     0.2085E+02     0.8311E+00     0.1278E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2265E+03     0.0000E+00     0.2256E+03     0.8248E+02     0.1175E+04     0.2636E+01     0.8312E+00     0.0000E+00
   365    12    31  2001     103     103  cha103               0.2937E+00     0.0000E+00     0.2934E+00     0.5251E+00     0.9217E+05     0.9523E+05     0.9523E+05     0.7818E+02     0.0000E+00     0.8413E-01     0.3137E+04     0.0000E+00     0.1469E+02     0.6581E+00     0.1764E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1606E+03     0.0000E+00     0.1604E+03     0.1433E+02     0.7688E+03     0.8122E+00     0.6581E+00     0.0000E+00
   365    12    31  2001     104     104  cha104               0.1371E+01     0.0000E+00     0.1370E+01     0.2038E+01     0.8733E+06     0.8726E+06     0.8726E+06     0.5943E+03     0.2701E+03     0.1582E+01     0.1205E+03     0.0000E+00     0.3856E+02     0.1252E+01     0.3670E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1502E+03     0.0000E+00     0.1501E+03     0.2048E+03     0.4099E+04     0.7376E+01     0.1252E+01     0.0000E+00
   365    12    31  2001     105     105  cha105               0.1345E+01     0.0000E+00     0.1344E+01     0.2003E+01     0.8740E+06     0.8733E+06     0.8733E+06     0.4304E+03     0.3290E+03     0.9311E+00     0.4123E+02     0.0000E+00     0.3809E+02     0.1242E+01     0.2960E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1503E+03     0.0000E+00     0.1502E+03     0.1470E+03     0.4087E+04     0.7262E+01     0.1242E+01     0.0000E+00
   365    12    31  2001     106     106  cha106               0.1314E+01     0.0000E+00     0.1313E+01     0.1961E+01     0.8758E+06     0.8740E+06     0.8740E+06     0.1105E+04     0.8557E+03     0.2335E+01     0.1092E+03     0.0000E+00     0.3755E+02     0.1230E+01     0.3020E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1504E+03     0.0000E+00     0.1503E+03     0.3733E+03     0.4057E+04     0.7011E+01     0.1230E+01     0.0000E+00
   365    12    31  2001     107     107  cha107               0.1492E-01     0.0000E+00     0.1410E-01     0.3244E-01     0.1086E+05     0.1830E+05     0.1830E+05     0.2685E+02     0.0000E+00     0.0000E+00     0.7625E+04     0.0000E+00     0.6624E+01     0.3869E+00     0.4739E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3079E+02     0.0000E+00     0.2909E+02     0.2883E+01     0.1709E+03     0.5756E-02     0.3869E+00     0.0000E+00
   365    12    31  2001     108     108  cha108               0.1473E-01     0.0000E+00     0.1460E-01     0.3186E-01     0.1830E+05     0.2016E+05     0.2016E+05     0.3296E+02     0.0000E+00     0.0000E+00     0.1893E+04     0.0000E+00     0.6744E+01     0.3916E+00     0.3454E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2949E+02     0.0000E+00     0.2925E+02     0.3579E+01     0.1724E+03     0.8402E-02     0.3916E+00     0.0000E+00
