 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
    366    12    31  2000      1       0  rtu0010                0.087       1.129       0.139       0.464      10.441       0.022       0.000       0.027       0.000       0.589       0.000       0.000
    366    12    31  2000      2       0  rtu0020                0.011       0.340       0.041       0.083      56.471       0.038       0.000       0.007       0.000       0.598       0.000       0.000
    366    12    31  2000      3       0  rtu0030                0.001       0.008       0.001       7.581      10.191       0.733       0.000       0.000       0.000       3.143       0.000       0.000
    366    12    31  2000      4       0  rtu0040                0.000       0.000       0.000       3.780       3.481       0.315       0.000       0.000       0.000       2.187       0.000       0.000
    366    12    31  2000      5       0  rtu0050                0.000       0.000       0.000       4.953       5.208       0.317       0.000       0.000       0.000       0.911       0.000       0.000
    366    12    31  2000      6       0  rtu0060                0.000       0.000       0.000       4.663       5.959       0.378       0.000       0.000       0.000       1.535       0.000       0.000
    366    12    31  2000      7       0  rtu0070                0.006       0.063       0.007       0.006       0.119       0.010       0.000       0.002       0.000       0.000       0.000       0.000
    366    12    31  2000      8       0  rtu0080                0.310       6.670       0.817       0.560       4.078       0.067       0.000       0.100       0.000       1.039       0.000       0.000
    366    12    31  2000      9       0  rtu0090                0.000       0.000       0.000       0.002       1.244       0.003       0.000       0.000       0.000       0.000       0.000       0.000
    366    12    31  2000     10       0  rtu0100                0.004       0.106       0.013       2.347      25.125       0.206       0.000       0.001       0.000       0.799       0.000       0.000
    366    12    31  2000     11       0  rtu0110                0.002       0.007       0.001       9.390      17.194       1.073       0.000       0.000       0.000       1.943       0.000       0.000
    366    12    31  2000     12       0  rtu0120                0.000       0.000       0.000      60.415       0.000       0.185       0.000       0.000       0.000       0.052       0.000       0.000
    366    12    31  2000     13       0  rtu0130                0.000       0.002       0.000       4.415       0.003       0.424       0.000       0.000       0.000       0.829       0.000       0.000
    366    12    31  2000     14       0  rtu0140                0.090       0.776       0.093       1.603      20.894       0.184       0.000       0.028       0.000       3.348       0.000       0.000
    366    12    31  2000     15       0  rtu0150                0.079       1.218       0.152       3.826       0.052       0.191       0.000       0.027       0.000       0.566       0.000       0.000
    366    12    31  2000     16       0  rtu0160                0.000       0.000       0.000       0.004      22.627       0.009       0.000       0.000       0.000       0.089       0.000       0.000
    366    12    31  2000     17       0  rtu0170                0.001       0.015       0.002       0.092       0.024       0.011       0.000       0.000       0.000       0.134       0.000       0.000
    366    12    31  2000     18       0  rtu0180                0.371       4.766       0.585       0.524       0.012       0.016       0.000       0.103       0.000       0.098       0.000       0.000
    366    12    31  2000     19       0  rtu0190                0.065       0.542       0.066       0.227      11.308       0.013       0.000       0.012       0.000       0.864       0.000       0.000
    366    12    31  2000     20       0  rtu0200                0.075       1.521       0.187       0.784       0.055       0.025       0.000       0.025       0.000       0.079       0.000       0.000
    366    12    31  2000     21       0  rtu0210                0.006       0.052       0.006       0.199      29.899       0.034       0.000       0.002       0.000       2.810       0.000       0.000
    366    12    31  2000     22       0  rtu0220                0.002       0.024       0.004       0.333       0.615       0.018       0.000       0.000       0.000       0.151       0.000       0.000
    366    12    31  2000     23       0  rtu0230                0.045       0.337       0.038       0.390      24.009       0.049       0.000       0.016       0.000       1.990       0.000       0.000
    366    12    31  2000     24       0  rtu0240                0.001       0.023       0.003       0.279      17.150       0.014       0.000       0.000       0.000       0.341       0.000       0.000
    366    12    31  2000     25       0  rtu0250                0.079       1.223       0.150       0.354       8.968       0.032       0.000       0.021       0.000       0.475       0.000       0.000
    366    12    31  2000     26       0  rtu0260                0.028       0.838       0.104       2.955       0.176       0.032       0.000       0.008       0.000       0.390       0.000       0.000
    366    12    31  2000     27       0  rtu0270                0.179       3.788       0.464       0.418       0.209       0.009       0.000       0.045       0.000       0.045       0.000       0.000
    366    12    31  2000     28       0  rtu0280                0.002       0.057       0.007      22.196       0.424       2.080       0.000       0.001       0.000       1.521       0.000       0.000
    366    12    31  2000     29       0  rtu0290                0.403       9.161       1.121       6.037      11.374       0.950       0.000       0.119       0.000       2.308       0.000       0.000
    366    12    31  2000     30       0  rtu0300                0.389       9.130       1.119       7.294       3.934       0.545       0.000       0.116       0.000       1.299       0.000       0.000
    366    12    31  2000     31       0  rtu0310                0.003       0.041       0.006       0.676       3.139       0.030       0.000       0.001       0.000       0.684       0.000       0.000
    366    12    31  2000     32       0  rtu0320                0.000       0.000       0.000       5.774      50.977       0.628       0.000       0.000       0.000       1.936       0.000       0.000
    366    12    31  2000     33       0  rtu0330                0.001       0.040       0.005       0.025       4.850       0.004       0.000       0.001       0.000       1.066       0.000       0.000
    366    12    31  2000     34       0  rtu0340                0.003       0.005       0.001       1.249       3.906       0.096       0.000       0.000       0.000       1.036       0.000       0.000
    366    12    31  2000     35       0  rtu0350                0.012       0.275       0.034       2.774       2.821       0.284       0.000       0.004       0.000       1.091       0.000       0.000
    366    12    31  2000     36       0  rtu0360                0.030       0.223       0.028       0.183       1.087       0.007       0.000       0.009       0.000       0.167       0.000       0.000
    366    12    31  2000     37       0  rtu0370                0.139       1.966       0.232      38.523       1.420       4.786       0.000       0.051       0.000       2.635       0.000       0.000
    366    12    31  2000     38       0  rtu0380                0.085       1.013       0.123      12.016       1.023       1.100       0.000       0.030       0.000       1.239       0.000       0.000
