 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
   365    12    31  2001       1       1  hru0001                0.035       1.227       0.154       4.278       0.168       0.038       0.000       0.012       0.000       0.056       0.000       0.000
   365    12    31  2001       2       2  hru0002                0.166       5.799       0.718       4.262       0.002       0.041       0.000       0.058       0.000       0.000       0.000       0.000
   365    12    31  2001       3       3  hru0003                0.004       0.151       0.020       4.282       0.197       0.037       0.000       0.001       0.000       2.662       0.000       0.000
   365    12    31  2001       4       4  hru0004                0.042       0.401       0.055       1.994       0.147       0.034       0.000       0.010       0.000       0.151       0.000       0.000
   365    12    31  2001       5       5  hru0005                0.005       0.054       0.009       1.996       0.059       0.032       0.000       0.001       0.000       1.538       0.000       0.000
   365    12    31  2001       6       6  hru0006                0.173       1.587       0.208       1.994       7.121       0.038       0.000       0.043       0.000       0.357       0.000       0.000
   365    12    31  2001       7       7  hru0007                0.054       0.869       0.114       3.719       0.000       0.039       0.000       0.011       0.000       0.000       0.000       0.000
   365    12    31  2001       8       8  hru0008                0.249       1.647       0.216       3.718       0.002       0.042       0.000       0.021       0.000       0.000       0.000       0.000
   365    12    31  2001       9       9  hru0009                0.120       0.087       0.014       3.720       0.000       0.036       0.000       0.001       0.000       0.000       0.000       0.000
   365    12    31  2001      10      10  hru0010                0.016       0.177       0.024       5.915       0.000       0.040       0.000       0.001       0.000       0.000       0.000       0.000
   365    12    31  2001      11      11  hru0011                0.058       1.202       0.153       5.914       0.000       0.041       0.000       0.010       0.000       0.000       0.000       0.000
   365    12    31  2001      12      12  hru0012                0.849       2.712       0.348       5.912       0.002       0.047       0.000       0.023       0.000       0.000       0.000       0.000
   365    12    31  2001      13      13  hru0013                0.016       0.073       0.012       2.333       0.041       0.034       0.000       0.001       0.000       0.567       0.000       0.000
   365    12    31  2001      14      14  hru0014                0.179       0.166       0.025       2.325       0.000       0.035       0.000       0.003       0.000       0.000       0.000       0.000
   365    12    31  2001      15      15  hru0015                0.054       0.573       0.068       0.009      11.832       0.005       0.000       0.018       0.000       0.654       0.000       0.000
   365    12    31  2001      16      16  hru0016                0.001       0.015       0.002       0.009       0.047       0.005       0.000       0.000       0.000       1.339       0.000       0.000
   365    12    31  2001      17      17  hru0017                0.012       0.130       0.015       0.009       0.859       0.005       0.000       0.004       0.000       1.048       0.000       0.000
   365    12    31  2001      18      18  hru0018                0.906      15.241       1.816       0.120      48.383       0.128       0.000       0.380       0.000       2.116       0.000       0.000
   365    12    31  2001      19      19  hru0019                0.001       0.018       0.002       0.010       0.013       0.006       0.000       0.000       0.000       0.290       0.000       0.000
   365    12    31  2001      20      20  hru0020                0.009       0.121       0.014       0.010       1.333       0.006       0.000       0.003       0.000       1.717       0.000       0.000
   365    12    31  2001      21      21  hru0021                0.001       0.045       0.005       0.018       0.090       0.007       0.000       0.001       0.000       0.794       0.000       0.000
   365    12    31  2001      22      22  hru0022                0.009       0.280       0.034       0.018       3.246       0.007       0.000       0.004       0.000       1.872       0.000       0.000
   365    12    31  2001      23      23  hru0023                0.021       0.699       0.084       0.018       0.115       0.007       0.000       0.010       0.000       0.000       0.000       0.000
   365    12    31  2001      24      24  hru0024                0.001       0.024       0.003       0.011       0.049       0.006       0.000       0.000       0.000       0.898       0.000       0.000
   365    12    31  2001      25      25  hru0025                0.014       0.253       0.030       0.011       3.286       0.006       0.000       0.005       0.000       1.309       0.000       0.000
   365    12    31  2001      26      26  hru0026                0.022       0.392       0.047       0.011       0.091       0.005       0.000       0.008       0.000       0.000       0.000       0.000
   365    12    31  2001      27      27  hru0027                0.001       0.060       0.007       0.019       0.001       0.006       0.000       0.001       0.000       0.000       0.000       0.000
   365    12    31  2001      28      28  hru0028                0.004       0.168       0.020       0.019       0.004       0.006       0.000       0.002       0.000       0.000       0.000       0.000
   365    12    31  2001      29      29  hru0029                0.001       0.030       0.004       0.014       0.000       0.006       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      30      30  hru0030                0.000       0.000       0.000       0.673       0.132       0.158       0.000       0.000       0.000       2.055       0.000       0.000
   365    12    31  2001      31      31  hru0031                0.000       0.000       0.000       0.071       1.542       0.012       0.000       0.000       0.000       1.692       0.000       0.000
   365    12    31  2001      32      32  hru0032                0.000       0.000       0.000       0.000      35.133       0.000       0.000       0.000       0.000       1.097       0.000       0.000
   365    12    31  2001      33      33  hru0033                0.000       0.000       0.000       0.000       3.943       0.000       0.000       0.000       0.000       1.370       0.000       0.000
   365    12    31  2001      34      34  hru0034                0.000       0.000       0.000       0.000       0.229       0.000       0.000       0.000       0.000       1.709       0.000       0.000
   365    12    31  2001      35      35  hru0035                0.000       0.000       0.000       0.000      19.276       0.000       0.000       0.000       0.000       0.128       0.000       0.000
   365    12    31  2001      36      36  hru0036                0.000       0.000       0.000       0.116       0.151       0.015       0.000       0.000       0.000       1.699       0.000       0.000
   365    12    31  2001      37      37  hru0037                0.000       0.000       0.000       0.595      37.568       0.134       0.000       0.000       0.000       2.063       0.000       0.000
   365    12    31  2001      38      38  hru0038                0.000       0.000       0.000       0.000       2.522       0.000       0.000       0.000       0.000       1.600       0.000       0.000
   365    12    31  2001      39      39  hru0039                0.000       0.000       0.000       0.000       2.404       0.000       0.000       0.000       0.000       0.656       0.000       0.000
   365    12    31  2001      40      40  hru0040                0.000       0.000       0.000       0.000       0.969       0.000       0.000       0.000       0.000       0.026       0.000       0.000
   365    12    31  2001      41      41  hru0041                0.000       0.000       0.000       0.000       0.067       0.000       0.000       0.000       0.000       0.613       0.000       0.000
   365    12    31  2001      42      42  hru0042                0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      43      43  hru0043                0.008       0.268       0.033      11.151       0.084       0.084       0.000       0.001       0.000       0.684       0.000       0.000
   365    12    31  2001      44      44  hru0044                0.052       1.761       0.216      11.149       2.045       0.084       0.000       0.008       0.000       1.531       0.000       0.000
   365    12    31  2001      45      45  hru0045                0.008       0.090       0.011       5.557       0.051       0.073       0.000       0.001       0.000       1.123       0.000       0.000
   365    12    31  2001      46      46  hru0046                0.038       0.369       0.046       5.556       0.330       0.073       0.000       0.005       0.000       1.058       0.000       0.000
   365    12    31  2001      47      47  hru0047                0.009       0.130       0.016       6.519       0.042       0.074       0.000       0.001       0.000       0.726       0.000       0.000
   365    12    31  2001      48      48  hru0048                0.056       0.739       0.091       6.518       0.590       0.075       0.000       0.007       0.000       0.813       0.000       0.000
   365    12    31  2001      49      49  hru0049                0.219       1.566       0.194       6.508       0.000       0.075       0.000       0.015       0.000       0.000       0.000       0.000
   365    12    31  2001      50      50  hru0050                0.000       0.000       0.000       0.000       0.590       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      51      51  hru0051                0.000       0.000       0.000       0.000       0.046       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      52      52  hru0052                0.000       0.000       0.000       0.000       0.004       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      53      53  hru0053                0.000       0.000       0.000       0.000       1.979       0.000       0.000       0.000       0.000       0.247       0.000       0.000
   365    12    31  2001      54      54  hru0054                0.000       0.000       0.000       0.000       0.080       0.000       0.000       0.000       0.000       0.267       0.000       0.000
   365    12    31  2001      55      55  hru0055                0.000       0.000       0.000       0.000       0.012       0.000       0.000       0.000       0.000       0.267       0.000       0.000
   365    12    31  2001      56      56  hru0056                0.000       0.000       0.000       0.000       1.132       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      57      57  hru0057                0.000       0.000       0.000       0.000       0.104       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2001      58      58  hru0058                0.000       0.000       0.000       0.000       0.464       0.000       0.000       0.000       0.000       0.000       0.000       0.000
