 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et     ecanopy      eplant       esoil   surq_cont          cn     sw_init    sw_final      sw_ave      sw_300    sno_init   sno_final     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls     gwsoilq       satex  satex_chan   sw_change     lagsurf     laglatq    lagsatex    wet_evap    wet_oflo    wet_stor
   112     4    21  2000       1       1  Tordera                0.004       0.000       0.000       0.323       0.056       0.379       0.536       0.669       0.001       0.198       0.470       0.321      55.302     180.845     180.385     180.615      26.567      19.364      19.364      19.364       3.112       0.000       0.012       0.000       0.000       0.000       0.321       0.000       0.000       0.056       0.000       0.000       1.099       0.314       0.316      -0.461       0.139       0.168       0.131       0.000       0.002       0.017
   113     4    22  2000       1       1  Tordera                0.000       0.000       0.000       0.312       0.055       0.367       0.534       0.636       0.000       0.085       0.551       0.308      55.285     180.385     179.965     180.175      26.115      19.364      19.364      19.364       3.836       0.000       0.016       0.000       0.000       0.000       0.308       0.000       0.000       0.055       0.000       0.000       1.091       0.301       0.304      -0.420       0.136       0.167       0.128       0.000       0.002       0.017
   114     4    23  2000       1       1  Tordera                7.717       0.009       0.000       1.054       0.060       1.114       0.535       1.081       0.304       0.518       0.259       1.155      55.275     179.965     185.923     182.944      30.665      19.364      19.373      19.368       1.915       0.000       0.005       0.000       0.000       0.000       1.155       0.000       0.000       0.060       0.000       0.000       1.084       0.393       0.370       5.958       0.237       0.175       0.152       0.000       0.003       0.020
   115     4    24  2000       1       1  Tordera                0.015       0.000       0.000       0.367       0.058       0.425       0.532       1.781       0.009       1.130       0.643       0.318      55.372     185.923     184.331     185.127      29.015      19.373      19.373      19.373       3.294       0.000       0.000       0.000       0.000       0.000       0.318       0.000       0.000       0.058       0.000       0.000       1.077       0.316       0.326      -1.592       0.188       0.172       0.142       0.000       0.002       0.019
   116     4    25  2000       1       1  Tordera                0.012       0.000       0.000       0.322       0.056       0.379       0.530       1.824       0.004       1.201       0.618       0.293      55.348     184.331     182.712     183.521      27.338      19.373      19.373      19.373       3.593       0.000       0.000       0.000       0.000       0.000       0.293       0.000       0.000       0.056       0.000       0.000       1.070       0.291       0.303      -1.619       0.158       0.171       0.130       0.000       0.002       0.019
   117     4    26  2000       1       1  Tordera                0.028       0.000       0.000       0.311       0.056       0.367       0.528       1.033       0.007       0.532       0.494       0.297      55.322     182.712     181.898     182.305      26.477      19.373      19.373      19.373       2.988       0.000       0.004       0.000       0.000       0.000       0.297       0.000       0.000       0.056       0.000       0.000       1.064       0.294       0.299      -0.814       0.144       0.170       0.124       0.000       0.002       0.018
   118     4    27  2000       1       1  Tordera                1.094       0.000       0.000       0.331       0.055       0.387       0.526       1.302       0.192       0.653       0.457       0.328      55.303     181.898     181.843     181.870      26.377      19.373      19.373      19.373       2.731       0.000       0.004       0.000       0.000       0.000       0.328       0.000       0.000       0.055       0.000       0.000       1.057       0.308       0.308      -0.055       0.140       0.170       0.125       0.000       0.002       0.018
   119     4    28  2000       1       1  Tordera               22.121       5.935       0.000       1.258       0.094       1.352       0.563       1.001       0.294       0.493       0.213       1.372      55.310     181.843     195.911     188.877      33.981      19.373      25.308      22.340       1.335       0.000       0.004       0.000       0.000       0.000       1.372       0.000       0.000       0.094       0.000       0.000       1.050       0.413       0.387      14.068       0.254       0.224       0.150       0.000       0.004       0.020
   120     4    29  2000       1       1  Tordera                0.357       0.023       0.000       0.395       0.079       0.473       0.559       1.838       0.053       1.311       0.474       0.336      55.445     195.911     194.534     195.223      32.524      25.308      25.331      25.319       2.247       0.000       0.000       0.000       0.000       0.000       0.336       0.000       0.000       0.079       0.000       0.000       1.045       0.332       0.339      -1.377       0.196       0.206       0.143       0.000       0.002       0.020
   121     4    30  2000       1       1  Tordera                0.021       0.000       0.000       0.334       0.070       0.404       0.556       1.856       0.063       1.329       0.464       0.303      55.433     194.534     192.870     193.702      30.844      25.331      25.331      25.331       2.643       0.000       0.000       0.000       0.000       0.000       0.303       0.000       0.000       0.070       0.000       0.000       1.039       0.301       0.311      -1.665       0.165       0.196       0.133       0.000       0.002       0.020
   122     5     1  2000       1       1  Tordera                0.005       0.000       0.000       0.312       0.065       0.376       0.553       2.026       0.001       1.440       0.585       0.294      55.420     192.870     190.993     191.931      28.947      25.331      25.331      25.331       3.325       0.000       0.012       0.000       0.000       0.000       0.294       0.000       0.000       0.065       0.000       0.000       1.033       0.287       0.295      -1.876       0.147       0.190       0.125       0.000       0.002       0.019
   123     5     2  2000       1       1  Tordera                0.009       0.000       0.000       0.286       0.062       0.348       0.550       2.001       0.001       1.386       0.613       0.272      55.399     190.993     189.152     190.072      27.096      25.331      25.331      25.331       3.634       0.000       0.001       0.000       0.000       0.000       0.272       0.000       0.000       0.062       0.000       0.000       1.027       0.270       0.278      -1.842       0.133       0.186       0.117       0.000       0.002       0.018
   124     5     3  2000       1       1  Tordera                0.011       0.000       0.000       0.279       0.060       0.339       0.546       1.397       0.001       0.792       0.604       0.270      55.376     189.152     187.919     188.535      25.862      25.331      25.331      25.331       3.778       0.000       0.004       0.000       0.000       0.000       0.270       0.000       0.000       0.060       0.000       0.000       1.021       0.267       0.272      -1.233       0.124       0.184       0.111       0.000       0.002       0.018
   125     5     4  2000       1       1  Tordera                0.082       0.000       0.000       0.277       0.059       0.336       0.543       1.046       0.074       0.469       0.502       0.272      55.348     187.919     187.114     187.517      25.071      25.331      25.331      25.331       3.348       0.000       0.012       0.000       0.000       0.000       0.272       0.000       0.000       0.059       0.000       0.000       1.015       0.266       0.269      -0.805       0.119       0.183       0.108       0.000       0.002       0.017
   126     5     5  2000       1       1  Tordera                0.010       0.000       0.000       0.274       0.058       0.332       0.541       0.650       0.001       0.200       0.448       0.270      55.326     187.114     186.621     186.868      24.597      25.331      25.331      25.331       3.021       0.000       0.004       0.000       0.000       0.000       0.270       0.000       0.000       0.058       0.000       0.000       1.008       0.267       0.269      -0.493       0.115       0.182       0.106       0.000       0.002       0.017
   127     5     6  2000       1       1  Tordera                0.000       0.000       0.000       0.269       0.058       0.326       0.538       0.887       0.000       0.435       0.452       0.265      55.300     186.621     185.889     186.255      23.895      25.331      25.331      25.331       3.166       0.000       0.008       0.000       0.000       0.000       0.265       0.000       0.000       0.058       0.000       0.000       1.003       0.261       0.263      -0.732       0.111       0.181       0.103       0.000       0.002       0.016
   128     5     7  2000       1       1  Tordera                0.012       0.000       0.000       0.264       0.057       0.321       0.535       0.818       0.007       0.407       0.404       0.261      55.274     185.889     185.237     185.563      23.285      25.331      25.331      25.331       2.936       0.000       0.006       0.000       0.000       0.000       0.261       0.000       0.000       0.057       0.000       0.000       0.997       0.257       0.259      -0.652       0.108       0.181       0.101       0.000       0.002       0.016
   129     5     8  2000       1       1  Tordera                0.006       0.000       0.000       0.262       0.057       0.319       0.532       0.799       0.001       0.400       0.398       0.260      55.253     185.237     184.607     184.922      22.706      25.331      25.331      25.331       3.024       0.000       0.015       0.000       0.000       0.000       0.260       0.000       0.000       0.057       0.000       0.000       0.992       0.253       0.255      -0.630       0.107       0.181       0.099       0.000       0.002       0.015
   130     5     9  2000       1       1  Tordera                1.637       0.000       0.000       0.309       0.057       0.366       0.530       1.151       0.300       0.495       0.356       0.316      55.230     184.607     185.195     184.901      23.336      25.331      25.331      25.331       2.880       0.000       0.016       0.000       0.000       0.000       0.316       0.000       0.000       0.057       0.000       0.000       0.985       0.272       0.267       0.588       0.114       0.181       0.105       0.000       0.001       0.015
   131     5    10  2000       1       1  Tordera               13.656       2.194       0.000       0.866       0.079       0.945       0.554       1.081       0.274       0.615       0.192       0.942      55.263     185.195     194.816     190.006      30.361      25.331      27.525      26.428       1.505       0.000       0.001       0.000       0.000       0.000       0.942       0.000       0.000       0.079       0.000       0.000       0.980       0.380       0.354       9.622       0.190       0.213       0.131       0.000       0.003       0.017
   132     5    11  2000       1       1  Tordera                0.512       0.001       0.000       0.321       0.072       0.393       0.550       2.471       0.178       1.677       0.615       0.283      55.499     194.816     193.068     193.942      28.491      27.525      27.526      27.526       3.111       0.000       0.000       0.000       0.000       0.000       0.283       0.000       0.000       0.072       0.000       0.000       0.976       0.277       0.287      -1.748       0.152       0.205       0.122       0.000       0.002       0.016
   133     5    12  2000       1       1  Tordera                0.000       0.000       0.000       0.275       0.066       0.342       0.546       2.436       0.000       1.874       0.562       0.253      55.472     193.068     190.744     191.906      26.183      27.526      27.526      27.526       3.334       0.000       0.000       0.000       0.000       0.000       0.253       0.000       0.000       0.066       0.000       0.000       0.971       0.251       0.263      -2.324       0.130       0.199       0.111       0.000       0.002       0.016
   134     5    13  2000       1       1  Tordera                0.000       0.000       0.000       0.257       0.063       0.320       0.543       2.420       0.000       1.863       0.557       0.244      55.436     190.744     188.444     189.594      23.920      27.526      27.526      27.526       3.657       0.000       0.000       0.000       0.000       0.000       0.244       0.000       0.000       0.063       0.000       0.000       0.966       0.243       0.250      -2.300       0.117       0.196       0.103       0.000       0.001       0.016
   135     5    14  2000       1       1  Tordera                0.000       0.000       0.000       0.244       0.061       0.306       0.540       1.802       0.000       1.283       0.519       0.235      55.389     188.444     186.776     187.610      22.312      27.526      27.526      27.526       3.916       0.000       0.004       0.000       0.000       0.000       0.235       0.000       0.000       0.061       0.000       0.000       0.961       0.232       0.238      -1.668       0.107       0.194       0.097       0.000       0.001       0.015
   136     5    15  2000       1       1  Tordera                0.000       0.000       0.000       0.239       0.060       0.299       0.536       1.450       0.000       0.990       0.460       0.232      55.340     186.776     185.468     186.122      21.067      27.526      27.526      27.526       3.820       0.000       0.010       0.000       0.000       0.000       0.232       0.000       0.000       0.060       0.000       0.000       0.956       0.228       0.233      -1.307       0.100       0.192       0.091       0.000       0.001       0.015
   137     5    16  2000       1       1  Tordera                0.011       0.000       0.000       0.235       0.059       0.295       0.533       1.856       0.005       1.424       0.426       0.232      55.298     185.468     183.767     184.618      19.434      27.526      27.526      27.526       3.773       0.000       0.011       0.000       0.000       0.000       0.232       0.000       0.000       0.059       0.000       0.000       0.951       0.226       0.229      -1.701       0.097       0.191       0.089       0.000       0.002       0.014
   138     5    17  2000       1       1  Tordera                1.021       0.013       0.000       0.254       0.059       0.312       0.530       1.650       0.185       1.136       0.329       0.252      55.263     183.767     183.178     183.473      18.930      27.526      27.539      27.533       2.842       0.000       0.003       0.000       0.000       0.000       0.252       0.000       0.000       0.059       0.000       0.000       0.945       0.244       0.245      -0.590       0.095       0.190       0.089       0.000       0.001       0.014
   139     5    18  2000       1       1  Tordera                0.070       0.000       0.000       0.239       0.058       0.297       0.527       1.270       0.102       0.876       0.291       0.239      55.270     183.178     182.152     182.665      17.969      27.539      27.539      27.539       2.725       0.000       0.000       0.000       0.000       0.000       0.239       0.000       0.000       0.058       0.000       0.000       0.941       0.238       0.237      -1.026       0.096       0.190       0.090       0.000       0.001       0.014
   140     5    19  2000       1       1  Tordera                0.235       0.021       0.000       0.254       0.058       0.312       0.524       1.094       0.126       0.766       0.202       0.254      55.258     182.152     181.342     181.747      17.207      27.539      27.560      27.550       2.003       0.000       0.020       0.000       0.000       0.000       0.254       0.000       0.000       0.058       0.000       0.000       0.936       0.246       0.246      -0.810       0.096       0.189       0.090       0.000       0.001       0.014
   141     5    20  2000       1       1  Tordera                0.051       0.008       0.000       0.256       0.058       0.313       0.522       1.132       0.017       0.882       0.232       0.260      55.260     181.342     180.343     180.842      16.272      27.560      27.569      27.565       2.493       0.000       0.011       0.000       0.000       0.000       0.260       0.000       0.000       0.058       0.000       0.000       0.931       0.255       0.250      -0.999       0.101       0.189       0.095       0.000       0.001       0.013
   142     5    21  2000       1       1  Tordera                0.211       0.159       0.000       0.250       0.057       0.307       0.519       1.004       0.020       0.782       0.203       0.248      55.249     180.343     179.491     179.917      15.489      27.569      27.727      27.648       2.516       0.000       0.000       0.000       0.000       0.000       0.248       0.000       0.000       0.057       0.000       0.000       0.926       0.246       0.248      -0.852       0.099       0.189       0.093       0.000       0.002       0.013
   143     5    22  2000       1       1  Tordera                7.856       3.457       0.000       0.491       0.057       0.549       0.517       1.256       0.326       0.800       0.130       0.528      55.243     179.491     182.382     180.937      18.421      27.727      31.185      29.456       1.584       0.000       0.000       0.000       0.000       0.000       0.528       0.000       0.000       0.057       0.000       0.000       0.922       0.311       0.292       2.892       0.136       0.189       0.112       0.000       0.002       0.014
   144     5    23  2000       1       1  Tordera                0.312       0.000       0.000       0.284       0.057       0.341       0.514       2.210       0.173       1.574       0.463       0.274      55.324     182.382     180.704     181.543      16.783      31.185      31.185      31.185       2.674       0.000       0.000       0.000       0.000       0.000       0.274       0.000       0.000       0.057       0.000       0.000       0.917       0.257       0.259      -1.679       0.125       0.189       0.110       0.000       0.001       0.013
   145     5    24  2000       1       1  Tordera                0.055       0.000       0.000       0.242       0.057       0.299       0.512       1.778       0.018       1.393       0.367       0.227      55.310     180.704     179.098     179.901      15.240      31.185      31.185      31.185       3.333       0.000       0.000       0.000       0.000       0.000       0.227       0.000       0.000       0.057       0.000       0.000       0.913       0.225       0.235      -1.605       0.110       0.189       0.100       0.000       0.001       0.013
   146     5    25  2000       1       1  Tordera                0.109       0.000       0.000       0.224       0.057       0.280       0.509       1.492       0.083       1.073       0.336       0.212      55.287     179.098     177.848     178.473      14.085      31.185      31.185      31.185       3.441       0.000       0.001       0.000       0.000       0.000       0.212       0.000       0.000       0.057       0.000       0.000       0.908       0.211       0.220      -1.251       0.099       0.189       0.091       0.000       0.001       0.013
   147     5    26  2000       1       1  Tordera                1.393       0.012       0.000       0.244       0.057       0.301       0.506       1.570       0.116       1.127       0.327       0.238      55.268     177.848     177.762     177.805      14.120      31.185      31.197      31.191       4.007       0.000       0.001       0.000       0.000       0.000       0.238       0.000       0.000       0.057       0.000       0.000       0.904       0.214       0.220      -0.086       0.093       0.189       0.085       0.000       0.002       0.012
   148     5    27  2000       1       1  Tordera               11.788       3.755       0.000       0.759       0.060       0.819       0.505       1.846       0.448       1.216       0.182       0.819      55.264     177.762     183.396     180.579      19.760      31.197      34.952      33.075       2.222       0.000       0.000       0.000       0.000       0.000       0.819       0.000       0.000       0.060       0.000       0.000       0.899       0.299       0.278       5.634       0.152       0.194       0.106       0.000       0.002       0.014
   149     5    28  2000       1       1  Tordera                0.006       0.000       0.000       0.255       0.058       0.313       0.502       2.831       0.067       2.257       0.507       0.226      55.347     183.396     180.743     182.070      17.141      34.952      34.952      34.952       3.501       0.000       0.000       0.000       0.000       0.000       0.226       0.000       0.000       0.058       0.000       0.000       0.895       0.225       0.231      -2.653       0.124       0.192       0.100       0.000       0.001       0.014
   150     5    29  2000       1       1  Tordera                0.011       0.000       0.000       0.224       0.057       0.281       0.500       2.487       0.006       2.129       0.351       0.204      55.325     180.743     178.398     179.570      14.838      34.952      34.952      34.952       3.435       0.000       0.000       0.000       0.000       0.000       0.204       0.000       0.000       0.057       0.000       0.000       0.890       0.203       0.214      -2.345       0.104       0.191       0.088       0.000       0.001       0.014
   151     5    30  2000       1       1  Tordera                0.000       0.000       0.000       0.211       0.056       0.267       0.498       1.588       0.000       1.322       0.266       0.200      55.306     178.398     176.944     177.671      13.434      34.952      34.952      34.952       3.416       0.000       0.001       0.000       0.000       0.000       0.200       0.000       0.000       0.056       0.000       0.000       0.885       0.198       0.205      -1.454       0.093       0.190       0.082       0.000       0.002       0.013
   152     5    31  2000       1       1  Tordera                0.005       0.000       0.000       0.212       0.056       0.267       0.495       1.093       0.002       0.891       0.200       0.206      55.288     176.944     175.996     176.470      12.560      34.952      34.952      34.952       3.192       0.000       0.012       0.000       0.000       0.000       0.206       0.000       0.000       0.056       0.000       0.000       0.881       0.200       0.204      -0.948       0.087       0.189       0.078       0.000       0.001       0.013
   153     6     1  2000       1       1  Tordera                0.000       0.000       0.000       0.201       0.056       0.256       0.493       0.866       0.000       0.664       0.202       0.197      55.269     175.996     175.264     175.630      11.932      34.952      34.952      34.952       3.756       0.000       0.001       0.000       0.000       0.000       0.197       0.000       0.000       0.056       0.000       0.000       0.876       0.196       0.198      -0.732       0.083       0.189       0.076       0.000       0.001       0.013
   154     6     2  2000       1       1  Tordera                0.013       0.000       0.000       0.197       0.055       0.252       0.490       0.717       0.002       0.543       0.172       0.192      55.239     175.264     174.699     174.982      11.486      34.952      34.952      34.952       3.719       0.000       0.002       0.000       0.000       0.000       0.192       0.000       0.000       0.055       0.000       0.000       0.872       0.190       0.194      -0.565       0.079       0.188       0.073       0.000       0.001       0.012
   155     6     3  2000       1       1  Tordera                0.005       0.000       0.000       0.190       0.055       0.245       0.488       0.828       0.002       0.644       0.182       0.187      55.207     174.699     174.018     174.359      10.946      34.952      34.952      34.952       4.319       0.000       0.003       0.000       0.000       0.000       0.187       0.000       0.000       0.055       0.000       0.000       0.867       0.185       0.188      -0.681       0.076       0.188       0.070       0.000       0.001       0.012
   156     6     4  2000       1       1  Tordera                0.033       0.000       0.000       0.184       0.054       0.239       0.485       0.759       0.033       0.523       0.204       0.180      55.159     174.018     173.443     173.731      10.561      34.952      34.952      34.952       4.774       0.000       0.005       0.000       0.000       0.000       0.180       0.000       0.000       0.054       0.000       0.000       0.863       0.177       0.181      -0.575       0.072       0.187       0.067       0.000       0.001       0.012
   157     6     5  2000       1       1  Tordera                9.315       1.788       0.000       0.658       0.057       0.715       0.484       3.355       0.504       2.589       0.262       0.705      55.097     173.443     177.163     175.303      14.434      34.952      36.740      35.846       3.854       0.000       0.008       0.000       0.000       0.000       0.705       0.000       0.000       0.057       0.000       0.000       0.858       0.243       0.224       3.719       0.119       0.189       0.085       0.000       0.003       0.012
   158     6     6  2000       1       1  Tordera                1.324       0.017       0.000       0.260       0.055       0.316       0.482       2.774       0.352       1.950       0.471       0.247      55.205     177.163     175.767     176.465      13.123      36.740      36.757      36.749       3.134       0.000       0.000       0.000       0.000       0.000       0.247       0.000       0.000       0.055       0.000       0.000       0.854       0.220       0.220      -1.396       0.106       0.187       0.086       0.000       0.001       0.013
   159     6     7  2000       1       1  Tordera                0.040       0.000       0.000       0.205       0.054       0.260       0.479       2.221       0.081       1.729       0.411       0.193      55.195     175.767     173.786     174.776      11.251      36.757      36.757      36.757       3.964       0.000       0.002       0.000       0.000       0.000       0.193       0.000       0.000       0.054       0.000       0.000       0.850       0.191       0.197      -1.981       0.094       0.186       0.080       0.000       0.001       0.013
   160     6     8  2000       1       1  Tordera                0.011       0.000       0.000       0.186       0.054       0.240       0.477       1.164       0.009       0.883       0.273       0.173      55.156     173.786     172.788     173.287      10.391      36.757      36.757      36.757       4.728       0.000       0.008       0.000       0.000       0.000       0.173       0.000       0.000       0.054       0.000       0.000       0.846       0.168       0.178      -0.998       0.080       0.185       0.071       0.000       0.001       0.012
   161     6     9  2000       1       1  Tordera                0.407       0.005       0.000       0.180       0.053       0.233       0.475       1.091       0.141       0.697       0.253       0.172      55.106     172.788     172.245     172.517      10.036      36.757      36.762      36.759       4.058       0.000       0.002       0.000       0.000       0.000       0.172       0.000       0.000       0.053       0.000       0.000       0.842       0.169       0.175      -0.543       0.073       0.184       0.065       0.000       0.001       0.012
   162     6    10  2000       1       1  Tordera               40.411       9.141       0.000       2.685       0.115       2.800       0.499       1.630       0.547       0.965       0.118       2.951      55.080     172.245     199.036     185.641      30.990      36.762      45.903      41.332       1.850       0.000       0.029       0.000       0.000       0.000       2.951       0.000       0.000       0.115       0.000       0.000       0.838       0.373       0.328      26.791       0.339       0.264       0.110       0.000       0.004       0.018
   163     6    11  2000       1       1  Tordera                5.827       1.329       0.000       0.631       0.098       0.728       0.505       1.896       0.542       1.028       0.326       0.542      55.423     199.036     201.339     200.188      31.707      45.903      47.231      46.567       1.896       0.000       0.000       0.000       0.000       0.000       0.542       0.000       0.000       0.098       0.000       0.000       0.834       0.296       0.288       2.303       0.250       0.245       0.118       0.000       0.002       0.019
   164     6    12  2000       1       1  Tordera                0.370       0.136       0.000       0.295       0.079       0.374       0.501       2.470       0.211       1.845       0.414       0.223      55.464     201.339     199.159     200.249      29.546      47.231      47.367      47.299       2.562       0.000       0.000       0.000       0.000       0.000       0.223       0.000       0.000       0.079       0.000       0.000       0.832       0.221       0.235      -2.180       0.179       0.224       0.104       0.000       0.002       0.018
   165     6    13  2000       1       1  Tordera                2.541       0.485       0.000       0.354       0.069       0.423       0.499       2.947       0.494       1.989       0.464       0.335      55.437     199.159     198.206     198.682      28.493      47.367      47.852      47.610       2.998       0.000       0.000       0.000       0.000       0.000       0.335       0.000       0.000       0.069       0.000       0.000       0.828       0.241       0.239      -0.953       0.160       0.212       0.107       0.000       0.002       0.018
   166     6    14  2000       1       1  Tordera                3.206       0.219       0.000       0.345       0.065       0.410       0.497       2.565       0.564       1.582       0.419       0.323      55.430     198.206     198.573     198.389      28.504      47.852      48.071      47.962       2.556       0.000       0.000       0.000       0.000       0.000       0.323       0.000       0.000       0.065       0.000       0.000       0.825       0.232       0.237       0.367       0.139       0.207       0.101       0.000       0.002       0.017
   167     6    15  2000       1       1  Tordera                0.429       0.224       0.000       0.220       0.061       0.281       0.493       4.412       0.047       3.886       0.479       0.198      55.445     198.573     194.442     196.507      24.396      48.071      48.295      48.183       4.808       0.000       0.000       0.000       0.000       0.000       0.198       0.000       0.000       0.061       0.000       0.000       0.821       0.196       0.205      -4.131       0.117       0.202       0.092       0.000       0.002       0.017
   168     6    16  2000       1       1  Tordera                0.000       0.000       0.000       0.179       0.059       0.238       0.490       5.051       0.070       4.597       0.383       0.154      55.357     194.442     189.581     192.011      19.578      48.295      48.295      48.295       6.185       0.000       0.000       0.000       0.000       0.000       0.154       0.000       0.000       0.059       0.000       0.000       0.817       0.152       0.170      -4.861       0.092       0.199       0.073       0.000       0.002       0.016
   169     6    17  2000       1       1  Tordera                0.000       0.000       0.000       0.161       0.057       0.219       0.486       3.777       0.000       3.484       0.292       0.144      55.258     189.581     185.933     187.757      15.984      48.295      48.295      48.295       5.480       0.000       0.000       0.000       0.000       0.000       0.144       0.000       0.000       0.057       0.000       0.000       0.813       0.143       0.155      -3.647       0.075       0.197       0.061       0.000       0.001       0.015
   170     6    18  2000       1       1  Tordera                0.000       0.000       0.000       0.158       0.056       0.215       0.483       3.102       0.000       2.888       0.214       0.149      55.162     185.933     182.956     184.444      13.069      48.295      48.295      48.295       4.974       0.000       0.000       0.000       0.000       0.000       0.149       0.000       0.000       0.056       0.000       0.000       0.809       0.147       0.154      -2.978       0.066       0.195       0.054       0.000       0.002       0.013
   171     6    19  2000       1       1  Tordera                0.011       0.000       0.000       0.160       0.055       0.215       0.480       1.952       0.009       1.773       0.170       0.157      55.071     182.956     181.131     182.043      11.357      48.295      48.295      48.295       4.331       0.000       0.000       0.000       0.000       0.000       0.157       0.000       0.000       0.055       0.000       0.000       0.806       0.156       0.156      -1.825       0.063       0.192       0.053       0.000       0.001       0.013
   172     6    20  2000       1       1  Tordera                0.001       0.000       0.000       0.159       0.055       0.214       0.477       1.425       0.001       1.262       0.163       0.157      55.016     181.131     179.826     180.478      10.241      48.295      48.295      48.295       4.486       0.000       0.004       0.000       0.000       0.000       0.157       0.000       0.000       0.055       0.000       0.000       0.802       0.155       0.155      -1.304       0.061       0.191       0.053       0.000       0.001       0.012
   173     6    21  2000       1       1  Tordera                0.000       0.000      17.122       3.107       0.081       3.188       0.479       1.358       0.000       1.127       0.231       3.367      54.970     179.826     192.557     186.191      17.828      48.295      31.041      39.668       4.198       0.000       0.006       0.000       0.000       0.000       3.367       0.000       0.000       0.081       0.000       0.000       0.798       0.249       0.237      12.730       0.321       0.235       0.066       0.000       0.001       0.012
   174     6    22  2000       1       1  Tordera                0.030       0.000      21.738       5.040       0.134       5.174       0.549       1.831       0.023       1.621       0.188       5.330      55.000     192.557     207.294     199.925      17.869      31.041       9.208      20.125       4.168       0.000       0.013       0.000       0.000       0.000       5.330       0.000       0.000       0.134       0.000       0.000       0.795       0.467       0.438      14.738       0.612       0.329       0.095       0.000       0.001       0.011
   175     6    23  2000       1       1  Tordera                0.067       0.000       9.208       2.288       0.135       2.424       0.608       1.714       0.050       1.341       0.323       2.027      55.305     207.294     212.863     210.079      17.768       9.208       0.000       4.604       3.835       0.000       0.002       0.000       0.000       0.000       2.027       0.000       0.000       0.135       0.000       0.000       0.791       0.208       0.230       5.569       0.350       0.345       0.073       0.000       0.001       0.011
   176     6    24  2000       1       1  Tordera                0.325       0.000       0.000       0.331       0.111       0.441       0.601       2.287       0.170       1.792       0.325       0.140      55.690     212.863     210.880     211.872      16.923       0.000       0.000       0.000       3.848       0.000       0.006       0.000       0.000       0.000       0.140       0.000       0.000       0.111       0.000       0.000       0.789       0.136       0.151      -1.982       0.160       0.312       0.058       0.000       0.002       0.010
   177     6    25  2000       1       1  Tordera                0.240       0.000       0.000       0.207       0.096       0.303       0.594       1.667       0.126       1.260       0.281       0.148      55.568     210.880     209.431     210.156      16.248       0.000       0.000       0.000       2.940       0.000       0.006       0.000       0.000       0.000       0.148       0.000       0.000       0.096       0.000       0.000       0.786       0.135       0.140      -1.450       0.100       0.291       0.054       0.000       0.001       0.010
   178     6    26  2000       1       1  Tordera                0.009       0.000       0.000       0.162       0.088       0.250       0.587       2.645       0.002       2.303       0.340       0.143      55.440     209.431     206.790     208.111      15.296       0.000       0.000       0.000       4.738       0.000       0.013       0.000       0.000       0.000       0.143       0.000       0.000       0.088       0.000       0.000       0.783       0.137       0.135      -2.641       0.081       0.277       0.056       0.000       0.001       0.010
   179     6    27  2000       1       1  Tordera                0.045       0.000       0.000       0.134       0.083       0.217       0.580       3.078       0.043       2.649       0.386       0.117      55.293     206.790     203.783     205.287      14.549       0.000       0.000       0.000       5.931       0.000       0.013       0.000       0.000       0.000       0.117       0.000       0.000       0.083       0.000       0.000       0.779       0.111       0.117      -3.006       0.064       0.268       0.049       0.000       0.001       0.009
   180     6    28  2000       1       1  Tordera                0.000       0.000       0.000       0.118       0.079       0.197       0.574       2.302       0.000       1.954       0.347       0.107      55.152     203.783     201.513     202.648      13.956       0.000       0.000       0.000       5.782       0.000       0.006       0.000       0.000       0.000       0.107       0.000       0.000       0.079       0.000       0.000       0.776       0.104       0.109      -2.271       0.054       0.261       0.044       0.000       0.001       0.009
   181     6    29  2000       1       1  Tordera                0.000       0.000       0.000       0.114       0.077       0.191       0.567       1.773       0.000       1.480       0.293       0.109      55.042     201.513     199.772     200.642      13.520       0.000       0.000       0.000       4.745       0.000       0.006       0.000       0.000       0.000       0.109       0.000       0.000       0.077       0.000       0.000       0.772       0.106       0.109      -1.740       0.048       0.256       0.042       0.000       0.001       0.009
   182     6    30  2000       1       1  Tordera                0.020       0.000       0.000       0.119       0.075       0.194       0.561       1.358       0.006       1.057       0.294       0.118      54.957     199.772     198.486     199.129      13.163       0.000       0.000       0.000       4.721       0.000       0.023       0.000       0.000       0.000       0.118       0.000       0.000       0.075       0.000       0.000       0.769       0.109       0.109      -1.286       0.047       0.252       0.041       0.000       0.001       0.008
   183     7     1  2000       1       1  Tordera                0.000       0.000       0.000       0.110       0.074       0.183       0.555       1.495       0.000       1.186       0.309       0.108      54.878     198.486     197.031     197.758      12.778       0.000       0.000       0.000       5.471       0.000       0.005       0.000       0.000       0.000       0.108       0.000       0.000       0.074       0.000       0.000       0.765       0.105       0.106      -1.455       0.045       0.248       0.041       0.000       0.001       0.008
   184     7     2  2000       1       1  Tordera                0.000       0.000       0.000       0.103       0.072       0.175       0.549       1.361       0.000       1.018       0.343       0.100      54.800     197.031     195.725     196.378      12.378       0.000       0.000       0.000       5.662       0.000       0.008       0.000       0.000       0.000       0.100       0.000       0.000       0.072       0.000       0.000       0.762       0.097       0.099      -1.306       0.042       0.245       0.038       0.000       0.001       0.008
