real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag,ns,pbias,rsq,rmse
55,55.1171,7.26399,39.8332,112.052,7.2548,105.97,95.3871,28.2804,63.4848,151.844,92.5306,56.5946,15.5372,0.8702674867820126,7.297192137213336,0.8732726421319632,2.140122061418479
56,43.3971,71.5555,152.258,192.875,199.0,111.596,155.255,194.581,80.3229,187.9,58.7476,199.0,189.185,0.8662415391107735,-0.524423540181154,0.869069149101333,2.173075220828028
57,76.5666,42.1741,82.7898,199.0,175.899,90.9503,22.1087,194.793,14.4663,130.886,59.6662,78.4532,188.738,0.873357282439708,6.339429562536132,0.876512639601454,2.1144831995736055
58,199.0,90.5609,160.58,105.473,30.1343,199.0,36.0265,148.194,117.855,99.7952,43.8051,59.4846,199.0,0.861640055522672,7.587418818654848,0.8643402302030362,2.210137623800114
59,61.6147,89.0571,157.919,197.814,192.82,6.59908,8.3227,24.1347,32.0721,121.967,46.0338,176.659,30.1189,0.8532698122379697,16.0562172383889,0.8674568914855803,2.2760084225389843
60,199.0,60.2462,40.8765,147.401,7.24738,141.213,7.73318,67.5114,28.6721,69.631,69.0966,82.1749,199.0,0.878505342580719,-7.016678791674696,0.8814169249075126,2.0710601799494706
61,45.6577,59.5674,196.943,29.3582,120.184,192.182,74.5762,195.811,44.9221,199.0,72.5017,97.2909,185.963,0.8604143730110969,-9.78640128155714,0.8651901808935862,2.219905458380896
62,76.2861,61.0133,151.346,63.1195,157.368,20.8721,61.2267,162.467,120.731,125.344,48.1727,13.4709,67.2109,0.8606813643350733,11.4155256311428,0.8677320117027155,2.2177813887326385
63,28.2084,39.7624,136.455,150.6,82.4669,199.0,83.8259,182.09,72.7849,195.953,61.8633,64.274,188.77,0.8632775169837078,1.8197923492002313,0.8667800274028535,2.197020436579674
64,58.8989,32.6595,75.5405,199.0,41.9644,199.0,68.9488,85.6675,36.6718,101.101,50.2241,156.278,198.693,0.8747260886874433,6.994732607438812,0.876686280929339,2.1030250550973917
65,52.2576,49.022,37.9224,199.0,75.5782,188.148,133.491,175.266,6.97208,180.891,58.2352,199.0,162.173,0.8714629964473787,2.2473181248795537,0.8744441666618162,2.130238423878918
66,199.0,62.8335,169.121,195.758,106.61,11.5198,37.2211,192.945,149.554,101.425,57.1048,58.5356,89.0343,0.8443081351184147,-4.189717190210061,0.870513741282644,2.3444830030651644
67,140.234,25.1899,88.2749,198.459,179.241,199.0,41.2575,52.8866,32.618,144.32,59.0765,21.6614,198.469,0.8739803326393177,10.141977500481788,0.8792685754684615,2.1092754246699714
69,199.0,40.2232,171.297,15.2025,103.249,199.0,17.9643,59.0363,8.89118,36.6859,41.1533,117.688,22.7276,0.8635681159504607,-13.442665976103296,0.8782013393809118,2.1946843486604264
70,109.504,26.0234,168.443,65.191,132.094,92.5425,46.4993,39.7999,118.232,120.367,48.9827,48.9664,175.921,0.866069421418687,13.421104740797837,0.8736653921126668,2.1744729060463914
71,163.707,63.5524,8.43601,199.0,23.2963,199.0,76.2303,92.573,39.0037,105.054,58.76,51.3489,154.649,0.8807833692310562,0.599366448255925,0.881000415113515,2.0515520983011
73,126.531,66.6739,163.877,189.551,129.893,161.706,38.3592,162.47,30.5604,112.645,51.1037,177.183,199.0,0.8679753477892093,8.125885767970704,0.8734131945514564,2.158945326268908
74,65.2933,40.0171,37.272,67.1581,185.288,121.433,75.0399,191.071,29.1026,166.64,53.4621,96.1045,199.0,0.8671563176392767,6.7401560994411245,0.8701949983134516,2.1656316056340463
75,86.4402,19.7636,36.0491,199.0,141.17,199.0,50.6433,31.8873,97.9314,124.868,66.6264,195.917,126.792,0.8775946449349549,6.592894102910002,0.8798347060492082,2.0788077977781847
76,74.8793,12.2514,190.141,26.1941,105.304,190.181,143.724,93.9837,10.2468,43.9747,34.0412,131.243,108.26,0.8157001639495212,-16.37017970707265,0.8732735606694562,2.5508011414925145
77,133.387,30.0889,165.96,64.4748,52.7711,72.0708,134.065,191.866,62.47,122.469,54.5284,55.9323,199.0,0.8696518743585266,10.490072750048178,0.8771268037422051,2.145193752568488
78,27.2158,34.2327,130.287,196.914,106.678,199.0,20.518,199.0,47.4582,110.497,39.8695,177.137,199.0,0.8382401293359086,19.33712155521295,0.8574979665600237,2.3897337863462362
80,112.227,112.081,12.6041,167.271,87.7501,22.5085,30.1398,172.22,89.3991,118.299,51.4274,184.658,43.5292,0.8668888447343085,8.732416409712851,0.8736578777508487,2.167810694956284
81,145.85,108.711,15.5726,154.284,99.474,199.0,5.15288,173.123,63.7604,69.7891,24.2895,59.1481,28.2107,0.8715430033963705,16.832776064752363,0.880542213482669,2.129575344758486
82,86.6533,7.65631,170.429,33.0884,144.524,10.7083,144.125,174.425,98.2609,119.022,90.6081,176.682,199.0,0.8737227591365473,8.722997687415686,0.8762235454811261,2.1114299142934145
83,65.3452,48.9041,161.83,78.1658,175.317,68.4246,73.3257,120.297,50.7279,140.332,45.1764,185.278,199.0,0.8577718673830925,11.482308248217384,0.8654672396576981,2.2408195365879227
84,144.45,96.4772,170.374,199.0,85.8856,41.2955,129.701,12.9077,126.359,108.248,45.2412,199.0,199.0,0.8680522493360205,1.913388899595297,0.8681757894051579,2.1583164648554507
85,24.9534,3.75174,6.36974,181.403,85.8276,88.0178,63.5907,127.344,33.0786,97.7187,31.6859,41.4636,53.7257,0.8408012915287091,28.114804153015992,0.8662630445584123,2.3707398413887137
86,199.0,74.9425,196.164,199.0,159.727,194.013,150.912,14.5734,110.233,109.256,39.1909,7.87489,173.523,0.8537432677983696,12.792179128926575,0.8603813808140994,2.2723334476371386
87,199.0,26.1787,68.936,192.985,19.311,109.854,38.3806,189.473,53.8408,13.8362,63.0563,23.6428,199.0,0.8824870793611159,0.40698665446136156,0.8826349360695439,2.0368401086636245
88,34.2421,5.06731,16.2785,199.0,8.35277,199.0,131.429,38.3755,43.9427,86.715,69.5387,113.832,130.903,0.8829637335077445,-2.3059387406051273,0.8831603609989893,2.0327050110691722
89,94.6145,58.7702,151.409,4.64306,4.00845,93.878,83.2584,181.315,120.202,146.921,52.4599,177.365,132.092,0.8678774039772768,6.1709206976296,0.8729949072219647,2.1597459954183567
90,59.4292,26.1298,120.624,199.0,192.496,74.1895,22.8437,61.6558,26.1375,128.785,54.5439,196.485,199.0,0.8639368453822144,11.94422672962035,0.8720592668526421,2.1917165957868687
91,66.9823,30.5647,5.86596,116.929,58.4897,92.4514,150.365,156.037,83.7985,107.543,61.6087,129.203,159.318,0.8571452319148883,0.2756916072460961,0.8579514472856505,2.2457504659477183
92,106.45,35.4383,194.966,113.627,90.0814,144.804,125.943,46.8381,115.831,111.116,44.2428,199.0,45.6046,0.8598668037883797,15.263030449026784,0.8731704945231351,2.224255340841344
93,61.6604,68.5263,155.282,199.0,196.243,199.0,154.041,159.792,73.0537,102.396,46.7771,94.0916,36.7113,0.854701851588607,1.7669485931778743,0.8705307339589436,2.264874635994845
94,65.9909,22.4546,171.395,177.701,146.961,45.2618,87.6025,45.5938,6.12324,107.296,42.3915,28.6226,189.818,0.8439635514936381,18.233174744652153,0.8550265112468965,2.34707602211278
95,59.3718,5.63627,121.788,57.0842,191.318,199.0,122.786,12.1892,116.835,168.997,99.4339,182.426,122.888,0.8752685435557652,-0.6911423202929279,0.8755195363580084,2.098466908061266
96,78.7207,39.215,97.3822,198.842,172.791,199.0,61.2248,179.043,116.059,113.45,49.3441,102.242,165.845,0.8644208524816115,12.360507804972055,0.873288766179698,2.187814909623888
97,199.0,4.37626,169.831,36.2255,22.0777,24.5885,159.027,130.308,150.02,30.9123,42.0109,198.093,7.40984,0.8760420421183084,5.333366496434765,0.8769739243971503,2.091950166222358
98,67.4075,24.7802,170.773,199.0,73.7589,19.0471,132.625,7.55307,30.7458,102.849,63.6765,24.7661,134.061,0.8746594418554612,0.473683754095201,0.8753367510634039,2.1035843947053148
99,190.831,41.6363,121.088,199.0,97.7105,190.88,24.8003,111.811,64.3447,81.3524,52.2188,176.096,199.0,0.8632760615127772,-4.637250192715362,0.870980533321726,2.197032130672695
100,39.8683,20.414,30.1762,199.0,53.9148,114.251,13.7607,4.58289,118.312,17.8298,50.4443,53.806,52.075,0.8779469024076557,-3.8032470129119282,0.8812577489900961,2.075814451715847
101,99.2681,28.5421,19.3289,185.538,89.8867,9.30051,148.363,110.167,18.5308,114.759,77.0917,83.0208,182.462,0.8770394382251977,7.363516814415107,0.8800399594962712,2.0835169962718223
102,80.966,56.6071,25.8271,123.326,51.4118,13.9341,129.551,131.206,42.1097,133.013,44.9586,178.653,90.8605,0.8547874385317197,16.832294517248023,0.8712106514451778,2.2642074827903644
103,66.747,16.0996,128.77,152.884,25.4088,51.0531,155.533,6.93844,77.4556,110.379,73.132,30.0538,197.535,0.8704058553973189,6.990859510502986,0.8739812547888864,2.1389804635236707
104,61.0815,129.715,67.9766,199.0,26.295,199.0,152.462,40.9835,15.3294,96.2846,41.8938,54.3866,67.0288,0.8707885302964244,13.474244314896893,0.8779029611098035,2.1358200611537512
105,163.526,53.1887,169.827,25.8623,115.089,58.2915,162.569,170.303,37.7287,114.619,54.2545,135.545,25.6892,0.8727119590305104,4.048884659857389,0.8743317579887805,2.1198636575719565
106,199.0,55.1637,196.135,199.0,198.258,21.7691,126.481,13.2527,107.599,108.412,55.8012,45.8119,93.6413,0.8680687112749972,-0.10792638273270364,0.8683038153025835,2.158181823749334
107,65.135,13.0097,154.199,199.0,8.56563,58.9449,73.4067,162.48,6.15598,89.8034,61.6057,171.43,199.0,0.8774533819612261,10.133155906725767,0.8811582785363136,2.0800069850817526
108,68.7916,40.9194,90.9606,35.6898,112.799,14.0166,124.932,45.8468,113.061,171.518,61.1632,112.17,19.6849,0.8702129115120149,6.2702500481788395,0.8724003068946379,2.140572162382122
109,93.9808,8.83332,150.924,198.926,155.786,186.838,108.259,56.1236,29.8368,123.571,45.8123,194.73,146.603,0.8492791213121409,23.38620230294854,0.8727572840771245,2.306751633897919
110,34.6846,88.2483,113.312,196.815,20.5054,12.0217,149.989,83.7444,46.5852,105.515,56.0775,199.0,123.871,0.8806890063374725,3.870204663711697,0.8816067111869493,2.052363864655969
111,103.77,44.1899,141.553,199.0,3.54264,63.1319,133.818,75.9559,16.9155,113.651,56.8529,26.4261,6.05604,0.8734793212028014,9.721073424551937,0.8798200107582639,2.113464147250029
113,176.611,30.2029,20.8903,43.4433,69.2621,199.0,115.041,46.2625,93.3065,108.85,55.2779,129.7,199.0,0.8539433800466696,2.3526544131817295,0.8551004343670382,2.270778382802635
114,88.3249,3.76618,144.631,199.0,39.6325,21.0084,151.433,16.8219,125.108,86.9119,75.2973,62.9095,89.4283,0.8780351579841053,-4.717243929466179,0.8805771596138241,2.0750638139416826
115,92.3942,163.977,76.3766,196.795,140.155,72.0479,100.703,65.5757,20.7547,97.7196,25.9933,6.62812,132.965,0.8539217267071892,12.745996820196567,0.8726723950193384,2.2709467014757627
116,57.5732,17.8416,172.587,199.0,64.6163,199.0,41.1007,196.217,16.0312,163.518,69.2595,199.0,110.27,0.8710088747108533,7.554788013104644,0.8757653520167324,2.133998176345474
117,85.3986,27.4616,128.559,118.599,72.6935,80.3027,19.3387,187.542,100.047,130.303,50.6706,30.5124,171.303,0.8582377435029199,16.630750144536524,0.8732795130175491,2.2371465621593623
118,81.2856,57.0576,23.2216,53.0537,69.2056,106.229,106.875,121.086,11.5898,133.886,56.703,87.3619,17.1678,0.8717965922903427,2.874470032761609,0.8745806916738599,2.1274722929293954
119,174.737,15.7696,128.569,190.967,80.2041,199.0,28.5279,199.0,49.8107,167.764,82.0435,199.0,88.686,0.8807053385711019,5.474386442474464,0.8825288267525764,2.0522233879392404
120,139.637,30.9331,34.6731,95.4212,45.1697,199.0,47.349,75.0854,61.9306,101.237,51.8197,60.0488,199.0,0.8545732131792713,2.0638188957409898,0.8547192182214595,2.2658770073816696
121,87.333,23.4757,161.222,198.465,177.593,199.0,23.0313,162.447,97.1882,107.333,53.3301,187.292,58.8974,0.8637372623543909,5.915108161495471,0.8648482038095571,2.193323456744995
124,150.778,62.1131,47.3103,199.0,124.494,149.312,107.481,173.773,10.7524,150.047,58.703,75.3633,199.0,0.8771741319381748,2.112510599344767,0.8784783159669525,2.082375518336776
125,159.314,71.3489,30.41,199.0,67.8913,199.0,156.045,178.944,15.069,188.139,64.0187,181.012,108.814,0.8829951435212382,-3.712311861630372,0.884030412996371,2.0324322256406697
126,199.0,31.1758,32.52,171.381,64.4662,168.038,56.777,180.492,107.087,31.8185,43.33,61.9378,199.0,0.8769482727335957,6.283964877625747,0.8782054432393659,2.0842892343548107
127,81.7734,47.5205,46.9559,199.0,96.3177,61.8899,30.7203,181.725,105.037,119.778,50.7275,189.624,54.9337,0.866302093834898,10.87570702447485,0.8742346719341921,2.172583271136588
128,73.1627,10.0572,62.7941,12.4516,91.9713,40.7873,153.706,70.0022,12.8296,110.545,68.9735,182.47,80.6,0.8637881774554361,12.675988388899595,0.8717711806481395,2.192913646546355
129,102.698,48.958,154.719,137.027,187.628,132.559,142.224,126.751,108.63,164.854,56.902,168.13,196.772,0.8747258758811497,4.309614569281173,0.877381756814629,2.103026841330345
130,161.618,35.2157,41.1955,96.82,96.3332,142.561,11.9379,20.7056,16.4613,129.087,46.7951,102.272,178.163,0.8595573030196062,16.752649836191942,0.8736819437551577,2.2267102518390582
131,57.9399,22.2864,103.452,199.0,169.549,199.0,34.5025,173.333,44.4954,115.737,52.8693,164.91,170.61,0.8616268027671118,13.368929225284255,0.8715436291788268,2.2102434698686206
132,182.127,11.9801,174.054,89.8523,90.8113,118.126,144.309,125.284,85.2478,116.336,45.172,199.0,141.158,0.8521139517520749,22.032475428791678,0.8742420780077338,2.2849554144537447
133,191.764,73.1186,30.986,64.3467,45.5823,167.206,161.161,158.495,108.061,119.715,53.2009,189.377,199.0,0.8705132266799716,2.9614492195027937,0.8737948690541355,2.1380941863432468
135,172.37,15.1786,51.1608,33.3401,62.521,111.949,143.525,35.182,93.8267,110.12,49.3969,199.0,133.6,0.8560803340309193,15.130131528232797,0.8676369862992093,2.2541052961368995
136,65.4342,42.72,28.9712,86.7823,195.183,131.179,32.2184,75.3148,135.885,181.326,56.9225,199.0,164.963,0.8706048621251116,2.9424947003276127,0.8722655451413391,2.137337507174616
137,68.7756,98.7586,162.204,199.0,48.4437,94.6272,161.59,137.858,120.345,117.603,54.38,82.89,38.2993,0.872897215869205,5.310914916168819,0.8763939183228299,2.118320455897024
139,66.6707,46.8996,163.694,9.01264,3.00135,199.0,71.1492,49.9396,6.37262,144.871,57.1685,62.5017,44.8054,0.8667830536141465,4.189666602428215,0.8712444141753898,2.168671966022911
140,62.2685,89.6479,169.915,199.0,34.9768,199.0,2.62723,191.176,17.8852,101.376,59.8508,27.4552,139.225,0.8790380109858799,2.7020993929466184,0.8793015974307126,2.066515123482739
141,30.1284,115.941,195.71,145.431,111.059,199.0,151.242,193.53,41.7136,108.138,30.7403,138.445,109.745,0.8153434612988969,20.93821136057044,0.8300295705526303,2.5532684190505592
142,89.5253,42.5918,156.678,199.0,26.3139,199.0,55.8048,154.772,18.4166,146.313,60.4381,19.2163,137.978,0.8769807548206983,5.7632311138947765,0.8805201048205453,2.084014120244686
143,70.9332,10.5609,66.6398,197.694,146.722,199.0,28.1174,47.7873,91.25,104.653,54.1358,66.1493,199.0,0.865012697365662,2.7394933994989388,0.8757310596193605,2.183034442716179
144,170.988,21.5883,170.843,38.3292,103.319,57.9769,32.4049,140.285,85.8857,106.098,32.8343,128.421,94.0276,0.8061948902581461,20.541286375024086,0.8200089358305429,2.615753046614881
145,69.0176,1.0,27.2054,34.2591,171.211,83.6673,28.1684,29.7284,90.4748,129.489,74.0807,41.6652,179.677,0.8685715724229827,11.34619628059356,0.8728469396137324,2.1540649008098165
146,83.1041,61.6932,172.485,199.0,19.2592,37.6802,37.4578,87.151,154.326,44.626,65.0107,58.2716,118.443,0.8829988414791499,-5.287640007708613,0.8846680377162153,2.0324001077079585
147,199.0,11.6936,153.059,199.0,69.2529,129.044,125.155,82.4684,77.4985,102.169,59.2621,47.643,142.145,0.8740828450117977,4.427819907496626,0.8747255683603568,2.108417341072518
148,23.1989,25.1962,195.571,182.521,82.3856,142.274,7.21335,50.1654,28.7121,199.0,95.7426,190.658,183.484,0.8690801931923371,-6.455281123530549,0.870509288831396,2.149892804242539
149,81.5127,43.1375,24.1793,115.521,86.7557,185.083,64.0668,199.0,26.3109,7.28782,28.234,146.904,199.0,0.8379706597272829,22.230749662748124,0.8610067714735096,2.3917234413245105
150,199.0,144.101,164.411,157.501,105.544,155.574,136.546,182.014,97.901,105.099,41.0771,116.756,169.539,0.8608523508684388,3.48800949123145,0.8709064845400369,2.2164200232091744
154,65.5579,52.5079,158.028,199.0,199.0,185.629,43.7255,189.982,147.012,178.052,62.7357,18.5747,171.033,0.8740322444792628,0.7840178743495858,0.8757890308970468,2.1088409383346507
155,64.9097,21.2972,88.9804,139.049,104.899,124.552,163.072,139.705,78.6883,121.35,60.9035,124.608,64.3413,0.8695024983781179,9.338518741568699,0.875143893160736,2.146422572187456
156,65.3722,15.1813,175.304,59.0811,13.2015,85.2011,139.252,172.491,120.323,150.207,72.7207,85.6163,61.5359,0.8710677478710798,8.01279919059549,0.8753963238722662,2.1335111290586153
157,168.408,98.7498,157.005,199.0,32.2343,199.0,58.2978,105.148,8.21441,101.042,48.8641,188.473,199.0,0.8778883739484906,7.281369483522836,0.8801795621521763,2.076312102583151
158,199.0,9.8787,70.5513,33.5072,26.8841,99.2808,112.283,145.659,63.1228,96.2547,55.0567,193.904,3.76385,0.8572661581219893,1.8754463769512415,0.8575643679729696,2.2447997536096858
159,40.6169,28.1748,65.2985,199.0,28.4755,25.5415,138.309,42.793,22.4811,164.851,67.4763,191.329,199.0,0.8695827524186779,6.569792830988629,0.8736712655633164,2.1457624615555577
