real_name,cha01_20130131,cha01_20130228,cha01_20130331,cha01_20130430,cha01_20130531,cha01_20130630,cha01_20130731,cha01_20130831,cha01_20130930,cha01_20131031,cha01_20131130,cha01_20131231,cha01_20140331,cha01_20140430,cha01_20140531,cha01_20140630,cha01_20140731,cha01_20140831,cha01_20140930,cha01_20141031,cha01_20141130,cha01_20141231,cha01_20150131,cha01_20150228,cha01_20150331,cha01_20150430,cha01_20150531,cha01_20150630,cha01_20150731,cha01_20150831,cha01_20150930,cha01_20151031,cha01_20151130,cha01_20151231,cha01_20160131,cha01_20160229,cha01_20160331,cha01_20160430,cha01_20160531,cha01_20160630,cha01_20160731,cha01_20160831,cha01_20160930,cha01_20161031,cha01_20161130,cha01_20161231,cha01_20170131,cha01_20170228,cha01_20170331,cha01_20170430,cha01_20170531,cha01_20170630,cha01_20170731,cha01_20170831,cha01_20170930,cha01_20171031,cha01_20171130,cha01_20171231,cha01_20180131,cha01_20180228,cha01_20180331,cha01_20180430,cha01_20180531,cha01_20180630,cha01_20180731,cha01_20180831,cha01_20180930,cha01_20181031,cha01_20181130,cha01_20181231,cha01_20190131,cha01_20190228,cha01_20190331,cha01_20190430,cha01_20190531,cha01_20190630,cha01_20190731,cha01_20190831,cha01_20190930,cha01_20191031,cha01_20191130,cha01_20191231,cha01_20200131,cha01_20200229,cha01_20200331,cha01_20200430,cha01_20200531,cha01_20200630,cha01_20200731,cha01_20200831,cha01_20200930,cha01_20201031,cha01_20201130,cha01_20201231,cha01_20210131,cha01_20210228,cha01_20210331,cha01_20210430,cha01_20210831,cha01_20210930,cha01_20211031,cha01_20211130,cha01_20211231,cha01_20220131,cha01_20220228,cha01_20220531,cha01_20220630,cha01_20220731,cha01_20220831,cha01_20220930,cha01_20221031,cha01_20221130,cha01_20221231,cha01_20230131,cha01_20230228,cha01_20230331,cha01_20230430,cha01_20230531,cha01_20230630,cha01_20230731,cha01_20230831,cha01_20230930,cha01_20231031,cha01_20231130,ns,pbias,rsq,rmse
172,0.454,0.8127,1.665,1.227,1.613,1.706,19.11,12.02,3.741,3.478,1.179,2.001,1.191,1.305,1.137,2.279,14.2,15.31,3.165,3.929,2.915,2.587,0.7074,0.3398,0.4527,1.586,0.8291,0.4962,3.501,2.859,1.294,3.194,2.898,3.737,1.045,0.787,1.785,3.216,2.907,0.874,12.17,0.6677,3.357,4.239,0.8871,0.3409,0.1828,0.1133,0.08507,0.06905,0.003612,0.001593,2.659,6.495,3.853,3.767,0.6196,0.3158,0.4331,0.1855,1.822,3.551,2.622,0.9451,8.277,11.16,13.12,3.474,1.828,1.109,0.3538,0.4264,0.2316,0.5581,0.6554,1.684,7.913,4.835,4.89,7.675,0.788,0.7018,1.709,1.326,1.554,0.9223,0.7229,2.607,17.49,35.21,5.808,0.7459,0.7557,0.5604,0.3195,0.3309,1.234,1.799,11.96,4.282,1.626,1.431,1.319,0.3069,0.1372,0.0446,1.65,3.706,6.667,1.967,0.5366,1.598,1.181,0.4658,0.1967,0.1414,0.4766,3.296,7.035,38.99,9.106,5.647,1.96,2.212,0.8609453472709303,3.4957662844478703,0.8621665893248285,2.2156792505830936
173,0.3945,0.7184,2.965,1.143,2.609,0.9647,22.08,13.35,2.558,3.301,1.826,1.601,2.295,1.126,1.064,3.661,15.53,16.85,2.916,3.911,2.984,1.871,0.4855,0.3835,0.8857,2.307,0.5979,1.204,4.878,3.59,0.5451,3.378,3.777,3.817,0.435,1.007,2.334,4.637,2.286,0.8186,13.49,0.4437,5.408,3.632,0.3184,0.3076,0.2296,0.1709,0.1184,0.08001,0.0102,0.01012,6.042,8.295,3.185,3.388,0.2622,0.2936,0.483,0.2268,3.386,3.897,2.42,1.905,9.249,15.94,10.22,3.02,1.779,1.011,0.2565,0.5155,0.4457,1.062,1.048,2.421,10.48,4.002,5.393,6.691,0.516,0.7139,2.31,1.932,1.298,1.083,0.9091,3.989,20.83,33.93,5.576,0.2271,1.056,0.3364,0.3171,0.7843,2.272,1.459,15.07,2.184,0.8879,1.69,1.195,0.2284,0.1757,0.07392,4.034,4.067,7.321,1.838,0.3422,2.388,0.7399,0.3762,0.244,0.1803,0.7516,5.475,9.361,39.18,9.272,5.42,0.6032,2.936,0.8641659555525334,13.267091443438039,0.8749997518623969,2.1898705555184335
174,0.3842,0.6497,2.655,0.7928,1.992,1.016,20.6,13.06,2.451,3.037,1.546,1.735,1.836,0.7889,0.7636,3.139,14.83,15.96,2.515,3.684,2.77,2.007,0.4861,0.3581,0.6094,1.823,0.4945,0.9865,4.412,3.007,0.5912,2.832,3.448,3.852,0.4762,0.8365,2.221,3.912,1.844,0.6451,12.9,0.4402,4.977,3.306,0.3659,0.3062,0.2017,0.1132,0.0575,0.02755,0.003448,0.005908,5.77,7.681,2.793,3.124,0.3224,0.2882,0.3714,0.139,3.13,3.425,1.998,1.506,9.445,14.1,10.86,2.846,1.682,0.9755,0.2534,0.3307,0.1943,0.6174,0.7487,1.843,9.541,3.859,4.814,6.526,0.5493,0.5663,2.296,1.718,1.138,0.81,0.5181,3.517,19.42,32.91,5.475,0.319,1.024,0.3754,0.2952,0.5498,1.756,1.277,13.67,2.532,0.6874,1.498,1.217,0.2196,0.1397,0.04022,3.639,3.572,6.822,1.547,0.3371,2.078,0.7101,0.3358,0.1978,0.1186,0.4053,4.449,8.361,38.46,8.246,5.227,0.5976,2.736,0.8720805212885191,4.859492676816342,0.8740668708374024,2.125115156318229
175,0.6901,1.391,2.914,1.364,2.681,1.129,22.13,13.74,2.323,3.166,1.871,1.582,2.385,1.171,1.004,3.967,15.45,16.43,2.876,3.878,2.781,2.277,0.7486,0.4308,0.7886,2.201,0.6218,1.64,4.748,3.66,0.4693,3.302,3.567,3.743,0.5934,1.84,2.29,4.589,2.099,1.109,13.49,0.8589,5.576,3.34,0.2872,0.3124,0.2155,0.1533,0.1036,0.103,0.01158,0.0123,6.502,8.215,2.964,3.094,0.2504,0.3906,0.9949,0.2427,3.69,3.864,2.225,2.272,9.699,16.47,10.27,3.02,1.67,0.863,0.2282,1.165,0.4756,1.169,1.441,2.623,10.41,3.928,5.047,6.611,0.7095,0.6714,2.43,1.737,1.265,1.386,0.7369,4.25,20.55,33.78,5.362,0.201,1.485,0.3476,0.3723,0.76,2.068,1.391,14.97,2.146,0.631,1.68,1.152,0.1987,0.1534,0.1069,4.626,3.68,7.094,1.649,0.5573,2.729,0.8876,0.6975,0.251,0.2802,0.8562,5.583,9.802,38.96,8.87,5.141,0.3898,2.973,0.8673559293301898,14.537020620543457,0.8782105044894265,2.164003948639889
176,0.3496,0.598,2.508,1.068,2.203,1.132,20.32,13.04,1.772,2.617,1.662,1.642,2.101,0.9654,0.8683,3.45,14.15,14.72,2.121,3.258,2.405,2.149,0.4408,0.3321,0.5967,1.659,0.5147,1.33,3.807,2.866,0.4376,2.643,3.113,3.593,0.4568,1.304,1.986,3.799,1.565,0.9169,12.53,0.6445,4.933,2.714,0.3774,0.332,0.1918,0.09156,0.03668,0.05073,0.006353,0.01012,5.364,7.274,2.272,2.453,0.3171,0.3879,0.292,0.1173,3.11,3.367,1.78,1.724,9.412,14.52,10.14,2.8,1.585,0.7283,0.2355,0.6948,0.2768,0.9424,1.125,2.039,9.05,3.515,4.013,6.195,0.7183,0.6078,2.078,1.234,0.9788,1.24,0.4416,3.502,18.26,31.99,4.579,0.2959,1.434,0.3713,0.2142,0.4533,1.53,1.173,13.05,2.176,0.55,1.582,1.006,0.1836,0.09251,0.08148,3.924,2.807,6.017,1.251,0.5155,2.49,0.5534,0.5412,0.1567,0.1755,0.7032,4.699,8.567,36.48,7.356,4.365,0.3702,2.786,0.8792495539068849,0.6187687897475405,0.8793208850534884,2.0647073326823664
178,0.6551,1.604,2.458,0.6547,1.977,1.092,20.89,12.73,2.563,2.988,1.298,1.716,1.572,0.833,0.8317,2.954,15.18,16.33,2.433,3.691,2.773,2.221,0.7663,0.4485,0.4247,1.764,0.5465,0.6677,3.87,2.911,0.6809,2.873,3.467,3.9,0.6949,1.132,2.003,3.917,2.113,0.5355,12.99,0.3343,4.31,3.205,0.3199,0.2379,0.1488,0.08858,0.04778,0.02232,0.0051,0.01395,4.567,7.618,2.872,3.094,0.2739,0.5155,1.062,0.1656,2.41,3.601,2.202,1.319,8.808,13.31,11.27,2.861,1.596,0.9116,0.2261,1.011,0.2252,0.3726,0.5282,1.521,9.535,3.862,4.961,6.774,0.3932,0.3717,2.044,1.686,1.164,0.61,0.4524,3.129,19.81,33.87,5.608,0.2708,0.6777,0.2904,0.3624,0.3043,1.394,1.342,13.62,2.754,0.6658,1.413,1.192,0.1781,0.1009,0.0169,2.716,3.411,7.039,1.628,0.2782,1.534,0.8998,0.804,0.2813,0.1373,0.2177,4.203,8.247,39.43,8.645,5.284,0.564,2.536,0.8690480372031346,4.290742435922143,0.8724437121860097,2.1501568119852594
179,0.4147,0.7039,2.58,1.099,2.335,1.034,20.84,13.17,2.063,2.979,1.698,1.615,2.1,0.9875,0.8653,3.502,14.61,15.66,2.537,3.57,2.655,2.01,0.4886,0.3854,0.6201,1.876,0.5359,1.344,4.253,3.109,0.441,2.875,3.369,3.706,0.464,1.304,2.156,4.097,1.823,0.8716,12.79,0.6157,5.104,3.134,0.3519,0.3345,0.241,0.1658,0.1127,0.06971,0.01187,0.01227,5.763,7.549,2.645,2.882,0.2995,0.3014,0.3756,0.188,3.349,3.523,1.971,1.91,9.257,15.36,10.1,2.837,1.607,0.8543,0.2718,0.6549,0.3734,0.9222,1.111,2.189,9.581,3.552,4.563,6.381,0.6441,0.6559,2.269,1.624,1.143,1.141,0.594,3.767,19.38,33.11,5.063,0.2315,1.289,0.3753,0.3154,0.584,1.803,1.26,13.89,2.111,0.5803,1.582,1.121,0.2388,0.1763,0.08311,4.019,3.158,6.504,1.463,0.4551,2.444,0.6529,0.4797,0.2521,0.2229,0.6962,4.979,8.929,37.95,8.129,4.838,0.4099,2.775,0.878385492217,5.860970321834649,0.8802423320932983,2.0720814435046053
180,0.6725,1.649,2.801,0.6704,2.172,0.8866,21.4,12.68,2.419,2.955,1.468,1.526,1.846,0.8737,0.7843,3.025,15.31,16.56,2.45,3.656,2.841,2.063,0.7418,0.4549,0.6455,1.953,0.5122,0.7701,3.96,3.025,0.5084,2.926,3.577,3.732,0.6087,1.2,2.137,4.093,1.955,0.5152,13.1,0.3222,4.431,3.186,0.2704,0.2442,0.1802,0.1332,0.09026,0.05807,0.01025,0.01212,4.776,7.796,2.856,3.027,0.2207,0.4845,1.095,0.2143,2.632,3.606,2.103,1.548,8.742,14.5,10.29,2.829,1.559,0.8719,0.2259,1.046,0.2786,0.4563,0.5606,1.573,9.919,3.62,5.1,6.611,0.3433,0.3799,2.124,1.785,1.061,0.6224,0.4581,3.288,20.63,33.63,5.457,0.1945,0.7017,0.3067,0.4019,0.4362,1.732,1.317,14.32,2.156,0.6216,1.441,1.145,0.1875,0.1381,0.02334,2.905,3.426,7.053,1.636,0.2303,1.64,0.8453,0.7956,0.2917,0.1629,0.2793,4.582,8.896,39.05,8.897,5.041,0.4387,2.553,0.8713430009213371,5.566111004047022,0.8755612623226713,2.13123253235676
181,0.5444,1.187,2.871,0.9041,2.368,0.8486,21.9,13.0,2.408,3.066,1.637,1.579,2.048,0.9273,0.8616,3.368,15.34,16.4,2.664,3.719,2.922,1.947,0.6285,0.4268,0.7553,2.102,0.5209,1.009,4.539,3.312,0.4974,3.123,3.637,3.75,0.5375,1.07,2.292,4.318,2.009,0.6378,13.31,0.3765,5.161,3.449,0.2991,0.2831,0.2129,0.1518,0.09916,0.0652,0.008293,0.00855,5.818,8.058,2.954,3.162,0.2549,0.411,0.8165,0.2214,3.078,3.68,2.184,1.847,9.191,15.67,9.996,2.882,1.678,0.9611,0.2559,0.6968,0.3141,0.7995,0.788,2.044,10.25,3.686,5.217,6.595,0.4032,0.5804,2.34,1.876,1.139,0.8434,0.6452,3.691,20.59,33.31,5.345,0.2295,0.9012,0.3422,0.3796,0.6909,2.125,1.371,14.64,2.071,0.7398,1.543,1.182,0.2256,0.1712,0.02929,3.74,3.86,7.097,1.716,0.2696,2.05,0.8389,0.5527,0.2564,0.1692,0.4407,5.263,9.216,38.54,8.902,5.104,0.5472,2.724,0.8704168565897521,9.197387020620539,0.876251170838286,2.1388896730208486
182,0.807,1.683,1.865,1.208,1.479,1.394,17.26,11.38,3.605,3.496,1.187,2.074,1.25,1.155,0.7974,2.24,12.4,13.99,3.891,3.964,3.006,2.858,1.041,0.464,0.5198,1.465,0.6,0.5379,3.465,2.735,0.9709,3.099,2.705,3.826,1.403,1.268,1.995,3.043,2.65,0.7537,10.99,0.793,3.871,3.83,0.8517,0.3348,0.2103,0.1539,0.1148,0.08765,0.005295,0.002716,3.954,6.523,3.765,3.655,0.5484,0.5335,1.233,0.2656,1.941,3.41,2.301,1.137,7.861,9.658,11.46,3.743,1.798,1.083,0.3915,0.9574,0.2957,0.6103,0.6086,1.367,6.958,5.036,4.478,7.501,0.97,0.694,1.916,1.363,1.533,0.8531,0.4518,2.44,14.72,30.49,6.375,0.8025,0.9219,0.5325,0.4871,0.535,1.479,1.575,10.6,4.545,1.396,1.397,1.348,0.3396,0.1699,0.03167,2.262,3.545,6.297,1.982,0.4287,1.667,1.348,0.7891,0.279,0.1924,0.3735,3.521,6.412,31.85,10.05,5.681,1.992,2.186,0.8558087137736206,-1.55361558103681,0.8679234551616822,2.256231385188301
183,0.547,1.247,2.577,0.7743,2.125,0.8183,21.52,12.76,2.278,2.86,1.466,1.522,1.784,0.8447,0.697,3.115,15.16,16.34,2.465,3.529,2.789,1.902,0.6095,0.3829,0.4234,1.867,0.4798,0.9654,4.203,3.02,0.466,2.825,3.496,3.721,0.5222,0.9539,2.273,4.122,1.818,0.6011,13.11,0.3477,4.796,3.289,0.2625,0.2459,0.1795,0.1328,0.09193,0.06783,0.009623,0.01088,5.536,7.761,2.798,2.976,0.2246,0.3718,0.7392,0.1917,2.855,3.533,1.968,1.786,9.181,15.29,10.17,2.778,1.495,0.8465,0.2089,0.6764,0.2431,0.5643,0.6791,1.699,9.94,3.468,4.974,6.553,0.347,0.4657,2.125,1.763,1.048,0.7241,0.4495,3.492,20.49,33.31,5.335,0.1764,0.7913,0.2752,0.3306,0.4796,1.78,1.28,14.3,2.049,0.5268,1.378,1.125,0.1758,0.1333,0.02445,3.458,3.532,6.91,1.571,0.2235,1.848,0.8011,0.5777,0.2348,0.1788,0.3574,4.743,9.079,38.65,8.689,4.901,0.3868,2.519,0.8746103407818673,5.259831614954711,0.8782894379537601,2.103996384806989
184,0.4288,0.9101,2.423,0.6887,2.003,0.7442,21.24,12.61,2.158,2.847,1.469,1.532,1.645,0.7387,0.6052,2.937,14.84,15.97,2.432,3.434,2.805,1.847,0.518,0.3525,0.3337,1.744,0.4347,0.8967,4.004,2.881,0.4288,2.671,3.449,3.731,0.5127,0.7283,2.18,3.872,1.659,0.522,12.78,0.3013,4.674,3.201,0.3321,0.2745,0.1779,0.1003,0.05278,0.02693,0.004007,0.007247,5.313,7.561,2.766,2.972,0.2943,0.343,0.5278,0.1405,2.724,3.362,1.871,1.721,8.964,15.15,9.726,2.786,1.539,0.9024,0.2278,0.4791,0.1626,0.4233,0.5587,1.547,9.672,3.326,4.835,6.48,0.3944,0.4876,2.064,1.721,0.9938,0.607,0.3808,3.323,19.98,32.76,5.251,0.3009,0.7888,0.307,0.2882,0.3984,1.67,1.158,14.0,1.981,0.5978,1.404,1.143,0.201,0.1258,0.01197,3.257,3.361,6.675,1.537,0.2368,1.777,0.7234,0.4321,0.1981,0.1117,0.2688,4.611,8.788,37.71,8.537,4.849,0.5118,2.527,0.8785038413935682,2.135005299672384,0.8797523772332121,2.07107297491261
185,0.6644,1.411,2.43,0.5893,1.93,1.054,20.7,12.63,2.457,2.946,1.294,1.696,1.544,0.8138,0.7743,2.829,15.0,16.09,2.329,3.609,2.767,2.203,0.7715,0.472,0.4361,1.765,0.5278,0.6239,3.846,2.818,0.6516,2.828,3.411,3.832,0.7071,1.06,2.16,3.802,2.003,0.4976,12.87,0.307,4.196,3.329,0.352,0.2755,0.1784,0.1136,0.06824,0.03737,0.00576,0.01156,4.583,7.658,2.813,3.058,0.3093,0.4995,0.9659,0.1744,2.372,3.495,2.113,1.265,8.861,13.41,11.04,2.826,1.593,0.9344,0.2539,0.9429,0.2389,0.3218,0.4522,1.464,9.489,3.744,4.875,6.698,0.407,0.3588,2.045,1.683,1.154,0.5614,0.4206,3.073,19.61,33.5,5.469,0.3044,0.6774,0.3282,0.3893,0.3533,1.424,1.378,13.45,2.637,0.6869,1.411,1.204,0.2096,0.1364,0.01645,2.595,3.52,6.906,1.594,0.2805,1.482,0.9199,0.7326,0.2773,0.1559,0.1841,4.132,8.13,38.93,8.492,5.175,0.596,2.495,0.8707341731621269,3.019146270957796,0.8728012339579161,2.1362692660529143
186,0.7294,1.698,3.027,1.033,2.525,0.9857,22.04,13.22,2.685,3.247,1.72,1.644,2.202,1.068,1.047,3.603,15.59,16.7,2.808,3.93,3.028,2.126,0.829,0.5015,0.8766,2.286,0.6031,1.099,4.791,3.547,0.6077,3.396,3.765,3.805,0.6658,1.394,2.376,4.573,2.285,0.8182,13.52,0.4799,5.259,3.635,0.3285,0.3045,0.226,0.1728,0.1182,0.07964,0.01194,0.01228,5.991,8.35,3.105,3.345,0.2814,0.5116,1.214,0.2678,3.211,3.903,2.428,1.846,9.327,15.49,10.54,3.03,1.801,1.018,0.2898,0.9843,0.402,0.9763,0.9665,2.221,10.48,4.036,5.408,6.778,0.4682,0.6681,2.459,1.944,1.26,0.9756,0.7954,3.9,20.82,33.7,5.603,0.2699,1.098,0.393,0.4722,0.734,2.292,1.543,14.87,2.276,0.9041,1.658,1.231,0.244,0.1906,0.03909,3.909,4.148,7.4,1.855,0.3422,2.149,1.016,0.762,0.3124,0.214,0.601,5.328,9.4,39.08,9.212,5.345,0.6506,2.881,0.8640788223835838,13.855716419348617,0.874481261591839,2.190572808668597
187,1.056,2.375,2.925,1.465,2.525,1.31,20.68,12.95,2.785,3.04,1.343,1.214,2.101,1.326,1.027,3.416,14.3,15.15,3.362,4.254,2.868,2.113,1.107,0.5492,0.9155,1.882,0.7217,1.094,3.749,3.433,0.676,3.688,2.485,2.526,0.829,2.245,2.256,4.752,2.669,1.16,12.32,0.8198,5.107,3.158,0.2288,0.1948,0.141,0.1456,0.1187,0.1538,0.004381,0.0007528,4.485,7.057,3.406,3.271,0.1607,0.6891,1.939,0.2683,2.4,3.864,2.294,1.643,8.854,13.85,11.1,3.247,1.586,0.5754,0.2273,1.785,0.5827,1.215,1.283,1.925,8.892,4.183,5.004,6.814,0.7541,0.6912,1.939,0.995,1.138,1.452,0.7927,3.296,18.02,33.93,5.291,0.2253,1.675,0.3867,0.6515,0.649,2.056,1.682,13.52,2.77,0.8837,1.331,1.082,0.1304,0.08864,0.1022,3.484,3.47,6.465,1.673,0.619,2.416,1.035,1.178,0.3086,0.322,0.6788,4.696,8.319,37.63,9.415,5.532,0.7767,2.362,0.8768781606775393,8.698225525149352,0.8793888230943135,2.0848829399324855
189,0.3947,0.7692,2.828,1.523,2.875,1.11,22.0,13.55,2.008,3.047,2.07,1.583,2.575,1.386,1.098,4.065,15.24,15.86,2.76,3.584,2.781,2.124,0.5314,0.4488,0.9012,2.354,0.6909,1.786,4.566,3.671,0.3794,3.286,3.525,3.583,0.4994,1.729,2.186,4.715,2.281,1.246,13.18,0.9327,5.48,3.205,0.3398,0.405,0.2423,0.1663,0.09363,0.1296,0.01098,0.006389,6.077,8.062,2.88,2.816,0.3068,0.4156,0.418,0.1739,3.661,4.045,2.335,2.361,9.326,16.71,9.548,3.097,1.781,0.8604,0.254,1.097,0.545,1.362,1.634,2.692,10.17,3.821,4.695,6.505,0.8735,0.7908,2.378,1.664,1.291,1.5,0.8882,4.205,20.09,33.32,4.88,0.1988,1.607,0.3683,0.3364,0.7458,2.254,1.527,14.75,1.881,0.7185,1.868,1.103,0.2223,0.1506,0.1286,4.641,3.526,6.831,1.665,0.7148,2.783,0.6755,0.5272,0.2212,0.3595,1.034,5.638,9.579,37.68,8.624,4.829,0.2987,3.017,0.8721256930227789,12.6985206687223,0.8789685179272716,2.124739906144532
191,0.5113,1.14,2.786,0.6955,2.082,1.094,20.99,12.99,2.591,3.017,1.381,1.702,1.847,0.8635,0.8952,3.094,15.27,16.29,2.45,3.752,2.799,2.08,0.5972,0.4081,0.6895,1.958,0.5606,0.7459,4.319,3.038,0.6693,2.993,3.517,3.857,0.5182,0.9581,2.264,4.007,2.097,0.5088,13.19,0.2747,4.743,3.438,0.2993,0.2798,0.2056,0.1554,0.111,0.07806,0.01134,0.01232,5.321,7.879,2.904,3.165,0.2475,0.3849,0.767,0.2182,2.796,3.584,2.184,1.331,9.246,13.82,11.2,2.846,1.632,0.9393,0.2455,0.6876,0.2635,0.4226,0.6157,1.778,9.868,3.885,5.078,6.684,0.3505,0.4733,2.282,1.758,1.19,0.7158,0.5499,3.366,19.92,33.64,5.451,0.2334,0.7174,0.3217,0.3644,0.5723,1.889,1.457,13.79,2.632,0.7298,1.451,1.208,0.2171,0.1689,0.02186,3.123,3.87,7.068,1.645,0.2202,1.779,0.8244,0.5407,0.2579,0.1763,0.2892,4.604,8.358,39.31,8.552,5.309,0.5662,2.62,0.8671266612539564,6.330887454230101,0.8714282732656593,2.165873322892207
192,0.885,1.854,1.635,1.267,1.512,1.387,17.86,10.97,3.361,3.736,1.6,1.984,1.135,1.147,0.8527,2.169,11.6,14.27,3.693,4.177,3.222,2.942,1.319,0.5761,0.5035,1.309,0.6203,0.5341,2.95,2.786,0.9462,3.172,2.604,3.696,1.73,1.524,1.736,2.908,2.648,1.072,10.93,1.18,3.661,3.666,1.176,0.5384,0.2655,0.166,0.1067,0.07554,0.004049,0.001428,3.012,5.707,3.503,3.871,0.9989,0.7945,1.307,0.2632,1.572,3.262,2.407,1.336,7.113,10.56,12.01,3.981,2.093,1.249,0.5407,1.214,0.3049,0.5064,0.5845,1.226,6.445,4.578,4.526,7.067,1.416,0.8622,1.805,1.273,1.482,0.9754,0.4854,2.228,15.22,35.67,6.063,1.296,1.178,0.5775,0.5225,0.4038,1.153,1.444,11.43,4.294,1.799,1.586,1.425,0.4749,0.1946,0.03954,1.87,2.912,5.906,2.089,0.7446,1.72,1.353,0.9748,0.3182,0.1742,0.337,3.448,6.568,36.51,9.179,5.716,2.507,2.304,0.8692793075770329,1.0850493833108505,0.8704504560812453,2.1482573088938874
194,0.5826,1.074,2.852,1.336,2.566,1.375,21.57,13.85,2.486,3.228,1.768,1.813,2.353,1.16,1.145,3.929,15.37,16.01,2.779,3.987,2.765,2.367,0.6673,0.4642,0.8229,2.185,0.6975,1.436,4.81,3.59,0.6249,3.3,3.518,3.845,0.5901,1.683,2.291,4.487,2.265,1.105,13.36,0.842,5.584,3.367,0.3526,0.3747,0.253,0.1699,0.1046,0.1059,0.01068,0.01115,6.367,8.148,2.918,3.217,0.3006,0.3995,0.8116,0.2291,3.695,3.868,2.372,1.826,9.985,15.25,11.16,3.056,1.786,0.9248,0.2821,1.12,0.4989,1.157,1.461,2.496,10.23,4.16,4.913,6.679,0.7735,0.766,2.466,1.693,1.326,1.44,0.8032,4.12,19.72,33.75,5.357,0.2749,1.556,0.4244,0.3975,0.7758,2.049,1.531,14.29,2.609,0.7309,1.731,1.214,0.2505,0.1751,0.127,4.464,3.741,7.053,1.625,0.6111,2.716,0.8687,0.631,0.2707,0.288,0.9013,5.284,9.117,39.07,8.507,5.338,0.5054,3.036,0.8651136934552229,13.93612208518019,0.8742206586546493,2.1822176281230816
195,0.3821,0.7168,2.897,0.8894,2.274,1.209,21.33,13.44,2.847,3.203,1.487,1.757,2.023,0.9789,1.09,3.403,15.63,16.68,2.718,3.977,2.875,1.979,0.4661,0.3655,0.7825,2.131,0.6251,0.8689,4.719,3.354,0.7608,3.269,3.635,3.931,0.4378,0.9068,2.36,4.34,2.372,0.6864,13.52,0.3786,5.196,3.589,0.3042,0.2876,0.2128,0.1475,0.09843,0.06057,0.007523,0.007803,5.687,8.181,3.078,3.359,0.2603,0.28,0.4469,0.2101,3.102,3.782,2.425,1.333,9.629,13.97,11.89,2.999,1.744,0.9763,0.2355,0.3976,0.303,0.8196,0.872,2.067,10.18,4.269,5.295,6.845,0.4146,0.643,2.267,1.818,1.287,0.9264,0.7568,3.662,20.28,34.36,5.702,0.2223,0.9446,0.3375,0.2974,0.7158,2.093,1.58,14.24,2.843,0.8581,1.563,1.236,0.2176,0.1587,0.03634,3.532,4.12,7.38,1.783,0.2857,2.064,0.7505,0.3668,0.2329,0.1728,0.5489,4.785,8.563,40.37,8.793,5.663,0.6042,2.806,0.8582959930855565,10.937648390826746,0.8684969180692458,2.2366868973452565
196,0.3963,0.7162,2.788,1.259,2.565,1.025,21.8,13.47,2.209,3.106,1.833,1.56,2.262,1.166,0.9898,3.688,15.2,16.23,2.81,3.746,2.836,1.988,0.4875,0.3859,0.7651,2.143,0.6134,1.49,4.589,3.425,0.4544,3.128,3.582,3.753,0.4398,1.42,2.271,4.486,2.051,0.9703,13.19,0.701,5.394,3.352,0.3219,0.3421,0.2382,0.1881,0.1326,0.1177,0.01536,0.01161,6.145,7.983,2.927,3.118,0.2876,0.3104,0.4966,0.2302,3.584,3.734,2.221,2.155,9.356,16.3,9.87,2.958,1.642,0.9107,0.2425,0.8881,0.4755,1.083,1.244,2.382,10.15,3.713,4.991,6.536,0.6726,0.6865,2.428,1.781,1.251,1.226,0.7131,4.069,20.31,33.45,5.261,0.2061,1.344,0.3604,0.3314,0.6798,2.077,1.345,14.76,2.028,0.6576,1.646,1.158,0.2269,0.1764,0.1175,4.277,3.561,6.909,1.617,0.5026,2.598,0.6984,0.3933,0.2454,0.3084,0.8103,5.524,9.403,38.53,8.735,5.042,0.4398,2.881,0.8714048144592943,11.166257949508575,0.8781966070333477,2.1307204931697887
197,0.7272,1.653,1.856,0.8311,1.328,1.145,17.57,10.97,2.799,2.883,0.9069,1.83,1.17,0.9222,0.639,2.147,12.76,13.89,2.991,3.407,2.599,2.519,0.8249,0.4272,0.4155,1.355,0.4758,0.4809,3.009,2.238,0.81,2.805,2.645,3.639,0.95,1.134,1.745,2.949,2.169,0.5023,10.98,0.3374,3.674,3.169,0.4362,0.2367,0.1687,0.1208,0.0871,0.05624,0.002971,0.001873,3.408,5.959,2.999,3.03,0.2986,0.5125,1.167,0.2222,1.666,3.126,1.945,1.042,7.408,9.913,11.2,2.825,1.446,0.8682,0.2622,1.089,0.2722,0.3991,0.4892,1.121,7.172,4.114,4.145,6.893,0.4626,0.3906,1.802,1.187,1.34,0.609,0.325,2.348,15.54,32.06,5.224,0.3171,0.6494,0.3014,0.4197,0.3369,1.127,1.384,10.37,3.982,0.7493,1.217,1.175,0.2069,0.1191,0.01524,1.951,2.873,5.911,1.489,0.2707,1.352,0.9738,0.7927,0.2639,0.1513,0.2363,3.366,6.275,33.16,8.596,4.802,1.149,2.007,0.8687812401680353,-8.542319329350551,0.8788306740901151,2.152346025346285
