real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,141.34,51.3545,7.46933,77.7667,97.0682,180.168,92.1422,199,89.7248,106.01,43.5636,119.753,104.67
1,35.6223,52.2129,22.6637,199,186.569,196.311,47.9536,73.8709,151.244,199,58.4118,76.5515,27.2618
2,58.2719,68.531,14.6218,55.7136,199,197.707,11.626,103.381,50.5893,199,53.1632,85.738,151.782
4,128.568,30.7121,58.2016,17.662,17.7147,49.1035,157.971,97.4015,20.0472,199,77.1453,166.55,48.8619
5,42.5274,26.7369,178.827,199,124.3,43.5015,18.1563,67.4125,42.8115,199,64.9067,182.637,146.235
6,92.9161,16.6614,59.0248,199,189.939,109.31,33.4455,58.6322,100.522,182.457,72.3582,101.832,97.2186
7,44.247,34.8743,16.5487,199,117.745,199,89.6682,85.1971,5.17964,116.583,50.8546,17.185,32.6635
8,73.0695,62.6945,21.293,106.982,32.5259,34.2332,75.0606,113.387,106.745,163.279,50.6983,34.1081,8.95605
9,160.288,87.9442,22.813,22.3268,55.2464,199,33.1949,165.332,93.073,199,32.0735,117.325,21.4901
10,106.28,122.633,99.9673,52.4191,199,199,184.332,77.4838,19.4105,173.001,45.072,4.14229,39.8405
11,118.483,85.234,164.83,121.694,65.8805,81.5459,76.9825,195.77,6.40491,78.2099,49.6519,11.2135,99.0468
12,113.582,9.16401,97.8544,109.958,76.1512,85.31,35.0429,6.97245,62.6698,199,147.021,170.902,39.5844
13,110.188,56.4251,34.2957,199,199,12.7168,150.209,199,139.043,199,63.1116,129.382,199
14,17.9476,103.356,135.677,199,118.321,130.899,27.8126,68.1962,28.6422,169.99,47.9612,73.6088,199
15,199,62.7042,181.943,199,127.631,23.4362,10.6405,165.417,132.973,150.727,58.8701,91.9312,25.4681
16,128.156,26.7963,118.874,185.343,167.794,199,22.9669,46.5467,144.714,119.593,51.8112,36.2452,190.899
17,78.1456,44.2396,48.7133,199,130.429,29.3873,42.7373,121.617,70.7488,182.253,63.0937,139.295,168.094
18,52.5083,43.1273,25.6865,199,121.433,55.8336,137.962,29.5938,65.2708,37.2595,27.7933,5.50862,199
19,121.79,112.826,30.3891,40.0917,97.2054,23.5347,77.3114,35.4827,135.146,188.608,50.1542,70.1194,36.2139
20,33.7874,54.2191,75.8473,199,199,199,35.8692,41.6283,107.857,199,48.1046,172.611,176.305
21,138.501,131.085,167.216,199,28.7271,43.4603,4.09155,9.12872,30.4075,182.816,55.1582,123.737,176.123
22,199,88.2964,178.181,114.408,72.9339,36.7545,137.973,46.7555,11.4731,120.941,41.4689,148.532,61.0158
23,124.874,153.021,44.6447,27.8231,105.931,138.569,84.8547,180.682,114.577,131.921,38.896,80.7645,60.3979
24,137.208,145.742,34.7817,199,84.7385,15.2251,134.202,121.962,22.5184,73.5371,53.3055,89.6586,62.7413
25,152.216,79.8844,164.316,83.0976,199,109.238,12.6148,90.7121,54.526,151.293,49.8216,39.0623,181.966
26,61.4639,99.21,57.3533,199,25.0404,36.6633,4.35483,187.297,12.2082,143.56,55.8663,12.7357,135.692
27,137.709,53.4606,99.8759,9.75462,79.3329,199,45.064,182.609,129.46,162.588,48.0675,19.2888,199
28,67.9428,2.47175,173.079,70.6642,106.823,185.401,158.07,199,34.7806,82.1336,48.4045,64.5763,182.015
29,105.248,38.19,48.0837,107.456,75.8965,56.4555,55.3426,152.054,95.3141,175.994,53.275,82.409,16.8977
30,46.5755,10.1168,133.293,71.0913,86.8414,46.3783,15.5078,44.6224,91.9376,163.572,46.0993,51.206,79.2654
31,67.8693,11.1994,183.923,62.2813,199,199,159.336,199,9.32574,124.588,61.3379,21.1227,5.03048
32,49.6602,35.4291,11.5062,66.2873,13.9869,23.1117,175.808,199,14.602,134.248,59.3893,24.9119,146.557
33,73.9295,32.4194,20.4943,33.0322,90.8482,192.689,78.1279,199,6.94419,199,62.1966,10.3072,50.9787
34,166.859,36.2433,162.119,199,100.066,199,24.2644,28.4124,4.09675,9.0037,52.88,168.269,17.4541
35,40.7746,17.4899,181.962,199,155.545,131.341,174.647,33.897,14.4557,159.149,72.8471,3.46732,36.3616
36,157.595,91.639,167.876,199,84.0162,198.754,154.969,70.706,18.4579,199,56.9237,40.6138,157.609
37,151.253,69.3164,51.0631,43.0746,199,199,157.009,167.44,124.808,199,58.9161,38.5106,199
38,199,3.15166,90.5465,86.3712,104.17,59.9782,55.887,199,191.485,71.0852,46.7273,57.1363,180.661
39,56.0204,26.2975,174.653,61.3904,141.729,96.7154,179.099,44.4292,28.7799,162.716,64.4431,54.4391,141.091
40,96.0066,23.9052,81.7048,16.6187,199,199,157.199,199,106.06,167.7,56.3711,154.968,33.758
41,176.398,17.8344,172.414,199,105.992,195.939,159.744,48.6688,68.3963,96.3135,45.8562,26.9087,39.7471
42,151.827,178.676,176.066,114.925,51.0028,91.7964,199,182.681,118.109,123.216,32.7584,92.3383,16.5788
43,112.999,38.9517,27.1243,116.732,93.1277,199,5.21257,199,29.3298,146.047,66.4127,35.3455,33.5741
