real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,133.123,59.2982,8.52389,54.6785,88.5501,190.114,119.05,199,92.8083,59.9163,61.7192,132.999,111.722
1,18.7015,58.3346,25.6672,199,153.741,199,56.5588,55.1882,174.271,160.468,78.6524,80.5953,31.5641
2,44.6028,99.3632,16.8737,42.6815,199,199,13.4043,90.7637,53.0019,199,70.3539,99.1117,174.614
4,186.234,33.9274,63.1959,14.5258,17.8375,43.7754,194.771,84.5115,22.7172,199,107.682,194.251,44.8504
5,24.5361,30.648,199,199,101.643,44.6354,22.2241,54.4704,45.7723,199,94.7321,199,179.384
6,130.011,19.2449,64.2333,182.995,187.523,96.9035,38.8788,52.0557,121.076,199,86.9732,119.233,95.1628
7,35.0905,33.1767,19.117,188.074,99.3367,199,94.5419,83.1964,5.44646,65.951,42.7593,17.8707,35.533
8,84.8277,85.2765,25.506,69.2241,27.0168,31.8818,90.4432,98.5924,137.92,199,65.9734,44.8041,9.26444
9,143.835,69.1458,19.0337,17.3501,108.757,183.47,41.9923,123.536,158.581,51.2186,21.957,80.0983,15.3904
10,167.645,188.77,115.721,37.7551,199,199,199,86.1925,24.4004,199,38.1544,5.39484,38.272
11,108.925,123.435,199,90.7228,50.2285,84.8645,89.3199,199,5.99058,54.2923,61.3012,13.4122,112.603
12,184.674,7.48685,105.46,94.831,78.9435,69.9895,40.9927,6.22615,74.9952,199,169.598,196.139,35.8757
13,171.723,79.8046,37.6764,164.924,199,11.7008,192.81,199,157.412,199,86.2407,155.744,199
14,16.4641,109.277,142,199,135.182,115.268,33.7602,56.5846,38.6496,89.1981,47.4335,72.1689,197.166
15,194.262,67.9196,199,198.008,122.447,20.9434,10.3728,162.526,182.483,103.431,32.7937,93.7512,26.0316
16,199,33.6427,137.542,128.361,148.842,199,26.1969,49.1182,174.746,148.305,50.7299,45.9416,188.508
17,118.935,53.132,53.7734,199,128.363,26.271,51.7502,109.732,85.3409,168.616,85.2799,166.611,160.915
18,48.2477,42.1174,25.0977,192.393,152.93,44.0845,147.932,25.7467,104.388,19.5389,15.6575,5.10384,191.06
19,175.976,172.269,35.1961,30.7871,83.459,21.4342,86.8926,38.0276,156.528,199,47.6429,86.3814,36.2071
20,26.0423,62.0203,85.8479,199,199,197.936,43.2949,32.7235,120.596,199,70.7882,199,199
21,169.296,187.975,199,189.327,23.4929,40.1264,4.55218,9.95756,34.3265,198.309,51.0499,156.575,171.723
22,199,138.357,199,72.7548,65.7222,37.8927,175.581,42.3982,13.0963,84.1976,54.8964,171.828,65.0041
23,174.531,195.514,51.4451,18.3406,89.699,121.159,91.0578,199,158.724,177.015,25.7493,104.723,59.7074
24,136.082,131.334,33.0027,199,130.184,13.5163,199,79.601,32.2312,28.2518,81.3185,78.5115,48.4
25,199,128.586,199,55.4394,199,102.298,14.4125,96.084,68.0253,199,47.1829,51.3659,179.127
26,63.0844,141.881,68.0362,189.993,19.3565,33.5798,4.58328,199,14.8753,158.407,42.6757,15.7631,144.03
27,187.516,80.9442,117.416,6.87666,69.5544,199,51.8412,199,156.035,199,48.2744,24.3118,199
28,59.152,2.93735,199,53.6334,89.4675,199,199,199,33.2722,39.2453,74.4429,71.1804,194.518
29,172.598,54.6116,56.2547,72.096,67.9196,52.811,63.3133,169.969,110.278,196.788,54.7377,106.767,16.2583
30,36.9296,11.251,150.689,52.4804,64.8932,40.9706,16.1249,45.2633,112.925,199,33.7468,62.1516,95.0357
31,105.346,10.546,199,49.7894,199,199,185.73,197.56,11.5139,124.924,57.8064,25.0871,4.74457
32,35.3953,36.2207,12.9183,48.3934,11.2426,20.7474,199,199,17.8676,146.194,66.2946,28.9325,171.303
33,122.721,40.5214,22.3662,27.1916,89.923,179.641,100.579,199,7.58913,199,87.9059,12.1181,45.6904
34,199,55.2579,195.8,196.295,79.9071,199,26.8237,31.624,4.25468,6.74625,49.988,199,17.258
35,28.8358,16.9215,199,199,134.085,119.409,199,26.9137,16.4412,128.445,85.067,3.68211,41.7973
36,199,146.681,199,199,72.26,196.778,193.471,69.5729,19.6728,199,75.8663,49.9251,148.733
37,199,93.7801,60.252,26.5952,199,199,194.294,158.366,144.638,199,76.3399,48.393,199
38,199,4.35686,105.532,66.9705,92.0673,57.759,66.0045,199,199,33.8237,47.9514,59.9337,185.302
39,17.0528,28.5886,199,49.2071,107.528,99.4761,199,32.57,34.2096,136.346,75.615,56.1353,186.464
40,148.02,26.345,91.8713,12.2947,199,193.573,189.934,199,130.463,199,73.8161,193.882,33.0477
41,162.3,23.8703,199,199,91.8873,199,188.459,50.9359,74.7254,59.6254,48.0444,30.0349,40.8004
42,189.797,199,199,86.7487,41.0162,75.4298,199,199,166.954,183.03,19.0958,117.831,16.4936
43,150.165,40.1011,30.005,85.1579,82.229,199,5.78844,199,38.1978,152.311,55.8006,42.6373,31.9394
44,199,113.813,62.8064,79.6428,97.5415,199,17.598,48.3718,51.6588,23.5691,70.0865,199,64.2614
45,30.6322,166.441,33.9962,100.014,172.386,44.2064,199,65.615,14.0985,199,77.4689,128.874,142.598
46,78.6645,80.7547,46.4615,78.8955,70.4884,139.815,169.085,118.615,72.2004,89.512,38.4839,43.8521,86.782
47,199,127.926,199,199,196.531,199,199,105.369,168.364,150.301,40.2794,158.674,193.849
48,145.705,17.384,175.982,60.9289,59.3546,27.966,196.173,114.495,162.03,70.0749,19.1768,199,114.91
49,119.102,54.7165,199,193.885,97.7847,199,13.8175,31.7125,79.4198,199,102.927,93.0093,16.2923
50,61.0089,50.3916,180.814,166.104,180.374,21.5053,113.526,97.6224,108.656,199,98.9024,54.0374,173.888
51,167.362,16.8491,80.9908,180.609,17.6517,199,199,23.878,61.3613,194.952,69.0928,195.944,199
52,199,134.965,89.1196,199,16.1131,125.18,153.339,199,38.7623,174.493,73.8507,199,154.352
53,78.3779,199,199,168.203,176.784,42.8074,55.6447,59.3317,158.687,185.927,25.9704,46.9183,14.9092
54,166.566,75.9868,199,18.9433,25.3542,163.692,64.6097,38.7868,149.686,114.797,65.1699,12.4317,6.91777
55,9.91387,9.19681,47.0548,77.007,5.28605,82.8049,119.245,19.7024,96.7735,145.482,74.2697,50.3934,15.8074
56,9.73828,143.322,182.141,153.077,141.964,113.653,199,199,79.6921,199,70.8478,199,178.369
57,53.9681,48.5381,93.6838,199,199,64.6575,30.5326,199,22.3316,199,64.1655,77.1116,199
58,157.883,192.832,199,70.1867,18.5848,199,48.1666,199,146.473,94.294,22.2645,55.3795,199
59,77.0772,168.21,199,182.979,182.29,4.95147,10.8004,27.2266,45.2044,199,45.7514,199,28.4479
60,145.292,119.686,47.4375,135.53,5.18952,116.016,10.5402,52.5832,29.465,31.0055,82.4656,74.6295,189.221
61,7.37139,157.16,199,22.5865,93.5551,199,106.44,97.1912,51.4603,199,107.308,76.2733,137.752
62,94.3681,133.212,185.995,25.8364,185.725,16.8004,82.8808,181.604,155.635,189.338,47.5587,16.3178,58.3295
63,10.2453,120.052,128.079,107.81,56.7913,187.568,135.202,199,67.3433,84.2657,67.9913,52.2883,184.665
