 prueba                    SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
    31     1    31  2016      31      31  hru31          0.000       0.000      -0.001      -0.906            0.000            0.000            0.000            0.000            1.257           -0.286            0.215            0.380            0.108            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      32      32  hru32          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      33      33  hru33          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      34      34  hru34          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      35      35  hru35          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      36      36  hru36          0.000       0.000      -0.084      -0.918            0.000            0.000            0.000            0.000            1.312           -0.250            0.225            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      37      37  hru37          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      38      38  hru38          0.000       0.000       0.040      -0.901            0.000            0.000            0.000            0.000            1.585           -0.323            0.272            0.379            0.108            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      39      39  hru39          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      40      40  hru40          0.000       0.000       0.044      -0.901            0.000            0.000            0.000            0.000            1.613           -0.326            0.276            0.379            0.108            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      41      41  hru41          0.000       0.000      -0.027      -0.906            0.000            0.000            0.000            0.000            1.062           -0.267            0.182            0.375            0.106            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      42      42  hru42          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      43      43  hru43          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      44      44  hru44          0.000       0.000      -0.032      -0.903            0.000            0.000            0.000            0.000            1.043           -0.260            0.179            0.362            0.102            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      45      45  hru45          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      46      46  hru46          0.000       0.000      -0.065      -0.917            0.000            0.000            0.000            0.000            1.462           -0.263            0.251            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      47      47  hru47          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      48      48  hru48          0.000       0.000      -0.081      -0.918            0.000            0.000            0.000            0.000            1.334           -0.252            0.229            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      49      49  hru49          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      50      50  hru50          0.000       0.000      -0.076      -0.918            0.000            0.000            0.000            0.000            1.377           -0.256            0.236            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      51      51  hru51          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      52      52  hru52          0.000       0.000      -0.065      -0.917            0.000            0.000            0.000            0.000            1.462           -0.263            0.251            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      53      53  hru53          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      54      54  hru54          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      55      55  hru55          0.000       0.000      -0.065      -0.917            0.000            0.000            0.000            0.000            1.461           -0.263            0.250            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      56      56  hru56          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      57      57  hru57          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      58      58  hru58          0.000       0.000      -0.037      -0.900            0.000            0.000            0.000            0.000            1.016           -0.257            0.174            0.353            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      59      59  hru59          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      60      60  hru60          0.000       0.000      -0.075      -0.918            0.000            0.000            0.000            0.000            1.386           -0.257            0.238            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      61      61  hru61          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      62      62  hru62          0.000       0.000      -0.077      -0.918            0.000            0.000            0.000            0.000            1.365           -0.254            0.234            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      63      63  hru63          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      64      64  hru64          0.000       0.000      -0.066      -0.917            0.000            0.000            0.000            0.000            1.458           -0.263            0.250            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      65      65  hru65          0.000       0.000      -0.070      -0.917            0.000            0.000            0.000            0.000            1.425           -0.259            0.244            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      66      66  hru66          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      67      67  hru67          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      68      68  hru68          0.000       0.000      -0.069      -0.917            0.000            0.000            0.000            0.000            1.434           -0.260            0.246            0.028            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      69      69  hru69          0.000       0.000      -0.067      -0.917            0.000            0.000            0.000            0.000            1.448           -0.262            0.248            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      70      70  hru70          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      71      71  hru71          0.000       0.000      -0.066      -0.917            0.000            0.000            0.000            0.000            1.457           -0.263            0.250            0.027            0.005            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      72      72  hru72          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      73      73  hru73          0.000       0.000      -0.028      -0.905            0.000            0.000            0.000            0.000            1.059           -0.266            0.182            0.374            0.106            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      74      74  hru74          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      75      75  hru75          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      76      76  hru76          0.000       0.000      -0.054      -0.894            0.000            0.000            0.000            0.000            0.899           -0.247            0.154            0.334            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      77      77  hru77          0.000       0.000       3.434      -0.234            0.000            0.000            0.000            0.000            1.749            0.259            0.299           21.137            4.002            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       1       1  hru01          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016       2       2  hru02          0.000       0.000      -0.107      -0.863            0.000            0.000            0.000            0.000            0.769           -0.244            0.132            0.084            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       3       3  hru03          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016       4       4  hru04          0.000       0.000      -0.107      -0.865            0.000            0.000            0.000            0.000            0.770           -0.248            0.132            0.087            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       5       5  hru05          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016       6       6  hru06          0.000       0.000      -0.104      -0.867            0.000            0.000            0.000            0.000            0.790           -0.252            0.135            0.089            0.025            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       7       7  hru07          0.000       0.000      -0.107      -0.862            0.000            0.000            0.000            0.000            0.769           -0.245            0.132            0.084            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       8       8  hru08          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016       9       9  hru09          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      10      10  hru10          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      11      11  hru11          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      12      12  hru12          0.000       0.000      -0.107      -0.864            0.000            0.000            0.000            0.000            0.770           -0.245            0.132            0.085            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      13      13  hru13          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      14      14  hru14          0.000       0.000      -0.107      -0.865            0.000            0.000            0.000            0.000            0.769           -0.247            0.132            0.087            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      15      15  hru15          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      16      16  hru16          0.000       0.000      -0.106      -0.865            0.000            0.000            0.000            0.000            0.777           -0.249            0.133            0.087            0.025            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      17      17  hru17          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      18      18  hru18          0.000       0.000      -0.103      -0.869            0.000            0.000            0.000            0.000            0.795           -0.255            0.136            0.091            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      19      19  hru19          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      20      20  hru20          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      21      21  hru21          0.000       0.000      -0.108      -0.861            0.000            0.000            0.000            0.000            0.769           -0.239            0.132            0.082            0.023            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      22      22  hru22          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      23      23  hru23          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      24      24  hru24          0.000       0.000      -0.058      -0.868            0.000            0.000            0.000            0.000            1.148           -0.298            0.197            0.093            0.027            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      25      25  hru25          0.000       0.000      -0.102      -0.869            0.000            0.000            0.000            0.000            0.801           -0.260            0.137            0.092            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      26      26  hru26          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      27      27  hru27          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      28      28  hru28          0.000       0.000      -0.106      -0.865            0.000            0.000            0.000            0.000            0.772           -0.249            0.132            0.087            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      29      29  hru29          0.000       0.000      -0.050      -0.867            0.000            0.000            0.000            0.000            1.210           -0.309            0.207            0.093            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      30      30  hru30          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      31      31  hru31          0.000       0.000      -0.079      -0.870            0.000            0.000            0.000            0.000            0.980           -0.279            0.168            0.093            0.027            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      32      32  hru32          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      33      33  hru33          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      34      34  hru34          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      35      35  hru35          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      36      36  hru36          0.000       0.000      -0.087      -0.852            0.000            0.000            0.000            0.000            1.160           -0.248            0.199            0.019            0.004            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      37      37  hru37          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      38      38  hru38          0.000       0.000      -0.046      -0.866            0.000            0.000            0.000            0.000            1.243           -0.317            0.213            0.093            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      39      39  hru39          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      40      40  hru40          0.000       0.000      -0.045      -0.866            0.000            0.000            0.000            0.000            1.250           -0.320            0.214            0.093            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      41      41  hru41          0.000       0.000      -0.102      -0.870            0.000            0.000            0.000            0.000            0.798           -0.259            0.137            0.092            0.026            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      42      42  hru42          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      43      43  hru43          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      44      44  hru44          0.000       0.000      -0.105      -0.867            0.000            0.000            0.000            0.000            0.784           -0.251            0.134            0.089            0.025            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      45      45  hru45          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      46      46  hru46          0.000       0.000      -0.083      -0.851            0.000            0.000            0.000            0.000            1.183           -0.261            0.203            0.019            0.004            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      47      47  hru47          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
    60     2    29  2016      48      48  hru48          0.000       0.000      -0.087      -0.852            0.000            0.000            0.000            0.000            1.160           -0.249            0.199            0.019            0.004            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      49      49  hru49          0.000       0.000       1.973      -0.085            0.000            0.000            0.000            0.000            1.058            0.281            0.181           14.619            2.768            0.000            0.000            2.164            0.383            0.000            0.000
