 prueba                    SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
   365    12    31  2022       1       1  hru01                  3.738  125847.969       0.000   28635.623      17.803     140.605       0.000      88.057       0.000       0.005     592.634       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       2       2  hru02                  0.563    1364.708    2774.808     136.064      18.570      10.879       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       3       3  hru03                  3.738  125847.742       0.000   28635.520      17.803     140.606       0.000      88.057       0.000       0.005     592.632       2.874     110.445      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       4       4  hru04                  0.564    1420.881    2886.776     141.529      18.586       9.165       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       5       5  hru05                  3.738  125848.180       0.000   28635.721      17.803     140.605       0.000      88.057       0.000       0.005     592.635       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       6       6  hru06                  0.565    1475.471    3014.740     147.717      18.612       7.076       0.000       6.442       0.000       0.000       0.000       0.005       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       7       7  hru07                  0.563    1363.831    2773.039     135.977      18.570      10.907       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       8       8  hru08                  3.738  125848.250       0.000   28635.748      17.803     140.605       0.000      88.057       0.000       0.005     592.636       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022       9       9  hru09                  3.738  125848.055       0.000   28635.660      17.803     140.605       0.000      88.057       0.000       0.005     592.634       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      10      10  hru10                  3.738  125848.031       0.000   28635.645      17.803     140.605       0.000      88.057       0.000       0.005     592.634       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      11      11  hru11                  3.738  125848.266       0.000   28635.758      17.803     140.604       0.000      88.057       0.000       0.005     592.636       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      12      12  hru12                  0.564    1377.618    2800.908     137.344      18.576      10.469       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      13      13  hru13                  3.738  125848.250       0.000   28635.754      17.803     140.604       0.000      88.057       0.000       0.005     592.636       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      14      14  hru14                  0.564    1416.922    2879.020     141.149      18.588       9.287       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      15      15  hru15                  3.738  125848.266       0.000   28635.758      17.803     140.604       0.000      88.057       0.000       0.005     592.636       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      16      16  hru16                  0.565    1433.055    2913.725     142.805      18.592       8.729       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      17      17  hru17                  3.738  125848.281       0.000   28635.764      17.803     140.604       0.000      88.057       0.000       0.005     592.636       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      18      18  hru18                  0.565    1506.868    3091.124     151.338      18.621       5.893       0.000       6.442       0.000       0.000       0.000       0.030       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      19      19  hru19                  3.738  125848.180       0.000   28635.711      17.803     140.605       0.000      88.057       0.000       0.005     592.635       2.874     110.446      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      20      20  hru20                  3.738  125847.594       0.000   28635.445      17.803     140.606       0.000      88.057       0.000       0.005     592.630       2.874     110.445      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      21      21  hru21                  0.561    1314.283    2679.760     131.460      18.563      12.304       0.000       6.442       0.000       0.000       0.000       0.000       0.000      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
   365    12    31  2022      22      22  hru22                  3.738  125847.812       0.000   28635.545      17.803     140.606       0.000      88.057       0.000       0.005     592.632       2.874     110.445      23.625      12.529      18.077      16.631       1.486       0.702       0.461       0.000       0.000       0.000       0.000
