 Tordera                  
  SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                               
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2001      15    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      16    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      17    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      18    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      19    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      20    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      21    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      22    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      23    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      24    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      25    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      26    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      27    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      28    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      29    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      30    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      31    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      32    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      33    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      34    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      35    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      36    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      37    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      38    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      39    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      40    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      41    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      42    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001      50    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      51    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      52    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      53    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      54    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      55    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      56    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      57    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      58    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      59    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      60    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      61    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      62    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      63    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      64    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      65    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      66    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      67    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      68    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      69    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      70    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001      71    agrr                                             1650.171     742.577      23.102       2.640
   365    12    31  2001      72    agrr                                             1654.639     744.587      23.165       2.647
   365    12    31  2001      73    agrr                                             1655.312     744.891      23.174       2.648
   365    12    31  2001      74    agrr                                             1613.906     726.258      22.595       2.582
   365    12    31  2001      75    agrr                                             1609.884     724.448      22.538       2.576
   365    12    31  2001      76    agrr                                             1614.765     726.644      22.607       2.584
   365    12    31  2001      77    agrr                                             1580.352     711.158      22.125       2.529
   365    12    31  2001      78    agrr                                             1584.153     712.869      22.178       2.535
   365    12    31  2001      79    agrr                                             1584.986     713.244      22.190       2.536
   365    12    31  2001      80    agrr                                             1549.408     697.233      21.692       2.479
   365    12    31  2001      81    agrr                                             1550.177     697.580      21.702       2.480
   365    12    31  2001      82    agrr                                             1550.520     697.734      21.707       2.481
   365    12    31  2001      83    agrr                                             1801.983     810.892      25.228       2.883
   365    12    31  2001      84    agrr                                             1801.001     810.451      25.214       2.882
   365    12    31  2001      85    agrr                                             1600.044     720.020      22.401       2.560
   365    12    31  2001      86    agrr                                             1601.597     720.719      22.422       2.563
   365    12    31  2001      87    agrr                                             1602.044     720.920      22.429       2.563
   365    12    31  2001      88    agrl                                              865.289     389.380      17.219       2.769
   365    12    31  2001      89    agrl                                              865.101     389.295      17.215       2.768
   365    12    31  2001      90    agrl                                              735.951     331.178      14.645       2.355
   365    12    31  2001      91    agrl                                              918.915     413.512      18.286       2.941
   365    12    31  2001      92    agrl                                              919.248     413.661      18.293       2.942
   365    12    31  2001      93    agrl                                              771.643     347.239      15.356       2.469
   365    12    31  2001      94    agrl                                              773.340     348.003      15.389       2.475
   365    12    31  2001      95    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      96    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      97    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      98    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001      99    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     100    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     101    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     102    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     103    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     104    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     105    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     106    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     107    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     108    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     109    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     110    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     111    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     112    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     113    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     114    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     115    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     116    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     117    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     118    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     119    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     120    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     121    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     122    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     123    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     124    crir                                                0.000       0.000       0.000       0.000
   365    12    31  2001     149    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     150    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     151    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     152    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     153    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     154    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     155    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     156    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     157    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     158    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     159    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     160    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     161    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     162    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     163    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     164    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     165    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     166    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     167    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     168    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     169    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     170    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     171    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     172    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     173    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     174    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     175    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     176    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     177    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     178    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     179    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     180    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     181    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     182    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     183    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     184    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     185    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     186    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     187    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     188    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     189    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     190    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     191    frsd                                                0.000       0.000       0.000       0.000
   365    12    31  2001     210    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     211    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     212    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     213    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     214    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     215    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     216    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     217    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     218    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     219    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     220    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     221    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     222    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     223    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     224    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     225    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     226    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     227    frse                                                0.000       0.000       0.000       0.000
   365    12    31  2001     228    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     229    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     230    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     231    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     232    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     233    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     234    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     235    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     236    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     237    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     238    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     239    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     240    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     241    rngb                                                0.000       0.000       0.000       0.000
   365    12    31  2001     242    agrr                                             1800.071     810.032      25.201       2.880
   365    12    31  2001     243    agrr                                             1803.099     811.395      25.243       2.885
   365    12    31  2001     244    agrr                                             1803.759     811.691      25.253       2.886
   365    12    31  2001     245    agrr                                             1647.980     741.591      23.072       2.637
   365    12    31  2001     246    agrr                                             1654.543     744.544      23.164       2.647
   365    12    31  2001     247    agrr                                             1579.852     710.934      22.118       2.528
   365    12    31  2001     248    agrr                                             1584.821     713.169      22.187       2.536
   365    12    31  2001     249    agrr                                             1585.166     713.325      22.192       2.536
   365    12    31  2001     250    agrr                                             1606.077     722.734      22.485       2.570
   365    12    31  2001     251    agrr                                             1614.020     726.309      22.596       2.582
   365    12    31  2001     252    agrr                                             2401.570    1080.706      33.622       3.843
   365    12    31  2001     253    agrr                                             1607.695     723.463      22.508       2.572
