 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwsoiln          gwsoilp      
   365    12    31  2001      33       0  rtu0330                0.000       0.000      88.653      70.010            0.000            0.000            0.000          108.212          605.075         -107.151          103.509           45.623            7.387            0.000            0.000           62.510            8.252            0.000            0.000
   365    12    31  2001      34       0  rtu0340                0.000       0.000      72.971      57.542            0.000            0.000            0.000           70.315          480.431          -83.339           82.180           35.040            6.439            0.000            0.000           21.902            3.753            0.000            0.000
   365    12    31  2001      35       0  rtu0350                0.000       0.000      53.896      42.667            0.000            0.000            0.000           78.586          359.728          -61.250           61.509           39.061            6.711            0.000            0.000           33.987            4.968            0.000            0.000
   365    12    31  2001      36       0  rtu0360                0.000       0.000      61.842      48.681            0.000            0.000            0.000           14.219          401.269          -68.858           68.651           36.399            6.469            0.000            0.000           26.030            3.720            0.000            0.000
   365    12    31  2001      37       0  rtu0370                0.000       0.000      55.993      44.287            0.000            0.000            0.000           96.111          380.030          -62.906           64.958           30.196            5.729            0.000            0.000            0.666            0.085            0.000            0.000
   365    12    31  2001      38       0  rtu0380                0.000       0.000      47.692      37.534            0.000            0.000            0.000           61.510          318.052          -52.433           54.393           17.772            3.301            0.000            0.000            2.834            0.360            0.000            0.000
   365    12    31  2001      39       0  rtu0390                0.000       0.000      70.900      55.696            0.000            0.000            0.000           37.791          456.675          -76.769           78.134           32.906            6.087            0.000            0.000           12.650            1.955            0.000            0.000
   365    12    31  2001      40       0  rtu0400                0.000       0.000     116.181      91.337            0.000            0.000            0.000          260.416          777.617         -133.027          132.993           29.996            5.575            0.000            0.000            4.246            0.664            0.000            0.000
   365    12    31  2001      41       0  rtu0410                0.000       0.000      64.749      50.869            0.000            0.000            0.000           77.148          417.284          -70.491           71.386           32.353            6.004            0.000            0.000           11.591            1.806            0.000            0.000
   365    12    31  2001      42       0  rtu0420                0.000       0.000      45.649      35.893            0.000            0.000            0.000           58.995          308.179          -53.695           52.730            9.390            1.742            0.000            0.000            3.777            0.588            0.000            0.000
   365    12    31  2001      43       0  rtu0430                0.000       0.000      55.585      43.787            0.000            0.000            0.000           86.226          367.220          -61.754           62.810           29.263            5.259            0.000            0.000           18.534            2.708            0.000            0.000
   365    12    31  2001      44       0  rtu0440                0.000       0.000      58.573      46.169            0.000            0.000            0.000           95.669          387.988          -65.307           66.358           33.220            5.992            0.000            0.000           23.685            3.318            0.000            0.000
   365    12    31  2001      45       0  rtu0450                0.000       0.000      46.026      36.184            0.000            0.000            0.000           43.169          286.578          -47.434           49.022           35.015            6.495            0.000            0.000           13.889            2.163            0.000            0.000
   365    12    31  2001      46       0  rtu0460                0.000       0.000      76.927      60.319            0.000            0.000            0.000          100.926          494.122          -83.377           84.546           38.301            6.971            0.000            0.000           14.517            2.228            0.000            0.000
   365    12    31  2001      47       0  rtu0470                0.000       0.000      69.440      54.418            0.000            0.000            0.000           66.083          447.523          -74.768           76.562           38.010            6.894            0.000            0.000           14.161            2.104            0.000            0.000
   365    12    31  2001      48       0  rtu0480                0.000       0.000      60.994      48.195            0.000            0.000            0.000          126.060          405.038          -68.685           69.219           30.248            5.733            0.000            0.000            0.900            0.113            0.000            0.000
   365    12    31  2001      49       0  rtu0490                0.000       0.000      62.549      49.341            0.000            0.000            0.000          100.820          441.250          -75.592           75.468           26.649            3.918            0.000            0.000           49.952            6.423            0.000            0.000
   365    12    31  2001      50       0  rtu0500                0.000       0.000      42.679      33.705            0.000            0.000            0.000           48.663          286.586          -51.873           48.994           35.324            6.555            0.000            0.000           14.805            2.321            0.000            0.000
   365    12    31  2001      51       0  rtu0510                0.000       0.000      46.520      36.637            0.000            0.000            0.000           17.628          305.344          -54.208           52.213           35.199            6.535            0.000            0.000           12.987            2.038            0.000            0.000
   365    12    31  2001      52       0  rtu0520                0.000       0.000      69.231      54.609            0.000            0.000            0.000           36.596          474.175          -79.778           81.122           34.700            5.630            0.000            0.000           47.732            6.198            0.000            0.000
   365    12    31  2001      53       0  rtu0530                0.000       0.000      94.200      74.073            0.000            0.000            0.000          182.976          619.874         -105.053          106.016           29.395            4.957            0.000            0.000            2.777            0.375            0.000            0.000
   365    12    31  2001      54       0  rtu0540                0.000       0.000      53.663      42.166            0.000            0.000            0.000           15.033          341.435          -57.363           58.412           33.999            6.266            0.000            0.000           13.612            2.052            0.000            0.000
   365    12    31  2001      55       0  rtu0550                0.000       0.000      61.228      48.160            0.000            0.000            0.000           46.077          402.185          -67.526           68.805           30.025            5.440            0.000            0.000           18.902            2.762            0.000            0.000
   365    12    31  2001      56       0  rtu0560                0.000       0.000      44.116      34.653            0.000            0.000            0.000           12.436          284.789          -47.771           48.704           31.331            5.841            0.000            0.000           10.428            1.634            0.000            0.000
   365    12    31  2001      57       0  rtu0570                0.000       0.000      59.527      46.779            0.000            0.000            0.000           65.335          379.587          -63.749           64.932           35.916            6.612            0.000            0.000           12.532            1.933            0.000            0.000
   365    12    31  2001      58       0  rtu0580                0.000       0.000      47.272      37.286            0.000            0.000            0.000           39.651          304.792          -50.223           52.131           36.645            6.626            0.000            0.000           25.471            3.597            0.000            0.000
   365    12    31  2001      59       0  rtu0590                0.000       0.000      45.697      35.857            0.000            0.000            0.000           47.854          305.782          -51.216           52.299           14.701            2.789            0.000            0.000            0.324            0.041            0.000            0.000
   365    12    31  2001      60       0  rtu0600                0.000       0.000      45.342      35.778            0.000            0.000            0.000           62.839          301.450          -49.860           51.563           29.317            5.074            0.000            0.000           25.649            3.390            0.000            0.000
   365    12    31  2001      61       0  rtu0610                0.000       0.000      42.811      33.573            0.000            0.000            0.000           32.406          277.574          -46.083           47.480           23.037            4.159            0.000            0.000            9.643            1.309            0.000            0.000
   365    12    31  2001      62       0  rtu0620                0.000       0.000      49.282      38.867            0.000            0.000            0.000           78.364          324.577          -53.032           55.504           36.727            6.433            0.000            0.000           27.543            3.612            0.000            0.000
   365    12    31  2001      63       0  rtu0630                0.000       0.000      40.501      32.128            0.000            0.000            0.000           43.843          273.077          -45.005           46.698           38.125            6.448            0.000            0.000           41.075            5.421            0.000            0.000
   365    12    31  2001      64       0  rtu0640                0.000       0.000      65.287      51.125            0.000            0.000            0.000           17.190          416.948          -71.023           71.347           35.492            6.572            0.000            0.000           10.608            1.663            0.000            0.000
   365    12    31  2001      65       0  rtu0650                0.000       0.000      64.484      50.551            0.000            0.000            0.000           24.017          421.449          -72.197           72.111           32.853            6.081            0.000            0.000            9.827            1.543            0.000            0.000
   365    12    31  2001      66       0  rtu0660                0.000       0.000      20.014      15.997            0.000            0.000            0.000            3.651          201.879          -35.192           34.496           14.108            2.619            0.000            0.000            0.045            0.014            0.000            0.000
   365    12    31  2001      67       0  rtu0670                0.000       0.000      39.411      30.849            0.000            0.000            0.000            9.045          246.522          -41.678           42.166           34.093            6.315            0.000            0.000            8.602            1.353            0.000            0.000
   365    12    31  2001      68       0  rtu0680                0.000       0.000      80.398      63.176            0.000            0.000            0.000           50.857          528.485          -90.936           90.412           30.579            5.493            0.000            0.000           16.811            2.511            0.000            0.000
   365    12    31  2001      69       0  rtu0690                0.000       0.000      86.999      68.330            0.000            0.000            0.000           35.848          573.641          -97.217           98.140           38.155            6.683            0.000            0.000           29.544            4.295            0.000            0.000
   365    12    31  2001      70       0  rtu0700                0.000       0.000      47.017      37.079            0.000            0.000            0.000            6.243          316.673          -52.656           54.176           32.571            5.387            0.000            0.000           39.027            5.306            0.000            0.000
   365    12    31  2001      71       0  rtu0710                0.000       0.000      51.368      40.490            0.000            0.000            0.000            3.145          334.199          -55.802           57.164           41.964            7.307            0.000            0.000           36.596            5.220            0.000            0.000
   365    12    31  2001      72       0  rtu0720                0.000       0.000      48.788      38.596            0.000            0.000            0.000           37.095          335.202          -56.190           57.342           32.332            5.129            0.000            0.000           46.491            6.056            0.000            0.000
   365    12    31  2001      73       0  rtu0730                0.000       0.000      52.533      41.290            0.000            0.000            0.000            9.638          350.040          -57.192           59.870           48.930            8.047            0.000            0.000           51.714            7.289            0.000            0.000
   365    12    31  2001      74       0  rtu0740                0.000       0.000      82.324      64.520            0.000            0.000            0.000           12.956          530.810          -91.288           90.842           35.925            6.646            0.000            0.000           11.342            1.781            0.000            0.000
   365    12    31  2001      75       0  rtu0750                0.000       0.000      72.631      56.866            0.000            0.000            0.000           18.007          466.174          -79.989           79.777           35.866            6.637            0.000            0.000           10.610            1.666            0.000            0.000
   365    12    31  2001      76       0  rtu0760                0.000       0.000      90.449      71.077            0.000            0.000            0.000           34.640          593.723         -101.668          101.585           30.304            5.580            0.000            0.000           16.239            2.427            0.000            0.000
   365    12    31  2001      77       0  rtu0770                0.000       0.000      58.567      46.040            0.000            0.000            0.000            5.440          380.549          -64.209           65.105           41.816            6.746            0.000            0.000           35.174            4.100            0.000            0.000
   365    12    31  2001      78       0  rtu0780                0.000       0.000     102.135      80.423            0.000            0.000            0.000          292.811          670.571         -112.907          114.649           37.609            6.643            0.000            0.000            0.623            0.081            0.000            0.000
   365    12    31  2001      79       0  rtu0790                0.000       0.000      69.504      54.616            0.000            0.000            0.000            7.140          451.953          -77.165           77.311           39.299            6.940            0.000            0.000           19.816            2.909            0.000            0.000
   365    12    31  2001      80       0  rtu0800                0.000       0.000      66.392      52.223            0.000            0.000            0.000            0.314          434.941          -73.717           74.412           36.700            6.237            0.000            0.000           30.451            3.931            0.000            0.000
   365    12    31  2001      81       0  rtu0810                0.000       0.000      56.568      44.658            0.000            0.000            0.000           53.939          384.929          -67.506           65.831           40.659            6.888            0.000            0.000           41.535            5.778            0.000            0.000
   365    12    31  2001      82       0  rtu0820                0.000       0.000      60.942      47.875            0.000            0.000            0.000            8.015          390.279          -65.843           66.756           44.476            7.672            0.000            0.000           25.177            3.465            0.000            0.000
   365    12    31  2001      83       0  rtu0830                0.000       0.000      50.977      40.282            0.000            0.000            0.000           63.545          338.482          -57.865           57.897           32.175            5.436            0.000            0.000           32.047            4.186            0.000            0.000
   365    12    31  2001      84       0  rtu0840                0.000       0.000      55.962      44.224            0.000            0.000            0.000           85.321          371.502          -64.053           63.532           36.672            6.309            0.000            0.000           30.816            4.108            0.000            0.000
   365    12    31  2001      85       0  rtu0850                0.000       0.000      39.067      30.815            0.000            0.000            0.000           37.587          259.593          -42.153           44.387           35.027            6.641            0.000            0.000           15.767            2.621            0.000            0.000
   365    12    31  2001      86       0  rtu0860                0.000       0.000      76.565      60.128            0.000            0.000            0.000           28.549          503.085          -85.625           86.090           21.781            4.039            0.000            0.000            8.860            1.380            0.000            0.000
   365    12    31  2001      87       0  rtu0870                0.000       0.000      77.778      61.051            0.000            0.000            0.000           21.734          500.932          -85.437           85.724           36.774            6.719            0.000            0.000           16.369            2.452            0.000            0.000
   365    12    31  2001      88       0  rtu0880                0.000       0.000      74.738      58.645            0.000            0.000            0.000           25.886          478.309          -81.580           81.851           36.209            6.687            0.000            0.000           12.964            2.030            0.000            0.000
   365    12    31  2001      89       0  rtu0890                0.000       0.000      81.994      64.430            0.000            0.000            0.000           42.173          532.912          -89.881           91.187           39.502            7.017            0.000            0.000           23.627            3.351            0.000            0.000
   365    12    31  2001      90       0  rtu0900                0.000       0.000      53.537      42.706            0.000            0.000            0.000           72.855          372.350          -62.855           63.692           32.983            5.811            0.000            0.000           44.866            7.105            0.000            0.000
   365    12    31  2001      91       0  rtu0910                0.000       0.000      56.648      44.517            0.000            0.000            0.000            5.703          359.318          -61.730           61.472           34.492            6.383            0.000            0.000           16.075            2.503            0.000            0.000
   365    12    31  2001      92       0  rtu0920                0.000       0.000      48.571      38.639            0.000            0.000            0.000           28.366          352.535          -57.538           60.287           46.713            6.934            0.000            0.000           85.760           11.097            0.000            0.000
   365    12    31  2001      93       0  rtu0930                0.000       0.000      59.410      46.772            0.000            0.000            0.000            6.781          400.609          -69.671           68.529           35.450            6.179            0.000            0.000           30.986            4.266            0.000            0.000
   365    12    31  2001      94       0  rtu0940                0.000       0.000      54.071      42.538            0.000            0.000            0.000           55.795          350.689          -59.193           59.978           37.430            6.448            0.000            0.000           27.575            3.319            0.000            0.000
   365    12    31  2001      95       0  rtu0950                0.000       0.000     101.713      79.807            0.000            0.000            0.000           25.110          659.424         -113.078          112.852           39.063            7.076            0.000            0.000           14.201            2.165            0.000            0.000
   365    12    31  2001      96       0  rtu0960                0.000       0.000      87.388      68.535            0.000            0.000            0.000           11.747          564.075          -97.035           96.536           36.298            6.698            0.000            0.000           12.155            1.901            0.000            0.000
   365    12    31  2001      97       0  rtu0970                0.000       0.000      54.801      43.282            0.000            0.000            0.000           34.559          369.259          -62.646           63.153           46.893            7.762            0.000            0.000           51.223            7.124            0.000            0.000
   365    12    31  2001      98       0  rtu0980                0.000       0.000      52.527      41.487            0.000            0.000            0.000            8.125          349.292          -59.238           59.749           39.787            6.724            0.000            0.000           42.534            5.829            0.000            0.000
   365    12    31  2001      99       0  rtu0990                0.000       0.000      63.143      49.576            0.000            0.000            0.000           29.339          399.620          -66.559           68.350           42.825            7.539            0.000            0.000           17.137            2.448            0.000            0.000
   365    12    31  2001     100       0  rtu1000                0.000       0.000      61.681      48.540            0.000            0.000            0.000           23.609          401.539          -68.288           68.689           36.711            6.537            0.000            0.000           25.540            3.680            0.000            0.000
   365    12    31  2001     101       0  rtu1010                0.000       0.000      42.624      33.894            0.000            0.000            0.000           31.319          305.654          -53.771           52.249           38.231            6.825            0.000            0.000           35.599            5.339            0.000            0.000
   365    12    31  2001     102       0  rtu1020                0.000       0.000      56.391      44.282            0.000            0.000            0.000           29.665          377.133          -66.024           64.503           35.366            6.537            0.000            0.000           11.536            1.769            0.000            0.000
   365    12    31  2001     103       0  rtu1030                0.000       0.000      42.369      33.239            0.000            0.000            0.000           29.709          284.117          -48.359           48.593           33.800            6.244            0.000            0.000            9.731            1.503            0.000            0.000
   365    12    31  2001     104       0  rtu1040                0.000       0.000      44.929      35.609            0.000            0.000            0.000           22.906          309.088          -52.049           52.849           41.211            6.935            0.000            0.000           45.508            6.272            0.000            0.000
   365    12    31  2001     105       0  rtu1050                0.000       0.000      66.025      51.984            0.000            0.000            0.000           38.984          431.063          -73.201           73.735           39.113            6.865            0.000            0.000           27.189            3.871            0.000            0.000
   365    12    31  2001     106       0  rtu1060                0.000       0.000      64.527      50.811            0.000            0.000            0.000          131.251          435.573          -74.010           74.468           24.660            4.630            0.000            0.000            1.395            0.190            0.000            0.000
   365    12    31  2001     107       0  rtu1070                0.000       0.000      37.228      29.444            0.000            0.000            0.000           14.516          240.329          -39.130           41.097           39.258            6.853            0.000            0.000           30.900            4.200            0.000            0.000
   365    12    31  2001     108       0  rtu1080                0.000       0.000      46.208      36.692            0.000            0.000            0.000           59.603          306.454          -48.737           52.406           43.415            7.039            0.000            0.000           51.027            5.926            0.000            0.000
   365    12    31  2001     109       0  rtu1090                0.000       0.000      45.293      35.710            0.000            0.000            0.000           42.309          302.184          -48.972           51.688           34.981            5.716            0.000            0.000           41.342            5.028            0.000            0.000
   365    12    31  2001     110       0  rtu1100                0.000       0.000      41.582      33.071            0.000            0.000            0.000           41.677          282.285          -45.844           48.279           43.459            7.122            0.000            0.000           57.043            7.447            0.000            0.000
   365    12    31  2001     111       0  rtu1110                0.000       0.000      63.522      49.881            0.000            0.000            0.000           33.772          409.487          -68.732           70.057           30.298            5.594            0.000            0.000           10.815            1.648            0.000            0.000
   365    12    31  2001     112       0  rtu1120                0.000       0.000      42.519      33.409            0.000            0.000            0.000           32.025          283.430          -46.944           48.478           27.604            5.059            0.000            0.000            7.901            1.226            0.000            0.000
   365    12    31  2001     113       0  rtu1130                0.000       0.000      66.498      52.224            0.000            0.000            0.000           24.010          428.928          -72.577           73.386           33.783            6.261            0.000            0.000           12.327            1.917            0.000            0.000
   365    12    31  2001     114       0  rtu1140                0.000       0.000      56.368      44.404            0.000            0.000            0.000           87.314          367.534          -61.500           62.858           35.248            6.252            0.000            0.000           21.313            2.729            0.000            0.000
   365    12    31  2001     115       0  rtu1150                0.000       0.000      67.649      53.247            0.000            0.000            0.000           55.666          443.603          -74.847           75.889           37.252            6.599            0.000            0.000           26.074            3.594            0.000            0.000
   365    12    31  2001     116       0  rtu1160                0.000       0.000      71.625      56.317            0.000            0.000            0.000           62.291          486.231          -86.035           83.202            6.483            1.204            0.000            0.000            1.839            0.287            0.000            0.000
   365    12    31  2001     117       0  rtu1170                0.000       0.000      72.009      56.657            0.000            0.000            0.000          140.058          474.438          -83.394           81.140           32.466            5.949            0.000            0.000           10.416            1.510            0.000            0.000
   365    12    31  2001     118       0  rtu1180                0.000       0.000      58.486      46.071            0.000            0.000            0.000           54.543          378.935          -64.307           64.815           36.270            6.706            0.000            0.000           19.609            2.909            0.000            0.000
   365    12    31  2001     119       0  rtu1190                0.000       0.000      51.614      40.439            0.000            0.000            0.000           45.813          323.087          -53.999           55.278           36.023            6.661            0.000            0.000           12.639            1.982            0.000            0.000
