 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
   366    12    31  2000       1       1  hru0001                0.034       1.184       0.149       3.356       0.000       0.035       0.000       0.011       0.000       0.000       0.000       0.000
   366    12    31  2000       2       2  hru0002                0.161       5.624       0.696       3.347       0.001       0.038       0.000       0.053       0.000       0.000       0.000       0.000
   366    12    31  2000       3       3  hru0003                0.004       0.145       0.020       3.360       0.184       0.034       0.000       0.001       0.000       1.991       0.000       0.000
   366    12    31  2000       4       4  hru0004                0.041       0.386       0.052       2.011       0.000       0.032       0.000       0.010       0.000       0.000       0.000       0.000
   366    12    31  2000       5       5  hru0005                0.005       0.051       0.008       2.014       0.030       0.031       0.000       0.001       0.000       1.023       0.000       0.000
   366    12    31  2000       6       6  hru0006                0.169       1.533       0.200       2.013       1.541       0.037       0.000       0.040       0.000       0.095       0.000       0.000
   366    12    31  2000       7       7  hru0007                0.052       0.836       0.109       3.300       0.000       0.036       0.000       0.010       0.000       0.000       0.000       0.000
   366    12    31  2000       8       8  hru0008                0.247       1.590       0.208       3.300       0.001       0.040       0.000       0.019       0.000       0.000       0.000       0.000
   366    12    31  2000       9       9  hru0009                0.116       0.082       0.013       3.301       0.000       0.034       0.000       0.001       0.000       0.000       0.000       0.000
   366    12    31  2000      10      10  hru0010                0.015       0.168       0.023       4.779       0.000       0.036       0.000       0.001       0.000       0.000       0.000       0.000
   366    12    31  2000      11      11  hru0011                0.056       1.158       0.147       4.779       0.000       0.037       0.000       0.009       0.000       0.000       0.000       0.000
   366    12    31  2000      12      12  hru0012                0.844       2.623       0.337       4.779       0.001       0.043       0.000       0.021       0.000       0.000       0.000       0.000
   366    12    31  2000      13      13  hru0013                0.015       0.070       0.011       2.255       0.009       0.032       0.000       0.001       0.000       0.224       0.000       0.000
   366    12    31  2000      14      14  hru0014                0.174       0.157       0.024       2.247       0.000       0.033       0.000       0.003       0.000       0.000       0.000       0.000
   366    12    31  2000      15      15  hru0015                0.023       0.250       0.030       0.010       3.168       0.004       0.000       0.008       0.000       0.180       0.000       0.000
   366    12    31  2000      16      16  hru0016                0.001       0.007       0.001       0.010       0.022       0.004       0.000       0.000       0.000       0.811       0.000       0.000
   366    12    31  2000      17      17  hru0017                0.005       0.056       0.007       0.010       0.222       0.004       0.000       0.002       0.000       0.343       0.000       0.000
   366    12    31  2000      18      18  hru0018                0.601       9.664       1.149       0.062      44.833       0.080       0.000       0.256       0.000       1.483       0.000       0.000
   366    12    31  2000      19      19  hru0019                0.000       0.008       0.001       0.011       0.000       0.005       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2000      20      20  hru0020                0.004       0.053       0.006       0.011       0.604       0.005       0.000       0.001       0.000       1.029       0.000       0.000
   366    12    31  2000      21      21  hru0021                0.000       0.019       0.002       0.016       0.000       0.006       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2000      22      22  hru0022                0.004       0.121       0.015       0.016       0.581       0.006       0.000       0.002       0.000       0.366       0.000       0.000
   366    12    31  2000      23      23  hru0023                0.009       0.303       0.036       0.016       0.142       0.006       0.000       0.004       0.000       0.000       0.000       0.000
   366    12    31  2000      24      24  hru0024                0.001       0.010       0.001       0.012       0.003       0.005       0.000       0.000       0.000       0.121       0.000       0.000
   366    12    31  2000      25      25  hru0025                0.006       0.110       0.013       0.012       1.379       0.005       0.000       0.002       0.000       0.496       0.000       0.000
   366    12    31  2000      26      26  hru0026                0.008       0.149       0.018       0.012       0.121       0.005       0.000       0.003       0.000       0.000       0.000       0.000
   366    12    31  2000      27      27  hru0027                0.001       0.026       0.003       0.016       0.001       0.005       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2000      28      28  hru0028                0.002       0.075       0.009       0.016       0.004       0.005       0.000       0.001       0.000       0.000       0.000       0.000
   366    12    31  2000      29      29  hru0029                0.000       0.013       0.002       0.013       0.000       0.005       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2000      30      30  hru0030                0.000       0.000       0.000       0.396       0.075       0.111       0.000       0.000       0.000       1.318       0.000       0.000
   366    12    31  2000      31      31  hru0031                0.000       0.000       0.000       0.000       0.647       0.000       0.000       0.000       0.000       1.035       0.000       0.000
   366    12    31  2000      32      32  hru0032                0.000       0.000       0.000       0.000       6.987       0.000       0.000       0.000       0.000       0.301       0.000       0.000
   366    12    31  2000      33      33  hru0033                0.000       0.000       0.000       0.000       0.068       0.000       0.000       0.000       0.000       0.035       0.000       0.000
   366    12    31  2000      34      34  hru0034                0.000       0.000       0.000       0.000       0.009       0.000       0.000       0.000       0.000       0.140       0.000       0.000
   366    12    31  2000      35      35  hru0035                0.000       0.000       0.000       0.000       1.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2000      36      36  hru0036                0.000       0.000       0.000       0.000       0.026       0.000       0.000       0.000       0.000       0.594       0.000       0.000
   366    12    31  2000      37      37  hru0037                0.000       0.000       0.000       0.230      27.376       0.052       0.000       0.000       0.000       1.139       0.000       0.000
