date,gwl11453,gwl14099,gwl19054,gwl23110,gwl23553,gwl26989,gwl27309
2001-12-20,314.752,67.151,668.103,46.628,62.617,111.653,19.682
2001-12-21,314.752,67.151,668.103,46.628,62.617,111.652,19.682
2001-12-22,314.752,67.152,668.103,46.628,62.617,111.652,19.682
2001-12-23,314.752,67.153,668.103,46.628,62.617,111.651,19.682
2001-12-24,314.752,67.153,668.103,46.628,62.617,111.65,19.682
2001-12-25,314.752,67.154,668.103,46.628,62.617,111.65,19.682
2001-12-26,314.752,67.154,668.104,46.628,62.617,111.649,19.682
2001-12-27,314.752,67.155,668.104,46.628,62.617,111.648,19.682
2001-12-28,314.752,67.156,668.104,46.628,62.617,111.648,19.682
2001-12-29,314.752,67.156,668.104,46.629,62.617,111.647,19.682
2001-12-30,314.752,67.157,668.104,46.629,62.617,111.646,19.682
2001-12-31,314.752,67.158,668.105,46.629,62.617,111.646,19.682
