 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp       strss        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
   365    12    31  2001       1       1  hru0001                0.000       0.000       0.000       0.000      15.260       0.000       0.000       0.000       0.000       0.000       0.000       0.000      16.761       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       2       2  hru0002                0.000       0.000       0.000       0.000      15.256       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       3       3  hru0003                0.000       0.000       0.000       0.000      15.259       0.000       0.000       0.000       0.000       0.000       0.000       0.000     232.380       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       4       4  hru0004                0.000       0.000       0.000       0.000      15.259       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.202       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       5       5  hru0005                0.000       0.000       0.000       0.000      15.259       0.000       0.000       0.000       0.000       0.000       0.000       0.000     134.800       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       6       6  hru0006                0.000       0.000       0.000       0.000      15.271       0.000       0.000       0.000       0.000       0.000       0.000       0.000      45.901       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       7       7  hru0007                0.000       0.000       0.000       0.000      15.263       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       8       8  hru0008                0.000       0.000       0.000       0.000      15.263       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
   365    12    31  2001       9       9  hru0009                0.000       0.000       0.000       0.000      15.263       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      20.105      10.890      15.497      16.580       3.498       0.762       0.473       0.000       0.000       0.000       0.000
