 Tordera                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwsoiln          gwsoilp      
   366    12    31  2000      27       0  rtu0270                0.000       0.000      80.336      61.414            0.000            0.000            0.000            1.957          503.390          -42.156           86.213           59.504           10.744            0.000            0.000           19.618            2.311            0.000            0.000
   366    12    31  2000      28       0  rtu0280                0.000       0.000      97.041      74.350            0.000            0.000            0.000           90.661          612.637          -50.531          104.880           70.128           12.821            0.000            0.000            1.117            0.152            0.000            0.000
   366    12    31  2000      29       0  rtu0290                0.000       0.000     139.422     106.610            0.000            0.000            0.000          409.920          929.602          -76.444          159.153           45.577            8.295            0.000            0.000            2.727            0.376            0.000            0.000
   366    12    31  2000      30       0  rtu0300                0.000       0.000     111.174      84.998            0.000            0.000            0.000          206.828          735.390          -61.230          125.917           48.340            8.679            0.000            0.000           14.376            2.048            0.000            0.000
   366    12    31  2000      31       0  rtu0310                0.000       0.000      97.556      74.587            0.000            0.000            0.000           51.133          630.726          -52.757          108.004           65.048           11.782            0.000            0.000           30.057            4.231            0.000            0.000
   366    12    31  2000      32       0  rtu0320                0.000       0.000     171.769     131.849            0.000            0.000            0.000          344.719         1131.604          -98.778          193.763           62.494           11.771            0.000            0.000            9.728            1.504            0.000            0.000
   366    12    31  2000      33       0  rtu0330                0.000       0.000     111.022      85.411            0.000            0.000            0.000          164.323          731.115          -63.846          125.189           70.035           12.403            0.000            0.000           48.447            6.383            0.000            0.000
   366    12    31  2000      34       0  rtu0340                0.000       0.000      89.326      68.779            0.000            0.000            0.000           90.288          570.766          -48.267           97.728           59.923           11.242            0.000            0.000           17.886            3.140            0.000            0.000
   366    12    31  2000      35       0  rtu0350                0.000       0.000      67.240      51.810            0.000            0.000            0.000           90.747          426.313          -35.231           72.975           63.350           11.425            0.000            0.000           31.661            4.237            0.000            0.000
   366    12    31  2000      36       0  rtu0360                0.000       0.000      73.598      56.560            0.000            0.000            0.000           12.701          461.156          -39.306           78.972           62.236           11.403            0.000            0.000           26.991            3.751            0.000            0.000
   366    12    31  2000      37       0  rtu0370                0.000       0.000      67.323      51.925            0.000            0.000            0.000          108.803          437.398          -34.374           74.853           59.657           11.332            0.000            0.000            0.498            0.066            0.000            0.000
   366    12    31  2000      38       0  rtu0380                0.000       0.000      55.005      42.151            0.000            0.000            0.000           63.167          356.173          -28.529           60.980           33.319            6.307            0.000            0.000            2.578            0.327            0.000            0.000
   366    12    31  2000      39       0  rtu0390                0.000       0.000      83.219      63.390            0.000            0.000            0.000            8.375          518.701          -41.628           88.833           57.908           10.901            0.000            0.000            7.575            1.163            0.000            0.000
   366    12    31  2000      40       0  rtu0400                0.000       0.000     136.787     104.508            0.000            0.000            0.000          293.676          909.110          -75.229          155.653           53.769           10.134            0.000            0.000            1.762            0.271            0.000            0.000
   366    12    31  2000      41       0  rtu0410                0.000       0.000      77.655      59.160            0.000            0.000            0.000           28.337          482.157          -38.363           82.566           57.384           10.812            0.000            0.000            6.907            1.071            0.000            0.000
   366    12    31  2000      42       0  rtu0420                0.000       0.000      54.648      41.833            0.000            0.000            0.000           56.667          366.792          -31.204           62.818           16.601            3.128            0.000            0.000            2.173            0.337            0.000            0.000
   366    12    31  2000      43       0  rtu0430                0.000       0.000      66.905      51.233            0.000            0.000            0.000           74.803          425.049          -34.377           72.781           48.490            9.090            0.000            0.000           13.230            1.800            0.000            0.000
   366    12    31  2000      44       0  rtu0440                0.000       0.000      71.223      54.589            0.000            0.000            0.000           99.634          451.041          -36.178           77.227           54.361           10.189            0.000            0.000           16.646            1.958            0.000            0.000
   366    12    31  2000      45       0  rtu0450                0.000       0.000      56.159      42.783            0.000            0.000            0.000            0.674          326.391          -25.127           55.889           61.947           11.671            0.000            0.000            8.022            1.245            0.000            0.000
   366    12    31  2000      46       0  rtu0460                0.000       0.000      89.569      67.944            0.000            0.000            0.000           31.046          560.414          -46.089           95.979           64.599           12.076            0.000            0.000           12.150            1.834            0.000            0.000
   366    12    31  2000      47       0  rtu0470                0.000       0.000      80.746      61.502            0.000            0.000            0.000           52.790          502.235          -41.368           86.008           64.705           12.059            0.000            0.000           12.349            1.797            0.000            0.000
   366    12    31  2000      48       0  rtu0480                0.000       0.000      76.259      58.946            0.000            0.000            0.000          153.583          483.895          -38.836           82.794           59.931           11.382            0.000            0.000            0.917            0.115            0.000            0.000
   366    12    31  2000      49       0  rtu0490                0.000       0.000      75.412      58.055            0.000            0.000            0.000          122.507          519.559          -43.743           88.958           37.931            6.245            0.000            0.000           45.527            5.732            0.000            0.000
   366    12    31  2000      50       0  rtu0500                0.000       0.000      58.777      45.422            0.000            0.000            0.000           68.360          371.882          -32.288           63.640           62.403           11.759            0.000            0.000            5.932            0.913            0.000            0.000
   366    12    31  2000      51       0  rtu0510                0.000       0.000      61.182      47.121            0.000            0.000            0.000           23.617          386.503          -32.764           66.154           62.394           11.756            0.000            0.000            9.797            1.514            0.000            0.000
   366    12    31  2000      52       0  rtu0520                0.000       0.000      81.134      62.383            0.000            0.000            0.000           24.832          536.736          -44.180           91.922           49.255            9.161            0.000            0.000           37.935            4.889            0.000            0.000
   366    12    31  2000      53       0  rtu0530                0.000       0.000     108.808      83.179            0.000            0.000            0.000          202.023          718.691          -59.384          123.054           42.044            7.549            0.000            0.000            3.961            0.542            0.000            0.000
   366    12    31  2000      54       0  rtu0540                0.000       0.000      65.510      49.911            0.000            0.000            0.000            4.583          395.742          -30.987           67.768           59.671           11.237            0.000            0.000            8.884            1.319            0.000            0.000
   366    12    31  2000      55       0  rtu0550                0.000       0.000      72.748      55.629            0.000            0.000            0.000           28.218          459.632          -37.192           78.712           51.043            9.598            0.000            0.000           12.988            1.783            0.000            0.000
   366    12    31  2000      56       0  rtu0560                0.000       0.000      54.439      41.768            0.000            0.000            0.000            9.617          330.566          -27.117           56.590           56.596           10.682            0.000            0.000            9.066            1.404            0.000            0.000
   366    12    31  2000      57       0  rtu0570                0.000       0.000      71.891      54.789            0.000            0.000            0.000           17.795          438.346          -34.653           75.060           62.550           11.754            0.000            0.000            7.304            1.117            0.000            0.000
   366    12    31  2000      58       0  rtu0580                0.000       0.000      57.550      44.152            0.000            0.000            0.000           14.599          346.096          -27.041           59.261           60.747           11.393            0.000            0.000           19.865            2.484            0.000            0.000
   366    12    31  2000      59       0  rtu0590                0.000       0.000      53.241      40.736            0.000            0.000            0.000           54.199          348.732          -28.620           59.706           29.044            5.517            0.000            0.000            0.242            0.032            0.000            0.000
   366    12    31  2000      60       0  rtu0600                0.000       0.000      54.829      41.975            0.000            0.000            0.000           63.246          340.913          -27.011           58.377           46.882            8.816            0.000            0.000           12.982            1.706            0.000            0.000
   366    12    31  2000      61       0  rtu0610                0.000       0.000      50.877      38.866            0.000            0.000            0.000           33.344          316.859          -25.350           54.258           39.450            7.420            0.000            0.000            7.099            0.943            0.000            0.000
   366    12    31  2000      62       0  rtu0620                0.000       0.000      60.120      46.177            0.000            0.000            0.000           80.002          367.273          -28.081           62.879           60.847           11.453            0.000            0.000           17.578            2.271            0.000            0.000
   366    12    31  2000      63       0  rtu0630                0.000       0.000      50.780      39.272            0.000            0.000            0.000           52.314          314.244          -24.493           53.802           57.550           10.749            0.000            0.000           30.945            3.915            0.000            0.000
   366    12    31  2000      64       0  rtu0640                0.000       0.000      78.496      59.556            0.000            0.000            0.000           11.881          483.428          -39.633           82.795           62.731           11.798            0.000            0.000            8.453            1.311            0.000            0.000
   366    12    31  2000      65       0  rtu0650                0.000       0.000      76.907      58.419            0.000            0.000            0.000           18.290          487.041          -40.715           83.408           57.981           10.903            0.000            0.000            7.354            1.141            0.000            0.000
   366    12    31  2000      66       0  rtu0660                0.000       0.000      26.083      20.547            0.000            0.000            0.000            5.084          245.476          -21.048           41.996           25.693            4.832            0.000            0.000            0.049            0.005            0.000            0.000
   366    12    31  2000      67       0  rtu0670                0.000       0.000      50.217      38.348            0.000            0.000            0.000            8.434          293.989          -23.638           50.331           60.320           11.345            0.000            0.000            7.444            1.153            0.000            0.000
   366    12    31  2000      68       0  rtu0680                0.000       0.000      95.358      73.039            0.000            0.000            0.000           58.208          617.575          -52.715          105.755           50.514            9.387            0.000            0.000           14.492            2.150            0.000            0.000
   366    12    31  2000      69       0  rtu0690                0.000       0.000     100.747      77.147            0.000            0.000            0.000           44.825          653.308          -55.606          111.881           61.666           11.255            0.000            0.000           30.137            4.362            0.000            0.000
   366    12    31  2000      70       0  rtu0700                0.000       0.000      54.864      42.151            0.000            0.000            0.000            0.000          353.811          -29.852           60.590           51.184            9.067            0.000            0.000           36.987            5.110            0.000            0.000
   366    12    31  2000      71       0  rtu0710                0.000       0.000      61.630      47.358            0.000            0.000            0.000            1.315          378.599          -31.524           64.826           68.700           12.538            0.000            0.000           33.891            4.941            0.000            0.000
   366    12    31  2000      72       0  rtu0720                0.000       0.000      56.060      43.186            0.000            0.000            0.000           13.423          377.756          -31.586           64.688           52.319            8.911            0.000            0.000           56.835            7.447            0.000            0.000
   366    12    31  2000      73       0  rtu0730                0.000       0.000      60.192      46.202            0.000            0.000            0.000            0.074          386.518          -32.320           66.183           70.488           12.406            0.000            0.000           54.389            7.840            0.000            0.000
   366    12    31  2000      74       0  rtu0740                0.000       0.000      97.044      73.526            0.000            0.000            0.000            9.689          611.899          -51.174          104.808           63.288           11.897            0.000            0.000            9.176            1.424            0.000            0.000
   366    12    31  2000      75       0  rtu0750                0.000       0.000      86.938      65.911            0.000            0.000            0.000           12.790          541.816          -44.932           92.800           63.261           11.892            0.000            0.000            8.934            1.386            0.000            0.000
   366    12    31  2000      76       0  rtu0760                0.000       0.000     105.333      80.706            0.000            0.000            0.000           36.368          681.186          -58.216          116.660           53.196            9.985            0.000            0.000           15.393            2.268            0.000            0.000
   366    12    31  2000      77       0  rtu0770                0.000       0.000      68.707      52.808            0.000            0.000            0.000            4.437          435.347          -37.110           74.552           67.473           11.630            0.000            0.000           43.314            5.115            0.000            0.000
   366    12    31  2000      78       0  rtu0780                0.000       0.000     120.590      92.411            0.000            0.000            0.000          335.516          780.406          -62.784          133.590           61.914           11.393            0.000            0.000            0.655            0.091            0.000            0.000
   366    12    31  2000      79       0  rtu0790                0.000       0.000      82.724      63.362            0.000            0.000            0.000            5.421          525.860          -44.399           90.044           61.657           11.392            0.000            0.000           18.475            2.669            0.000            0.000
   366    12    31  2000      80       0  rtu0800                0.000       0.000      77.566      59.511            0.000            0.000            0.000            0.000          494.191          -42.157           84.632           59.315           10.617            0.000            0.000           29.443            3.769            0.000            0.000
   366    12    31  2000      81       0  rtu0810                0.000       0.000      71.471      55.273            0.000            0.000            0.000           69.154          469.125          -40.024           80.312           65.035           11.571            0.000            0.000           42.286            5.732            0.000            0.000
   366    12    31  2000      82       0  rtu0820                0.000       0.000      73.332      55.959            0.000            0.000            0.000            6.877          451.931          -37.048           77.381           69.034           12.579            0.000            0.000           22.651            3.092            0.000            0.000
   366    12    31  2000      83       0  rtu0830                0.000       0.000      61.994      47.493            0.000            0.000            0.000           39.792          397.176          -32.800           68.005           53.407            9.565            0.000            0.000           31.914            4.141            0.000            0.000
   366    12    31  2000      84       0  rtu0840                0.000       0.000      69.729      53.600            0.000            0.000            0.000           83.105          444.139          -37.020           76.033           61.296           11.136            0.000            0.000           27.793            3.765            0.000            0.000
   366    12    31  2000      85       0  rtu0850                0.000       0.000      48.397      37.290            0.000            0.000            0.000           11.148          294.478          -22.410           50.409           61.622           11.637            0.000            0.000           12.580            1.998            0.000            0.000
   366    12    31  2000      86       0  rtu0860                0.000       0.000      88.062      67.121            0.000            0.000            0.000           19.173          571.894          -47.633           97.955           38.467            7.246            0.000            0.000            5.082            0.789            0.000            0.000
   366    12    31  2000      87       0  rtu0870                0.000       0.000      90.025      68.197            0.000            0.000            0.000            4.097          565.106          -47.338           96.791           64.088           11.968            0.000            0.000           13.152            1.937            0.000            0.000
   366    12    31  2000      88       0  rtu0880                0.000       0.000      86.960      65.877            0.000            0.000            0.000            5.708          541.479          -45.209           92.743           63.439           11.918            0.000            0.000            9.642            1.493            0.000            0.000
   366    12    31  2000      89       0  rtu0890                0.000       0.000      94.808      72.078            0.000            0.000            0.000            8.207          600.588          -49.384          102.865           64.131           11.973            0.000            0.000           18.486            2.586            0.000            0.000
   366    12    31  2000      90       0  rtu0900                0.000       0.000      65.880      51.189            0.000            0.000            0.000           49.039          432.311          -35.105           74.028           51.546            9.577            0.000            0.000           39.562            5.570            0.000            0.000
   366    12    31  2000      91       0  rtu0910                0.000       0.000      69.297      53.065            0.000            0.000            0.000            0.100          421.551          -35.313           72.187           60.590           11.400            0.000            0.000           13.436            2.068            0.000            0.000
   366    12    31  2000      92       0  rtu0920                0.000       0.000      56.008      43.427            0.000            0.000            0.000           21.266          388.550          -31.925           66.526           68.562           11.292            0.000            0.000           90.133           11.829            0.000            0.000
   366    12    31  2000      93       0  rtu0930                0.000       0.000      74.218      57.149            0.000            0.000            0.000            7.751          480.620          -40.840           82.295           59.840           10.894            0.000            0.000           28.371            3.826            0.000            0.000
   366    12    31  2000      94       0  rtu0940                0.000       0.000      65.702      50.365            0.000            0.000            0.000           38.820          406.752          -33.521           69.640           62.160           11.255            0.000            0.000           25.117            3.038            0.000            0.000
   366    12    31  2000      95       0  rtu0950                0.000       0.000     117.088      88.676            0.000            0.000            0.000           10.452          750.734          -63.079          128.591           65.188           12.161            0.000            0.000           11.587            1.734            0.000            0.000
   366    12    31  2000      96       0  rtu0960                0.000       0.000     102.054      77.296            0.000            0.000            0.000            7.699          646.513          -54.288          110.739           63.517           11.929            0.000            0.000            9.551            1.476            0.000            0.000
   366    12    31  2000      97       0  rtu0970                0.000       0.000      66.249      51.199            0.000            0.000            0.000           36.345          429.144          -36.212           73.471           71.503           12.593            0.000            0.000           53.855            7.575            0.000            0.000
   366    12    31  2000      98       0  rtu0980                0.000       0.000      63.835      49.182            0.000            0.000            0.000           10.167          404.427          -33.932           69.250           64.313           11.501            0.000            0.000           40.826            5.551            0.000            0.000
   366    12    31  2000      99       0  rtu0990                0.000       0.000      74.468      56.831            0.000            0.000            0.000           14.415          454.235          -36.978           77.774           67.505           12.444            0.000            0.000           15.578            2.191            0.000            0.000
   366    12    31  2000     100       0  rtu1000                0.000       0.000      73.911      56.735            0.000            0.000            0.000           25.558          462.352          -38.994           79.170           61.401           11.361            0.000            0.000           22.009            3.184            0.000            0.000
   366    12    31  2000     101       0  rtu1010                0.000       0.000      57.864      44.938            0.000            0.000            0.000           39.158          385.182          -32.240           65.913           65.953           11.947            0.000            0.000           32.228            4.245            0.000            0.000
   366    12    31  2000     102       0  rtu1020                0.000       0.000      71.919      55.093            0.000            0.000            0.000           29.466          461.316          -38.907           78.978           62.474           11.763            0.000            0.000            7.290            1.107            0.000            0.000
   366    12    31  2000     103       0  rtu1030                0.000       0.000      53.074      40.534            0.000            0.000            0.000           15.741          336.369          -27.651           57.585           59.728           11.219            0.000            0.000            5.677            0.853            0.000            0.000
   366    12    31  2000     104       0  rtu1040                0.000       0.000      55.496      43.099            0.000            0.000            0.000           22.119          360.132          -29.668           61.647           66.650           11.765            0.000            0.000           47.762            6.318            0.000            0.000
   366    12    31  2000     105       0  rtu1050                0.000       0.000      78.961      60.527            0.000            0.000            0.000           36.245          497.419          -41.520           85.174           61.203           11.385            0.000            0.000           21.277            2.948            0.000            0.000
   366    12    31  2000     106       0  rtu1060                0.000       0.000      77.625      59.563            0.000            0.000            0.000          150.206          512.766          -41.602           87.766           46.943            8.892            0.000            0.000            0.411            0.053            0.000            0.000
   366    12    31  2000     107       0  rtu1070                0.000       0.000      46.715      36.083            0.000            0.000            0.000            4.372          275.565          -20.862           47.177           62.189           11.645            0.000            0.000           26.745            3.506            0.000            0.000
   366    12    31  2000     108       0  rtu1080                0.000       0.000      54.284      42.140            0.000            0.000            0.000            6.360          334.076          -25.659           57.204           60.679           11.283            0.000            0.000           42.330            4.896            0.000            0.000
   366    12    31  2000     109       0  rtu1090                0.000       0.000      53.098      40.907            0.000            0.000            0.000            4.541          333.252          -26.411           57.070           49.906            9.290            0.000            0.000           33.986            4.112            0.000            0.000
   366    12    31  2000     110       0  rtu1100                0.000       0.000      50.903      39.548            0.000            0.000            0.000            0.000          314.326          -24.577           53.824           62.679           11.671            0.000            0.000           45.113            5.842            0.000            0.000
   366    12    31  2000     111       0  rtu1110                0.000       0.000      74.927      57.068            0.000            0.000            0.000           18.376          466.637          -37.251           79.914           53.330           10.042            0.000            0.000            6.696            1.006            0.000            0.000
   366    12    31  2000     112       0  rtu1120                0.000       0.000      51.427      39.270            0.000            0.000            0.000           24.248          323.029          -25.739           55.310           47.750            8.949            0.000            0.000            4.459            0.688            0.000            0.000
   366    12    31  2000     113       0  rtu1130                0.000       0.000      79.399      60.467            0.000            0.000            0.000           10.253          494.602          -39.559           84.703           59.686           11.241            0.000            0.000            7.338            1.135            0.000            0.000
   366    12    31  2000     114       0  rtu1140                0.000       0.000      68.395      52.407            0.000            0.000            0.000           81.948          426.088          -34.038           72.953           56.781           10.625            0.000            0.000           13.969            1.670            0.000            0.000
   366    12    31  2000     115       0  rtu1150                0.000       0.000      80.854      61.864            0.000            0.000            0.000           60.524          508.919          -41.016           87.152           61.083           11.457            0.000            0.000           17.195            2.290            0.000            0.000
   366    12    31  2000     116       0  rtu1160                0.000       0.000      85.374      65.407            0.000            0.000            0.000           97.129          586.983          -51.340          100.530           11.525            2.172            0.000            0.000            0.257            0.039            0.000            0.000
   366    12    31  2000     117       0  rtu1170                0.000       0.000      90.846      69.537            0.000            0.000            0.000          176.777          584.411          -48.274          100.048           56.927           10.718            0.000            0.000            2.878            0.385            0.000            0.000
   366    12    31  2000     118       0  rtu1180                0.000       0.000      71.859      55.107            0.000            0.000            0.000           51.868          444.214          -36.278           76.060           62.034           11.655            0.000            0.000           13.143            1.583            0.000            0.000
   366    12    31  2000     119       0  rtu1190                0.000       0.000      61.159      46.429            0.000            0.000            0.000            9.184          362.283          -29.632           62.042           63.326           11.902            0.000            0.000            9.589            1.488            0.000            0.000
   365    12    31  2001       1       0  rtu0010                0.000       0.000      37.537      30.774            0.000            0.000            0.000            9.516          252.521          -77.041           43.125           12.080            1.858            0.000            0.000           12.979            1.997            0.000            0.000
   365    12    31  2001       2       0  rtu0020                0.000       0.000      69.467      56.551            0.000            0.000            0.000          102.970          462.454         -126.298           79.024           15.785            2.353            0.000            0.000           17.436            2.604            0.000            0.000
   365    12    31  2001       3       0  rtu0030                0.000       0.000      44.154      36.130            0.000            0.000            0.000           15.530          328.885         -100.851           56.168           12.458            2.103            0.000            0.000           30.299            6.555            0.000            0.000
   365    12    31  2001       4       0  rtu0040                0.000       0.000      18.188      15.040            0.000            0.000            0.000            7.255          143.202          -44.621           24.433           10.249            1.726            0.000            0.000           24.311            4.681            0.000            0.000
   365    12    31  2001       5       0  rtu0050                0.000       0.000      46.391      38.027            0.000            0.000            0.000           26.397          316.537          -98.297           54.072            8.398            1.377            0.000            0.000           18.671            2.950            0.000            0.000
   365    12    31  2001       6       0  rtu0060                0.000       0.000      55.900      46.319            0.000            0.000            0.000          100.943          378.681         -133.375           64.677            8.637            1.415            0.000            0.000           24.068            3.791            0.000            0.000
   365    12    31  2001       7       0  rtu0070                0.000       0.000      33.018      27.090            0.000            0.000            0.000            0.000          241.197          -63.283           41.200           15.119            1.795            0.000            0.000           46.474            6.151            0.000            0.000
   365    12    31  2001       8       0  rtu0080                0.000       0.000      75.007      61.550            0.000            0.000            0.000           86.323          493.665         -153.118           84.338           12.147            1.769            0.000            0.000           11.207            1.650            0.000            0.000
   365    12    31  2001       9       0  rtu0090                0.000       0.000     109.591      89.428            0.000            0.000            0.000            0.000          721.874         -202.790          123.373            8.635            1.409            0.000            0.000           16.457            2.587            0.000            0.000
   365    12    31  2001      10       0  rtu0100                0.000       0.000      52.581      43.079            0.000            0.000            0.000           34.085          348.054         -104.815           59.444           16.027            2.397            0.000            0.000           15.360            2.307            0.000            0.000
   365    12    31  2001      11       0  rtu0110                0.000       0.000      32.451      29.223            0.000            0.000            0.000           54.452          280.606          -86.012           47.888           27.204            4.195            0.000            0.000           52.294           16.137            0.000            0.000
   365    12    31  2001      12       0  rtu0120                0.000       0.000      44.924      36.644            0.000            0.000            0.000            0.000          281.981          -86.202           48.175           16.664            2.847            0.000            0.000            5.038            0.632            0.000            0.000
   365    12    31  2001      13       0  rtu0130                0.000       0.000      47.521      38.829            0.000            0.000            0.000          123.618          328.401          -93.174           56.073            8.675            1.426            0.000            0.000           17.088            2.684            0.000            0.000
   365    12    31  2001      14       0  rtu0140                0.000       0.000      33.675      27.604            0.000            0.000            0.000           48.077          243.516          -69.384           41.599            8.206            1.338            0.000            0.000           14.194            2.233            0.000            0.000
   365    12    31  2001      15       0  rtu0150                0.000       0.000      41.122      33.921            0.000            0.000            0.000           35.130          293.222          -84.548           50.087           14.032            1.675            0.000            0.000           42.511            5.513            0.000            0.000
   365    12    31  2001      16       0  rtu0160                0.000       0.000      64.596      52.978            0.000            0.000            0.000           87.608          427.739         -120.070           73.103           12.089            1.878            0.000            0.000           16.091            2.495            0.000            0.000
   365    12    31  2001      17       0  rtu0170                0.000       0.000      38.314      31.174            0.000            0.000            0.000           50.633          276.077          -71.989           47.150           25.231            3.397            0.000            0.000           53.813            7.466            0.000            0.000
   365    12    31  2001      18       0  rtu0180                0.000       0.000      39.440      31.954            0.000            0.000            0.000           34.520          280.866          -72.457           47.981           19.668            2.599            0.000            0.000           45.072            6.186            0.000            0.000
   365    12    31  2001      19       0  rtu0190                0.000       0.000      34.687      28.478            0.000            0.000            0.000           17.198          237.933          -72.694           40.627           13.891            2.041            0.000            0.000           19.336            2.743            0.000            0.000
   365    12    31  2001      20       0  rtu0200                0.000       0.000      48.697      39.676            0.000            0.000            0.000           67.364          329.617          -90.390           56.321            6.867            0.976            0.000            0.000           16.685            2.329            0.000            0.000
