objfx,cn2,awc,surlag,alpha,esco,indx_1-1-2013,indx_1-2-2013,indx_1-3-2013,indx_1-4-2013,indx_1-5-2013,indx_1-6-2013,indx_1-7-2013,indx_1-8-2013,indx_1-9-2013,indx_1-10-2013,indx_1-11-2013,indx_1-12-2013,indx_1-1-2014,indx_1-2-2014,indx_1-3-2014,indx_1-4-2014,indx_1-5-2014,indx_1-6-2014,indx_1-7-2014,indx_1-8-2014,indx_1-9-2014,indx_1-10-2014,indx_1-11-2014,indx_1-12-2014,indx_1-1-2015,indx_1-2-2015,indx_1-3-2015,indx_1-4-2015,indx_1-5-2015,indx_1-6-2015,indx_1-7-2015,indx_1-8-2015,indx_1-9-2015,indx_1-10-2015,indx_1-11-2015,indx_1-12-2015,indx_1-1-2016,indx_1-2-2016,indx_1-3-2016,indx_1-4-2016,indx_1-5-2016,indx_1-6-2016,indx_1-7-2016,indx_1-8-2016,indx_1-9-2016,indx_1-10-2016,indx_1-11-2016,indx_1-12-2016,indx_1-1-2017,indx_1-2-2017,indx_1-3-2017,indx_1-4-2017,indx_1-5-2017,indx_1-6-2017,indx_1-7-2017,indx_1-8-2017,indx_1-9-2017,indx_1-10-2017,indx_1-11-2017,indx_1-12-2017,indx_1-1-2018,indx_1-2-2018,indx_1-3-2018,indx_1-4-2018,indx_1-5-2018,indx_1-6-2018,indx_1-7-2018,indx_1-8-2018,indx_1-9-2018,indx_1-10-2018,indx_1-11-2018,indx_1-12-2018,indx_1-1-2019,indx_1-2-2019,indx_1-3-2019,indx_1-4-2019,indx_1-5-2019,indx_1-6-2019,indx_1-7-2019,indx_1-8-2019,indx_1-9-2019,indx_1-10-2019,indx_1-11-2019,indx_1-12-2019,indx_1-1-2020,indx_1-2-2020,indx_1-3-2020,indx_1-4-2020,indx_1-5-2020,indx_1-6-2020,indx_1-7-2020,indx_1-8-2020,indx_1-9-2020,indx_1-10-2020,indx_1-11-2020,indx_1-12-2020,indx_1-1-2021,indx_1-2-2021,indx_1-3-2021,indx_1-4-2021,indx_1-5-2021,indx_1-6-2021,indx_1-7-2021,indx_1-8-2021,indx_1-9-2021,indx_1-10-2021,indx_1-11-2021,indx_1-12-2021,indx_1-1-2022,indx_1-2-2022,indx_1-3-2022,indx_1-4-2022,indx_1-5-2022,indx_1-6-2022,indx_1-7-2022,indx_1-8-2022,indx_1-9-2022,indx_1-10-2022,indx_1-11-2022,indx_1-12-2022,indx_1-1-2023,indx_1-2-2023,indx_1-3-2023,indx_1-4-2023,indx_1-5-2023,indx_1-6-2023,indx_1-7-2023,indx_1-8-2023,indx_1-9-2023,indx_1-10-2023,indx_1-11-2023,indx_1-12-2023,chain
0.715840196053205,0.9423828125,0.9423828125,0.9423828125,0.9423828125,0.9423828125,0.4797,0.8772,0.5991,0.4719,0.4289,0.1826,9.532,6.787,1.448,1.831,0.8169,1.032,0.4016,0.1922,0.1954,0.1754,0.02416,0.6009,6.219,10.65,1.869,1.909,1.97,2.136,0.8192,0.3972,0.2454,0.1869,0.01669,0.2626,0.7364,0.4835,0.09355,0.4386,0.8689,2.396,1.106,0.6606,0.8011,0.6587,0.5165,0.1499,6.339,0.156,1.092,1.673,0.6693,0.2738,0.165,0.1027,0.0632,0.02904,0.001097,0.000623,1.198,2.487,1.04,1.734,0.5024,0.2913,0.3667,0.1273,0.3,0.7382,0.3062,0.4921,4.2,6.298,6.622,2.214,1.029,0.5796,0.2621,0.3646,0.1437,0.08884,0.1481,0.3136,2.418,1.891,1.17,5.097,0.9131,0.389,0.5973,0.4537,0.5527,0.1666,0.03799,0.6622,9.328,30.15,3.638,0.6164,0.3597,0.2042,0.1827,0.1567,0.146,0.1286,0.1851,0.2112,3.714,5.207,2.832,0.6881,0.5158,0.4618,0.205,0.1178,0.1075,0.07703,0.00262,0.6522,0.546,2.14,0.5542,0.1447,0.2891,0.4019,0.2871,0.1249,0.07269,0.05291,0.7479,2.839,26.37,6.246,2.625,1.3,1.021,2.593,0
0.746811890002565,16.4162608033122,13.2199633089919,4.49135517961874,0.760845089219904,0.0720245270393903,0.5613,1.094,0.7649,0.6097,0.5833,0.2737,10.7,7.312,1.393,1.943,0.8669,1.141,0.4193,0.1976,0.3872,0.3589,0.1073,0.7859,6.838,10.89,1.888,2.093,2.115,2.254,0.8951,0.4272,0.2654,0.3572,0.06975,0.2951,0.9131,0.6866,0.1397,0.7848,1.068,2.402,1.146,0.7797,0.8996,1.084,0.8239,0.2307,6.902,0.2064,1.412,1.736,0.6714,0.2961,0.1766,0.1144,0.07624,0.05244,0.002568,0.001192,1.374,2.817,1.143,1.872,0.5478,0.4113,0.6165,0.1663,0.5289,1.134,0.5752,0.6142,4.493,7.072,6.813,2.264,1.088,0.6153,0.2828,0.5892,0.1744,0.1682,0.2065,0.4254,2.877,1.938,1.389,5.3,0.9415,0.4716,0.8357,0.5771,0.6569,0.297,0.08295,0.8134,10.04,30.42,3.605,0.6414,0.4716,0.2844,0.2891,0.2268,0.3488,0.3906,0.2605,0.3304,4.121,5.905,2.789,0.6904,0.6791,0.5735,0.2367,0.1328,0.2374,0.1934,0.009748,0.823,0.7711,2.395,0.6129,0.2072,0.5625,0.5864,0.4697,0.1824,0.1009,0.1224,1.248,3.365,27.13,6.367,2.646,1.263,1.172,2.848,1
0.70697653302618,-14.0160021716803,-3.12085083831141,13.6054580614462,0.475078638398591,0.271965212315305,0.4614,0.7659,0.5868,0.521,0.4191,0.2232,8.94,6.571,1.68,1.91,0.9184,1.139,0.4421,0.2055,0.2329,0.2315,0.04085,0.6082,5.898,10.76,2.026,1.934,2.056,2.282,0.7937,0.4068,0.239,0.1994,0.02517,0.2635,0.7967,0.517,0.1227,0.5316,0.981,2.517,1.191,0.6478,0.8438,0.7382,0.596,0.1569,6.367,0.2032,0.9142,1.874,0.7901,0.31,0.172,0.1022,0.0587,0.02911,0.001177,0.0005493,1.159,2.386,1.085,1.917,0.5451,0.2758,0.2561,0.1225,0.3678,0.873,0.4122,0.4576,4.18,5.876,6.718,2.352,1.114,0.6546,0.2755,0.2677,0.1268,0.08047,0.145,0.3197,2.313,2.161,1.074,5.222,1.026,0.448,0.6268,0.4976,0.6677,0.1888,0.03911,0.6849,8.932,30.27,3.749,0.6833,0.3603,0.2315,0.1794,0.1571,0.1659,0.1765,0.1876,0.1998,3.757,5.082,3.015,0.6964,0.6,0.5266,0.2337,0.1203,0.09649,0.08637,0.002793,0.6518,0.6044,2.246,0.6191,0.1682,0.3368,0.4822,0.2683,0.1279,0.06787,0.04904,0.6711,2.754,26.09,6.429,2.645,1.485,1.101,2.498,2
0.691910735243014,-12.3935674095496,17.3914982180072,20.0408166477647,0.790382059659056,0.698424822044757,0.4352,0.7449,0.5512,0.4627,0.4107,0.1679,8.69,6.322,1.365,1.734,0.7616,0.9741,0.3736,0.1852,0.1815,0.158,0.02384,0.5582,5.86,10.35,1.727,1.755,1.871,2.083,0.7656,0.3772,0.23,0.1703,0.01591,0.2596,0.6622,0.4499,0.07762,0.3718,0.7769,2.194,1.019,0.5764,0.762,0.6225,0.497,0.145,6.176,0.1389,0.8793,1.567,0.6255,0.2524,0.1544,0.09612,0.05744,0.02646,0.0009328,0.0004612,1.075,2.253,0.9113,1.668,0.4835,0.2428,0.2616,0.1167,0.25,0.6334,0.2683,0.4579,3.909,5.94,6.237,2.066,0.9392,0.5241,0.2438,0.2573,0.1253,0.08064,0.1453,0.3111,2.208,1.648,1.068,4.944,0.8523,0.3488,0.5014,0.4077,0.516,0.158,0.03627,0.6106,9.093,29.34,3.408,0.567,0.3364,0.1857,0.1652,0.1438,0.1299,0.1161,0.1818,0.1972,3.42,4.911,2.693,0.6079,0.4753,0.4268,0.1945,0.1107,0.08771,0.06796,0.002347,0.6141,0.4791,1.962,0.4692,0.1374,0.2307,0.3108,0.2098,0.1057,0.06386,0.0472,0.6258,2.599,25.53,5.893,2.443,1.206,0.9315,2.553,3
0.722797759718405,1.99759031738974,-7.74455200310077,11.5907335073178,0.834755850413235,0.601811772026965,0.4969,0.905,0.6172,0.4782,0.4367,0.2041,9.713,6.978,1.534,1.912,0.8552,1.096,0.4247,0.1984,0.2144,0.1974,0.02728,0.6254,6.359,10.74,2.001,2.028,2.01,2.179,0.8451,0.4025,0.2466,0.1905,0.01898,0.2636,0.7893,0.5062,0.1163,0.4963,0.9672,2.503,1.183,0.6765,0.8267,0.7133,0.5443,0.1535,6.439,0.1612,1.147,1.782,0.7085,0.2861,0.1717,0.1055,0.06118,0.02852,0.001196,0.000658,1.252,2.584,1.094,1.811,0.5243,0.2988,0.3729,0.132,0.3449,0.8392,0.3463,0.4984,4.326,6.335,6.816,2.321,1.108,0.6243,0.2774,0.3753,0.1445,0.0879,0.1478,0.3151,2.496,2.064,1.204,5.18,0.9569,0.4036,0.6589,0.498,0.6532,0.1865,0.03938,0.696,9.315,30.39,3.772,0.6453,0.3668,0.2171,0.188,0.16,0.1531,0.1451,0.1859,0.2141,3.891,5.36,2.905,0.7328,0.5517,0.5032,0.2197,0.1189,0.1113,0.08844,0.002796,0.6698,0.6017,2.269,0.6098,0.1499,0.3373,0.4613,0.3141,0.1325,0.0723,0.05153,0.781,2.932,26.76,6.491,2.696,1.362,1.074,2.624,4
0.71006446053369,-20,-15.3984250242299,10.0564875664547,0.656625926346403,0.857666904040668,1.5,2.3,2.7,1.6,2.2,2.6,22.1,14.4,3.7,2.8,1.9,1.8,NaN,NaN,0.3,0.6,0.9,4,8.7,16.4,5,2.1,0.9,0.9,0.6,0.5,0.5,0.9,0.5,1.9,2.3,1.6,1,1.6,0.4,0.5,0.4,0.4,0.8,0.6,1,2,8.8,1.5,2.9,2.7,0.5,0.4,0.4,0.4,0.4,0.4,0.3,1.5,8.1,7.8,4.4,1.4,0.4,0.3,0.4,0.3,1.1,2.2,1.6,6.8,7.5,16.1,9.8,3,1.3,0.4,0.4,0.4,0.4,0.8,1.6,2.9,7.2,3.6,5.1,7,1.5,0.5,1.2,0.6,0.5,0.4,0.5,4.5,27.3,43,7.3,1.1,1,0.4,0.5,0.5,0.5,0.4,NaN,NaN,NaN,8.1,2,0.5,0.5,0.5,0.3,0.2,NaN,NaN,0.62,5.6,1,3,1.1,0.7,0.9,0.6,0.7,0.7,0.6,0.8,4,7.8,27.5,7.9,5.3,1.6,1.5,NaN,0
0.746811890002565,16.4162608033122,13.2199633089919,4.49135517961874,0.760845089219904,0.0720245270393903,1.5,2.3,2.7,1.6,2.2,2.6,22.1,14.4,3.7,2.8,1.9,1.8,NaN,NaN,0.3,0.6,0.9,4,8.7,16.4,5,2.1,0.9,0.9,0.6,0.5,0.5,0.9,0.5,1.9,2.3,1.6,1,1.6,0.4,0.5,0.4,0.4,0.8,0.6,1,2,8.8,1.5,2.9,2.7,0.5,0.4,0.4,0.4,0.4,0.4,0.3,1.5,8.1,7.8,4.4,1.4,0.4,0.3,0.4,0.3,1.1,2.2,1.6,6.8,7.5,16.1,9.8,3,1.3,0.4,0.4,0.4,0.4,0.8,1.6,2.9,7.2,3.6,5.1,7,1.5,0.5,1.2,0.6,0.5,0.4,0.5,4.5,27.3,43,7.3,1.1,1,0.4,0.5,0.5,0.5,0.4,NaN,NaN,NaN,8.1,2,0.5,0.5,0.5,0.3,0.2,NaN,NaN,0.62,5.6,1,3,1.1,0.7,0.9,0.6,0.7,0.7,0.6,0.8,4,7.8,27.5,7.9,5.3,1.6,1.5,NaN,1
0.70697653302618,-14.0160021716803,-3.12085083831141,13.6054580614462,0.475078638398591,0.271965212315305,1.5,2.3,2.7,1.6,2.2,2.6,22.1,14.4,3.7,2.8,1.9,1.8,NaN,NaN,0.3,0.6,0.9,4,8.7,16.4,5,2.1,0.9,0.9,0.6,0.5,0.5,0.9,0.5,1.9,2.3,1.6,1,1.6,0.4,0.5,0.4,0.4,0.8,0.6,1,2,8.8,1.5,2.9,2.7,0.5,0.4,0.4,0.4,0.4,0.4,0.3,1.5,8.1,7.8,4.4,1.4,0.4,0.3,0.4,0.3,1.1,2.2,1.6,6.8,7.5,16.1,9.8,3,1.3,0.4,0.4,0.4,0.4,0.8,1.6,2.9,7.2,3.6,5.1,7,1.5,0.5,1.2,0.6,0.5,0.4,0.5,4.5,27.3,43,7.3,1.1,1,0.4,0.5,0.5,0.5,0.4,NaN,NaN,NaN,8.1,2,0.5,0.5,0.5,0.3,0.2,NaN,NaN,0.62,5.6,1,3,1.1,0.7,0.9,0.6,0.7,0.7,0.6,0.8,4,7.8,27.5,7.9,5.3,1.6,1.5,NaN,2
0.691910735243014,-12.3935674095496,17.3914982180072,20.0408166477647,0.790382059659056,0.698424822044757,1.5,2.3,2.7,1.6,2.2,2.6,22.1,14.4,3.7,2.8,1.9,1.8,NaN,NaN,0.3,0.6,0.9,4,8.7,16.4,5,2.1,0.9,0.9,0.6,0.5,0.5,0.9,0.5,1.9,2.3,1.6,1,1.6,0.4,0.5,0.4,0.4,0.8,0.6,1,2,8.8,1.5,2.9,2.7,0.5,0.4,0.4,0.4,0.4,0.4,0.3,1.5,8.1,7.8,4.4,1.4,0.4,0.3,0.4,0.3,1.1,2.2,1.6,6.8,7.5,16.1,9.8,3,1.3,0.4,0.4,0.4,0.4,0.8,1.6,2.9,7.2,3.6,5.1,7,1.5,0.5,1.2,0.6,0.5,0.4,0.5,4.5,27.3,43,7.3,1.1,1,0.4,0.5,0.5,0.5,0.4,NaN,NaN,NaN,8.1,2,0.5,0.5,0.5,0.3,0.2,NaN,NaN,0.62,5.6,1,3,1.1,0.7,0.9,0.6,0.7,0.7,0.6,0.8,4,7.8,27.5,7.9,5.3,1.6,1.5,NaN,3
0.722797759718405,1.99759031738974,-7.74455200310077,11.5907335073178,0.834755850413235,0.601811772026965,1.5,2.3,2.7,1.6,2.2,2.6,22.1,14.4,3.7,2.8,1.9,1.8,NaN,NaN,0.3,0.6,0.9,4,8.7,16.4,5,2.1,0.9,0.9,0.6,0.5,0.5,0.9,0.5,1.9,2.3,1.6,1,1.6,0.4,0.5,0.4,0.4,0.8,0.6,1,2,8.8,1.5,2.9,2.7,0.5,0.4,0.4,0.4,0.4,0.4,0.3,1.5,8.1,7.8,4.4,1.4,0.4,0.3,0.4,0.3,1.1,2.2,1.6,6.8,7.5,16.1,9.8,3,1.3,0.4,0.4,0.4,0.4,0.8,1.6,2.9,7.2,3.6,5.1,7,1.5,0.5,1.2,0.6,0.5,0.4,0.5,4.5,27.3,43,7.3,1.1,1,0.4,0.5,0.5,0.5,0.4,NaN,NaN,NaN,8.1,2,0.5,0.5,0.5,0.3,0.2,NaN,NaN,0.62,5.6,1,3,1.1,0.7,0.9,0.6,0.7,0.7,0.6,0.8,4,7.8,27.5,7.9,5.3,1.6,1.5,NaN,4
