 Osu                       SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor 
                                                                         m^3/s   
   365    12    31  2013       1       1  cha01                0.1177E+01     0.0000E+00     0.1146E+01     0.1177E+01     0.3227E+05     0.1624E+05     0.1614E+05     0.0000E+00     0.4876E+04     0.0000E+00     0.9978E+02     0.0000E+00     0.2718E+02     0.9916E+00     0.1460E-02     0.0000E+00     0.3405E-01     0.0000E+00     0.2310E+03     0.0000E+00     0.2249E+03     0.2289E+02
   365    12    31  2013       2       3  cha03                0.3659E+00     0.0000E+00     0.3527E+00     0.3659E+00     0.5348E+04     0.2723E+04     0.2674E+04     0.0000E+00     0.2625E+04     0.0000E+00     0.4876E+02     0.0000E+00     0.1717E+02     0.7301E+00     0.3740E-02     0.0000E+00     0.4167E-01     0.0000E+00     0.1544E+03     0.0000E+00     0.1488E+03     0.2804E+01
   365    12    31  2013       3       4  cha04                0.3086E+00     0.0000E+00     0.2936E+00     0.3086E+00     0.7909E+04     0.3995E+04     0.3955E+04     0.0000E+00     0.3914E+04     0.0000E+00     0.4031E+02     0.0000E+00     0.1618E+02     0.7017E+00     0.5580E-02     0.0000E+00     0.3881E-01     0.0000E+00     0.1438E+03     0.0000E+00     0.1368E+03     0.3194E+01
   365    12    31  2013       4       5  cha05                0.2751E+00     0.0000E+00     0.2660E+00     0.2751E+00     0.1955E+04     0.7971E+04     0.9774E+03     0.0000E+00     0.8801E+02     0.6942E+04     0.5171E+02     0.0000E+00     0.1560E+02     0.1776E+01     0.1715E-01     0.1463E+00     0.2242E-01     0.0000E+00     0.1361E+03     0.0000E+00     0.1316E+03     0.4656E+01
   365    12    31  2013       5       6  cha06                0.2703E+00     0.0000E+00     0.2540E+00     0.2703E+00     0.3743E+04     0.1908E+04     0.1871E+04     0.0000E+00     0.1835E+04     0.0000E+00     0.3613E+02     0.0000E+00     0.1523E+02     0.6741E+00     0.5290E-02     0.0000E+00     0.3922E-01     0.0000E+00     0.1392E+03     0.0000E+00     0.1308E+03     0.3511E+01
   365    12    31  2013       6       8  cha08                0.2117E+00     0.0000E+00     0.1896E+00     0.2117E+00     0.3171E+04     0.2456E+04     0.1586E+04     0.0000E+00     0.7149E+03     0.8334E+03     0.3718E+02     0.0000E+00     0.1368E+02     0.6586E+00     0.1101E-01     0.9429E-02     0.4793E-01     0.0000E+00     0.1304E+03     0.0000E+00     0.1168E+03     0.3766E+01
   365    12    31  2013       7       9  cha09                0.7710E+00     0.0000E+00     0.7498E+00     0.7710E+00     0.7967E+04     0.2915E+05     0.3984E+04     0.0000E+00     0.8176E+03     0.2500E+05     0.1568E+03     0.0000E+00     0.1788E+02     0.1684E+01     0.1034E-01     0.2212E+00     0.5726E-01     0.0000E+00     0.3041E+03     0.0000E+00     0.2958E+03     0.3170E+02
   365    12    31  2013       8      12  cha12                0.1787E+00     0.0000E+00     0.1530E+00     0.1787E+00     0.1813E+04     0.3133E+04     0.9065E+03     0.0000E+00     0.1392E+03     0.2196E+04     0.2990E+02     0.0000E+00     0.1233E+02     0.6445E+00     0.1411E-01     0.1723E-01     0.4558E-01     0.0000E+00     0.1309E+03     0.0000E+00     0.1121E+03     0.7327E+01
   365    12    31  2013       9      13  cha13                0.7089E+00     0.0000E+00     0.7008E+00     0.7089E+00     0.9593E+04     0.7803E+04     0.4796E+04     0.0000E+00     0.3289E+04     0.2929E+04     0.7808E+02     0.0000E+00     0.1696E+02     0.1173E+01     0.4560E-02     0.1536E+00     0.4410E-01     0.0000E+00     0.3052E+03     0.0000E+00     0.3017E+03     0.2355E+01
