 prueba                    SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor 
                                                                         m^3/s   
   365    12    31  2022       1       1  cha01                0.3391E-02     0.0000E+00     0.3392E-02     0.1580E-01     0.3675E-01     0.1838E-01     0.1838E-01     0.0000E+00     0.1838E-01     0.0000E+00     0.9959E-07     0.0000E+00     0.2692E+00     0.4574E-01     0.1000E-04     0.0000E+00     0.1838E-05     0.0000E+00     0.1452E+04     0.0000E+00     0.1452E+04     0.2365E-04
   365    12    31  2022       2       2  cha02                0.6681E-01     0.0000E+00     0.6681E-01     0.1174E+00     0.4548E-01     0.2281E-01     0.2274E-01     0.0000E+00     0.2269E-01     0.0000E+00     0.7027E-04     0.0000E+00     0.1863E+01     0.1661E+00     0.1000E-04     0.0000E+00     0.4711E-04     0.0000E+00     0.1138E+04     0.0000E+00     0.1138E+04     0.1915E-05
   365    12    31  2022       3       3  cha03                0.2026E+00     0.0000E+00     0.2025E+00     0.2026E+00     0.5274E+02     0.2651E+02     0.2637E+02     0.0000E+00     0.2624E+02     0.0000E+00     0.1369E+00     0.0000E+00     0.3588E+01     0.2571E+00     0.8100E-03     0.0000E+00     0.3102E-01     0.0000E+00     0.1157E+04     0.0000E+00     0.1157E+04     0.1009E-01
   365    12    31  2022       4       4  cha04                0.6272E-05     0.0000E+00     0.5947E-05     0.3122E-04     0.9643E-05     0.7011E-05     0.4822E-05     0.0000E+00     0.4821E-05     0.0000E+00     0.2189E-05     0.0000E+00     0.5007E-01     0.1490E-01     0.1000E-04     0.0000E+00     0.6275E-04     0.0000E+00     0.4431E+02     0.0000E+00     0.4201E+02     0.1625E-07
   365    12    31  2022       5       5  cha05                0.3376E-02     0.0000E+00     0.3376E-02     0.1573E-01     0.4863E-01     0.9228E+01     0.2432E-01     0.0000E+00     0.8947E-02     0.9192E+01     0.1119E-01     0.0000E+00     0.2681E+00     0.6610E+00     0.3290E-02     0.7945E-01     0.2375E-01     0.0000E+00     0.1455E+04     0.0000E+00     0.1455E+04     0.2867E-02
   365    12    31  2022       6       6  cha06                0.3765E-02     0.0000E+00     0.3765E-02     0.1743E-01     0.5004E-01     0.1743E+01     0.2502E-01     0.0000E+00     0.1553E-01     0.1706E+01     0.1166E-01     0.0000E+00     0.2840E+00     0.1349E+00     0.1470E-02     0.1163E-01     0.4492E-01     0.0000E+00     0.1475E+04     0.0000E+00     0.1475E+04     0.3853E-03
   365    12    31  2022       7       7  cha07                0.5085E-02     0.0000E+00     0.5085E-02     0.2290E-01     0.5118E-01     0.1873E+01     0.2559E-01     0.0000E+00     0.1684E-01     0.1841E+01     0.6185E-02     0.0000E+00     0.3436E+00     0.1112E+00     0.1340E-02     0.7616E-02     0.2538E-01     0.0000E+00     0.1450E+04     0.0000E+00     0.1450E+04     0.5049E-03
   365    12    31  2022       8       8  cha08                0.7371E-02     0.0000E+00     0.7371E-02     0.3169E-01     0.5255E-01     0.9222E+00     0.2627E-01     0.0000E+00     0.2406E-01     0.8949E+00     0.1074E-02     0.0000E+00     0.4344E+00     0.7631E-01     0.9500E-03     0.1812E-02     0.4354E-02     0.0000E+00     0.1422E+04     0.0000E+00     0.1422E+04     0.3919E-03
   365    12    31  2022       9       9  cha09                0.1350E-01     0.0000E+00     0.1350E-01     0.5148E-01     0.5163E-01     0.2827E+01     0.2581E-01     0.0000E+00     0.1740E-01     0.2794E+01     0.7923E-02     0.0000E+00     0.6398E+00     0.1314E+00     0.1330E-02     0.6766E-02     0.1806E-01     0.0000E+00     0.1365E+04     0.0000E+00     0.1365E+04     0.5751E-03
