 april24                   SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor 
                                                                         m^3/s   
   366    12    31  2016       1       1  cha01                0.2478E-02     0.0000E+00     0.2270E-02     0.1154E-01     0.1368E-01     0.6846E-02     0.6841E-02     0.0000E+00     0.6841E-02     0.0000E+00     0.4908E-05     0.0000E+00     0.2692E+00     0.4574E-01     0.1000E-04     0.0000E+00     0.3781E-04     0.0000E+00     0.1067E+04     0.0000E+00     0.9775E+03     0.9285E-05
   366    12    31  2016       2       2  cha02                0.5075E-01     0.0000E+00     0.5075E-01     0.8919E-01     0.2378E-01     0.1198E-01     0.1189E-01     0.0000E+00     0.1184E-01     0.0000E+00     0.8713E-04     0.0000E+00     0.1863E+01     0.1661E+00     0.1000E-04     0.0000E+00     0.5752E-04     0.0000E+00     0.8698E+03     0.0000E+00     0.8698E+03     0.1104E-05
   366    12    31  2016       3       3  cha03                0.1542E+00     0.0000E+00     0.1542E+00     0.1542E+00     0.2862E+02     0.1444E+02     0.1431E+02     0.0000E+00     0.1421E+02     0.0000E+00     0.1338E+00     0.0000E+00     0.3588E+01     0.2571E+00     0.8100E-03     0.0000E+00     0.3148E-01     0.0000E+00     0.8862E+03     0.0000E+00     0.8861E+03     0.6068E-02
   366    12    31  2016       4       4  cha04                0.5449E-05     0.0000E+00     0.5098E-05     0.2713E-04     0.9710E-02     0.4857E-02     0.4855E-02     0.0000E+00     0.4855E-02     0.0000E+00     0.1979E-05     0.0000E+00     0.5007E-01     0.1490E-01     0.1000E-04     0.0000E+00     0.6025E-04     0.0000E+00     0.3872E+02     0.0000E+00     0.3623E+02     0.1252E-04
   366    12    31  2016       5       5  cha05                0.2525E-02     0.0000E+00     0.2494E-02     0.1177E-01     0.1894E-01     0.5060E+01     0.9472E-02     0.0000E+00     0.4692E-03     0.5004E+01     0.4578E-01     0.0000E+00     0.2681E+00     0.1289E+00     0.3290E-02     0.5326E-01     0.1753E+00     0.0000E+00     0.1095E+04     0.0000E+00     0.1081E+04     0.6257E-03
   366    12    31  2016       6       6  cha06                0.2742E-02     0.0000E+00     0.2681E-02     0.1269E-01     0.1963E-01     0.6315E+00     0.9814E-02     0.0000E+00     0.1879E-02     0.6162E+00     0.5479E-02     0.0000E+00     0.2840E+00     0.5350E-01     0.1470E-02     0.3490E-02     0.3758E-01     0.0000E+00     0.1080E+04     0.0000E+00     0.1056E+04     0.1398E-03
   366    12    31  2016       7       7  cha07                0.3693E-02     0.0000E+00     0.3619E-02     0.1663E-01     0.2077E-01     0.6168E+00     0.1038E-01     0.0000E+00     0.1919E-02     0.6015E+00     0.4992E-02     0.0000E+00     0.3436E+00     0.5772E-01     0.1340E-02     0.2267E-02     0.2955E-01     0.0000E+00     0.1059E+04     0.0000E+00     0.1038E+04     0.1743E-03
   366    12    31  2016       8       8  cha08                0.5497E-02     0.0000E+00     0.5392E-02     0.2363E-01     0.2072E-01     0.7337E-01     0.1036E-01     0.0000E+00     0.8667E-02     0.5929E-01     0.3715E-02     0.0000E+00     0.4344E+00     0.6317E-01     0.9500E-03     0.1182E-03     0.1837E-01     0.0000E+00     0.1066E+04     0.0000E+00     0.1046E+04     0.3629E-04
   366    12    31  2016       9       9  cha09                0.1027E-01     0.0000E+00     0.1023E-01     0.3919E-01     0.1959E-01     0.5631E+00     0.9794E-02     0.0000E+00     0.2520E-02     0.5430E+00     0.1031E-01     0.0000E+00     0.6398E+00     0.8322E-01     0.1330E-02     0.1265E-02     0.3086E-01     0.0000E+00     0.1046E+04     0.0000E+00     0.1041E+04     0.1369E-03
