 april24                   SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
    31     1    31  2016      52      52  hru52          0.000       0.000      -0.028      -0.887            0.000            0.000            0.000            0.000            1.093           -0.179            0.187            0.344            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      53      53  hru53          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      54      54  hru54          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      55      55  hru55          0.000       0.000      -0.029      -0.887            0.000            0.000            0.000            0.000            1.088           -0.179            0.187            0.344            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      56      56  hru56          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      57      57  hru57          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      58      58  hru58          0.000       0.000      -0.046      -0.879            0.000            0.000            0.000            0.000            0.984           -0.168            0.169            0.324            0.086            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      59      59  hru59          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      60      60  hru60          0.000       0.000      -0.047      -0.878            0.000            0.000            0.000            0.000            0.974           -0.168            0.167            0.324            0.086            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      61      61  hru61          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      62      62  hru62          0.000       0.000      -0.050      -0.873            0.000            0.000            0.000            0.000            0.963           -0.166            0.165            0.314            0.082            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      63      63  hru63          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      64      64  hru64          0.000       0.000      -0.030      -0.887            0.000            0.000            0.000            0.000            1.072           -0.177            0.184            0.344            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      65      65  hru65          0.000       0.000      -0.041      -0.880            0.000            0.000            0.000            0.000            1.012           -0.170            0.173            0.327            0.088            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      66      66  hru66          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.414            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      67      67  hru67          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      68      68  hru68          0.000       0.000      -0.039      -0.881            0.000            0.000            0.000            0.000            1.029           -0.171            0.176            0.329            0.088            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      69      69  hru69          0.000       0.000      -0.035      -0.883            0.000            0.000            0.000            0.000            1.052           -0.174            0.180            0.335            0.090            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      70      70  hru70          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      71      71  hru71          0.000       0.000      -0.031      -0.887            0.000            0.000            0.000            0.000            1.072           -0.177            0.184            0.344            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      72      72  hru72          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      73      73  hru73          0.000       0.000      -0.031      -0.888            0.000            0.000            0.000            0.000            1.069           -0.177            0.183            0.344            0.094            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      74      74  hru74          0.000       0.000       2.782      -0.239            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      75      75  hru75          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      76      76  hru76          0.000       0.000      -0.070      -0.871            0.000            0.000            0.000            0.000            0.810           -0.158            0.139            0.309            0.080            0.000            0.000            0.000            0.000            0.000            0.000
    31     1    31  2016      77      77  hru77          0.000       0.000       2.782      -0.238            0.000            0.000            0.000            5.415            1.752            0.266            0.300           17.032            3.210            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       1       1  hru01          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016       2       2  hru02          0.000       0.000      -0.113      -0.851            0.000            0.000            0.000            0.000            0.720           -0.162            0.123            0.078            0.020            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       3       3  hru03          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016       4       4  hru04          0.000       0.000      -0.107      -0.854            0.000            0.000            0.000            0.000            0.769           -0.167            0.132            0.080            0.021            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       5       5  hru05          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016       6       6  hru06          0.000       0.000      -0.102      -0.857            0.000            0.000            0.000            0.000            0.811           -0.171            0.139            0.081            0.022            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       7       7  hru07          0.000       0.000      -0.113      -0.851            0.000            0.000            0.000            0.000            0.720           -0.162            0.123            0.077            0.020            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016       8       8  hru08          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016       9       9  hru09          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.308            0.395            0.000            0.000
    60     2    29  2016      10      10  hru10          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.308            0.395            0.000            0.000
    60     2    29  2016      11      11  hru11          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      12      12  hru12          0.000       0.000      -0.114      -0.853            0.000            0.000            0.000            0.000            0.720           -0.162            0.123            0.078            0.021            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      13      13  hru13          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      14      14  hru14          0.000       0.000      -0.110      -0.855            0.000            0.000            0.000            0.000            0.746           -0.165            0.128            0.080            0.021            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      15      15  hru15          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      16      16  hru16          0.000       0.000      -0.106      -0.855            0.000            0.000            0.000            0.000            0.780           -0.168            0.134            0.080            0.021            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      17      17  hru17          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      18      18  hru18          0.000       0.000      -0.100      -0.859            0.000            0.000            0.000            0.000            0.823           -0.174            0.141            0.083            0.023            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      19      19  hru19          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      20      20  hru20          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      21      21  hru21          0.000       0.000      -0.119      -0.849            0.000            0.000            0.000            0.000            0.678           -0.155            0.116            0.076            0.020            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      22      22  hru22          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.308            0.395            0.000            0.000
    60     2    29  2016      23      23  hru23          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      24      24  hru24          0.000       0.000      -0.088      -0.861            0.000            0.000            0.000            0.000            0.915           -0.192            0.157            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      25      25  hru25          0.000       0.000      -0.096      -0.861            0.000            0.000            0.000            0.000            0.849           -0.179            0.146            0.085            0.023            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      26      26  hru26          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      27      27  hru27          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      28      28  hru28          0.000       0.000      -0.106      -0.854            0.000            0.000            0.000            0.000            0.775           -0.168            0.133            0.080            0.021            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      29      29  hru29          0.000       0.000      -0.081      -0.861            0.000            0.000            0.000            0.000            0.964           -0.201            0.165            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      30      30  hru30          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      31      31  hru31          0.000       0.000      -0.095      -0.862            0.000            0.000            0.000            0.000            0.861           -0.181            0.148            0.086            0.024            0.000            0.000            0.000            0.000            0.000            0.000
    60     2    29  2016      32      32  hru32          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      33      33  hru33          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      34      34  hru34          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      35      35  hru35          0.000       0.000       1.578      -0.120            0.000            0.000            0.000            4.607            1.336            0.273            0.229           11.780            2.220            0.000            0.000            2.307            0.395            0.000            0.000
    60     2    29  2016      36      36  hru36          0.000       0.000      -0.114      -0.851            0.000            0.000            0.000            0.000            0.720           -0.160            0.123            0.077            0.020            0.000            0.000            0.000            0.000            0.000            0.000
