output,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
cha049_20170521,-0.00693029,-0.0244186,0.00341446,0.000531,-0.00153086,0.000501893,-0.020712,-0.00299729,-0.0107212,-0.0435947,0.53894,-0.00317938,7.41877e-05
cha049_20170625,-0.00475283,-0.0226127,0.00223492,-0.00169258,0.00307427,-0.000709535,-0.00425916,-0.00163563,-0.00152425,-0.0814907,0.0476394,0.000875603,-0.00167928
cha049_20170522,-0.00738687,-0.0529925,0.00195795,-0.000129448,-0.00212852,-0.00234629,0.0602933,-0.0023957,-0.00268404,-0.0409243,0.526615,-0.00274178,0.000352327
cha049_20170624,-0.00182433,-0.0168869,0.00179564,-0.00188624,0.00302162,-0.000500005,0.00105598,-0.00152951,-0.000381256,-0.0593047,0.216811,0.000825229,-0.00126001
obd_irr_paddy_20160930,0,0.000370781,-5.41583e-05,0,0,-0.00361297,-0.000191586,-0.00076149,-0.00101806,-0.0643247,1.90621,0,0
cha049_20170523,-0.00710105,-0.0335278,0.00218248,0.000696134,-0.000553467,-0.000888951,-0.000281929,-0.00336419,-0.00425032,-0.0346052,0.61508,-0.00209052,0.000144883
cha049_20170623,-0.00556612,-0.0174496,0.000973677,-0.00205787,0.00203318,-0.00208196,-0.00259763,-0.0023694,-0.00231437,-0.0545782,0.289107,0.000954962,-0.000880187
cha049_20170524,-0.00996117,-0.0272998,0.00225855,0.000116502,-0.000144511,-0.000945636,-0.00913452,-0.00261006,-0.00447846,-0.0339067,0.640637,-0.0028809,-0.000127
cha049_20170622,-0.00291824,-0.014703,0.00199601,-0.00141014,0.00417465,-0.0014138,-0.00396945,-0.00336882,-0.00249047,-0.0484038,0.301966,0.000292496,-0.00230956
cha049_20170525,-0.00692675,-0.0240658,0.00108927,8.95793e-06,-0.000319411,-0.000288705,-0.00742451,-0.0013988,-0.00353036,-0.031042,0.678948,-0.00310837,0.000704092
cha049_20170621,0.000466194,-0.0101679,0.00201858,-0.00314611,0.00453954,-0.000593733,0.000562782,-0.00413565,-0.00202377,-0.0448313,0.316796,0.000837633,-0.00226356
cha049_20170526,-0.00894468,-0.0221127,0.00155657,2.43668e-05,-0.000204068,-0.000488633,-0.00632184,-0.00084209,-0.00275827,-0.0317736,0.675837,-0.00413194,0.000638987
cha049_20170620,-0.000828746,-0.0094882,0.00206298,-0.00347543,0.00474017,-0.0013208,-0.000218033,-0.00958407,-0.00236994,-0.0531638,0.278522,0.00350947,-0.00273064
cha049_20170527,-0.00897815,-0.0264427,0.0014961,8.53117e-06,-0.000142786,0.000832768,-0.00677288,0.000537419,-0.00367553,-0.0419959,0.609785,-0.00364942,0.00028198
cha049_20170528,-0.00896715,-0.0243296,0.000645234,0.000111395,-0.0019922,-0.000887978,-0.00419657,0.000317918,-0.00349135,-0.043285,0.631127,-0.00355656,-0.000580243
cha049_20170529,-0.00679429,-0.022911,0.000970925,-0.000225486,-0.00075045,-0.00194323,-0.00326008,0.000778093,-0.00312143,-0.0425163,0.62932,-0.00263473,-0.000996334
cha049_20170628,-0.00320125,-0.013917,-0.000796964,0.00167874,-0.00129684,-0.000760189,0.0013671,0.00077936,-0.00100584,-0.0281781,0.52158,-0.00170853,0.00103032
cha049_20170530,-0.00840568,-0.0307597,0.00125455,0.00132401,-0.0026564,-0.0018009,-0.000981047,0.000530583,-0.00546952,-0.075602,0.467019,-0.00327455,-0.000993453
cha049_20170629,-0.000206109,-0.0121786,-0.000660761,0.0016201,-0.00121786,-0.00153471,0.00271231,-0.000871151,-0.00423035,-0.0290387,0.51534,0.000235597,-0.00125252
cha049_20170531,-0.0064435,-0.0816408,0.00274149,0.00046033,0.00248339,-0.00212563,0.348047,0.0125697,0.00549609,-0.0376286,0.271962,0.00210752,-0.000832304
cha049_20170601,-0.00346955,-0.0418314,0.00234693,1.88054e-05,-0.000138742,-0.00225379,0.0445014,0.00346734,0.00544396,-0.05156,0.547265,0.000280815,-0.00249505
cha049_20170602,-0.00324544,-0.0284753,0.00347464,-0.000170068,-0.00115215,-0.0010703,0.0157505,-0.00204637,0.00415629,-0.0500607,0.606923,-0.00044692,-0.000946859
cha049_20170603,-0.0040162,-0.0289159,0.00112192,0.00223657,-0.00446808,-0.00229823,0.0073903,-0.00103885,0.00486429,-0.0659632,0.541319,-0.000941821,-0.00306278
cha049_20170604,-0.00108524,0.008126,0.00264459,-0.00482182,-0.0134263,-0.00455522,0.279687,-0.00101299,0.00428168,-0.0348486,0.3884,-0.00182911,-0.0014642
cha049_20170605,-0.000904798,0.00163356,0.000377767,-0.00226562,-0.00927779,-0.00408841,0.448545,3.81833e-05,0.00307164,-0.0232296,0.238446,-0.00105426,-0.00129004
cha049_20170606,-0.000892184,-0.00622701,0.00125355,-0.000219667,-0.002922,-0.000631904,0.445236,0.0020124,0.00278235,-0.0100065,0.342684,-0.000435122,-0.000568564
cha049_20170607,-0.00260073,-0.029471,0.000154669,-0.000908442,-0.0064178,-0.00122443,0.414393,0.00559551,0.00765525,-0.0138836,0.423484,-0.00100669,-0.000224692
cha049_20170608,-0.00366749,-0.0404049,-0.000281746,-0.00184337,-0.00606425,-0.00168076,0.400813,0.0036709,0.00173419,-0.0171955,0.434754,-0.00254345,-0.000463262
cha049_20170609,-0.00446762,-0.0587231,0.000588638,-0.00320008,-0.00567072,-0.00371118,0.369234,0.00415486,0.00253066,-0.0310514,0.432113,-0.00280761,-0.000798296
cha049_20170610,-0.0110575,-0.0416678,-0.00367724,-0.0152708,-0.00950408,-0.00697537,0.286485,-0.00601566,-0.00146843,-0.087588,0.347436,0.00105182,-0.00794434
cha049_20170611,-0.00765398,-0.0227692,-0.00120692,-0.00752083,0.000996546,0.000273561,0.135624,-0.00740982,0.00130893,-0.0499122,0.531679,-0.00258436,-0.00511164
cha049_20170708,-0.0314872,0.0211166,0.00137549,0.00727705,-0.000456376,0.0238854,0.00424729,0.0362652,0.034783,-0.0611299,0.432425,0.0173963,0.0651009
cha049_20170612,-0.00421578,-0.0194645,-0.00239806,-0.00320191,0.00214802,-0.000671622,0.0846668,-0.00964433,0.00242087,-0.0402664,0.602424,-0.0035645,-0.00326726
cha049_20170709,-0.0120396,0.0280312,0.00020868,0.00598044,-0.00131328,0.0217567,0.00998424,0.026026,0.0319989,-0.0468236,0.509896,0.0124112,0.0571374
cha049_20170613,-0.00311027,-0.0135091,-2.13741e-05,-0.00662732,0.00556586,0.00143425,0.0455153,-0.0199733,-0.0062311,-0.0452298,0.582501,0.00129086,-0.00433926
cha049_20170614,-0.0035833,-0.00900288,-0.00139628,-0.00659128,0.0056774,-0.000490945,0.0262361,-0.0193106,-0.00545427,-0.0445876,0.599306,0.00301695,-0.00458904
cha049_20170615,0.0017197,-0.00444958,-0.000721159,-0.00578086,0.00640996,-2.34401e-05,0.0189293,-0.0184144,-0.00540933,-0.04091,0.596186,0.00377432,-0.00443795
cha049_20170616,0.00194881,-0.000814058,0.000182263,-0.00605908,0.00617358,-0.000443531,0.0118361,-0.0196513,-0.00737656,-0.0455293,0.547945,0.00303228,-0.00435891
cha049_20170617,0.00152631,0.0012046,0.00084346,-0.00487706,0.00443303,0.000756739,0.0100739,-0.014519,-0.00614409,-0.0337622,0.586964,0.00370686,-0.00265346
cha049_20170702,-0.00342133,0.000114326,0.00160831,0.00849025,0.000834126,0.00138396,0.00984176,0.00502479,0.000132143,-0.0193878,0.392508,0.0061191,-0.00234132
cha049_20170618,0.00327588,-0.00410636,0.000450895,-0.0037538,0.00397332,0.000667209,0.00519229,-0.0112224,-0.00403479,-0.0306595,0.611677,0.0015546,-0.00218384
cha049_20170703,-0.00216384,-0.00241358,0.00424873,0.0137295,0.00202781,0.00656823,0.0127653,0.0282003,0.0191116,-0.0487418,0.552475,0.0144009,0.00216249
cha049_20170619,0.00175271,-0.00756716,0.00127935,-0.00486672,0.00584215,0.000510645,0.00212053,-0.012156,-0.00556887,-0.0510769,0.319511,0.0034776,-0.00287129
obd_irr_paddy_20160731,0,-0.00216458,-0.00157761,0,0,0.000614845,-0.00211502,0.000303896,-1.80155e-05,-0.0493215,2.099,0,0
cha049_20170630,-0.0047454,-0.0142298,-0.00109094,0.00205398,-0.00267107,-0.00711023,0.00149329,0.000295438,-0.0088176,-0.0457487,0.361238,0.00174924,-0.00408373
cha049_20170701,-0.00354397,-0.0134306,-0.000301614,0.00173557,-0.00312377,-0.00750356,0.000914159,0.00187719,-0.0113066,-0.0351711,0.18689,0.00294606,-0.00490141
cha049_20170704,-0.000860078,0.0128691,0.00424996,0.00423768,0.00338064,0.00563275,0.0154998,0.0302764,0.017372,-0.0375689,0.663313,0.0158963,0.0034528
cha049_20170705,-0.000621786,0.0196499,0.00359791,0.00217829,0.000464697,0.00445074,0.0115356,0.021749,0.00883743,-0.0183388,0.717759,0.00863801,0.00320151
cha049_20170706,-0.000192903,0.0288706,0.00149598,-0.000498203,-0.00553805,0.0025341,0.0161009,0.0188839,0.00767537,0.00169558,0.720627,0.00684308,0.00736371
obd_irr_paddy_20230930,0,-0.00313339,0.00426709,0,0.000831288,-0.00394629,0.000375473,-0.000346915,0.000870125,-0.0548741,1.57978,0,0.000824973
cha049_20170707,-0.0308892,0.00496662,0.0119401,-0.00864333,-0.0245096,0.0275749,-0.0134214,0.0694085,0.0432037,-0.124695,0.22037,0.0395969,0.0837531
cha049_20170710,-0.0255549,0.00512952,0.00588124,0.00659477,-0.00084377,0.0328166,-0.0178983,0.0433518,0.0400892,-0.0681362,0.302122,0.0212838,0.0748449
obd_irr_paddy_20170930,0,-0.0159667,0.0106505,0,0,-0.0065779,-0.000122937,-0.000198246,0.000231168,-0.0360076,1.61614,0,0
cha049_20170711,-0.023894,-0.00592924,0.00606374,0.00980233,0.00525689,0.0411409,-0.0262938,0.0556594,0.0484834,-0.0787523,0.216568,0.0239149,0.0737874
cha049_20170712,-0.0213952,-0.00848676,0.00441173,0.0094431,0.00529587,0.03821,-0.0243353,0.0587813,0.050442,-0.0986692,0.164212,0.0274109,0.0711773
cha049_20170713,-0.0198118,-0.015317,0.00324139,0.00667082,0.00304604,0.0391992,-0.0387823,0.0684705,0.0591024,-0.12665,0.0255809,0.0230155,0.073643
cha049_20170714,-0.0176231,-0.0234275,-0.00358898,0.00561755,0.00551534,0.0345971,-0.0298549,0.0645648,0.0588095,-0.154201,-0.0462462,0.0247903,0.0679144
cha049_20170715,-0.0156973,-0.0342075,-0.00404667,0.00341707,0.0092343,0.0270109,-0.0281893,0.0617985,0.049506,-0.147961,-0.0390896,0.0185993,0.0624087
cha049_20170716,-0.0112449,-0.0298026,-0.00323287,0.00353508,0.00440254,0.0244221,-0.0291137,0.0635947,0.054217,-0.185044,-0.426492,0.0196098,0.0580783
cha049_20170717,-0.00788191,-0.0347924,0.0072568,-0.00034636,0.00602648,0.0320853,-0.0310559,0.0789226,0.0613658,-0.235461,-0.742573,0.0218388,0.0670792
obd_irr_paddy_20190630,0,-0.0185468,9.60065e-05,0,0,0.00138597,0.0679924,0.000251703,-2.38447e-05,-0.0318295,1.47505,0,0
obd_irr_paddy_20160831,0,-0.00119411,0.00291225,0,0,-0.00205339,-0.000314828,0.000368003,-2.62104e-05,-0.0466492,2.03665,0,0
cha049_20170718,0.00735114,-0.0286585,0.00965747,0.00168964,0.00493966,0.0317936,-0.0195157,0.0701736,0.0610772,-0.245657,-0.842971,0.0292033,0.0603264
cha049_20170719,0.0008172,-0.0289763,0.0109512,0.00195714,0.00607212,0.0343545,-0.0263253,0.0579762,0.0475007,-0.284751,-0.983904,0.0327132,0.0577631
cha049_20170720,0.00207977,-0.0301371,0.0113846,-0.00153789,0.00747391,0.0254954,-0.0337144,0.0516983,0.0521028,-0.327584,-1.14286,0.046445,0.0519327
cha049_20170721,0.0148082,-0.0273864,0.0234893,0.00121856,0.00220472,0.0333627,-0.0283132,0.0579782,0.0494036,-0.323293,-1.2458,0.0517976,0.0503206
cha049_20170722,0.000604024,-0.041785,0.00942117,-0.00124063,0.00322178,0.0260048,-0.032104,0.0399343,0.0392956,-0.306325,-1.13833,0.0407355,0.0401192
cha049_20170723,0.00824083,-0.0609682,0.0207299,0.000771348,0.00162273,0.0226711,-0.0635652,0.0411019,0.0254987,-0.342653,-1.26323,0.0375857,0.0421543
cha049_20170724,-0.000647848,-0.0590842,0.0150258,-0.000546463,0.00149626,0.0168417,-0.0496307,0.0290045,0.0227458,-0.297926,-1.11835,0.0368656,0.0295475
cha049_20170725,-0.0135474,-0.0743572,0.00222124,-0.00111868,0.00115719,0.00390045,-0.0552074,0.020987,0.0203593,-0.270011,-0.98708,0.0326206,0.0206093
cha049_20170726,-0.0279291,-0.0944509,-0.00259432,0.000550469,-0.00228266,0.00454311,-0.0565921,0.0275434,0.0147986,-0.288512,-1.0248,0.0355282,0.0186334
cha049_20170727,-0.0139753,-0.057407,0.00714753,-0.00233299,0.000703627,0.00737823,-0.0279971,0.013847,0.0149705,-0.232962,-0.876411,0.0338168,0.0148114
cha049_20170728,-0.039772,-0.0765032,0.00751691,-0.0040839,-0.00381731,-0.000928457,-0.052112,0.0190058,0.00920137,-0.315602,-1.01994,0.0188423,0.0134856
cha049_20170729,-0.0258258,-0.102438,-0.00355011,-0.000681789,-0.00226963,-0.000215852,-0.0410653,0.0131471,0.00764218,-0.323831,-1.07396,0.0216178,0.0106872
cha049_20170730,-0.0317207,-0.0792184,0.0112818,0.000934662,-0.00038267,0.00697157,-0.0445646,0.0187953,0.00695821,-0.340217,-1.11779,0.0217166,0.0105107
cha049_20170731,-0.0512017,-0.112184,-0.0018907,0.00081125,-0.00365723,-0.000932938,-0.0496459,0.0205549,-0.000500632,-0.377194,-1.15989,0.0133414,0.0104867
cha049_20170801,-0.0481026,-0.16461,-0.0156567,0.00252911,0.000152692,-0.00755182,-0.0758796,0.0190983,0.00458195,-0.498708,-1.56275,0.0112598,0.0141721
cha049_20170802,-0.11965,-0.230773,-0.0114863,0.00687245,-0.00888912,-0.0200177,-0.0967101,0.0170093,-0.0109459,-0.757651,-2.00787,-0.00306022,0.0112532
obd_irr_paddy_20190930,0,-0.00394583,0.0266118,0,0,-0.00182032,0.000315827,8.5789e-06,-4.12699e-05,-0.0526761,1.63289,0,0
cha049_20170803,-0.134612,-0.169103,0.00497303,0.00707718,-0.00273665,-0.00876638,-0.0992041,0.0242319,-0.000551647,-1.26416,-1.67196,-0.00274619,0.0204994
cha049_20170804,-0.0725657,-0.158629,-0.00842986,-0.00288285,-0.0101678,-0.0055967,-0.0457415,0.0195553,-0.0130049,-0.693625,-1.36037,0.0317434,0.00568988
cha049_20170805,-0.0784591,-0.145797,-0.00392343,0.00215698,-0.000591745,0.00988133,-0.0312289,0.0135986,-0.00579251,-0.568732,-1.37085,0.0414266,0.00343316
cha049_20170806,-0.0635532,-0.164278,0.00617872,0.00216972,-0.00614183,-0.0118621,-0.0208493,0.015913,0.00591609,-0.600576,-1.51931,0.0561949,0.00735124
cha049_20170807,-0.0837056,-0.160194,-0.0169771,0.00239711,-0.00565086,-0.0132904,-0.0164342,0.0122731,-0.00926175,-0.561653,-1.48814,0.0578531,0.00536409
cha049_20170808,-0.0331348,-0.126307,-0.0166606,-0.000643852,-0.00102119,0.00332614,-0.0138578,-0.00113363,-0.00879345,-0.400812,-1.14261,0.0515616,0.00344287
cha049_20170809,-0.003287,-0.103825,-0.00155303,-0.00136724,-0.00441721,0.00723781,0.00831665,0.0159174,0.00200168,-0.394112,-1.22651,0.0528895,0.00395004
cha049_20170810,0.0246545,-0.103681,-0.00627798,-0.00184961,-0.00110489,0.0104329,0.0193135,0.0128847,0.00733353,-0.391568,-1.23997,0.0660349,0.00265073
cha049_20170811,0.0360815,-0.107331,-0.00748,-0.00034597,-0.00316763,0.000772111,0.0368455,0.0169266,-0.000314356,-0.361589,-1.26128,0.0757731,0.00443036
cha049_20170812,0.0275418,-0.122376,0.0081797,-0.00227741,-0.00424395,0.00920995,0.0420266,0.020765,0.0127735,-0.347338,-1.27859,0.0739983,0.000424367
cha049_20170813,0.0587913,-0.102657,0.00803827,0.00110173,-0.00284641,0.00608057,0.066899,0.0124294,0.00727539,-0.3422,-1.28606,0.0532708,0.00207779
cha049_20170814,0.0355609,-0.128837,0.00496404,-0.00257806,-3.70309e-05,0.00538707,0.0775864,0.00370225,0.00504808,-0.376606,-1.45094,0.0578506,-0.000183079
cha049_20170815,0.0252703,-0.118806,-0.012329,0.00159972,-0.00155422,0.0126832,0.0853673,0.0121313,0.00734314,-0.429802,-1.57469,0.0704288,0.010973
cha049_20170816,0.0017507,-0.160042,-0.0215648,0.000872427,0.00351206,0.0107547,0.11482,0.00554051,0.00572216,-0.48714,-1.67849,0.066033,0.00319825
cha049_20170817,0.0230493,-0.178444,-0.021904,-0.00117107,-0.00409076,0.0122384,0.107898,0.00815237,-0.000493856,-0.456505,-1.6813,0.059549,0.00180444
cha049_20170818,0.0132014,-0.142146,-0.0366511,0.00106576,-0.00315986,-0.0141405,0.0713634,-0.00846406,-0.00143579,-0.413507,-1.52487,0.0592595,-0.00114634
cha049_20170819,0.0475287,-0.15918,-0.0279519,-0.00499874,-0.00943028,-0.0108341,0.0874625,-0.00109666,-0.0119893,-0.486195,-1.67053,0.0588423,0.00367399
cha049_20170820,0.0498521,-0.124573,-0.0117244,0.000491957,0.000282607,-0.00527779,0.128304,0.00708452,0.00895675,-0.473581,-1.74295,0.0651183,-0.002099
cha049_20170821,0.0589768,-0.104345,0.00262353,-0.000341447,-0.00130422,0.00583282,0.104586,0.000625598,-0.00452396,-0.373969,-1.43987,0.0623032,0.00350832
cha049_20170822,0.0491343,-0.0826543,-0.00877132,0.00170985,-0.00370752,0.000854947,0.087605,-0.00444356,0.00242416,-0.326489,-1.36395,0.0651762,0.00172574
cha049_20170823,0.103299,-0.0337278,0.0200564,-0.00017296,-0.00229513,0.0121046,0.104695,0.00100962,0.00568344,-0.306346,-1.40149,0.0749182,0.00226331
cha049_20170824,0.0778651,-0.0380762,0.0235093,-0.000228721,-0.00347623,0.0145011,0.122697,-0.0053874,-0.00437176,-0.301806,-1.46047,0.0932986,0.0024983
cha049_20170825,0.101059,-0.0249752,0.00681906,0.00112214,-0.000963665,0.0122821,0.129419,0.0138669,0.00984357,-0.328647,-1.6739,0.109123,0.00376839
cha049_20170826,0.0758711,-0.0478983,0.0180347,0.000655492,-0.00139661,0.0118073,0.135967,0.0043686,0.000256384,-0.35012,-1.72849,0.104381,0.00619591
cha049_20170827,0.145652,-0.00858552,0.0148168,0.00219652,-0.00633087,0.0344658,0.200474,0.037166,0.0029896,-0.617539,-2.45187,0.178422,0.00384654
cha049_20170828,0.118067,-0.0531074,-0.00279052,-0.00102336,-1.91908e-05,0.027939,0.193908,0.00980866,-0.0158866,-0.743004,-2.77401,0.188774,0.000331698
cha049_20170829,0.101774,-0.0236572,-0.0171525,0.149643,-0.109143,-0.0599176,0.432506,0.0645549,-0.000175835,-1.06927,-3.68682,0.310333,0.0102492
cha049_20170830,0.01373,-0.107426,-0.107998,0.516134,-0.555111,-0.571034,1.16152,0.113087,-0.00860651,-3.86579,-5.72362,0.875414,0.00368083
cha049_20170831,-0.00329567,0.19041,-0.566556,0.0387073,-0.0426333,-0.00711954,0.0915556,0.0412186,0.048208,-1.02084,-0.429404,0.0755871,-0.00463254
cha049_20170901,-0.0408043,-0.250962,0.863447,0.05351,-0.0418898,0.00570091,0.131179,0.0540301,0.0278849,-0.951245,-1.35295,0.0973863,0.00154759
cha049_20170902,-0.162103,-0.216873,0.0218337,0.115907,-0.0854651,-0.0259884,0.272969,0.0167033,0.00459195,-1.91418,-3.46707,0.246176,-0.0021816
cha049_20170903,-0.0581293,0.30244,0.424203,0.0514762,-0.0267203,-0.00581056,0.108981,0.0193857,0.0110699,-0.880448,-1.76139,0.114219,-0.00141802
cha049_20170904,-0.1035,0.0610479,-0.0399405,0.0569847,-0.0346983,-0.0150461,0.187392,0.0234356,0.0193108,-1.06813,-2.57423,0.161857,0.0124247
cha049_20170905,-0.137898,-0.0872247,-0.217366,0.0303741,-0.0344042,-0.117346,0.106266,0.0514328,0.00528393,-0.60065,-1.79324,0.106699,-0.0019762
cha049_20170906,-0.127564,0.078681,-0.214314,0.0719585,-0.0423618,-0.0818002,0.182327,0.267014,-0.00529206,-0.893127,-2.23573,0.126704,0.000904636
cha049_20170907,-0.305991,-0.0355359,-0.326005,0.128301,-0.0558539,-0.0320363,0.223931,0.503462,-0.163304,-2.93088,2.22717,0.22825,0.00127722
cha049_20170908,-0.386562,0.815535,-0.45371,0.258004,-0.114098,-0.0672879,0.234978,0.904796,-0.246644,-3.22785,2.30419,0.387426,0.0272826
cha049_20170909,-0.184143,0.0156457,-0.16154,0.05031,0.00880515,-0.0494095,-0.00822711,0.274165,-0.128362,-1.69422,3.19693,0.0943333,0.000634828
cha049_20170910,-0.16701,-0.043136,-0.0647344,0.0706997,-0.032533,-0.0468271,-0.0290854,0.13419,-0.066028,-1.07924,-0.569341,0.0419379,-0.00159451
cha049_20170911,-0.0334284,-0.0248247,-0.0128182,0.0180275,-0.00675359,-0.0103132,-0.01403,0.0427747,-0.0227258,-0.231013,-0.510668,0.00582481,-0.00223474
cha049_20170912,-0.0294549,-0.0243931,0.010562,0.00940005,-0.00546844,-0.00561199,-0.0179394,0.0303063,-0.00991008,-0.144345,-0.107453,-0.00331399,-0.00116704
obd_irr_paddy_20170831,0,0.000997553,-0.00641655,0,0,-0.00214321,-0.00026841,0.00055671,0.000238855,-0.0530047,1.97905,0,0
cha049_20170913,-0.023275,-0.0082293,0.00495145,0.00380321,0.00357337,-0.00652657,-0.0155087,0.037813,0.0121248,-0.102964,0.227187,-0.0104051,0.00209927
cha049_20170914,-0.0182336,-0.00301041,0.00404676,0.00453981,0.00281021,-0.00982372,-0.00648042,0.0428835,0.0373626,-0.0999882,0.458498,-0.00624786,0.00234921
obd_irr_paddy_20160531,0,-0.00159873,0.00016404,0,0,0.000527701,0.0969284,0.000296225,-8.54587e-05,-0.04124,1.52135,0,0
obd_irr_paddy_20160630,0,-0.0114853,-0.00023079,0,0,0.000158543,0.110299,0.000112889,-1.46011e-05,-0.040088,1.42926,0,0
obd_irr_paddy_20170531,0,-0.00125593,0.000196233,0,0,-0.000202831,0.300571,0.000217801,5.36388e-05,-0.0139154,1.10206,0,0
obd_irr_paddy_20170630,0,0.00144412,0.000108403,0,0,0.00257096,-0.0255016,8.67867e-05,-6.11991e-05,-0.0286936,1.60076,0,0
obd_irr_paddy_20170731,0,-0.00217744,-0.000764612,0,0,0.00118878,-0.000928888,0.000276006,-3.255e-05,-0.0511136,2.12762,0,0
obd_irr_paddy_20180531,0,0.0317706,0.00090997,0,0,-0.000613194,0.139643,0.000488163,3.87814e-05,-0.0300306,1.38766,0,0
obd_irr_paddy_20180630,0,-0.0202247,0.00021861,0,0,-0.0005105,0.0603979,8.07153e-05,-0.000121731,-0.0458861,1.50001,0,0
obd_irr_paddy_20180731,0,-0.00171659,-0.000916844,0,0,0.00177191,-0.000944961,0.000310155,-1.70059e-05,-0.0544074,2.18304,0,0
obd_irr_paddy_20180831,0,0.00105075,-0.00379474,0,0,-0.00153112,-0.00100272,0.000285165,-7.23617e-06,-0.050263,2.08541,0,0
obd_irr_paddy_20180930,0,-0.0018109,0.0360493,0,0,-0.004767,0.000952898,0.000510659,-3.14165e-05,-0.0260032,1.63029,0,0
obd_irr_paddy_20190531,0,0.019781,0.000654925,0,0,0.000380829,0.281585,0.000299472,4.66039e-05,-0.0231939,1.13316,0,0
obd_irr_paddy_20190731,0,-0.00123965,0.000346351,0,0,0.000526841,-0.00301012,0.000320604,-1.7838e-05,-0.0464722,2.06829,0,0
obd_irr_paddy_20190831,0,-0.00291161,-0.00152093,0,0,-0.00337278,0.000179595,0.000291778,-5.11103e-05,-0.0477581,2.04663,0,0
obd_irr_paddy_20200531,0,0.0053505,0.000206295,0,0,-0.000879209,0.366923,0.000244983,2.41491e-05,-0.0233796,0.985377,0,0
obd_irr_paddy_20200630,0,-0.016445,-1.49628e-05,0,0,0.00129269,0.0391418,0.000197684,-4.70723e-05,-0.0338617,1.49888,0,0
obd_irr_paddy_20200731,0,-0.00103481,0.000616098,0,0,0.000815444,-0.00125933,0.000291825,-2.017e-05,-0.0492767,2.07468,0,0
obd_irr_paddy_20200831,0,-0.00304585,-0.00120754,0,0,-0.00213794,0.000264403,0.000274309,-1.73751e-05,-0.0463433,2.05444,0,0
obd_irr_paddy_20200930,0,0.00135918,0.000561548,0,0,-0.00177464,-0.000188913,0.00205762,0.000201643,-0.0735343,1.81744,0,0
obd_irr_paddy_20210531,0,0.0112466,0.000490717,0,0,-0.00152367,0.311851,0.00025875,4.81116e-05,-0.0196711,1.05167,0,0
obd_irr_paddy_20210630,0,-0.0200198,-0.000254118,0,0,0.00195695,0.0534284,0.000318528,-6.52662e-06,-0.0374994,1.46643,0,0
obd_irr_paddy_20210731,0,-0.000854414,0.00174287,0,0,0.000525377,-0.000795904,0.000253434,-1.54044e-05,-0.0465704,2.053,0,0
