output,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
cha049_20170708,0.00813477,0.0496646,0.00168275,0.00891638,0.0112908,0.00448857,0.011222,0.0387384,0.0374569,0.052651,0.935143,0.00711941,0.014801
cha049_20170612,0.00536652,0.0234611,0.000298313,0.00148706,0.00316093,0.00098115,0.078038,0.00663215,0.00496939,0.020064,0.93417,0.00212848,0.000746837
cha049_20170709,0.012245,0.0410499,0.0013246,0.00689677,0.00806609,0.0035981,0.008419,0.030226,0.0290599,0.0456061,0.949983,0.00584479,0.0123251
cha049_20170613,0.00354764,0.0147564,0.000281855,0.00128822,0.00274407,0.000691995,0.0471031,0.00561797,0.00430353,0.0125986,0.975406,0.00133574,0.000804068
cha049_20170614,0.00296096,0.0115219,0.000220473,0.00104001,0.00216699,0.000565306,0.0306314,0.00433514,0.00333484,0.0107251,0.99277,0.00114348,0.000656143
cha049_20170615,0.00286061,0.0098359,0.000179171,0.000825422,0.00170914,0.000476357,0.0218395,0.00338686,0.00260894,0.0103327,1.00215,0.00102303,0.000524955
cha049_20170616,0.00264478,0.00848063,0.000150149,0.00064519,0.00134909,0.000418753,0.0156964,0.0026437,0.00209435,0.00971056,1.00813,0.000937957,0.000433591
cha049_20170617,0.00240128,0.00696378,0.00011225,0.000440121,0.000900215,0.000291918,0.0103339,0.00168816,0.00130087,0.00879917,1.0127,0.000847183,0.000289318
cha049_20170702,0.000481872,0.00162257,2.96044e-05,0.00023524,3.17824e-05,8.25463e-05,0.000563802,0.000920598,0.000774499,0.00222593,1.02491,0.000301264,3.35291e-05
cha049_20170618,0.0022868,0.00623723,7.92817e-05,0.000302148,0.000633327,0.000216538,0.00745435,0.00116306,0.000877122,0.00875924,1.01431,0.000811623,0.000205552
cha049_20170703,0.000803734,0.0121209,5.69153e-05,0.0018931,9.77966e-05,0.000190254,0.00204199,0.00418951,0.00392103,0.0125691,1.00418,0.00210215,0.000189287
cha049_20170619,0.00184476,0.0051029,6.09746e-05,0.000241061,0.000488573,0.000162822,0.00569915,0.000951628,0.000766557,0.00723391,1.01912,0.0006682,0.00016515
obd_irr_paddy_20160731,0,0.000797869,3.7583e-05,0,0,6.77422e-06,5.04697e-05,8.19103e-08,8.64794e-08,0.00116613,1.02189,0,0
cha049_20170630,0.000908988,0.00239933,1.84673e-05,2.96558e-05,3.25243e-05,9.00491e-05,0.000695641,0.000294452,0.000278293,0.00410619,1.02443,0.00031709,9.10184e-05
cha049_20170701,0.00046381,0.00125149,1.14342e-05,2.00378e-05,2.84951e-05,7.39974e-05,0.000397721,0.000295903,0.000289985,0.00166278,1.02633,0.000179718,7.37817e-05
cha049_20170704,0.00132277,0.0204428,0.000133577,0.000598895,0.000277633,0.000352185,0.00320611,0.00553223,0.00532662,0.0215485,0.987595,0.00379211,0.000366627
cha049_20170705,0.00245179,0.0401868,0.00032458,0.000920355,0.000428104,0.000742965,0.0068798,0.00728441,0.00688443,0.0435244,0.942424,0.0078508,0.000633221
cha049_20170706,0.0043088,0.0593205,0.000496828,0.00172576,0.00150733,0.00144038,0.0104917,0.0101524,0.0097009,0.0659394,0.89642,0.0113362,0.00155166
obd_irr_paddy_20230930,0,0.005222,0.00772129,0,1.1664e-05,0.000127779,1.41696e-06,5.245e-06,2.13283e-05,0.0084478,1.00608,0,1.15675e-05
cha049_20170707,0.0100513,0.0843101,0.00263601,0.0100179,0.0118445,0.00616546,0.0157178,0.0581676,0.0575439,0.0841558,0.865012,0.0137562,0.0208196
cha049_20170710,0.0066202,0.0496285,0.00210098,0.0112144,0.0111292,0.00551408,0.00989433,0.0480234,0.0464421,0.0445144,0.949595,0.00695634,0.0180451
obd_irr_paddy_20170930,0,0.00118579,0.0109589,0,0,0.000153219,4.16386e-06,3.27151e-06,3.87145e-06,0.00258598,1.01382,0,0
cha049_20170711,0.00634955,0.0483901,0.00217728,0.0115552,0.0106124,0.00552792,0.00979809,0.0478406,0.0470177,0.043128,0.952737,0.00680598,0.0165937
cha049_20170712,0.00642624,0.0450392,0.00195478,0.0101554,0.009131,0.00481471,0.00926141,0.0417747,0.041171,0.0419839,0.958049,0.00653809,0.0138957
cha049_20170713,0.00648324,0.0404178,0.00165348,0.00842326,0.00757014,0.00394425,0.00821633,0.0348603,0.0344893,0.0402839,0.964413,0.00594068,0.0115098
cha049_20170714,0.00643221,0.0353363,0.00134857,0.00661428,0.00588509,0.00309306,0.00729214,0.0273277,0.0269235,0.0382591,0.970613,0.00532015,0.00892508
cha049_20170715,0.00600989,0.0296526,0.00100611,0.00463539,0.0042992,0.00227951,0.00609687,0.0195891,0.0193751,0.0343769,0.978591,0.00450461,0.00665255
cha049_20170716,0.00417577,0.0190507,0.000571893,0.00262341,0.00245568,0.00130038,0.0039537,0.0111213,0.0110446,0.0234587,0.997512,0.00295404,0.00375284
cha049_20170717,0.00442794,0.0179816,0.000496699,0.00209457,0.0020317,0.00110175,0.00368888,0.00908478,0.00902835,0.0240109,0.997833,0.00286577,0.00307911
obd_irr_paddy_20190630,0,0.0132502,3.67256e-06,0,0,5.21316e-05,0.158952,1.75857e-07,1.21113e-07,0.00282027,0.885185,0,0
obd_irr_paddy_20160831,0,0.000863851,0.00191454,0,0,2.73802e-05,2.2764e-06,1.23055e-07,1.4063e-07,0.00119801,1.02324,0,0
cha049_20170718,0.00429227,0.0157281,0.000373241,0.00153834,0.00143014,0.000810829,0.00322673,0.00660121,0.00653639,0.0222137,1.00011,0.00260922,0.00224849
cha049_20170719,0.00453215,0.0157815,0.000308317,0.00118169,0.00117187,0.000650746,0.003081,0.00520437,0.00514204,0.0232137,0.999357,0.00267797,0.00182139
cha049_20170720,0.00492814,0.0161661,0.000261945,0.000981863,0.00092968,0.000550584,0.00306452,0.00415651,0.00408316,0.0252142,0.996917,0.00273468,0.00140537
cha049_20170721,0.00515463,0.0153847,0.000257012,0.000725244,0.000737854,0.000457515,0.00304002,0.00332683,0.00326738,0.0248338,0.997307,0.00256949,0.00117049
cha049_20170722,0.00473003,0.013769,0.000182128,0.000462735,0.000451301,0.000306274,0.00267628,0.00203094,0.00203554,0.0229108,0.999923,0.00229609,0.000701219
cha049_20170723,0.0051026,0.0139879,0.000171351,0.000379837,0.000402752,0.000268592,0.00277267,0.00173434,0.00168357,0.024062,0.998694,0.00224111,0.000619652
cha049_20170724,0.00456313,0.0119981,0.000127517,0.000230089,0.000230812,0.000177325,0.00240591,0.00102602,0.00100059,0.0209966,1.00175,0.00190715,0.000380319
cha049_20170725,0.00411166,0.00990335,0.00010005,0.000149601,0.00015482,0.000139585,0.00210075,0.000711708,0.000690514,0.0181515,1.00469,0.00156002,0.000244923
cha049_20170726,0.00427269,0.0104338,8.40969e-05,8.55965e-05,0.000111333,0.000114287,0.00216765,0.000495687,0.00048947,0.0189888,1.00367,0.00166266,0.000196183
cha049_20170727,0.0037185,0.00883468,7.28261e-05,9.57254e-05,9.9724e-05,9.76233e-05,0.00189045,0.000405125,0.000398491,0.0162678,1.00687,0.0013917,0.000141254
cha049_20170728,0.00415535,0.010051,6.98289e-05,5.15893e-05,5.9476e-05,9.09791e-05,0.00204474,0.000249471,0.000242674,0.0182601,1.00355,0.0015757,0.000102171
cha049_20170729,0.00438458,0.0101101,8.82512e-05,6.89446e-05,7.18652e-05,0.000102197,0.00219953,0.00030336,0.000295309,0.0187855,1.00308,0.0016809,8.78367e-05
cha049_20170730,0.00449605,0.0110539,8.93805e-05,3.43849e-05,4.23743e-05,0.000102743,0.00229587,0.000179192,0.00015631,0.0200931,1.00159,0.00182586,5.9351e-05
cha049_20170731,0.0047159,0.0109016,7.99862e-05,2.78709e-05,4.00731e-05,8.38494e-05,0.00238905,0.000169446,0.000154313,0.0201212,1.00151,0.00181953,5.79902e-05
cha049_20170801,0.00631873,0.0133893,0.000110331,3.97237e-05,4.12466e-05,0.000140231,0.00302782,0.000182462,0.000167326,0.0259802,0.99467,0.00228433,5.134e-05
cha049_20170802,0.00828855,0.0192203,0.000140561,3.30099e-05,3.64548e-05,0.00019059,0.00399975,0.000122032,0.000113015,0.035595,0.980703,0.00319668,3.97304e-05
obd_irr_paddy_20190930,0,0.00203951,0.0586625,0,0,1.95942e-05,7.70849e-07,3.49713e-06,4.06572e-06,0.00260313,0.975549,0,0
cha049_20170803,0.00783006,0.0591774,0.000133831,2.76965e-05,4.42931e-05,0.000171283,0.00386512,0.000137662,0.000138994,0.149671,0.897337,0.00305574,4.64107e-05
cha049_20170804,0.00544132,0.01962,0.00173668,1.79182e-05,2.47716e-05,0.00013342,0.00263154,8.97262e-05,8.02312e-05,0.0447208,0.986494,0.0022451,2.58688e-05
cha049_20170805,0.00519059,0.0158763,0.000427624,1.24015e-05,1.79392e-05,0.000121409,0.00257815,6.90426e-05,6.13053e-05,0.0353276,0.992818,0.00216551,1.744e-05
cha049_20170806,0.00561165,0.0156885,0.000405538,1.63609e-05,2.12776e-05,0.000143115,0.00296611,9.10558e-05,8.0632e-05,0.0349495,0.990748,0.00229184,2.19016e-05
cha049_20170807,0.00533333,0.0142275,0.000253257,1.12681e-05,1.40792e-05,0.000142233,0.00275608,6.72805e-05,5.76942e-05,0.0312044,0.994371,0.00217733,1.1164e-05
cha049_20170808,0.00416941,0.0100332,0.000138416,5.32487e-06,1.02544e-05,0.000137347,0.00214885,3.14427e-05,3.36851e-05,0.0222798,1.00444,0.00159146,6.73331e-06
cha049_20170809,0.00434693,0.0108507,0.000157048,8.49819e-06,1.06343e-05,0.00014981,0.00230058,4.47985e-05,4.05131e-05,0.0230376,1.00243,0.00184547,7.66749e-06
cha049_20170810,0.00432078,0.0106215,9.63886e-05,6.53989e-06,1.09043e-05,0.000128336,0.00229322,3.91462e-05,2.72972e-05,0.0222317,1.00225,0.00182382,6.35361e-06
cha049_20170811,0.00437695,0.0103607,0.00010305,5.11126e-06,1.03172e-05,0.000128586,0.00231279,3.16817e-05,2.91396e-05,0.0217905,1.0034,0.00175011,5.53043e-06
cha049_20170812,0.00452436,0.0102521,9.35994e-05,7.20982e-06,9.10003e-06,0.000110443,0.00231356,3.88237e-05,2.95211e-05,0.0214391,1.00109,0.00177301,4.80655e-06
cha049_20170813,0.00451615,0.0104006,8.34155e-05,4.3536e-06,1.01014e-05,6.93842e-05,0.00231933,2.43719e-05,2.87802e-05,0.0211683,0.999046,0.00179964,4.38094e-06
cha049_20170814,0.00512636,0.0111391,9.2646e-05,5.48748e-06,1.04712e-05,7.65499e-05,0.00263569,2.16828e-05,1.82102e-05,0.0231746,0.995356,0.00191936,5.27378e-06
cha049_20170815,0.00543509,0.0121767,0.000108977,6.52762e-06,1.20382e-05,8.70516e-05,0.00293654,3.63812e-05,3.13292e-05,0.0247944,0.992455,0.00217005,8.26998e-06
cha049_20170816,0.00573858,0.0131723,0.000134853,7.60796e-06,1.00347e-05,0.000117042,0.00314774,3.73224e-05,2.36476e-05,0.026535,0.990572,0.00223946,5.9606e-06
cha049_20170817,0.00581586,0.0132505,0.000123526,5.55083e-06,1.03846e-05,0.000163719,0.0032229,3.49959e-05,3.01976e-05,0.0266342,0.990272,0.00224297,4.78062e-06
cha049_20170818,0.00527463,0.0114634,0.000128619,5.02921e-06,1.0138e-05,0.000130696,0.00285393,3.16792e-05,2.05227e-05,0.0229804,0.994574,0.00188412,3.74803e-06
cha049_20170819,0.00606061,0.0139202,0.000105924,8.76558e-06,1.29929e-05,0.000111466,0.0031633,4.82773e-05,3.6803e-05,0.0265913,0.989364,0.00234573,6.3677e-06
cha049_20170820,0.00615545,0.0138821,0.0001063,7.48344e-06,1.1643e-05,0.000101221,0.00321704,4.84474e-05,3.63587e-05,0.0268057,0.987885,0.00245436,5.10657e-06
cha049_20170821,0.00518272,0.010893,8.60484e-05,6.82229e-06,9.54668e-06,7.27057e-05,0.00268947,3.76358e-05,2.92664e-05,0.021578,0.99751,0.0019687,4.19601e-06
cha049_20170822,0.00486473,0.0104769,0.000103304,4.44204e-06,8.17336e-06,6.55006e-05,0.00246811,3.33686e-05,2.5181e-05,0.0203324,0.99909,0.00193747,4.12222e-06
cha049_20170823,0.00503316,0.010979,8.84353e-05,5.37481e-06,9.73115e-06,7.67416e-05,0.00259713,3.14311e-05,2.03024e-05,0.0215884,0.997456,0.00203945,4.57193e-06
cha049_20170824,0.00518952,0.0105164,9.7118e-05,6.05152e-06,9.06569e-06,8.13671e-05,0.00269751,3.28081e-05,2.26526e-05,0.0210061,0.998131,0.002022,3.57063e-06
cha049_20170825,0.00607845,0.0123417,0.000129322,5.29802e-06,1.19586e-05,8.51986e-05,0.00322148,4.16759e-05,2.44551e-05,0.0244768,0.993883,0.00228532,4.65257e-06
cha049_20170826,0.00646881,0.0128021,0.000106977,7.33565e-06,1.18004e-05,8.70956e-05,0.00340767,5.82937e-05,3.00603e-05,0.0256559,0.991114,0.00242748,6.14255e-06
cha049_20170827,0.00950383,0.02185,0.000169307,1.03814e-05,1.78895e-05,0.000157857,0.00506924,9.09056e-05,5.28742e-05,0.0415433,0.969115,0.00407729,7.85461e-06
cha049_20170828,0.010695,0.0237866,0.000162349,1.07455e-05,2.31012e-05,0.000181146,0.00576856,6.20579e-05,4.75662e-05,0.0459363,0.963376,0.00443695,7.83733e-06
cha049_20170829,0.017022,0.0814322,0.000266177,0.00934222,0.0167833,0.0126454,0.0103899,0.00019445,0.00020698,0.0651349,0.87101,0.00709047,1.53147e-05
cha049_20170830,0.0546211,0.269351,0.00200517,0.0356086,0.05725,0.0442467,0.0346207,0.0006349,0.000530791,0.196807,0.50545,0.0236799,5.9904e-05
cha049_20170831,0.00487389,0.0980058,0.847209,0.00195766,0.0031106,0.00271992,0.00288978,0.000670227,0.00095983,0.126936,0.188126,0.00211878,5.19556e-06
cha049_20170901,0.00621429,0.0698279,0.788415,0.00158901,0.00247183,0.00212634,0.00357249,0.000338969,0.000112352,0.0899729,0.264837,0.00263724,6.30733e-06
cha049_20170902,0.0143972,0.0674038,0.066479,0.00405787,0.00488924,0.00427751,0.00806497,0.00018535,0.00010415,0.0972366,0.875558,0.00625688,1.44449e-05
cha049_20170903,0.00654229,0.0417515,0.55963,0.00110896,0.00140949,0.0012685,0.00361278,5.70497e-05,3.52203e-05,0.0574122,0.49686,0.0028406,5.90594e-06
cha049_20170904,0.00948809,0.0350744,0.0898353,0.00102316,0.00129752,0.00124485,0.00527468,6.28236e-05,4.97156e-05,0.0530582,0.879854,0.00438153,9.08508e-06
cha049_20170905,0.00834786,0.0276222,0.0228505,0.00058829,0.000782264,0.00300902,0.0050011,0.00210833,0.0017878,0.0388751,0.969482,0.00403638,8.87252e-06
cha049_20170906,0.0114527,0.04914,0.0190068,0.00116861,0.00131202,0.00169789,0.00780561,0.00387694,0.00406578,0.0673129,0.925728,0.00669919,1.06397e-05
cha049_20170907,0.0257695,0.153975,0.0252436,0.0027745,0.00277064,0.00338185,0.0171659,0.0106301,0.0115399,0.283397,0.637976,0.0150171,2.06143e-05
cha049_20170908,0.0448351,0.197158,0.0287047,0.00528233,0.00441138,0.0054239,0.031306,0.0190619,0.0225444,0.26551,0.644217,0.0275548,4.48566e-05
cha049_20170909,0.0157516,0.0816455,0.00700501,0.00144829,0.00127137,0.0015413,0.010089,0.00668119,0.00717793,0.141796,0.81054,0.00932312,1.32694e-05
cha049_20170910,0.00954493,0.0919053,0.00405904,0.00906139,0.0145205,0.00912577,0.00754497,0.00323507,0.00349423,0.0918679,0.888409,0.00602354,8.94275e-06
cha049_20170911,0.000987158,0.00817547,0.000386908,0.000792886,0.00111093,0.000750859,0.000768494,0.000673087,0.000757519,0.00992952,1.03051,0.000649841,7.37873e-06
cha049_20170912,0.000983861,0.0052308,0.00385306,0.000323069,0.00047516,0.000377847,0.000764817,0.00190029,0.00161851,0.00611381,1.02698,0.00062987,1.38007e-06
obd_irr_paddy_20170831,0,0.00146452,0.00179734,0,0,3.46026e-05,1.79046e-06,3.78731e-07,3.44682e-07,0.00167111,1.02054,0,0
cha049_20170913,0.00158533,0.0166012,0.00318131,0.000762874,0.00087757,0.00104186,0.00175266,0.00318532,0.00248485,0.0118742,1.00904,0.00154481,1.34363e-05
cha049_20170914,0.00258436,0.0355973,0.00198784,0.00257513,0.00277862,0.00278452,0.00337675,0.0071888,0.00686423,0.0222695,0.975678,0.00340331,8.00478e-05
obd_irr_paddy_20160531,0,0.00562842,4.19221e-06,0,0,9.73377e-06,0.183803,1.99879e-07,1.55717e-07,0.00587269,0.8422,0,0
obd_irr_paddy_20160630,0,0.0172938,8.50678e-06,0,0,2.88218e-05,0.163948,1.3951e-07,9.90777e-08,0.00363842,0.865865,0,0
obd_irr_paddy_20170531,0,0.00658789,6.01376e-07,0,0,3.39358e-05,0.373776,1.96781e-07,7.73849e-08,0.00182706,0.672236,0,0
obd_irr_paddy_20170630,0,0.00839101,7.88723e-07,0,0,2.00623e-05,0.0671931,2.00745e-07,9.4965e-08,0.00172605,0.971614,0,0
obd_irr_paddy_20170731,0,0.000805177,0.000306448,0,0,2.42366e-05,2.70909e-05,8.99832e-08,9.55185e-08,0.00121896,1.02198,0,0
obd_irr_paddy_20180531,0,0.0127171,8.35719e-06,0,0,0.000365219,0.272297,5.37452e-07,4.60355e-07,0.00717989,0.765559,0,0
obd_irr_paddy_20180630,0,0.0196837,2.39654e-06,0,0,0.000180804,0.128697,3.14518e-07,2.74762e-07,0.00396723,0.895828,0,0
obd_irr_paddy_20180731,0,0.000800567,7.96809e-05,0,0,2.28129e-05,7.31795e-05,8.50076e-08,9.03023e-08,0.00119052,1.02039,0,0
obd_irr_paddy_20180831,0,0.000885502,0.000439001,0,0,2.36006e-05,2.41633e-06,7.70214e-08,8.16295e-08,0.00114853,1.02312,0,0
obd_irr_paddy_20180930,0,0.00131784,0.0376944,0,0,0.000304849,1.60669e-05,7.87561e-07,5.35886e-08,0.00126207,1.00043,0,0
obd_irr_paddy_20190531,0,0.00933892,6.0688e-06,0,0,5.92155e-05,0.38224,2.02002e-07,1.28508e-07,0.00438948,0.661366,0,0
obd_irr_paddy_20190731,0,0.000789322,1.78387e-05,0,0,3.60853e-06,0.00015014,9.09714e-08,8.88781e-08,0.00117661,1.02264,0,0
obd_irr_paddy_20190831,0,0.000926933,0.000427545,0,0,1.76286e-05,4.59267e-06,8.67064e-08,8.77218e-08,0.00122932,1.02281,0,0
obd_irr_paddy_20200531,0,0.0117329,5.97903e-06,0,0,0.000101168,0.448635,1.91692e-07,1.12533e-07,0.00296656,0.600605,0,0
obd_irr_paddy_20200630,0,0.0108467,1.11037e-06,0,0,2.07291e-05,0.157428,1.69831e-07,1.24441e-07,0.00271683,0.889623,0,0
obd_irr_paddy_20200731,0,0.000821841,0.00134178,0,0,9.54032e-06,2.39526e-05,8.40505e-08,8.91442e-08,0.00123176,1.02189,0,0
obd_irr_paddy_20200831,0,0.000860472,2.6431e-05,0,0,6.96554e-06,8.91882e-07,7.92935e-08,8.205e-08,0.00121024,1.02307,0,0
obd_irr_paddy_20200930,0,0.00344701,1.98526e-06,0,0,2.48104e-05,7.70552e-07,1.44039e-05,7.66359e-06,0.00471449,1.01392,0,0
obd_irr_paddy_20210531,0,0.0100725,3.38021e-06,0,0,0.000273593,0.393097,1.80209e-07,1.24042e-07,0.00354819,0.655663,0,0
obd_irr_paddy_20210630,0,0.0126068,1.42388e-06,0,0,5.11339e-05,0.16132,2.27223e-07,1.52112e-07,0.00381691,0.881633,0,0
obd_irr_paddy_20210731,0,0.000720857,0.000204813,0,0,1.41496e-05,2.24966e-05,7.57653e-08,8.16675e-08,0.00107844,1.02268,0,0
