real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930,ns,pbias,rsq,rmse,mse,pcc
120,363.006,394.411,578.095,490.361,159.06,375.958,385.772,554.98,479.928,141.405,369.761,346.061,573.378,501.714,146.175,365.966,376.118,558.344,501.505,151.886,338.595,360.148,536.618,501.596,154.52,361.069,348.031,517.222,452.566,132.769,344.428,357.958,550.972,528.272,160.727,0.5772451081795549,-13.853379315787324,0.6905987001134228,134.31386252994426,18040.213667712767,0.8310226832724982
121,363.006,394.411,571.092,487.916,159.06,369.257,382.988,551.92,476.187,140.683,364.069,343.372,567.418,499.969,148.346,358.293,364.409,559.223,500.734,151.45,331.92,359.548,535.178,501.158,154.75,351.922,344.169,519.108,449.332,133.364,327.581,350.895,553.986,529.241,160.525,0.5642806722763498,-14.511957929972763,0.6859268415169386,136.3577825508884,18593.444862195363,0.8282070040255266
122,363.006,394.411,571.505,489.343,159.076,372.367,383.483,554.412,479.575,142.153,363.937,343.584,567.459,502.382,150.044,359.394,375.538,562.535,502.697,153.916,332.991,359.598,535.707,503.519,156.45,357.454,347.657,520.503,453.957,132.253,343.713,358.42,554.133,530.655,160.864,0.5772829926956065,-13.98576709027405,0.6932378514143182,134.307844232129,18038.59702228183,0.8326090627745522
123,429.08,468.285,631.888,533.68,177.847,446.917,462.324,619.101,536.19,158.791,430.277,429.105,643.979,565.407,167.512,430.108,459.739,638.929,565.153,169.964,400.326,440.702,600.651,565.552,174.33,419.859,420.742,587.929,524.466,145.785,435.246,465.261,621.819,597.164,181.633,0.6986909811311763,-0.49961062961593383,0.7060879474676022,113.39204384046307,12857.7556063175,0.840290394725301
124,438.782,478.094,639.75,540.26,180.768,456.616,472.335,626.16,542.982,161.275,438.722,439.612,652.725,572.951,170.187,439.0,468.959,647.457,572.292,172.505,408.901,451.295,607.416,573.35,177.085,428.151,428.29,595.051,530.402,147.943,446.116,475.846,629.0,606.451,184.841,0.6975346318842499,1.1378208130046525,0.7038341285736726,113.60942074397873,12907.100481782385,0.8389482275883731
125,363.006,394.411,579.978,491.995,159.06,376.66,390.513,571.953,492.657,142.877,369.761,359.036,583.696,513.918,149.383,369.573,383.888,552.19,513.582,152.693,339.363,369.568,548.658,506.4,153.142,363.382,357.713,517.465,467.844,130.04,348.531,356.894,546.176,529.156,160.76,0.6010706811060789,-12.91540642912585,0.7017401091010089,130.47415576595515,17023.50532283873,0.8376992951537019
126,363.006,394.411,579.976,491.995,159.06,376.66,387.143,554.968,479.364,140.842,369.761,347.062,573.344,501.512,143.433,367.601,376.226,557.839,501.181,150.669,339.363,360.714,534.256,500.696,153.493,362.56,347.862,514.878,452.059,132.521,344.027,357.539,548.757,524.444,159.384,0.5767076839656513,-13.922306213072549,0.6909716208729622,134.39920819625436,18063.14716378013,0.8312470275874447
127,438.782,478.094,639.75,540.3,180.792,456.616,472.335,626.158,542.966,161.271,438.722,439.612,652.723,573.22,170.202,439.0,468.959,647.456,572.368,172.524,408.901,451.295,607.413,573.382,177.091,428.151,428.29,595.051,530.548,147.968,446.116,475.845,628.998,606.986,184.945,0.6975106518105266,1.145885432800304,0.7038043172161085,113.61392424847242,12908.12378313763,0.8389304602981754
128,363.006,394.411,572.851,490.364,159.063,372.791,383.501,558.585,483.944,139.212,364.253,343.52,571.539,510.887,138.425,359.61,375.533,565.822,512.164,149.003,333.68,359.553,539.162,510.257,152.346,357.631,347.595,521.746,471.696,126.646,344.148,359.605,561.77,529.891,156.43,0.5896977949261044,-13.717272855505941,0.6980169535444467,132.32089909735996,17508.820337933714,0.8354740890922032
129,395.441,434.074,604.285,511.383,167.84,411.942,427.096,594.32,512.397,150.176,400.891,391.908,613.216,539.781,158.082,399.529,426.297,608.91,540.654,161.076,363.738,405.992,576.564,538.821,164.687,390.287,391.7,561.523,503.589,137.627,396.968,426.212,589.207,564.279,170.238,0.6808903201493353,-6.356131124726751,0.7141072518091149,116.69345725822,13617.362966876017,0.8450486683079945
130,363.006,394.411,571.328,488.108,159.06,368.998,366.335,551.107,477.345,139.701,364.423,343.353,566.564,501.59,142.55,350.516,356.708,556.72,502.961,149.992,329.609,355.956,533.525,502.508,152.725,349.726,331.163,515.142,456.538,132.162,322.796,346.983,556.958,531.236,160.751,0.5551950233720413,-14.921115775255988,0.6799486752628274,137.77211848764279,18981.156632573086,0.824590004343266
131,383.888,422.013,594.696,503.745,164.379,399.141,409.485,579.481,504.613,147.304,390.771,377.579,595.116,529.855,154.928,386.699,397.551,585.354,526.675,158.204,352.68,386.893,558.466,524.764,161.453,379.289,371.787,539.972,483.067,134.432,370.958,390.305,571.614,550.987,166.531,0.6423984816297099,-9.403117296805531,0.7012754469006828,123.53106759482299,15259.924661116727,0.8374219049563265
132,363.006,395.057,572.327,485.436,157.889,369.715,382.352,558.523,479.692,138.087,362.011,343.244,571.651,506.089,138.221,357.543,375.525,565.882,506.434,149.087,329.958,359.544,540.005,506.478,152.334,351.321,347.566,524.323,456.928,133.399,343.801,357.37,562.246,526.711,156.183,0.5829899657820352,-14.067392563491477,0.6968634372635614,133.39813881190153,17795.063438479352,0.8347834672917052
133,363.006,394.411,579.979,491.995,159.06,376.66,390.513,571.953,492.659,142.879,369.761,359.036,583.696,513.882,149.266,369.573,383.796,552.8,514.4,152.398,339.363,369.372,548.646,507.664,153.142,363.382,357.484,514.883,467.046,130.041,348.319,357.502,547.456,528.607,160.612,0.6012842851218156,-12.919758763618743,0.7019890424118513,130.4392203350717,17014.390201621383,0.8378478635240716
134,363.006,394.411,579.985,491.995,159.063,376.66,390.513,568.716,487.181,141.542,369.761,357.25,580.848,510.047,143.736,369.573,380.153,555.657,509.635,151.843,339.363,366.207,532.68,506.997,153.831,363.382,352.266,505.797,469.987,127.25,342.716,353.632,547.537,528.931,160.126,0.5910898459878428,-13.386770655197925,0.6974513985555058,132.0962428011347,17449.41736217633,0.8351355569938965
135,423.662,462.798,627.726,530.66,176.5,441.497,455.717,615.625,533.208,157.562,425.555,423.123,639.663,562.346,166.088,425.083,454.581,634.452,561.83,168.748,395.54,434.92,597.151,561.799,172.901,415.226,416.605,582.375,521.506,144.65,428.692,454.461,617.12,592.595,179.967,0.6974139750306381,-1.4200589694516204,0.7064753231995591,113.63207852553072,12912.24927003238,0.8405208642262005
136,438.782,478.094,639.766,540.178,180.727,456.616,472.335,626.173,542.773,161.271,438.722,439.612,652.74,572.826,170.194,439.0,468.959,647.471,572.181,172.536,408.901,451.296,607.469,573.113,177.058,428.151,428.293,595.052,530.37,147.966,446.116,475.855,629.003,606.405,184.883,0.697455221403027,1.133449277036057,0.7037537691767145,113.62433350366605,12910.489164152328,0.838900333279654
137,363.006,394.41,579.963,491.995,159.06,376.66,390.511,571.934,492.241,142.709,369.761,359.034,581.92,511.802,146.521,369.573,383.899,550.346,516.472,151.178,339.363,369.388,547.664,508.183,153.017,363.382,357.32,514.869,460.425,133.947,347.339,355.847,548.581,533.471,160.263,0.599578740846729,-12.97856648320799,0.7008900964664515,130.71790569370384,17087.170868948047,0.8371917919249158
138,438.782,478.094,639.75,540.251,180.764,456.616,472.335,626.155,542.611,161.149,438.722,439.611,652.597,572.781,170.063,439.0,468.958,647.338,572.05,172.201,408.901,451.287,607.004,573.318,176.973,428.151,428.266,595.041,530.063,147.793,446.116,475.769,628.999,606.066,184.591,0.69743934504551,1.1160335385725868,0.7037030057910377,113.62731474314471,12911.166655737672,0.8388700768241991
139,433.739,472.998,635.669,536.759,179.252,451.575,467.134,622.498,539.125,159.872,434.334,434.163,648.054,568.852,168.671,434.497,464.168,642.909,568.348,170.893,404.443,445.288,603.484,569.316,175.548,423.842,424.428,591.343,526.982,146.676,440.501,470.634,625.274,601.286,182.93,0.6984241596451052,0.2668098726146935,0.7049467599444122,113.4422393816008,12869.14167591242,0.8396110765970232
140,438.782,478.094,639.75,540.051,180.658,456.616,472.335,626.154,542.079,161.049,438.722,439.611,652.588,572.383,170.032,439.0,468.958,647.331,571.707,172.104,408.901,451.286,606.98,572.897,176.892,428.151,428.265,595.04,529.945,147.769,446.116,475.764,628.998,605.724,184.512,0.6972796047652271,1.0973313012369563,0.7035255194605181,113.65730619064895,12917.983250514928,0.83876428122597
141,363.006,394.41,579.963,491.995,159.06,376.66,392.303,569.33,488.957,141.257,369.761,356.709,583.042,513.111,142.575,369.573,383.17,555.562,514.559,151.235,339.363,366.182,532.389,510.2,153.692,363.382,354.216,509.263,470.172,130.27,343.915,353.438,549.113,531.288,159.704,0.5966337804403202,-13.191248428596664,0.7002480549491675,131.19771767737313,17212.84112375171,0.8368082545895251
142,363.006,394.41,579.963,491.995,159.06,376.66,389.551,551.416,481.217,141.695,369.761,356.762,570.052,502.538,148.862,369.43,383.903,552.512,502.253,152.227,339.363,370.125,526.717,501.464,154.994,363.382,351.533,509.935,453.136,139.493,343.745,351.283,547.98,525.018,160.412,0.5811626198042612,-13.74791201023752,0.6968412730702872,133.69009592406172,17873.041748184824,0.8347701917715361
143,380.08,411.005,590.296,501.217,163.234,390.295,398.535,570.732,496.382,146.365,382.341,364.57,584.747,523.001,153.898,373.079,387.597,581.362,522.514,157.355,342.13,377.403,551.991,519.921,160.394,368.707,363.892,535.752,475.283,134.162,362.202,377.92,568.928,547.283,165.33,0.6240851506322804,-10.84176866244709,0.6978194020216606,126.65468480154746,16041.409182179337,0.835355853526903
144,363.006,395.195,573.051,488.922,157.982,371.028,382.652,559.999,482.711,137.995,362.502,343.256,571.876,509.818,138.07,357.731,371.203,563.38,511.144,148.593,331.597,359.544,540.325,509.405,151.842,352.873,347.566,522.378,467.483,128.453,325.385,351.954,565.254,528.86,156.014,0.5825815757769967,-14.047493434170294,0.6940496829329872,133.46344315778592,17812.49065953155,0.8330964427561717
145,363.006,396.23,572.583,487.426,158.388,367.731,382.143,557.696,481.305,138.642,360.138,343.243,572.803,507.776,138.198,357.042,364.589,564.638,508.463,149.604,327.688,359.553,541.895,507.886,152.126,349.571,339.458,524.079,469.527,126.431,324.158,350.005,566.924,528.011,156.278,0.5768637944491004,-14.26391326682934,0.6904534584346051,134.37442265279913,18056.485463273097,0.8309352913642585
146,438.782,478.094,639.756,540.354,180.818,456.616,472.335,626.194,542.676,161.158,438.722,439.611,652.639,572.976,170.068,439.0,468.958,647.341,572.084,172.207,408.901,451.286,606.986,573.381,176.979,428.151,428.265,595.043,530.111,147.798,446.116,475.764,629.06,606.533,184.674,0.6974128581015783,1.1241685637791536,0.7036678310095809,113.63228824911845,12912.296932730742,0.8388491109905171
147,438.782,478.094,639.771,540.27,180.775,456.616,472.335,626.177,542.448,161.117,438.722,439.611,652.639,572.746,170.055,439.0,468.958,647.373,572.035,172.194,408.901,451.286,606.988,573.327,176.969,428.151,428.265,595.053,530.065,147.79,446.116,475.764,629.079,606.449,184.655,0.6973638964433986,1.1186577402521247,0.7036124909844228,113.64148130368122,12914.386272894928,0.8388161246569017
148,363.006,392.389,570.053,482.849,157.298,361.832,347.982,555.008,477.589,137.696,355.603,337.49,566.656,504.17,138.02,339.865,350.257,562.908,504.447,148.229,325.07,331.09,534.745,504.354,151.7,341.108,316.348,519.322,455.504,132.916,316.341,346.196,563.808,526.151,155.927,0.5394570061750099,-15.680386928032853,0.6707920222337911,140.188247807553,19652.74482335189,0.8190189388736936
149,363.006,394.411,572.279,489.31,159.063,373.199,383.787,553.816,477.308,140.232,364.99,343.773,566.812,501.0,149.632,360.092,375.559,559.659,500.764,150.99,333.497,359.59,535.944,501.231,153.829,356.137,347.629,518.457,453.542,131.378,341.543,356.368,552.088,529.601,160.813,0.5738735287335768,-14.160897349677729,0.6918995752878531,134.8483927635318,18184.089030907733,0.8318050103767427
150,409.043,447.948,615.51,520.324,171.895,426.845,440.566,604.4,521.964,153.666,412.791,407.038,625.719,550.161,161.914,411.965,440.614,621.114,550.554,164.629,379.221,420.468,586.359,549.624,168.595,402.258,403.719,572.084,512.07,140.711,412.469,443.487,606.852,577.639,174.851,0.692783895256635,-3.9345882202603106,0.711131083579473,114.49815981214286,13109.828600367005,0.8432858848453904
151,363.006,394.41,574.539,488.48,159.06,374.35,384.561,552.304,477.04,140.149,368.658,344.167,569.133,499.614,140.043,363.184,375.674,557.896,500.328,150.113,336.665,359.686,531.94,500.655,153.335,359.119,347.672,516.082,449.136,133.378,343.513,357.132,550.575,527.911,160.45,0.5723882975081092,-14.208075375482299,0.6908819685447565,135.08319022923143,18247.46828250673,0.8311930994328313
152,363.006,394.411,571.382,488.194,159.06,369.869,383.113,552.738,476.769,140.64,363.471,343.39,567.27,500.769,150.01,358.296,368.073,559.452,500.822,151.713,331.854,359.554,536.352,501.485,154.938,352.249,347.618,519.558,451.914,132.449,330.389,352.744,553.029,529.657,160.699,0.5685778209302106,-14.381023067147632,0.6890053831646965,135.68372303617903,18410.07269695854,0.8300634814065105
153,363.006,394.411,572.825,490.469,159.06,372.131,383.383,557.979,482.358,139.165,364.812,343.561,571.451,508.525,138.365,358.87,370.835,562.468,509.394,148.803,333.179,359.554,539.01,508.65,152.282,353.899,347.586,519.703,469.931,126.209,329.385,352.436,560.739,528.15,156.258,0.5817953700904785,-14.048805535010068,0.6940909759986755,133.58907292121023,17846.040403948424,0.8331212252719742
154,365.276,396.635,581.067,492.876,159.458,378.935,394.048,562.179,491.147,141.685,374.125,356.18,576.798,516.125,146.315,370.418,379.022,553.922,516.689,152.225,339.398,368.713,529.758,513.885,154.649,365.207,347.017,511.264,476.647,128.917,342.2,352.147,553.858,534.263,159.351,0.595193952911063,-13.065965200120399,0.696770606345119,131.4316661389049,17274.282864048557,0.8347278636448642
155,363.006,394.411,572.216,489.356,159.06,372.551,383.617,555.744,479.476,139.405,364.04,343.628,568.827,503.578,139.537,359.454,375.545,564.259,504.452,149.433,333.351,359.572,536.793,504.456,152.863,357.454,347.611,520.759,455.483,134.266,344.06,358.553,558.236,528.216,158.38,0.5801194640707821,-14.030845754734985,0.6947987957080196,133.85647656505688,17917.55631841162,0.8335459169763952
156,372.987,406.512,583.996,498.301,161.922,382.62,391.506,570.539,491.217,142.332,376.889,357.719,584.302,519.124,145.004,368.908,382.161,580.264,520.17,154.592,338.737,370.812,551.67,517.757,156.312,366.931,351.252,534.455,477.552,129.27,356.527,375.91,573.892,543.87,162.392,0.6152187558405855,-11.683426946977633,0.6960226180990319,128.13962979825408,16419.764724833607,0.8342797001599834
157,363.006,394.41,579.963,491.995,159.06,376.66,390.511,569.387,487.561,140.959,369.761,355.929,579.902,508.562,143.779,369.573,380.887,548.581,512.714,151.776,339.363,366.975,536.653,506.3,153.42,363.382,353.066,510.402,453.421,133.822,343.7,353.864,546.12,527.545,160.044,0.5891959739462272,-13.445808792495617,0.6971619746731467,132.40179204862199,17530.234537686538,0.8349622594304168
158,392.797,431.372,602.095,509.691,167.078,409.297,424.328,590.375,510.951,149.611,398.576,388.779,607.394,537.982,157.459,395.464,409.954,600.828,537.347,160.632,359.521,396.241,569.203,535.829,164.033,386.526,382.022,551.105,497.034,137.142,384.895,414.805,587.561,561.661,169.582,0.6678379872771212,-7.326189677289499,0.707851078582941,119.05605817221063,14174.3449875048,0.8413388607350436
159,438.782,478.094,640.845,542.511,181.729,456.616,472.335,628.654,546.625,161.781,438.722,439.612,655.531,577.186,170.379,439.0,466.407,646.218,574.896,173.029,408.901,451.013,606.889,576.304,177.518,428.151,425.341,593.552,532.492,148.212,443.817,467.389,630.685,611.044,185.596,0.6962643166591238,1.2292582403067838,0.7021999671200368,113.84774317421969,12961.308625863085,0.8379737269867337
160,438.782,478.094,639.814,540.447,180.88,456.616,472.335,626.276,543.298,161.396,438.722,439.612,652.921,573.444,170.243,439.0,468.959,647.555,572.685,172.743,408.901,451.297,607.604,573.6,177.158,428.151,428.296,595.078,530.719,148.066,446.116,475.866,629.171,607.627,185.175,0.6975671360597361,1.1703161103876085,0.7038716788464413,113.60331611159151,12905.713431550186,0.8389706066641676
161,407.476,446.351,614.22,519.29,171.425,425.271,438.937,603.247,521.264,153.355,411.42,405.3,624.373,549.065,161.561,410.556,439.113,619.796,549.609,164.479,375.637,418.921,585.528,548.375,168.221,400.725,402.52,570.927,511.323,140.468,410.675,441.933,605.672,576.437,174.502,0.6925882717288772,-4.1976164349447,0.7123480779417549,114.53460804695162,13118.176440468835,0.8440071551484353
162,363.006,394.411,572.864,490.478,159.066,373.086,383.782,558.464,482.615,139.512,364.779,343.754,571.764,508.035,139.293,360.834,375.565,565.99,508.535,150.097,333.951,359.622,538.814,508.042,152.726,358.168,347.656,522.459,469.507,126.762,344.193,359.224,561.164,528.608,156.679,0.5872671577460532,-13.762940365221793,0.6965908579688583,132.7122559705506,17612.542884792936,0.8346201878512515
163,438.782,478.094,639.75,540.128,180.7,456.616,472.335,626.154,542.235,161.079,438.722,439.611,652.588,572.546,170.042,439.0,468.958,647.331,571.803,172.131,408.901,451.286,606.98,573.012,176.913,428.151,428.265,595.04,529.963,147.772,446.116,475.764,628.998,605.817,184.531,0.6973244008835596,1.1028997291910965,0.703575224342364,113.64889645911738,12916.071666375185,0.838793910530092
164,373.264,406.797,588.087,498.472,161.991,386.853,402.889,579.776,499.449,145.351,382.902,370.048,595.391,525.074,152.757,380.763,396.527,586.838,523.824,155.256,345.472,380.862,558.066,519.667,157.081,373.383,362.462,540.689,481.053,130.607,363.47,377.393,563.055,540.284,160.759,0.6324002212538209,-10.606813005241854,0.7023868252029675,125.24607893356904,15686.580288233805,0.8380852135689828
165,438.782,478.094,639.75,540.194,180.734,456.616,472.335,626.154,542.455,161.142,438.722,439.611,652.655,572.642,170.108,439.0,468.958,647.393,571.948,172.238,408.901,451.291,607.194,573.24,177.009,428.151,428.277,595.046,530.184,147.845,446.116,475.804,628.999,606.264,184.716,0.697387655668143,1.1186065363169142,0.703654457184481,113.63702035791468,12913.372395825116,0.8388411394206182
166,438.782,478.094,639.756,540.334,180.811,456.616,472.335,626.184,542.565,161.139,438.722,439.611,652.656,573.015,170.071,439.0,468.958,647.347,572.115,172.215,408.901,451.286,606.982,573.357,176.975,428.151,428.265,595.042,530.173,147.809,446.116,475.764,629.101,606.733,184.714,0.6973845433923443,1.1258198906896908,0.7036342306966752,113.63760471748489,12913.505205927344,0.8388290831252069
167,438.782,478.094,639.75,540.283,180.78,456.616,472.335,626.165,542.835,161.209,438.722,439.611,652.658,572.86,170.119,439.0,468.958,647.392,572.118,172.281,408.901,451.291,607.189,573.415,177.038,428.151,428.277,595.046,530.244,147.854,446.116,475.803,629.007,606.496,184.758,0.6974639873149818,1.128757716472395,0.7037375941863064,113.62268741986516,12910.115096512383,0.8388906926330191
168,438.782,478.094,639.75,540.362,180.823,456.616,472.335,626.154,542.547,161.136,438.722,439.611,652.59,572.906,170.064,439.0,468.958,647.331,571.959,172.173,408.901,451.286,606.98,573.308,176.966,428.151,428.265,595.04,530.058,147.788,446.116,475.764,629.001,606.139,184.596,0.6974184674087065,1.1167119907141254,0.703679567024326,113.63123499656696,12912.057566845024,0.8388561062687248
169,363.006,394.411,579.991,491.995,159.068,376.66,392.099,566.715,486.73,142.185,369.761,356.166,577.132,506.62,148.909,369.573,384.214,554.151,508.301,152.445,339.363,368.533,530.768,503.624,154.996,363.382,350.161,512.126,471.65,129.536,346.221,353.257,547.697,526.305,160.786,0.5914369290722201,-13.346703575895717,0.6989968123329843,132.04016923082125,17434.606290503914,0.8360602922833881
170,363.006,393.07,570.799,487.966,159.063,371.151,382.771,554.368,477.479,140.772,362.568,343.306,567.542,502.208,150.034,358.218,375.527,562.759,503.062,153.912,332.017,359.555,537.002,503.495,155.739,353.713,347.597,522.149,453.786,131.829,343.731,357.654,555.287,530.682,160.541,0.5765112289950229,-14.077505340695543,0.6933351300562881,134.43039270950638,18071.530484032108,0.8326674786829903
171,378.669,409.567,590.348,500.279,162.81,390.792,398.125,570.296,495.28,146.007,383.327,364.288,585.025,521.882,153.505,373.785,386.706,578.659,520.57,157.002,343.152,376.235,550.453,518.481,159.992,370.336,363.415,531.618,474.006,133.136,360.797,376.887,566.003,545.507,164.864,0.6209144205752065,-11.021616084382039,0.6968811362058221,127.1877104997643,16176.713702171852,0.8347940681424504
172,363.006,394.411,579.977,491.995,159.06,376.66,390.513,566.851,486.456,141.669,369.761,357.419,580.034,508.787,143.781,369.428,378.679,546.28,514.536,151.935,339.363,365.999,529.207,505.702,153.833,363.382,351.924,504.782,463.273,129.499,341.422,352.045,548.687,529.642,160.21,0.5880425119977996,-13.528023110967965,0.6970669049149537,132.58754166022692,17579.45620350241,0.834905326917342
173,363.006,394.41,572.941,490.1,159.072,373.077,383.528,558.513,483.863,138.34,364.734,343.482,571.472,511.169,138.253,360.624,375.531,565.49,511.915,148.75,334.415,359.546,539.1,510.362,151.974,358.012,347.569,521.987,468.145,128.513,343.257,359.409,561.4,530.061,156.208,0.5885479222624211,-13.7327108419719,0.697027032821663,132.5061841509716,17557.888838251198,0.8348814483635764
174,438.782,478.094,639.75,540.255,180.765,456.616,472.335,626.164,542.634,161.15,438.722,439.611,652.59,572.684,170.051,439.0,468.958,647.332,572.013,172.186,408.901,451.286,606.981,573.376,176.977,428.151,428.265,595.041,530.048,147.786,446.116,475.764,629.005,606.261,184.617,0.697412798862918,1.11667998825462,0.7036717093451794,113.63229937223515,12912.299460621274,0.8388514226877006
175,438.782,478.094,639.75,540.107,180.688,456.616,472.335,626.154,542.112,161.055,438.722,439.611,652.588,572.47,170.038,439.0,468.958,647.331,571.744,172.114,408.901,451.286,606.98,573.07,176.923,428.151,428.265,595.04,529.979,147.775,446.116,475.764,628.998,605.915,184.551,0.6973002986541497,1.1020612647520251,0.7035476193093569,113.65342133204068,12917.10018047836,0.8387774551747066
176,438.782,478.094,641.586,542.397,181.683,456.616,472.335,628.972,545.666,161.733,438.722,439.612,653.606,575.036,170.315,438.312,462.656,644.67,572.946,172.754,408.901,448.144,606.344,574.214,177.244,428.151,423.654,593.169,531.012,148.08,440.607,466.203,629.785,607.671,185.138,0.6946801204268555,1.0305485687386735,0.7005049044874853,114.14425526425889,13028.911009832294,0.8369617102875646
177,363.006,394.411,574.116,489.441,159.06,374.633,384.602,554.237,478.706,140.862,369.097,344.232,570.839,500.77,148.148,363.524,375.745,559.866,501.265,151.655,337.183,359.826,536.794,501.919,154.453,360.091,347.859,518.331,449.733,133.6,344.316,359.559,551.816,528.703,160.473,0.5754373036698754,-13.959013034126569,0.690603250580923,134.60073582495664,18117.358084619766,0.8310254211400052
178,363.006,394.411,579.985,491.995,159.062,376.66,392.199,567.779,487.144,141.388,369.761,357.04,581.212,510.399,142.056,369.282,378.696,554.429,510.485,152.131,339.363,365.113,531.89,507.586,153.909,363.382,351.417,505.966,471.47,127.243,342.208,352.175,549.732,529.665,160.192,0.5909137548069896,-13.398585963247744,0.6970943689049067,132.12468239775677,17456.9316987081,0.8349217741231251
179,365.231,398.743,580.405,494.143,160.043,376.799,390.517,562.906,487.38,140.9,374.909,349.422,578.789,514.082,141.473,366.571,380.828,567.492,514.705,151.094,338.281,363.638,544.098,513.085,154.081,363.576,351.025,523.974,474.803,127.799,348.29,364.447,563.841,533.654,158.401,0.6022176774041734,-12.828980586982441,0.698771695812382,130.28645196500804,16974.559565630345,0.8359256520841922
180,438.782,478.094,639.75,540.204,180.74,456.616,472.335,626.154,542.477,161.123,438.722,439.611,652.588,572.616,170.047,439.0,468.958,647.331,571.905,172.158,408.901,451.286,606.98,573.199,176.946,428.151,428.265,595.04,529.997,147.778,446.116,475.764,628.998,605.985,184.565,0.6973796812891266,1.1097354545416955,0.7036366794578053,113.63851761788733,12913.71268639089,0.8388305427544978
181,363.006,394.41,578.192,490.016,159.06,376.66,386.135,557.871,479.49,140.535,369.761,346.365,574.056,501.196,143.257,367.425,376.198,557.781,501.466,151.77,339.297,360.873,537.006,501.26,154.16,362.63,348.222,516.75,449.514,133.524,345.316,359.316,549.612,527.624,160.435,0.5771249559746239,-13.848169315379657,0.6901708890503679,134.3329480101459,18045.340921096562,0.8307652430442477
182,363.006,394.411,579.963,491.995,159.06,376.66,389.681,558.477,482.976,141.847,369.761,356.895,566.222,504.512,148.808,369.473,384.705,552.959,503.939,151.226,339.363,370.184,525.422,502.683,154.325,363.382,351.795,509.56,454.152,139.638,345.329,352.394,549.207,528.251,160.562,0.5836388246049327,-13.639295662672263,0.6973779707370125,133.29431606366185,17767.37469487938,0.8350915942200666
183,438.782,478.094,639.751,540.289,180.782,456.616,472.335,626.174,543.088,161.298,438.722,439.612,652.731,572.933,170.188,439.0,468.959,647.461,572.323,172.522,408.901,451.295,607.426,573.461,177.106,428.151,428.291,595.052,530.429,147.952,446.116,475.847,629.005,606.606,184.879,0.6975508293256503,1.1417059115887465,0.7038525970926041,113.60637873195726,12906.409288588913,0.8389592344641091
184,363.006,394.411,579.967,491.995,159.06,376.66,390.513,571.945,492.629,142.854,369.761,359.036,583.687,513.898,149.374,369.573,383.873,551.954,513.451,152.681,339.363,369.567,548.627,506.395,153.134,363.382,357.681,517.45,465.253,131.792,348.332,356.864,546.229,529.054,160.713,0.6005955948505648,-12.926658493888354,0.7015777147199018,130.55182370257245,17043.778672067554,0.8376023607416002
185,438.782,478.094,639.755,540.26,180.768,456.616,472.335,626.166,543.002,161.293,438.722,439.612,652.731,572.961,170.193,439.0,468.959,647.463,572.321,172.535,408.901,451.296,607.438,573.351,177.091,428.151,428.291,595.052,530.42,147.958,446.116,475.849,628.999,606.505,184.873,0.6975368070504724,1.1396705551641295,0.7038395138104617,113.60901223469985,12907.00766094418,0.8389514370989907
186,438.782,478.094,639.75,540.227,180.751,456.616,472.335,626.157,542.628,161.163,438.722,439.611,652.626,572.676,170.084,439.0,468.958,647.366,572.007,172.212,408.901,451.289,607.101,573.319,176.999,428.151,428.272,595.043,530.132,147.82,446.116,475.787,629.002,606.322,184.687,0.6974084424427122,1.1194898041992947,0.703672420677538,113.63311736496817,12912.485362080632,0.8388518466794587
187,436.814,476.106,638.813,540.631,180.932,454.649,470.307,626.158,544.262,161.174,437.01,437.487,652.792,574.736,169.81,437.243,466.108,644.11,572.569,172.372,407.161,449.347,605.883,573.766,176.836,426.47,425.62,591.586,530.435,147.677,443.45,466.255,627.802,607.45,184.688,0.6972853090469462,0.8622092312422825,0.7034058538347997,113.65623534052061,12917.739831779805,0.8386929437134902
188,363.006,394.411,579.63,491.634,159.08,376.563,386.645,559.891,483.028,140.101,369.761,346.514,575.848,507.072,141.969,367.239,376.297,560.298,506.474,150.744,339.169,360.819,539.618,506.437,153.281,362.537,348.047,517.997,464.4,129.471,345.242,359.661,554.852,532.887,160.856,0.5861422210623269,-13.5198880857614,0.6928630995091136,132.89299188588407,17660.54729238165,0.8323839856154812
