real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag,ns,pbias,rsq,rmse,mse,pcc
0,122.445,199.0,2.33326,11.9423,54.4663,43.903,199.0,187.133,199.0,69.6038,124.023,11.9419,55.7341,0.6988943791278304,-0.08919188742814552,0.7058067763123698,113.35376485327559,12849.076006411697,0.8401230721223943
1,17.3659,199.0,6.02401,53.8682,114.278,41.801,199.0,186.599,199.0,155.543,124.053,7.15013,15.4118,0.6988946585769054,-0.08316902454901132,0.7057991636082461,113.35371225277615,12849.064081485172,0.8401185414024893
2,44.5576,199.0,4.44299,9.5846,113.349,42.476,199.0,186.781,199.0,199.0,123.882,8.52988,90.7807,0.6989090056567286,-0.11843573492523708,0.7058536293588391,113.35101167941008,12848.45184874576,0.8401509562922839
3,122.634,199.0,21.2373,13.1072,112.545,44.0972,199.0,187.353,199.0,199.0,123.995,18.6784,4.3011,0.6988779078022838,-0.10110320285648627,0.7057949243493402,113.3568651959799,12849.77888705956,0.8401160183863537
4,122.555,199.0,17.3056,4.05189,11.3252,11.3709,199.0,187.261,146.023,199.0,123.916,18.7673,20.1518,0.6989855503789653,-0.08901267365490903,0.7058820606102978,113.33660245864755,12845.185456869513,0.8401678764451173
5,23.5977,199.0,35.1328,53.6354,49.0746,9.99538,199.0,187.008,199.0,199.0,124.044,18.6869,95.0475,0.6989652148747318,-0.06608611166441067,0.7058272444483736,113.34043071014501,12846.053233561182,0.8401352536635834
6,122.357,199.0,17.7442,53.7659,115.539,23.2827,199.0,186.85,199.0,199.0,124.008,11.3781,40.7745,0.6989381022489183,-0.08314982307330802,0.7058355491613972,113.34553458459918,12847.21021026857,0.8401401961347863
7,31.8809,199.0,4.86665,53.6385,51.5338,37.6153,199.0,186.928,45.3173,107.373,124.05,1.67974,13.8809,0.6989067640867528,-0.08093525287545408,0.7058092654372521,113.35143361788779,12848.547503230424,0.8401245535259948
8,105.432,199.0,6.41979,15.785,12.9031,8.13328,199.0,186.629,199.0,199.0,123.739,3.93471,4.27062,0.6990266932305413,-0.11736685277771934,0.7059549267583463,113.32885673354197,12843.42976853168,0.8402112393668311
9,107.432,199.0,5.69989,4.24028,67.4267,28.9058,199.0,183.82,199.0,60.6091,125.257,7.41324,7.21757,0.6988258677948955,0.176569337298105,0.7054833472262896,113.36665995598999,12851.999589577063,0.8399305609550647
