real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag,ns,pbias,rsq,rmse,mse,pcc
0,102.317,88.5033,7.32092,43.9249,84.9524,199.0,118.861,199.0,123.386,38.0727,199.0,126.785,116.501,0.6975092241383019,1.1491048802266628,0.7038207504085684,113.61419236246317,12908.184706174785,0.8389402543736761
1,13.1706,78.239,19.576,199.0,199.0,199.0,55.6976,43.9423,199.0,86.6846,199.0,77.478,32.0046,0.6974589739839627,1.138512066129994,0.7037607342410925,113.62362883800982,12910.329030317816,0.8389044845756235
2,33.1495,144.749,14.0848,34.7,199.0,199.0,14.0023,65.1275,71.9226,199.0,199.0,90.7719,191.595,0.6974023038056625,1.1307418689618023,0.7037008745131527,113.63426998953611,12912.747316054785,0.8388688064966731
3,199.0,146.264,66.6059,48.1057,176.844,199.0,64.5364,199.0,199.0,199.0,186.259,199.0,9.04419,0.6974814610035451,1.130882679783629,0.7037700295894164,113.619406097908,12909.369442041332,0.8389100247281686
4,199.0,39.5106,52.9314,14.9017,17.5635,42.5541,199.0,67.3896,26.9396,174.613,199.0,199.0,41.8244,0.6974513308167762,1.2471796176304581,0.7036017740633741,113.62506407956715,12910.65518708574,0.8388097365096414
5,17.0545,38.1295,199.0,199.0,76.7057,41.9972,23.0366,39.4075,61.7626,199.0,199.0,199.0,199.0,0.6966236502153246,1.0995650729105122,0.7028038201463159,113.780379635399,12945.974789975518,0.8383339550240798
6,151.625,23.5048,53.109,193.958,187.129,98.5416,38.8352,40.6883,146.53,199.0,149.692,119.346,85.5079,0.6975255435693561,1.1761981624449147,0.7037692322744176,113.61112756820299,12907.488307318494,0.8389095495191466
7,26.2373,33.8867,13.5381,199.0,85.7156,199.0,79.295,68.7164,6.60304,53.847,22.6157,16.1422,35.6521,0.5755539227113443,-14.057497403012048,0.6924733729547892,134.58224846491333,18112.381601871664,0.8321498500599451
8,76.9791,135.237,20.7284,57.7287,20.16,33.8451,97.8291,66.9029,199.0,199.0,199.0,43.1007,9.01162,0.6975729639921018,1.1631987633933507,0.7038755022037136,113.60222152877438,12905.46473627273,0.8389728852613257
9,94.4045,77.6758,14.6455,15.4931,100.378,159.762,36.3521,102.99,199.0,33.1757,20.3365,70.1987,17.0115,0.5735596848200217,-14.102812885673332,0.6907798475881675,134.89804182382375,18197.481687902102,0.8311316668183011
10,199.0,199.0,85.4968,42.6053,199.0,199.0,199.0,72.618,30.4554,199.0,24.4011,5.18472,33.366,0.6000362086178237,-12.95069874146968,0.7014223093543599,130.6432139571813,17067.649353061854,0.8375095876193657
11,88.3421,199.0,199.0,72.6297,40.4651,90.9109,90.773,146.452,8.19802,33.0759,199.0,12.3047,118.988,0.697424151583077,1.1140621870669836,0.7036855198909988,113.63016767632843,12911.815006150513,0.8388596544661084
12,199.0,7.95724,84.9214,105.302,79.3862,67.2957,37.8251,4.99646,91.3403,199.0,199.0,199.0,32.3086,0.6962759801654475,1.1223700255548874,0.7023230083941112,113.84555726605501,12960.810909218611,0.8380471397207386
13,199.0,104.026,31.1944,153.109,199.0,11.6798,199.0,161.342,199.0,199.0,199.0,157.245,199.0,0.6980561193156043,1.282299116692952,0.7043185390828344,113.5114401979683,12884.847055816932,0.8392368790054655
14,12.055,141.523,110.404,199.0,199.0,113.559,33.2489,48.6171,40.9078,46.0485,107.793,70.6514,199.0,0.6942447981418443,-3.5185306447074667,0.7106716056276033,114.22559919604844,13047.487511696301,0.84301340773893
15,136.332,75.5133,199.0,199.0,145.618,18.7696,8.89712,150.287,199.0,63.3127,25.3943,86.556,27.3916,0.5579505252246033,-14.929090788165023,0.6804829260290162,137.34471646199054,18863.571140024575,0.8249138900691491
16,199.0,45.1099,104.708,113.037,199.0,199.0,25.676,40.8351,199.0,76.5791,122.173,44.1584,199.0,0.6985936070615966,-0.5137685177016366,0.7059941354892417,113.41036482017694,12861.910848645626,0.8402345717055695
17,89.8285,67.2964,40.6195,199.0,199.0,24.835,48.0958,90.7096,96.315,80.357,199.0,161.147,160.525,0.6972048250670716,1.2066453024194534,0.703414924350637,113.67134345798374,12921.174323542904,0.8386983512268502
18,31.238,42.0976,17.2942,199.0,199.0,38.4962,121.045,23.1486,115.846,11.2806,8.95841,4.50781,199.0,0.5893523492378998,-13.6946151141753,0.6976860531729864,132.3765898375609,17523.561537021837,0.8352760341186537
19,199.0,199.0,26.5138,32.8629,74.434,20.3243,81.8831,30.8948,199.0,199.0,39.5168,82.3428,32.8467,0.6006753399857103,-12.999835317796046,0.7013033478096437,130.53879005496947,17040.375709015392,0.8374385636031121
20,25.7529,84.1013,72.084,199.0,199.0,199.0,46.074,23.3288,162.123,199.0,199.0,199.0,199.0,0.6974283397843404,1.1255126670784295,0.7037095359307063,113.62938124928681,12911.636283095771,0.8388739690386788
21,168.396,199.0,150.425,199.0,20.659,37.2597,4.21204,8.24447,41.7098,199.0,34.1703,152.747,159.13,0.5572357731751632,-14.983808593429332,0.6841175506346311,137.45570830042658,18894.071744371962,0.8271139889003396
22,199.0,199.0,199.0,66.0797,133.896,38.5076,174.464,39.4581,13.1143,31.6977,169.473,167.615,65.1142,0.6975516279720461,1.1305626551885646,0.7038259927854444,113.6062287375225,12906.375207962285,0.8389433787720387
23,180.199,199.0,38.5158,20.3678,83.2158,118.615,78.5956,199.0,199.0,199.0,12.6471,100.07,52.1446,0.5959030773620935,-13.175189594416276,0.700324323494794,131.31649708292747,17244.022406130498,0.8368538244489261
24,93.9862,173.211,24.1656,199.0,199.0,13.1392,199.0,65.5925,34.2857,13.9135,199.0,79.2148,49.0281,0.6978031430119742,1.201537709882206,0.7041224096292779,113.55898163567912,12895.642310132507,0.8391200209917994
25,199.0,199.0,199.0,47.0088,199.0,105.684,15.6981,69.448,91.2839,199.0,133.093,50.9786,177.85,0.6972960598054854,1.0996034758619209,0.7035439962854811,113.65421710085795,12917.28106480895,0.8387752954668378
26,55.5398,147.428,49.1231,199.0,16.4809,30.8242,3.98606,199.0,19.0864,153.079,21.3378,14.2809,138.332,0.5538168463404285,-14.845365953603967,0.6765126203836651,137.98538894402654,19039.96756203428,0.82250387256454
27,199.0,105.973,96.0029,6.25969,60.3564,199.0,55.5891,199.0,199.0,199.0,85.6784,24.7053,199.0,0.6492129274119822,-8.998209378144772,0.705012390511371,122.34840379113896,14969.131910239586,0.8396501595970616
28,41.4946,3.81175,199.0,50.8264,180.78,199.0,199.0,199.0,32.0445,14.1725,199.0,69.9109,199.0,0.6972695981760126,1.0961920136785221,0.7035140012403721,113.65918467751938,12918.410261558456,0.8387574150136451
29,199.0,78.3513,46.8829,64.7911,60.1075,53.6842,68.4911,133.079,141.695,177.697,120.839,110.9,14.9243,0.6988016158036421,-0.7424900957949981,0.7065933286809744,113.37122427876187,12853.034494465324,0.8405910591250506
30,25.0629,10.6518,104.065,46.5997,46.5806,35.4113,14.1019,34.4059,154.614,199.0,17.4161,52.821,102.149,0.5555831686977784,-15.031057024644815,0.6763506175500058,137.71199407619324,18964.593312441484,0.8224053851659812
31,116.207,11.0458,180.132,53.5786,199.0,199.0,169.224,159.309,14.2673,121.457,52.2448,24.9477,4.21821,0.5752451308221447,-14.287908710967356,0.6943149899065342,134.63119502515156,18125.558673900396,0.8332556569904186
32,19.4603,40.9415,9.46141,40.8746,8.32913,18.6282,199.0,165.304,23.9577,126.384,80.9222,26.1027,199.0,0.630455994891866,-10.60689621163657,0.698700629813789,125.57685389020277,15769.546232961335,0.8358831436353942
33,147.675,50.0881,19.4565,27.7494,86.3666,182.961,102.448,199.0,9.14238,199.0,199.0,12.6967,40.6758,0.6974377921493768,1.137014351025086,0.7037371304551652,113.62760633953768,12911.232922452944,0.8388904162375234
34,199.0,64.2096,150.005,199.0,68.7113,199.0,25.1172,25.7545,5.19027,5.7267,44.0365,199.0,16.6276,0.5659245481300224,-14.546142957217661,0.6888558001028553,136.10031510090312,18523.29577056512,0.8299733731288343
35,20.5095,21.497,199.0,199.0,199.0,116.102,199.0,23.3135,17.0541,59.8965,199.0,3.57268,43.1326,0.6973166370250905,1.1194578017397885,0.7035483531453782,113.65035403992613,12916.402973400553,0.8387778926184084
36,199.0,199.0,199.0,199.0,66.8129,195.649,199.0,51.8421,24.2878,199.0,185.979,49.6165,142.937,0.6974341613102077,1.1149518554412656,0.7036962923899572,113.62828812053242,12911.38786120273,0.8388660753600405
37,199.0,126.216,48.0295,22.5729,199.0,199.0,199.0,111.74,199.0,199.0,199.0,48.0016,199.0,0.6975355552591749,1.1402017959919388,0.703833567399952,113.6092473288022,12907.06107861695,0.8389478931375607
38,199.0,5.20108,75.9113,67.746,199.0,52.9119,56.4991,199.0,198.289,11.2429,94.9056,56.9188,189.764,0.6662431110906333,-7.2512527181089474,0.7041805521584595,119.34153977979803,14242.403117013115,0.83915466521879
39,10.8082,36.8732,199.0,46.4476,199.0,93.367,199.0,29.0451,34.9966,52.9622,199.0,54.4303,199.0,0.6974811847527871,1.1655989478563429,0.7036881693857358,113.61945797479461,12909.38123048612,0.8388612336887048
40,184.077,33.3172,73.3384,12.6823,199.0,199.0,199.0,175.807,169.125,199.0,156.619,199.0,28.9507,0.6973735952773774,1.1196050130535193,0.7036480075659954,113.6396603069823,12913.972394686327,0.83883729504952
41,137.736,33.5384,199.0,161.691,80.825,199.0,199.0,39.5209,96.7513,42.4603,105.558,29.1981,41.6184,0.691309723491903,-4.07788243294687,0.7103596613033698,114.77253988542105,13172.735911750568,0.8428283700157285
42,199.0,199.0,199.0,105.682,38.9998,71.8381,187.759,199.0,199.0,199.0,7.97176,111.072,14.4308,0.6000162800002752,-12.937494526677277,0.7006286912911593,130.6464686345698,17068.49976668363,0.8370356571205072
43,83.8571,44.9677,19.1724,86.287,199.0,199.0,4.86301,199.0,38.0145,49.8139,112.259,41.5665,32.9604,0.6949455835839462,-2.623044223286896,0.7077283022654641,114.09462259103724,13017.582904191224,0.8412658927268264
44,199.0,157.724,45.2918,71.7369,199.0,199.0,16.7741,42.7788,51.4282,8.51572,199.0,199.0,67.616,0.697396479142725,1.1228052590041748,0.7036819269534256,113.63536364977224,12912.995871815978,0.8388575129027728
45,6.76847,199.0,20.6519,82.1952,199.0,33.1808,199.0,64.3225,13.4606,122.634,30.5287,111.995,199.0,0.6026608974463523,-12.827226852201484,0.7007218189723468,130.21384735458687,16955.646042883654,0.837091284730851
46,58.8569,105.328,37.1373,66.2696,48.7977,129.178,167.649,92.5106,94.1556,73.366,45.1303,41.2825,92.8973,0.5811791803211739,-13.807967825747522,0.6978161121821552,133.68745289470897,17872.33506147503,0.835353884399992
47,199.0,174.467,199.0,199.0,199.0,199.0,199.0,88.1319,199.0,100.999,57.0633,150.733,199.0,0.5963693421958945,-13.142521483751985,0.6992142134620577,131.24071583662123,17224.125493308766,0.8361902973977022
