name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
CHA01_20180630,6.87069,0.991632,4.47511,9.37191,7.86232,5.87906,1.20059,0.679129,0.4012,3.673,1.87971,0.521456,0.802109
CHA01_20200731,27.3833,0.98953,25.1434,30.1317,28.3728,26.3937,13.82,5.28578,3.672,23.16,19.1058,8.53419,1.98343
CHA01_20200831,42.83,1.0452,40.0759,45.32,43.8752,41.7848,29.4937,5.98499,8.038,39.14,35.4787,23.5087,0.935947
