real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
1,54.4841,35.5746,23.4643,199,190.153,199,40.9608,76.5894,137.891,180.103,58.6998,85.8459,28.9917
2,72.6898,44.1813,14.936,58.2972,192.929,199,10.0926,100.317,45.9651,175.1,54.7074,97.3529,160.437
4,111.077,23.2998,56.4627,19.0924,16.3571,56.0701,142.665,99.2541,17.6441,178.658,73.5968,170.243,54.3902
5,64.6627,19.2494,176.661,199,126.371,48.4782,15.937,68.5638,40.8954,165.243,63.0356,199,155.793
6,94.2701,13.3151,57.2781,199,163.755,128.771,30.9188,59.4377,85.7789,139.85,69.4445,110.308,99.4339
7,61.634,28.5005,15.9622,191.784,103.258,188.228,77.8992,101.062,4.86082,127.626,55.2209,22.7323,36.0832
8,87.6082,48.4695,20.605,126.462,29.9623,43.3571,62.9705,111.486,83.894,108.452,50.3448,37.4986,9.07916
9,160.796,59.5245,20.5246,23.8096,49.7685,199,27.7858,134.436,76.0668,148.006,38.8203,137.478,21.6294
10,91.1859,66.4123,97.9534,60.3085,185.341,199,156.16,68.9068,16.2123,149.394,47.8644,4.38721,44.5794
11,158.9,53.6464,159.218,125.709,81.0809,90.2174,66.0296,192.154,7.20574,108.395,55.7098,13.274,117.184
12,90.3841,9.91452,93.767,118.106,68.1066,103.027,33.5786,8.21758,54.06,193.347,129.349,175.13,44.493
13,97.2912,36.5542,32.4836,199,178.005,14.5412,133.123,186.475,117.878,156.574,62.4646,133.883,197.216
14,35.6283,59.2772,158.869,198.776,125.071,161.483,23.3863,65.6011,26.5885,164.394,55.1088,91.1223,199
15,177.616,44.5887,173.226,199,107.561,27.4258,9.6273,146.169,117.165,115.967,61.2017,98.9349,26.0463
16,118.99,18.6396,105.054,195.701,144.923,184.921,20.2717,51.2122,132.362,116.067,52.5196,43.131,199
17,79.5656,32.2392,47.6225,199,118.904,33.6881,36.6339,121.941,59.1061,146.569,60.8572,149.3,182.046
18,45.9665,35.5908,34.4843,189.96,96.8924,80.0715,129.434,31.0023,46.911,58.065,35.3969,6.73392,199
19,114.072,69.3373,28.3295,41.9463,88.9414,27.2553,69.0073,33.5511,118.075,156.463,51.3026,74.854,39.1944
20,47.1762,39.1131,74.6511,199,199,199,31.1901,42.4855,97.534,161.149,48.0682,191.121,185.748
21,133.382,79.8612,155.381,199,27.7957,51.3629,3.63761,8.09001,28.1045,155.271,57.3984,130.787,190.468
22,174.559,49.1972,178.893,136.485,63.6982,42.6589,118.191,42.7661,9.25496,94.3196,45.0657,170.392,67.1759
23,119.74,83.8771,42.7763,34.8162,99.2594,164.222,70.9956,157.784,93.9549,106.278,44.1462,90.8879,65.9976
24,177.278,76.3735,34.4466,199,102.649,16.1245,118.523,118.72,25.9421,101.166,57.8428,101.112,75.7712
25,142.364,48.0851,158.424,97.013,170.945,126.854,10.809,80.8162,44.6402,110.558,51.9613,41.4642,192.013
26,74.2858,57.6893,55.9439,199,24.8884,42.6841,3.69629,170.832,10.705,117.36,59.7807,14.4472,142.33
27,131.18,34.9782,95.0116,10.7653,68.064,199,39.4314,164.018,109.577,118.546,48.5721,20.7014,195.077
28,62.7664,2.77958,199,76.5379,93.9924,199,148.121,188.002,25.7321,132.639,54.9779,70.3222,192.825
29,84.1405,26.8825,44.0834,131.172,67.4626,65.4558,48.554,135.065,80.0618,132.532,53.6481,85.5554,18.135
30,61.1822,8.14089,123.611,83.5817,83.817,58.1361,12.8943,40.5432,82.22,115.612,49.3515,56.6382,81.8423
31,72.7498,10.5567,173.42,70.3079,184.041,199,145.085,197.066,8.13579,102.983,59.2368,22.7879,5.30927
32,69.419,27.2947,11.8493,73.3532,14.1455,28.5592,148.943,192.719,13.1025,106.407,59.0413,29.665,156.211
33,69.9485,23.3437,18.979,36.0318,84.6243,199,72.4677,195.32,6.3519,169.148,60.0133,10.6988,54.9192
34,168.34,19.0481,153.081,196.558,108.356,185.8,23.5874,34.9505,4.49656,14.7716,50.9363,179.942,22.8488
35,57.0568,15.0454,181.582,191.316,151.978,159.75,161.953,38.0542,13.5942,147.778,69.8297,3.86202,37.5288
36,137.599,47.4308,160.565,199,76.2095,199,130.669,60.1112,16.0242,161.43,59.3606,42.539,174.806
37,139.246,48.1029,49.8612,56.2587,169.043,199,130.209,156.539,103.957,157.945,59.5371,41.3778,199
38,185.713,2.69724,106.709,86.2483,89.1664,78.6523,53.8519,189.517,147.99,113.281,52.5058,59.8552,192.534
39,75.2224,20.4173,178.629,66.4032,129.245,112.031,153.737,45.0659,25.3113,122.301,60.642,59.6463,146.919
40,89.9141,20.4064,78.6985,19.577,164.693,199,140.432,195.888,87.8614,121.956,53.2709,164.167,35.0805
41,174.24,13.6651,198.859,199,88.2034,199,134.262,44.5352,50.5284,114.346,54.8263,29.416,42.134
42,154.287,107.657,165.222,130.285,50.0165,113.744,163.45,149.104,100.742,91.0174,39.2215,110.428,17.6443
43,102.114,34.1431,26.8344,136.973,83.5377,199,4.51991,195.754,23.5523,120.79,67.396,37.8023,36.6821
44,199,60.67,61.015,122.459,109.19,194.926,11.9411,75.7723,50.8521,92.4718,42.7432,199,79.2533
45,65.5475,43.1977,27.3108,160.422,199,46.2416,130.579,66.735,13.2799,171.551,53.8412,121.763,131.501
46,104.303,38.547,33.8002,108.6,99.1053,160.915,140.163,95.371,67.211,113.34,47.6154,39.7284,77.5266
47,133.942,47.1797,155.311,199,185.372,199,169.442,86.2895,128.892,121.662,49.577,135.47,197.49
48,193.032,8.20518,140.044,74.542,86.4128,36.1931,155.502,87.165,136.746,101.52,32.7179,199,116.005
49,81.9486,39.8285,164.571,199,112.466,199,10.6679,37.0021,73.723,192.33,72.4089,84.5142,19.1577
50,64.6455,28.0761,156.47,199,187.017,26.8151,82.0115,109.649,88.6362,168.376,71.8166,52.6237,175.603
51,90.6003,14.6622,68.2848,199,14.9038,199,155.568,24.3371,43.0015,117.14,60.5983,167.932,193.528
52,173.135,49.7322,70.219,198.077,16.205,148.02,111.941,181.474,31.0896,152.649,53.3428,180.234,162.852
53,55.7324,109.026,158.41,199,193.724,60.1896,44.7129,47.1617,102.252,118.724,42.371,39.8838,16.2342
54,116.712,28.6132,162.801,29.2585,30.5031,186.185,47.4872,36.6773,129.792,113.715,55.4143,11.5922,8.43893
55,52.4585,7.31034,40.3673,110.983,7.19745,103.264,100.194,28.1589,66.3076,164.974,93.8599,54.5016,15.1676
56,40.7411,76.1518,151.795,191.614,199,108.903,164.584,194.915,80.5994,197.456,59.0914,199,182.174
57,73.1574,42.5292,84.1058,199,178.124,88.9164,23.1195,195.456,15.0429,141.42,59.9939,75.4347,185.441
58,199,98.7164,160.087,104.632,28.354,199,38.5087,151.822,118.486,104.6,42.6981,55.5468,195.104
59,59.8767,91.2933,160.282,199,191.236,6.42736,8.74022,24.4469,34.0201,134.248,46.3184,169.69,29.6113
60,199,64.5248,40.8069,145.879,6.94223,136.898,7.98099,66.9508,27.7167,67.3598,68.0161,78.7945,195.972
61,42.8398,66.1263,195.402,28.6703,113.82,189.241,78.0515,193.256,42.9187,199,72.5607,93.4687,176.65
62,76.6348,63.3249,153.5,56.9213,174.619,20.9937,58.6239,158.545,107.401,100.49,45.4971,13.3138,63.9121
63,25.9101,43.7821,135.055,148.315,77.7668,199,88.8823,183.849,70.4616,199,61.0383,60.7573,180.387
64,55.6961,35.0798,75.2691,199,39.8121,199,72.91,87.0265,36.8693,105.256,49.3156,147.638,191.257
65,49.7013,52.0182,38.0605,199,73.268,183.04,141.071,177,7.11539,192.136,58.1659,199,156.451
66,199,64.616,172.686,195.129,108.155,11.2351,39.004,196.116,158.125,111.135,56.9829,55.7618,87.3254
67,136.845,25.5579,90.0016,199,181.231,199,42.7743,53.0769,34.3873,156.255,59.5789,20.9508,195.994
69,199,44.3813,170.177,14.6175,99.1914,198.674,18.424,58.0974,8.27124,33.8864,40.6748,113.967,21.2939
70,105.427,27.7757,169.31,61.4123,139.032,91.6907,45.9963,39.2038,107.366,103.575,46.6409,47.3716,168.397
71,157.186,67.1862,8.46359,199,22.7013,199,79.4377,92.8979,39.2282,108.554,58.538,49.4692,150.432
73,124.039,69.7591,167.128,189.069,132.018,159.018,39.8891,164.792,32.234,122.395,51.288,170.873,198.373
74,63.4932,41.4498,37.8967,66.2815,186.968,119.042,77.6898,191.468,29.9596,173.823,53.3675,92.8323,199
75,83.6128,19.8069,36.7229,199,144.324,199,52.4103,31.6582,101.409,132.2,67.2575,190.296,124.462
76,75.3061,12.9521,190.278,24.4154,109.348,193.141,137.037,89.2078,8.90783,34.4128,33.1082,132.147,102.239
77,128.63,30.5199,168.683,64.47,52.9073,69.7786,140.682,193.209,65.7852,133.955,54.939,53.7725,196.106
78,26.8974,34.1515,131.771,186.733,111.979,198.365,20.0767,199,43.9254,95.2462,38.0918,173.205,199
80,110.11,118.456,12.8129,166.544,88.144,22.0804,31.6259,175.994,95.4888,131.002,51.4837,177.807,42.5259
81,141.444,118.092,15.6506,155.215,95.485,199,5.41528,178.809,65.5369,73.7251,23.5996,55.7927,27.0513
82,85.5793,7.7568,174.835,32.1801,151.417,10.6297,148.665,175.705,103.332,127.065,90.9849,172.116,198.123
83,63.5479,50.653,165.026,77.7156,178.294,67.362,76.2886,121.593,52.9397,150.956,45.3731,178.659,197.647
84,137.703,101.244,171.453,199,85.1368,40.4571,134.11,12.8001,124.048,107.295,44.9156,196.817,198.996
85,22.7055,3.9416,6.41821,184.591,82.2129,82.7861,69.4725,133.299,35.218,112.897,30.6916,37.869,52.7685
86,199,80.278,197.052,196.386,162.172,191.212,151.907,14.4568,103.667,99.5903,37.9596,7.62712,166.99
87,199,28.2323,69.1877,193.079,18.7135,107.3,39.8705,190.84,53.8765,14.0914,62.7213,22.7719,199
88,33.2781,5.14507,16.4521,199,8.35674,199,135.982,38.2249,44.5372,89.3266,70.0338,110.339,127.187
89,91.7608,60.5388,154.117,4.59647,4.02101,91.9331,87.1854,183.46,126.01,159.535,52.6956,170.409,129.154
90,57.0102,26.657,122.62,199,191.614,72.0349,24.039,61.9925,27.4151,140.226,54.8656,187.755,197.174
91,63.0449,33.5456,5.82024,113.597,55.8287,89.0915,157.571,157.869,79.8269,103.046,59.1872,121.839,151.369
92,103.908,36.3671,199,112.668,91.6811,141.752,131.926,47.7084,123.309,122.602,44.3571,196.876,44.8302
93,59.3571,73.7568,157.522,199,193.314,199,161.895,162.663,75.8995,110.684,46.5857,89.7679,35.6971
94,65.4402,23.0468,173.694,167.71,154.746,43.9791,86.9091,45.4436,5.79032,95.2248,39.9989,27.6369,181.741
95,57.5899,5.6776,123.252,55.8416,191.528,199,126.772,12.0752,119.51,175.578,100.426,177.437,119.592
96,76.1334,40.0076,99.7129,199,174.645,199,64.6301,181.993,125.034,128.277,49.9062,97.7902,163.602
97,199,4.74908,169.546,35.5011,21.1523,24.045,164.393,131.148,147.547,30.3837,41.3341,189.73,7.0581
98,64.2958,26.7342,170.27,199,71.8875,18.6226,137.786,7.57739,30.0401,101.607,62.5102,23.7464,128.451
99,199,43.1141,122.127,199,107.943,195.698,22.779,106.154,55.3044,60.3122,49.911,181.195,199
100,38.5348,21.1097,30.4226,199,53.8963,112.092,14.1247,4.54772,116.622,17.5164,50.062,51.9562,50.3625
101,96.8791,28.6049,19.7474,186.236,90.9722,9.04907,155.002,110.898,19.7288,126.689,78.0066,80.0452,180.077
102,78.6799,57.3456,26.2754,124.143,51.4943,13.6259,135.754,132.254,44.7356,146.764,45.5023,172.234,89.6139
103,64.7103,15.717,131.596,151.084,26.1672,50.0021,161.339,6.91168,81.6746,119.808,74.2494,29.1418,195.534
104,58.2861,138.23,68.1331,199,25.263,199,161.128,41.9843,15.6435,101.462,40.9246,51.2687,64.5555
105,153.127,56.4359,170.24,24.9269,115.734,56.9193,166.96,169.954,35.6856,107.659,52.3172,128.486,24.6226
106,199,57.6772,199,199,196.652,21.2766,132.688,13.4526,112.709,116.698,55.7961,43.8978,91.4001
107,63.2987,13.6688,156.099,199,8.44734,57.1546,77.0675,165.606,6.39311,95.799,61.1061,163.704,194
108,65.258,42.2652,91.5192,35.4467,111.236,13.6927,130.757,46.0478,115.393,182.097,61.2091,107.69,19.2497
109,93.0804,8.58286,156.349,199,162.11,181.457,111.591,56.8512,32.4912,137.084,45.7258,187.788,145.675
110,33.2362,91.3482,114.691,196.386,20.3951,11.7434,156.493,83.9344,47.7813,111.662,56.1823,194.715,121.33
111,102.298,45.8976,144.433,199,3.60619,62.1205,139.796,77.3118,18.1931,126.482,57.3541,25.6119,5.98892
112,139.932,62.8849,93.2332,199,190.955,135.25,154.235,75.3222,77.4533,178.029,50.9688,179.702,199
113,173.675,31.184,21.3362,43.2709,69.4342,199,120.583,46.792,99.6216,120.196,55.7863,125.268,197.558
114,85.3295,3.89649,144.645,199,39.3341,20.6405,153.421,16.4166,119.953,81.7849,74.5964,61.5651,86.0467
115,89.6459,164.361,78.6166,197.836,143.142,69.0317,106.573,67.6198,22.9581,112.769,25.6865,6.25387,131.483
116,55.1175,18.1604,174.475,199,63.9143,199,43.0842,196.131,16.5293,174.619,69.7526,192.325,107.283
117,81.8699,28.281,130.633,117.046,72.5239,78.6644,20.428,190.414,105.498,143.651,50.9057,29.1924,167.904
118,78.7386,57.1637,23.5899,52.1252,70.0567,104.282,111.71,121.408,12.1424,146.05,57.5333,84.663,16.8222
119,172.864,15.7636,131.353,188.484,82.442,199,29.2376,199,51.7582,175.752,82.4468,197.905,86.8737
120,129.818,32.6005,34.7197,94.1498,43.2287,199,50.6077,76.1968,63.1582,109.362,51.578,56.6533,196.369
121,84.3959,23.8201,164.376,199,178.806,199,24.2114,165.035,103.676,119.229,53.3997,179.176,57.9889
123,149.55,40.1271,50.9857,146.025,25.2315,199,142.49,62.2385,39.0651,116.868,47.6498,161.072,194.105
124,147.873,65.2246,48.0978,199,124.541,146.867,111.967,176.068,11.1809,160.67,58.8717,72.698,199
125,156.323,74.2302,30.6717,199,66.5618,199,162.03,179.703,15.4411,195.08,63.9981,174.715,105.488
126,199,33.1694,32.619,168.741,62.0472,162.873,59.4104,181.186,107.637,32.62,42.9991,59.2244,199
127,79.9373,48.7875,47.8932,199,96.7227,60.7324,32.1553,183.861,110.869,130.832,51.1816,182.656,53.8623
128,68.787,10.9331,62.132,11.8653,88.6073,38.9798,158.517,70.1729,11.8309,100.165,65.2006,171.671,75.7468
