 april24                   SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
   365    12    31  2022       1       1  hru01          0.000       0.000      27.808      13.791            0.000            0.000            0.000           85.463           18.796           17.570            3.039          265.337           50.249            0.000            0.000          106.657           19.880            0.000            0.000
   365    12    31  2022       2       2  hru02          0.000       0.000      -1.418      -7.040          119.532           13.149            0.000            0.000           12.181           -5.287            2.087            2.907            0.787            0.000            0.000           75.011           13.617            0.000            0.000
   365    12    31  2022       3       3  hru03          0.000       0.000      27.808      13.791            0.000            0.000            0.000           85.461           18.796           17.570            3.039          265.335           50.249            0.000            0.000          106.656           19.880            0.000            0.000
   365    12    31  2022       4       4  hru04          0.000       0.000      -1.858      -7.195          119.532           13.149            0.000            0.000           12.630           -5.463            2.164            2.999            0.820            0.000            0.000           78.940           14.327            0.000            0.000
   365    12    31  2022       5       5  hru05          0.000       0.000      27.808      13.791            0.000            0.000            0.000           85.464           18.796           17.570            3.039          265.339           50.250            0.000            0.000          106.658           19.880            0.000            0.000
   365    12    31  2022       6       6  hru06          0.000       0.000      -2.365      -7.357          119.532           13.149            0.000            0.000           13.017           -5.585            2.230            3.120            0.861            0.000            0.000           83.643           15.177            0.000            0.000
   365    12    31  2022       7       7  hru07          0.000       0.000      -1.415      -7.039          119.532           13.149            0.000            0.000           12.176           -5.286            2.086            2.906            0.786            0.000            0.000           74.957           13.607            0.000            0.000
   365    12    31  2022       8       8  hru08          0.000       0.000      27.808      13.791            0.000            0.000            0.000           85.464           18.796           17.570            3.039          265.339           50.250            0.000            0.000          106.659           19.880            0.000            0.000
   365    12    31  2022       9       9  hru09          0.000       0.000      27.808      13.791            0.000            0.000            0.000           85.463           18.796           17.570            3.039          265.338           50.249            0.000            0.000          106.658           19.880            0.000            0.000
