real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,199,199,8.66169,33.4452,94.7885,33.342,199,199,199,51.5358,199,32.2307,83.7151
1,28.5059,199,22.7541,151.819,199,32.0399,199,184.447,199,115.338,199,19.4829,23.1493
2,72.5245,199,16.5318,26.7835,199,32.7701,199,199,199,199,199,22.8858,136.656
3,199,199,76.9689,36.5635,196.561,33.2094,199,199,199,199,199,49.8242,6.4361
4,199,199,61.1628,11.2621,19.5707,8.32464,199,199,132.079,199,199,50.7156,29.9594
5,38.3923,199,199,150.898,86.0812,7.61247,199,170.398,199,199,199,50.2085,142.813
6,199,138.409,63.8875,149.211,199,17.4223,199,174.104,199,199,199,30.7792,61.134
7,51.9242,199,18.1497,149.765,90.2295,29.1154,199,199,40.8071,80.3388,199,4.56262,20.8058
8,172.625,199,23.6765,44.0329,22.336,5.91917,199,199,199,199,199,10.6842,6.37346
9,176.977,199,20.1287,11.3512,109.128,22.4115,199,199,199,47.1944,189.545,20.226,10.4189
10,199,199,110.948,31.0271,199,31.1864,199,199,141.516,199,199,1.54194,22.0382
11,189.117,199,199,55.0796,45.5561,14.5723,199,199,43.0899,44.3847,199,3.08166,85.1016
12,199,46.4536,97.9882,78.7079,89.0101,13.2264,199,21.89,199,199,199,50.7103,23.3147
13,199,199,37.4277,116.509,199,2.19417,199,199,199,199,199,40.4251,141.951
14,27.3839,199,140.089,158.73,199,21.6357,199,185.327,199,63.8737,199,19.3962,130.465
15,199,199,199,130.267,158.49,9.0106,199,199,199,83.2916,199,26.228,14.7653
16,199,199,125.132,88.8946,199,32.4681,199,166.428,199,105.52,199,11.3332,137.832
17,199,199,47.3243,151.228,199,4.72181,199,199,199,104.208,199,41.0142,115.78
18,76.5755,199,24.9237,154.686,199,10.5575,199,78.6523,199,15.9593,78.3973,1.40759,113.993
19,199,199,37.1319,24.0795,82.848,4.1541,199,92.4346,199,199,199,25.845,21.4984
20,55.8466,199,84.3943,153.027,199,32.1161,199,98.2064,199,199,199,50.154,143.581
21,199,199,199,121.962,26.344,12.5345,199,29.169,199,199,199,48.8977,96.4736
22,199,199,199,50.7977,149.766,6.78496,199,169.822,67.8914,42.5412,199,42.2355,46.7508
23,199,199,51.1173,14.6887,94.1803,19.4539,199,199,199,199,114.738,30.5342,34.9396
24,199,199,27.8816,152.649,199,2.31787,199,199,175.652,18.6377,199,19.8689,35.402
25,199,199,199,36.3121,199,17.5099,199,199,199,199,180.835,12.8101,127.696
26,171.4,199,76.1741,114.941,20.7787,14.894,199,199,90.313,194.633,199,4.69525,76.2443
27,199,199,127.444,4.80431,67.5985,31.933,199,199,199,199,199,7.23562,129.459
28,89.8332,22.41,199,38.9318,199,32.1241,199,199,169.199,19.5412,199,17.4841,141.827
29,199,199,56.526,50.4217,66.2608,9.61906,199,199,199,199,199,28.8006,10.4403
30,99.3044,199,138.594,32.8769,48.8278,20.0384,199,147.459,199,199,191.612,15.7443,51.8337
31,199,136.282,199,42.122,196.053,31.8658,199,199,88.2054,181.453,199,6.84549,2.42112
32,52.9834,199,13.3284,32.0583,8.86511,5.68363,199,199,119.673,166.995,199,7.86169,114.58
33,199,199,22.5098,21.3243,94.9115,31.1148,199,199,48.2184,199,199,3.17289,28.9717
34,199,199,185.378,144.342,68.6697,31.7658,199,79.9239,29.5258,8.30381,199,54.6399,10.0344
35,44.8268,122.814,199,152.576,199,19.6921,199,98.4521,87.5969,80.3305,199,1,30.9119
36,199,199,199,153.711,74.2979,32.2959,199,199,129.062,199,199,12.3613,101.966
37,199,199,55.3837,17.2388,199,33.848,199,199,199,199,199,12.145,142.671
38,199,67.1471,98.3337,51.0754,199,14.4116,199,199,199,15.2092,199,16.0273,110.215
39,24.2142,199,199,35.5192,199,16.7116,199,123.931,180.897,71.1824,199,13.7699,141.657
40,199,199,86.8073,9.82923,199,34.0582,199,199,199,199,199,50.6213,20.7305
41,199,199,199,126.312,86.2275,34.0983,199,144.97,199,57.8671,199,7.92886,27.6906
42,199,199,199,76.1514,42.1562,11.6784,199,199,199,199,70.5782,32.5811,9.61595
43,189.242,199,24.0624,67.926,199,35.1059,199,199,199,67.3635,199,11.2052,22.2859
44,199,199,52.9003,55.2982,199,32.9537,199,179.103,199,11.4046,199,50.2106,48.5822
45,14.2964,199,29.0786,60.8752,199,6.83993,199,190.603,59.6343,130.987,199,35.3243,130.729
46,91.745,199,47.6755,45.4423,54.9402,14.1887,199,199,199,101.341,199,11.9561,62.9059
47,199,199,199,144.471,199,35.9278,199,199,199,112.897,199,45.431,132.063
48,199,199,191.7,48.6567,49.9839,7.85698,199,199,199,85.5381,128.324,61.6307,63.451
49,199,199,199,154.263,96.3477,33.7119,199,100.706,199,199,199,23.5886,10.8304
50,138.503,199,169.674,119.64,177.296,4.09988,199,199,199,199,199,13.542,119.54
51,199,193.879,85.308,146.174,18.8657,42.441,199,66.8273,199,199,199,56.4451,113.665
52,199,199,83.4992,151.539,16.443,20.9654,199,199,199,174.393,199,50.1356,106.816
53,163.245,199,199,139.323,175.712,7.84153,199,145.393,199,199,116.762,13.1698,8.83013
54,199,199,199,12.0646,24.3824,27.2134,199,121.689,199,100.103,199,2.92083,5.2626
55,15.7894,65.526,41.1749,52.8093,4.9705,13.4786,199,61.5956,199,140.368,184.575,12.2557,11.7671
56,10.1219,199,170.031,110.463,199,18.4039,199,199,199,199,198.809,50.1227,142.973
57,117.831,199,96.2901,150.465,199,13.5289,199,199,154.64,199,199,20.6114,126.598
58,199,199,199,48.6021,18.2188,27.0169,199,199,199,100.678,125.439,14.054,139.237
59,182.566,199,199,124.401,190.076,1.16804,199,75.947,199,199,199,56.5711,15.987
60,199,199,45.2578,93.7863,4.73534,20.226,199,163.86,199,27.7948,199,17.3451,142.091
61,5.87636,199,199,16.6909,199,33.8524,199,199,199,199,199,18.2422,114.006
62,199,199,199,17.4048,183.735,3.75211,199,199,199,199,199,5.39425,34.326
63,14.5404,199,118.669,73.025,117.798,30.1776,199,199,199,42.4172,199,12.6776,143.725
64,64.4462,199,89.0691,148.949,25.4819,27.0801,199,199,199,183.626,105.915,36.9806,119.749
65,21.3007,199,43.4488,106.728,50.0346,28.6508,199,199,46.1104,199,199,54.0138,132.318
66,199,199,196.352,129.608,157.323,1.5908,199,199,199,43.2468,199,13.0362,58.2226
67,199,199,101.806,151.325,199,33.3764,199,146.757,199,199,199,5.84887,141.552
68,199,199,85.1489,8.73043,13.9978,10.98,199,199,199,91.9046,199,44.3242,132.096
69,199,199,199,6.30162,155.029,32.3201,199,192.972,44.8168,10.1654,199,29.5659,14.3891
70,199,199,199,34.1845,130.366,12.6189,199,113.505,199,199,199,15.0519,91.6927
71,199,199,10.0977,152.654,23.0834,34.4734,199,199,199,79.8162,199,12.8236,99.4911
72,104.044,199,86.1513,31.805,18.5611,19.8054,199,77.4217,199,95.1078,199,26.6643,116.729
73,199,199,199,79.4083,198.751,15.6772,199,199,199,104.015,199,55.9777,137.18
74,161.951,199,46.8607,28.5642,199,18.0122,199,199,199,199,199,25.3409,141.869
75,170.164,150.604,34.7212,153.084,199,33.219,199,72.4041,199,124.649,199,50.6906,79.6548
76,132.256,199,199,10.9168,99.0308,27.5481,199,181.751,72.9625,10.0553,199,28.9674,42.9284
77,199,199,199,40.6019,49.2385,9.26997,199,199,199,199,199,15.2555,139.998
78,40.4205,199,149.288,134.756,126.008,36.576,199,199,199,31.8415,199,46.351,112.726
79,92.0094,199,106.21,25.5911,86.1448,27.0875,199,199,199,77.0514,151.056,14.7287,130.838
80,199,199,8.6205,68.4245,199,2.66305,199,199,199,55.4058,199,61.1615,25.397
