 prueba                   
  SWAT+ Apr 12 2023       MODULAR Rev 2023.60.5.6                               
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   366    12    31  2016       1    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016       2    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016       3    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016       4    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016       5    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016       6    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016       7    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016       8    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016       9    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      10    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      11    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      12    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      13    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      14    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      15    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      16    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      17    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      18    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      19    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      20    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      21    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      22    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      23    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      24    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      25    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      26    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      27    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      28    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      29    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      30    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      31    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      32    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      33    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      34    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      35    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      36    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      37    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      38    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      39    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      40    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      41    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      42    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      43    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      44    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      45    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      46    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      47    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      48    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      49    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      50    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      51    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      52    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      53    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      54    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      55    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      56    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      57    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      58    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      59    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      60    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      61    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      62    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      63    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      64    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      65    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      66    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      67    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      68    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      69    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      70    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      71    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      72    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      73    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      74    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      75    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2016      76    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2016      77    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017       1    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017       2    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017       3    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017       4    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017       5    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017       6    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017       7    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017       8    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017       9    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      10    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      11    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      12    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      13    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      14    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      15    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      16    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      17    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      18    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      19    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      20    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      21    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      22    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      23    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      24    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      25    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      26    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      27    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      28    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      29    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      30    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      31    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      32    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      33    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      34    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      35    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      36    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      37    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      38    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      39    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      40    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      41    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      42    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      43    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      44    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      45    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      46    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      47    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      48    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      49    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      50    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      51    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      52    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      53    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      54    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      55    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      56    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      57    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      58    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      59    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      60    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      61    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      62    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      63    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      64    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      65    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      66    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      67    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      68    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      69    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      70    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      71    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      72    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      73    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      74    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      75    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2017      76    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2017      77    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018       1    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018       2    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018       3    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018       4    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018       5    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018       6    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018       7    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018       8    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018       9    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      10    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      11    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      12    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      13    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      14    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      15    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      16    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      17    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      18    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      19    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      20    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      21    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      22    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      23    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      24    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      25    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      26    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      27    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      28    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      29    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      30    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      31    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      32    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      33    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      34    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      35    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      36    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      37    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      38    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      39    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      40    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      41    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      42    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      43    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      44    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      45    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      46    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      47    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      48    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      49    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      50    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      51    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      52    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      53    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      54    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      55    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      56    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      57    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      58    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      59    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      60    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      61    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      62    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      63    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      64    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      65    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      66    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      67    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      68    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      69    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      70    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      71    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      72    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      73    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      74    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      75    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2018      76    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2018      77    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019       1    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019       2    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019       3    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019       4    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019       5    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019       6    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019       7    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019       8    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019       9    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      10    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      11    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      12    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      13    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      14    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      15    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      16    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      17    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      18    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      19    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      20    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      21    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      22    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      23    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      24    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      25    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      26    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      27    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      28    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      29    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      30    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      31    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      32    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      33    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      34    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      35    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      36    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      37    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      38    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      39    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      40    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      41    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      42    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      43    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      44    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      45    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      46    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      47    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      48    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      49    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      50    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      51    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      52    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      53    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      54    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      55    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      56    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      57    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      58    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      59    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      60    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      61    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      62    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      63    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      64    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      65    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      66    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      67    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      68    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      69    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      70    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      71    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      72    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      73    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      74    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      75    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2019      76    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2019      77    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020       1    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020       2    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020       3    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020       4    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020       5    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020       6    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020       7    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020       8    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020       9    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      10    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      11    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      12    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      13    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      14    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      15    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      16    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      17    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      18    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      19    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      20    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      21    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      22    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      23    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      24    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      25    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      26    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      27    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      28    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      29    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      30    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      31    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      32    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      33    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      34    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      35    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      36    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      37    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      38    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      39    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      40    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      41    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      42    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      43    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      44    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      45    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      46    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      47    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      48    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      49    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      50    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      51    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      52    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      53    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      54    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      55    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      56    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      57    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      58    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      59    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      60    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      61    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      62    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      63    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      64    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      65    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      66    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      67    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      68    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      69    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      70    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      71    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      72    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      73    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      74    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      75    wetm                                                0.000       0.000       0.000       0.000
   366    12    31  2020      76    rice140                                             0.000       0.000       0.000       0.000
   366    12    31  2020      77    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021       1    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021       2    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2021       3    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021       4    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2021       5    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021       6    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2021       7    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2021       8    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021       9    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021      10    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021      11    wetm                                                0.000       0.000       0.000       0.000
   365    12    31  2021      12    rice140                                             0.000       0.000       0.000       0.000
   365    12    31  2021      13    wetm                                                0.000       0.000       0.000       0.000
