real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag,ns,pbias,rsq,rmse,mse,pcc
0,199.0,199.0,8.66169,33.4452,94.7885,33.342,199.0,199.0,199.0,51.5358,199.0,32.2307,83.7151,0.6976876467406905,1.1684791692119338,0.7040171484415811,113.58068005133616,12900.570880923993,0.8390572974723366
1,28.5059,199.0,22.7541,151.819,199.0,32.0399,199.0,184.447,199.0,115.338,199.0,19.4829,23.1493,0.6976819273773801,1.165042105060928,0.7040048665118059,113.58175444689894,12900.814943235648,0.8390499785542015
2,72.5245,199.0,16.5318,26.7835,199.0,32.7701,199.0,199.0,199.0,199.0,199.0,22.8858,136.656,0.6976826620246485,1.1663542059006982,0.7040084735834562,113.58161644228743,12900.783593642898,0.8390521280489408
3,199.0,199.0,76.9689,36.5635,196.561,33.2094,199.0,199.0,199.0,199.0,199.0,49.8242,6.4361,0.6976455632494569,1.1521067109283778,0.7039476635803583,113.58858529431976,12902.366709164953,0.8390158899450941
4,199.0,199.0,61.1628,11.2621,19.5707,8.32464,199.0,199.0,132.079,199.0,199.0,50.7156,29.9594,0.6977257315788461,1.1871622050718602,0.704022678892595,113.57352546764879,12898.945687150668,0.8390605930995657
5,38.3923,199.0,199.0,150.898,86.0812,7.61247,199.0,170.398,199.0,199.0,199.0,50.2085,142.813,0.6976222677707513,1.1681015401897552,0.7038847230967489,113.59296103547284,12903.360796806452,0.8389783805896007
6,199.0,138.409,63.8875,149.211,199.0,17.4223,199.0,174.104,199.0,199.0,199.0,30.7792,61.134,0.6977554725948225,1.1985358791804899,0.7040389169311165,113.56793803352299,12897.676549186119,0.8390702693643224
7,51.9242,199.0,18.1497,149.765,90.2295,29.1154,199.0,199.0,40.8071,80.3388,199.0,4.56262,20.8058,0.6976921250389294,1.1692408277481903,0.7040173327049196,113.57983878560934,12900.379778565008,0.839057407276117
8,172.625,199.0,23.6765,44.0329,22.336,5.91917,199.0,199.0,199.0,199.0,199.0,10.6842,6.37346,0.6977572429405261,1.202753803343455,0.7040656859135003,113.56760543063469,12897.601003248326,0.8390862207863387
9,176.977,199.0,20.1287,11.3512,109.128,22.4115,199.0,199.0,199.0,47.1944,189.545,20.226,10.4189,0.6977123251488004,1.1757949314551301,0.7040371036869015,113.57604403902741,12899.517779555094,0.8390691888556637
10,199.0,199.0,110.948,31.0271,199.0,31.1864,199.0,199.0,141.516,199.0,199.0,1.54194,22.0382,0.6976280990008686,1.1484456295608285,0.7039212311593244,113.59186573344097,12903.11196080408,0.8390001377588232
11,189.117,199.0,199.0,55.0796,45.5561,14.5723,199.0,199.0,43.0899,44.3847,199.0,3.08166,85.1016,0.697614927752462,1.156491047880775,0.7038864970561366,113.5943397238862,12903.67401730567,0.8389794378029396
12,199.0,46.4536,97.9882,78.7079,89.0101,13.2264,199.0,21.89,199.0,199.0,199.0,50.7103,23.3147,0.6947954660820361,1.1783935311670637,0.700385695566597,114.1226921618996,13023.988866279698,0.8368904919800422
13,199.0,199.0,37.4277,116.509,199.0,2.19417,199.0,199.0,199.0,199.0,199.0,40.4251,141.951,0.6977629508909409,1.210178373948976,0.7040564124222425,113.56653304543116,12897.357427959007,0.8390806948215663
14,27.3839,199.0,140.089,158.73,199.0,21.6357,199.0,185.327,199.0,63.8737,199.0,19.3962,130.465,0.6976370788892032,1.1541676693205993,0.7039243436496808,113.59017898635882,12902.728762153034,0.8390019926374912
