real_name,alpha,awc,canmx,cn2,cn3_swf,epco,esco,lat_len,latq_co,perco,petco,revap_co,surlag
0,114.124,199,13.1594,24.2997,51.6894,42.1442,199,199,199,55.1692,125.217,39.3951,73.4226
1,16.2047,199,34.5639,110.352,108.4,40.3873,199,199,199,123.518,124.609,23.7971,20.2779
2,41.5879,199,25.108,19.4758,107.629,41.2188,199,199,199,199,124.651,28.1376,119.647
3,114.182,199,118.018,26.6409,107.032,42.1576,199,199,199,199,125.375,61.3812,5.66069
4,113.942,199,95.2375,8.23262,10.6922,10.7345,199,199,136.455,199,124.759,61.9045,26.3904
5,22.0011,199,199,109.539,46.7094,9.61945,199,199,199,199,125.223,61.8208,125.415
6,114.24,199,98.7755,108.805,108.616,22.3498,199,199,199,199,124.552,37.6479,53.5293
7,29.6917,199,27.5474,109.164,48.9521,36.5525,199,199,42.2514,85.1872,125.097,5.55787,18.3041
8,98.418,199,36.3099,32.1363,12.1054,7.67927,199,199,199,199,123.705,13.126,5.59076
9,101.45,199,31.0646,8.28798,59.3244,28.3916,199,199,199,50.1688,119.19,24.7317,9.14927
10,114.029,199,168.525,22.6002,107.642,39.3923,199,199,146.455,199,124.833,1.89185,19.4049
11,107.897,199,199,40.0455,24.7865,18.4961,199,199,44.6369,47.3024,124.921,3.76936,74.9182
12,114.061,199,165.73,57.0188,49.1016,19.029,199,37.2858,199,199,123.182,62.4954,20.1793
13,114.247,199,57.7844,84.7646,109.374,2.85382,199,199,199,199,125.177,49.2539,124.558
14,15.7125,199,199,115.232,108.268,27.7819,199,199,199,68.3311,125.197,23.7094,114.45
15,114.199,199,199,94.711,85.7913,11.643,199,199,199,89.1855,124.355,32.1385,12.9461
16,113.523,199,188.726,64.8027,108.261,41.0243,199,199,199,111.726,124.887,13.8896,121.37
17,113.047,199,73.138,110.528,108.912,6.16084,199,199,199,110.943,123.87,49.9596,101.858
18,62.4018,199,50.909,61.7333,126.346,11.089,199,114.752,194.576,25.3527,133.563,2.16582,113.82
19,114.006,199,57.617,17.5452,44.9743,5.40054,199,141.196,199,199,124.391,31.483,18.8776
20,31.7584,199,128.631,111.777,108.588,40.8267,199,148.477,199,199,124.194,61.3583,125.824
21,114.191,199,199,88.7389,14.3211,15.7842,199,43.4817,199,199,125.238,59.7002,84.9995
22,113.647,199,199,37.0103,81.5693,8.78817,199,199,70.0946,45.426,124.845,51.6753,41.0998
23,127.853,199,83.3768,9.11896,53.0288,22.8551,199,199,199,199,96.2102,39.8253,32.1624
24,113.179,199,42.9801,111.44,108.392,2.99776,199,199,181.508,19.881,124.223,24.2262,31.089
25,114.068,199,199,26.2956,108.17,22.2636,199,199,199,199,113.68,15.6933,112.161
26,98.2079,199,116.812,83.7026,11.2636,18.9737,199,199,93.2633,199,124.32,5.761,66.9792
27,114.131,199,193.178,3.4847,36.631,40.8144,199,199,199,199,124.939,8.89191,113.389
28,51.561,142.653,199,28.0785,108.024,43.7401,199,199,172.503,21.6913,124.143,21.6571,122.955
29,113.999,199,87.1596,36.7203,36.1372,12.4392,199,199,199,199,124.613,35.1383,9.17202
30,56.3223,199,199,23.9296,26.5568,25.5308,199,199,199,199,119.365,19.1677,45.4964
31,113.976,199,199,30.5631,106.823,40.2964,199,199,91.4082,194.091,125.337,8.42084,2.12577
32,30.4464,199,20.5259,23.4289,4.8208,7.32737,199,199,123.589,177.976,124.465,9.64254,100.563
33,114.206,199,34.1997,15.5701,51.3138,39.1887,199,199,49.8933,199,124.443,3.90406,25.4706
34,114.283,199,199,104.925,37.4294,40.356,199,121.486,30.5492,8.86421,125.105,67.0984,8.80964
35,25.5762,199,199,111.18,108.325,25.2156,199,150.434,90.5699,85.9652,124.006,1.22008,27.0586
36,113.997,199,199,111.343,40.0394,40.459,199,199,133.772,199,125.432,15.1694,89.857
37,114.013,199,84.415,12.5261,108.52,42.6811,199,199,199,199,124.984,14.8989,124.984
38,113.534,199,159.171,37.1267,109.331,19.5653,199,199,199,16.6713,123.337,19.6006,95.4597
